"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
"1",0.490375910000004,-0.0104367850000002,0.0133442249999988,-1.55599999999382e-05,0.000231834999999394,-0.00927721500000087,0.0222859500000012,-0.00431280999999769,-0.00653955500000087,-0.00509275999999989,-0.00892070999999989,-0.000390935000000446,0.0039485949999992,0.0988394999999991,-0.00324966499999984,0.00389132999999823,-0.00674192500000145,-0.0121119149999992,0.00160532500000034,0.00473575499999968,0.00267131499999883,-0.00333556000000066,-0.000684460000000944,0.00112402999999937,-0.00121035500000174,0.0219795500000008,-0.00181428000000075,-0.00761972500000008,-0.0086993750000015,-0.00630362499999825,0.00555117999999866,-0.00731080500000008,-0.0100687500000009,-0.00131053500000084,0.00060984499999918,-0.0073812349999987,0.00266352000000038,-0.00419997000000067,-0.00279387500000111,0.0165044050000014,-0.0052760449999999,0.00765750000000029,-0.00649598000000196,-0.00781940999999935,-0.00327464000000092,-0.0093466449999994,-0.00557316500000045,-0.00356739500000019,-0.00468416500000104,-0.00235553500000018,-0.00664499499999942,0.00670767000000116,0.0199937050000003,-0.00568342999999945,0.0166921450000002,-0.00266173499999913,-0.00434862999999996,-0.000259875000001296,-0.0131213750000002,-0.0125690749999998,-0.00345531500000058,-0.00664140500000116,0.00291591499999939,-0.00684926000000095,-0.00381185500000039,-0.00185051499999826,-0.006750885,0.00221312500000052,-0.00775922500000044,-0.00639168500000011,-0.0144173000000011
"2",-0.0104367850000002,0.502392640000001,0.00142139500000048,-0.00345753000000006,-0.00873672999999912,-0.00324958999999914,0.000867935000001226,0.000102699999998168,-0.0111508650000007,0.00968520499999968,-0.0146191149999993,-0.00147389499999987,0.170432415000001,0.00149114000000052,-0.00666171999999896,-0.0012656599999997,-0.00780145499999915,-0.00470775499999967,-0.00793945500000035,-0.00345034500000126,-0.0169585349999996,-0.0098265900000004,-0.0176492599999988,-0.00710840499999933,0.00154805499999954,-0.00429170000000043,-0.00117769000000002,0.00191598499999927,-0.00606247000000041,-0.00499111500000003,-0.00367984000000059,0.00204944499999978,-0.00980116500000053,-0.00875040999999921,-0.00221131000000008,0.000787234999998811,-0.0061663600000005,-0.00309776499999922,-0.0115654849999992,-0.0149326950000002,0.00283094000000014,0.000419025000001243,-0.0127275749999996,0.00907017500000069,0.00239277000000022,0.00204282500000014,-0.00857434999999981,0.00314288499999893,-0.00551181500000085,-0.0068256650000001,-0.00454129500000016,-0.00742831999999958,-0.00888837000000048,-0.0102217450000015,-0.00156057999999996,0.00485511999999856,-0.00017582500000095,-0.00870498000000035,-0.00282019000000086,0.140076445000001,-0.00456747999999951,-0.0065161649999993,-0.00904885499999836,-0.00829522500000115,-0.00752069500000113,-0.00250497499999996,-0.0101097099999999,0.00565561499999839,-0.0140594250000014,-0.00550637000000103,-0.00611256499999875
"3",0.0133442249999988,0.00142139500000048,0.486638310000004,-0.00713777499999954,0.0057910900000001,0.00747902500000011,0.0952740650000016,-0.00755548000000018,0.00419135000000036,0.00227708999999966,-0.00380119499999953,0.00439983000000024,0.00827292999999845,-0.0105993050000016,-0.00447884500000032,-0.00168579499999989,-0.00306332999999886,-0.00437486500000096,0.0942785949999993,0.00219541999999865,-0.00592038999999996,-0.00691325500000018,-0.0136931150000022,0.085894724999999,0.109732910000001,0.0676211299999987,0.00441526999999934,-0.00427971500000138,-0.00431548500000076,-0.00777849999999979,-0.00313352999999878,-0.00629050500000161,0.00110270499999988,-0.00677696999999874,-0.00917235499999905,-0.00737295999999868,-0.0128119000000004,0.0180376499999998,-0.00543627500000121,-0.00749977500000084,-0.0022075500000015,-0.00310646500000074,-0.00687840500000122,0.00269056000000053,0.0698196300000003,-0.00837142500000037,0.00452484500000026,0.00563761499999874,-0.00963694500000103,-0.00181665499999919,-0.00980557500000079,-0.01040432,0.193376680000002,0.000696715000000086,0.151713645000002,-0.00105868500000099,-0.00126444999999808,0.00918371999999898,0.00392252999999913,-0.0064929299999997,-0.00522153500000009,-0.0092436300000002,-0.0108693949999995,-0.00525069999999987,-0.0138541050000014,-0.0051578249999978,-0.00695192499999826,-0.00981760999999994,-0.000415859999999477,-0.00131864000000088,-0.0036457300000017
"4",-1.55599999999298e-05,-0.00345753000000006,-0.00713777499999954,0.496598939999999,0.00284136499999962,0.00162223499999905,-0.00358456499999966,-0.00838721000000095,-0.0068773749999996,0.00302547999999992,0.00486572000000141,-0.00307402500000062,-0.00663100500000033,-0.0027662700000011,-0.0113281499999991,-0.00603026499999948,-0.00389372499999896,-0.00185805000000039,-0.00371367999999981,-0.00890240000000031,-0.00921225500000017,-0.00700319500000069,-0.00349736999999858,-0.00592806499999986,-0.0124077299999986,-0.00448750500000023,-0.00577395500000099,-0.00587267499999933,-0.00896013000000033,0.0101957799999991,-0.00526875500000192,-0.0112662200000008,-0.00495759999999926,-0.00854743999999933,0.00368436500000095,-0.00523057500000023,-0.0083408299999998,-0.00960656000000106,0.190355795000001,-0.00376006500000023,0.0123442100000002,0.00407434999999991,0.00761969000000014,-0.00295782999999965,-0.00270764000000037,0.161533455,0.000945869999999215,-0.00380559499999924,-0.0104911349999992,-0.000850269999999795,-0.0146110799999993,-0.00429657000000127,0.101172560000001,-0.00329001499999965,-0.00542231999999952,0.00127349499999909,-0.000204580000001038,-0.00479878500000033,-0.00353520500000087,0.0157637100000008,-0.00726269499999936,-0.00405550000000035,0.115140770000002,-0.00701037000000047,-0.0079861999999994,-0.00464996500000055,-0.00656853000000022,0.00700913000000071,-9.31449999995525e-05,0.00329776499999956,-0.00444244000000044
"5",0.000231834999999398,-0.00873672999999911,0.0057910900000001,0.00284136499999961,0.498894755000001,0.138272235,0.00126376499999921,-0.00568937500000076,-0.00970871999999983,-0.00760595500000006,0.00480102999999958,0.00727984000000056,-0.0107323149999997,-0.00898321999999977,-0.00271120000000022,-0.00533307500000041,-0.00643963499999998,-0.00279354500000026,0.00172533499999923,-0.0121679600000007,-0.000578115,-0.00290451500000044,-0.00320361999999921,-0.00358980500000107,0.00366190500000099,0.00659621499999992,-0.00625901499999982,-0.0033200099999991,-0.0107471500000007,-0.00525208999999988,-0.00131311500000121,-0.00244084500000011,-0.0064079200000003,-0.00308340999999937,-0.0104600199999995,0.00681803499999973,-0.0116266349999991,-0.00831106500000088,0.00631706500000073,-0.00776410499999965,-0.00278582500000085,-0.00401391499999958,-0.0017803249999998,-0.0138723450000014,0.00299404000000098,-0.00231954000000021,-0.00730539500000049,-0.00830869999999907,-0.00372362000000041,-0.00657317500000029,-0.00257528999999892,0.00160795499999998,0.00301658000000111,-0.00704831000000044,0.00571366999999982,-0.00781004500000064,0.000675874999998531,0.00188055500000024,0.00666476500000011,-0.00531841499999912,-0.0132067350000005,-0.00333530499999993,0.000544369999998778,0.00420910999999958,-0.0030728249999992,-0.00691958500000055,0.00287157000000037,-0.00407490999999979,-0.00963339499999957,-0.00565158499999916,-0.00925039499999952
"6",-0.00927721500000087,-0.00324958999999914,0.0074790250000001,0.00162223499999905,0.138272235,0.4944455,0.00745120499999996,-0.0109044449999994,-0.00482723999999973,-0.000747159999999761,0.000697524999999796,-0.00367547500000055,-0.00286251999999861,-0.0129305349999995,0.00369128,-0.0053965899999994,-0.0047069200000008,-0.0099434750000004,-0.00131676499999981,-0.00400792999999962,0.00788842999999917,-0.00411327500000063,-0.00573264499999948,-0.00481169999999924,-0.000213514999999878,-0.00268980499999957,-0.00272155499999974,-0.007908225,0.00210722499999977,-0.00221521499999951,0.00910746000000018,0.00583739999999985,0.0101016599999997,0.00800135999999951,-0.0138631050000004,-0.00186134999999958,-0.00691875500000049,0.00650447000000074,-0.00222877500000053,0.00799336499999908,-0.00641649999999866,-3.53200000002121e-05,-0.0017729000000009,-0.00855297000000085,-0.0050805650000002,0.000345545000001355,-0.00534370000000062,-0.00418653499999962,-0.00372939000000016,0.000541455000000112,0.00497879500000018,-0.00552859000000068,0.00346098499999835,-0.000611545000001036,0.00964558000000092,-0.00286746500000011,-0.0101732800000002,0.00479654000000082,-0.00121337499999872,-0.00613056999999971,-0.00186841500000025,-0.00254058000000079,-0.00782598000000053,-0.00591810499999956,0.00205320999999942,-0.0056835299999993,0.0104065649999998,-0.00678344499999926,-0.00619207500000036,-0.00831808500000017,-0.000624155000000642
"7",0.0222859500000012,0.000867935000001226,0.0952740650000016,-0.00358456499999966,0.00126376499999921,0.00745120499999997,0.492365264999997,-0.00668781499999951,-0.00700182499999954,0.113763094999999,-0.00639949500000043,0.00097125000000012,0.0073238849999997,-0.00852969999999923,-0.00122063500000026,0.00213108000000013,-0.00741471499999916,-0.00113257499999959,0.13145935,0.00347520500000124,-0.00258559000000148,-0.0112975999999991,0.00668985000000163,-0.00925177000000153,-0.00238671000000039,0.159131495000003,0.00349430000000086,0.00576693500000016,-0.00148466000000092,-0.0105094100000005,-0.00121506500000122,0.10640462,-0.0123588850000016,-0.00673740499999967,-0.0146682200000012,-0.010281590000001,0.00178237499999888,-0.00269905000000072,-0.00217977999999898,-0.0015497350000002,0.00148146000000073,-0.00493737500000093,-0.00535386000000073,-0.0116101250000004,0.0772667699999997,0.105153704999999,-0.00602777000000046,-0.00666967999999799,-0.0103530849999996,-0.00917348500000082,-0.000324340000000069,-0.00310402000000071,0.116889274999999,-0.00900882500000004,0.05430744,-0.00735310500000216,-0.00711837500000005,-0.00286239999999951,-0.00202115999999917,-0.00185653499999595,0.00046211000000043,-0.0160602099999998,-0.0118149300000003,-0.00913536500000238,-0.00200562499999967,-0.00629495999999979,-0.0109962950000015,-0.00721364999999965,-0.000699389999999829,-0.0013072899999989,-0.00556042500000084
"8",-0.00431280999999769,0.000102699999998169,-0.00755548000000017,-0.00838721000000096,-0.00568937500000076,-0.0109044449999994,-0.0066878149999995,0.506766160000003,-0.0096489249999999,-0.00866489499999944,-0.00992647999999985,0.0102046850000003,0.00189241999999907,0.00227404000000166,-0.0015402349999997,-0.00608428500000005,-0.0100237700000002,-0.00800088999999977,-0.0104569100000001,-0.00750545499999794,-0.000110900000002066,-0.00539582999999828,-0.0135552649999993,-0.0137916649999997,-0.0105100150000012,-0.00579808999999806,0.00495520000000074,-0.0185230149999992,0.0489900599999997,-0.000973710000000156,-0.00857917000000011,0.000226635000001404,-0.00871718000000026,-0.000148440000001334,0.00127602999999871,-0.00464449000000138,-0.00777363999999964,0.00360842000000218,-3.17900000001166e-05,-0.0087669099999976,-0.00106788999999924,0.00379497000000054,-0.00750846499999958,-0.0123172249999996,-0.0090866799999999,-0.00894045499999997,-0.00749763999999968,0.00819891500000048,0.0014767400000002,-0.00593641000000023,-0.00335036000000044,-0.00272257999999966,-0.00666024000000175,-0.00612001499999985,-0.00353462000000101,-0.0109316549999985,0.0113638399999997,-0.00554092499999914,-0.00721401500000004,-0.00880269499999938,-0.00893834499999954,-0.00685136999999922,0.104152210000001,0.0138156449999983,0.0412578800000008,0.00433618999999988,-0.00632078500000151,0.0408247999999998,-0.00659591500000195,-0.00893365000000007,0.0758416350000004
"9",-0.00653955500000087,-0.0111508650000007,0.00419135000000037,-0.00687737499999959,-0.00970871999999983,-0.00482723999999974,-0.00700182499999955,-0.00964892499999991,0.498269330000004,-0.0105953649999989,0.115972559999999,-0.00150729000000185,-0.00192111500000078,-0.0123564800000006,0.000818719999999737,-0.00317376000000129,-0.00104254999999974,-0.0107316099999996,-0.00177770999999951,0.104835549999999,0.0376814599999995,0.150040315000001,-0.0155624699999993,-0.00449122000000039,-0.0035590849999983,-0.00666020500000064,-0.00190827500000146,-0.0102831149999994,0.00253194500000055,-0.00269856499999991,-0.00955203000000012,-0.00107520499999981,-0.0132542599999992,-0.00759622500000026,0.000979400000001875,-0.00529923000000101,-0.00737484999999787,-0.00679114999999952,-0.00219857499999934,0.0230095900000012,0.00148931999999793,0.000183020000000792,0.101330255000002,0.161247100000001,-0.00339455500000178,-0.00875337000000114,-0.00616191000000073,-0.0119640300000003,0.00139044500000053,-0.0101943699999991,-0.00874600499999992,-0.00495107000000017,0.00493166000000071,-0.00652507000000083,0.00160020499999959,0.0776367150000005,-0.00606573500000046,-0.0019991849999984,-0.0040948250000001,0.00211758499999967,-0.00740435999999987,-0.0140865899999998,-0.0088272699999997,-0.00620683000000023,-0.0138082700000003,-0.0134376899999989,-0.00681281999999881,-0.0086304700000008,0.16067658,-0.00411629999999952,-0.00938144999999998
"10",-0.00509275999999988,0.00968520499999968,0.00227708999999966,0.00302547999999992,-0.00760595500000006,-0.00074715999999977,0.113763094999999,-0.00866489499999945,-0.0105953649999989,0.509238574999999,-0.0107843449999999,-0.00720652000000011,-0.00547492500000023,-0.0104369250000004,-0.004399660000001,0.00719112000000076,-0.00223887000000055,-0.000165485000001108,-0.00663246999999948,-0.00921777499999965,-0.00154167499999933,-0.0253534500000013,-0.0100206150000003,-0.00214603999999889,0.00754298500000098,-0.00348978000000073,-0.00587897499999963,-0.00900618999999931,-0.00847783000000054,0.00327476499999968,-0.00346764499999995,0.0520460849999999,-0.00503711999999958,-0.0092098700000006,0.0543685900000002,0.0103549149999998,-0.0042349149999997,-0.0075951049999988,0.0144928349999998,-0.00635610000000071,-0.00264821999999921,0.00112005500000017,-0.0160632099999998,-0.0145733199999998,-0.0155340350000006,0.12970674,-0.00883674500000064,0.00922963000000162,-0.00334918499999936,-0.00938717999999972,-0.0071369200000008,-0.0126051250000006,-0.00249078499999919,-0.000334779999999559,-0.0106356200000007,-0.00843623499999948,-0.00296443500000086,0.00371008000000048,-0.00511424500000024,0.0139789399999992,0.00244568499999992,-0.0105069100000012,-0.00244234500000028,-0.00643781499999953,0.00499902500000016,-0.000627520000000951,-0.00501220500000031,-0.000585939999997721,-0.0134733949999986,-0.00450379000000035,0.000124594999999497
