"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
20,40,"OPTIMAL",1.19887063862354,938.249000072479,48,0.85,-0.2345560092721,1.19887063862354,1.16368723723273
