"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
16,20,"OPTIMAL",1.48885018986877,1.0699999332428,23,0.850000000000003,-0.379278504341707,1.48885018986877,1.43195841421752
