"ID","iter","ns","bv","p","r"
"519028",29,30,1.54260844230263,0.0445416042240598,1
"519031",29,30,1.27867445496303,0.0277150773881597,1
"519056",29,30,1.4045286106446,0.0144244848251073,1
"519075",29,30,1.24128688701412,0.0204608912091738,1
"519090",29,30,1.45309801253272,0.0210247787536062,1
"519107",29,30,1.7556082893012,0.0672943909727228,1
"519137",29,30,1.05598248337269,0.0144700043825428,1
"519142",29,30,1.19806402371545,0.0100017546496909,1
"519155",29,30,1.14888156338889,0.0217788761503457,1
"519170",29,30,1.3028924986817,0.0113969001269493,1
"519198",29,30,1.36280685226443,0.0284574278565047,1
"519223",29,30,1.37714008357376,0.0432178463288161,1
"519233",29,30,1.59727811684547,0.0645211261883541,1
"519234",29,30,1.18785753982625,0.012624999535111,1
"519252",29,30,1.12508506811012,0.0189570026794778,1
"519254",29,30,1.21666265176141,0.011081938646226,1
"519259",29,30,1.17313354427458,0.0171693539665057,1
"519262",29,30,1.62319982708505,0.0426699166742105,1
"519265",29,30,1.35565335436728,0.027150854941637,1
"519289",29,30,1.15664945102932,0.0135679943081693,1
"519316",29,30,1.08368860957195,0.0110698045265647,1
"519317",29,30,1.16366763988333,0.0100740450056625,1
"519338",29,30,1.16969699459338,0.0100235649576208,1
"519346",29,30,1.19786391860502,0.024243938745877,1
"519357",29,30,1.38604040440001,0.0396248616334827,1
"519378",29,30,1.30502454686568,0.0193757384692898,1
"519379",29,30,1.19284588086475,0.0199099147058957,1
"519384",29,30,1.33507831752769,0.0194664366654295,1
"519388",29,30,1.14204582360698,0.0100907216155081,1
"519396",29,30,1.29675453671423,0.0184194395300248,1
"519408",29,30,1.28790580660587,0.015611941242647,1
"519413",29,30,1.18887220455396,0.0246475026330976,1
"519419",29,30,1.13720142762922,0.0178297330387752,1
"519427",29,30,1.53552209240369,0.0361264731728407,1
"519439",29,30,1.06871087479246,0.0178908875165212,1
"519447",29,30,1.26478897556781,0.0130521413833395,1
"519458",29,30,1.148936288201,0.0100156313501964,1
