"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.488074394999998,-0.000766854999997357,-0.000830454999999596,-0.00941792499999868,-0.0102130349999999,-0.00856874499999979,-0.000512245000000496,-0.0110510400000006,0.00106746999999983,-0.00600341999999998,-0.00158564000000036,-0.00101784500000028,0.00243035000000127,0.000522310000000077,-0.00828132999999955
"2",-0.000766854999997346,0.500149359999998,0.00354554000000066,-0.00960473500000044,0.000179179999999515,0.00916553500000031,0.028509,-0.00913890999999914,-0.00489217499999862,-0.00200662999999896,-0.00281826500000052,0.00514117499999822,-0.00595593500000086,-0.00234961500000083,-0.00397779500000083
"3",-0.000830454999999595,0.00354554000000066,0.510994359999999,-0.0139031900000001,0.08728582,0.0484671949999999,-0.000927119999999804,-0.00439419999999897,-0.00282194999999817,-0.0105890849999986,-0.00788693999999985,-0.015439449999999,-0.00972538999999939,0.167675625,0.0447244200000005
"4",-0.00941792499999869,-0.00960473500000044,-0.0139031900000001,0.504856255,-0.00390193499999976,-0.00706259999999966,-0.00207939000000141,0.0105832499999988,-0.0072853500000004,-0.00395974000000165,-0.00776071500000008,-0.00221931999999971,-0.0166641249999994,-0.00749983000000147,-0.00498871500000021
"5",-0.0102130349999999,0.000179179999999517,0.08728582,-0.00390193499999976,0.500796805000002,-0.00473503500000152,-0.00524890499999979,-0.00784401999999946,-0.00606982000000043,-0.0132687949999997,-0.0184643249999994,-0.00364647,-0.00612301000000075,0.109149615000001,-0.00841375000000238
"6",-0.0085687449999998,0.00916553500000032,0.0484671949999999,-0.00706259999999966,-0.00473503500000152,0.492264305000001,0.0261254500000003,-0.0110333949999987,-0.0132558000000003,0.00603645500000181,0.00166507500000003,0.00270580999999956,-0.0162292850000004,-0.0111157099999987,0.13698149
"7",-0.000512245000000491,0.028509,-0.000927119999999801,-0.00207939000000142,-0.00524890499999979,0.0261254500000003,0.496017710000001,-0.00509281500000004,-0.00783381499999789,-0.00488571999999788,-0.00042101500000126,0.00450789499999968,-0.00342323500000012,-0.000375790000001394,0.00818792000000172
"8",-0.0110510400000006,-0.00913890999999914,-0.00439419999999897,0.0105832499999988,-0.00784401999999948,-0.0110333949999987,-0.00509281500000003,0.497165984999999,0.00611101499999998,-0.00247056499999953,0.000574500000001066,0.00403203000000007,-0.00503531499999887,-0.00277450500000053,-0.00473187999999951
"9",0.00106746999999982,-0.00489217499999863,-0.00282194999999817,-0.00728535000000042,-0.00606982000000042,-0.0132558000000003,-0.00783381499999788,0.00611101499999998,0.496586189999998,0.00634261500000083,0.00239281499999877,-0.00699469999999931,0.0129879449999998,-0.00059100999999914,-0.0110415699999986
"10",-0.00600341999999998,-0.00200662999999896,-0.0105890849999987,-0.00395974000000165,-0.0132687949999998,0.00603645500000181,-0.00488571999999788,-0.00247056499999952,0.00634261500000083,0.492322870000003,0.0801380549999985,-0.00461236000000026,-0.00245015499999914,-0.00486567500000091,-0.0027317899999979
"11",-0.00158564000000036,-0.00281826500000053,-0.00788693999999985,-0.00776071500000007,-0.0184643249999994,0.00166507500000003,-0.000421015000001263,0.000574500000001063,0.00239281499999878,0.0801380549999985,0.49827397,-0.00711285999999974,0.102987380000002,-0.000432740000000495,-0.00340386000000028
"12",-0.00101784500000027,0.00514117499999822,-0.015439449999999,-0.00221931999999971,-0.00364646999999999,0.00270580999999956,0.00450789499999968,0.00403203000000007,-0.00699469999999932,-0.00461236000000027,-0.00711285999999973,0.499346714999998,-0.00412054000000095,0.0034385650000001,-0.0129647199999993
"13",0.00243035000000127,-0.00595593500000085,-0.00972538999999939,-0.0166641249999994,-0.00612301000000075,-0.0162292850000004,-0.00342323500000012,-0.00503531499999889,0.0129879449999998,-0.00245015499999914,0.102987380000002,-0.00412054000000096,0.49230944,-0.000338274999998895,-0.0097587650000027
"14",0.000522310000000076,-0.00234961500000082,0.167675625,-0.00749983000000146,0.109149615000001,-0.0111157099999987,-0.000375790000001397,-0.00277450500000052,-0.000591009999999143,-0.0048656750000009,-0.000432740000000496,0.0034385650000001,-0.000338274999998891,0.497160229999998,-0.00245463999999888
"15",-0.00828132999999954,-0.00397779500000082,0.0447244200000005,-0.00498871500000021,-0.00841375000000239,0.13698149,0.00818792000000173,-0.00473187999999951,-0.0110415699999985,-0.00273178999999789,-0.00340386000000028,-0.0129647199999993,-0.00975876500000269,-0.00245463999999889,0.49481541
