"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41"
"1",0.490375910000004,-0.0104367850000002,0.0133442249999988,-1.55599999999382e-05,0.0222859500000012,-0.00653955500000087,-0.00892070999999989,-0.000390935000000446,0.0988394999999991,-0.00674192500000145,0.00160532500000034,0.00267131499999883,-0.00333556000000066,0.00112402999999937,0.0219795500000008,-0.00181428000000075,-0.00761972500000008,-0.0086993750000015,0.00555117999999866,-0.00131053500000084,0.00060984499999918,0.00266352000000038,-0.00279387500000111,-0.0052760449999999,-0.00649598000000196,-0.00781940999999935,-0.00356739500000019,-0.00664499499999942,0.0199937050000003,-0.000644510000000197,-0.00568342999999945,0.0166921450000002,-0.00434862999999996,-0.000259875000001296,-0.0131213750000002,-0.00345531500000058,-0.00664140500000116,0.00291591499999939,-0.00185051499999826,-0.00775922500000044,-0.0144173000000011
"2",-0.0104367850000002,0.502392640000001,0.00142139500000048,-0.00345753000000006,0.000867935000001226,-0.0111508650000007,-0.0146191149999993,-0.00147389499999987,0.00149114000000052,-0.00780145499999915,-0.00793945500000035,-0.0169585349999996,-0.0098265900000004,-0.00710840499999933,-0.00429170000000043,-0.00117769000000002,0.00191598499999927,-0.00606247000000041,-0.00367984000000059,-0.00875040999999921,-0.00221131000000008,-0.0061663600000005,-0.0115654849999992,0.00283094000000014,-0.0127275749999996,0.00907017500000069,0.00314288499999893,-0.00454129500000016,-0.00888837000000048,0.00568534499999886,-0.0102217450000015,-0.00156057999999996,-0.00017582500000095,-0.00870498000000035,-0.00282019000000086,-0.00456747999999951,-0.0065161649999993,-0.00904885499999836,-0.00250497499999996,-0.0140594250000014,-0.00611256499999875
"3",0.0133442249999988,0.00142139500000048,0.486638310000004,-0.00713777499999954,0.0952740650000016,0.00419135000000036,-0.00380119499999953,0.00439983000000024,-0.0105993050000016,-0.00306332999999886,0.0942785949999993,-0.00592038999999996,-0.00691325500000018,0.085894724999999,0.0676211299999987,0.00441526999999934,-0.00427971500000138,-0.00431548500000076,-0.00313352999999878,-0.00677696999999874,-0.00917235499999905,-0.0128119000000004,-0.00543627500000121,-0.0022075500000015,-0.00687840500000122,0.00269056000000053,0.00563761499999874,-0.00980557500000079,0.193376680000002,0.199641075,0.000696715000000086,0.151713645000002,-0.00126444999999808,0.00918371999999898,0.00392252999999913,-0.00522153500000009,-0.0092436300000002,-0.0108693949999995,-0.0051578249999978,-0.000415859999999477,-0.0036457300000017
"4",-1.55599999999298e-05,-0.00345753000000006,-0.00713777499999954,0.496598939999999,-0.00358456499999966,-0.0068773749999996,0.00486572000000141,-0.00307402500000062,-0.0027662700000011,-0.00389372499999896,-0.00371367999999981,-0.00921225500000017,-0.00700319500000069,-0.00592806499999986,-0.00448750500000023,-0.00577395500000099,-0.00587267499999933,-0.00896013000000033,-0.00526875500000192,-0.00854743999999933,0.00368436500000095,-0.0083408299999998,0.190355795000001,0.0123442100000002,0.00761969000000014,-0.00295782999999965,-0.00380559499999924,-0.0146110799999993,0.101172560000001,-0.0087172450000001,-0.00329001499999965,-0.00542231999999952,-0.000204580000001038,-0.00479878500000033,-0.00353520500000087,-0.00726269499999936,-0.00405550000000035,0.115140770000002,-0.00464996500000055,-9.31449999995525e-05,-0.00444244000000044
"5",0.0222859500000012,0.000867935000001226,0.0952740650000016,-0.00358456499999966,0.492365264999997,-0.00700182499999954,-0.00639949500000043,0.00097125000000012,-0.00852969999999923,-0.00741471499999916,0.13145935,-0.00258559000000148,-0.0112975999999991,-0.00925177000000153,0.159131495000003,0.00349430000000086,0.00576693500000016,-0.00148466000000092,-0.00121506500000122,-0.00673740499999967,-0.0146682200000012,0.00178237499999888,-0.00217977999999898,0.00148146000000073,-0.00535386000000073,-0.0116101250000004,-0.00666967999999799,-0.000324340000000069,0.116889274999999,0.00393315999999931,-0.00900882500000004,0.05430744,-0.00711837500000005,-0.00286239999999951,-0.00202115999999917,0.00046211000000043,-0.0160602099999998,-0.0118149300000003,-0.00629495999999979,-0.000699389999999829,-0.00556042500000084
"6",-0.00653955500000087,-0.0111508650000007,0.00419135000000037,-0.00687737499999959,-0.00700182499999955,0.498269330000004,0.115972559999999,-0.00150729000000185,-0.0123564800000006,-0.00104254999999974,-0.00177770999999951,0.0376814599999995,0.150040315000001,-0.00449122000000039,-0.00666020500000064,-0.00190827500000146,-0.0102831149999994,0.00253194500000055,-0.00955203000000012,-0.00759622500000026,0.000979400000001875,-0.00737484999999787,-0.00219857499999934,0.00148931999999793,0.101330255000002,0.161247100000001,-0.0119640300000003,-0.00874600499999992,0.00493166000000071,-0.00422631999999841,-0.00652507000000083,0.00160020499999959,-0.00606573500000046,-0.0019991849999984,-0.0040948250000001,-0.00740435999999987,-0.0140865899999998,-0.0088272699999997,-0.0134376899999989,0.16067658,-0.00938144999999998
"7",-0.00892070999999988,-0.0146191149999993,-0.00380119499999953,0.00486572000000141,-0.00639949500000043,0.115972559999999,0.488294460000004,0.00517308000000022,-0.00648282500000055,-0.00380340999999897,-0.0052195850000011,0.0237501800000004,0.0931792849999992,-0.00703497999999986,-0.0043320000000001,-0.00410198499999897,-0.00796509999999783,-0.0114953599999998,-0.00920598500000114,-0.00592838499999911,-0.00562874500000047,-0.000517780000002195,0.110736735000001,0.00039682500000066,0.0751171249999994,0.111574375000001,-0.00416111499999963,-0.00908944499999985,0.00409419499999982,-0.0133082550000006,-0.00962101999999804,-0.00532497000000003,0.0014053849999991,-0.00635643000000187,0.000126549999999346,-0.00214036499999946,-0.00372258500000055,-0.00700795999999965,0.00330539999999979,0.0884416800000005,-0.00874821000000023
"8",-0.000390935000000443,-0.00147389499999987,0.00439983000000024,-0.00307402500000062,0.00097125000000012,-0.00150729000000184,0.00517308000000021,0.487893805000001,-0.000621460000002233,-0.00693432,-0.0048584400000006,0.00410228000000148,-0.010567320000001,-0.012145510000001,-0.0137244650000008,0.20503134,-0.00220547500000055,-0.00766802999999987,-0.0184004950000006,-2.14699999994352e-05,-0.00908960500000027,-0.00523451499999965,0.00371377500000025,0.00149156000000037,-0.0114333700000009,-0.0115694200000008,0.0619891099999993,-0.00679694000000004,0.00807115000000084,-0.0140601350000003,-0.00379804500000034,0.00678918000000148,0.00587731000000004,-0.00271729000000033,-0.00624677000000052,-0.0103853999999998,-0.00789991500000046,-0.00166356500000045,0.010325135000001,0.00248032500000037,0.00165895500000062
"9",0.0988394999999991,0.00149114000000052,-0.0105993050000016,-0.00276627000000111,-0.00852969999999923,-0.0123564800000007,-0.00648282500000054,-0.000621460000002236,0.507380175000001,-0.00461613000000145,-0.00699657999999871,0.0065404850000001,-0.0094781500000008,-0.00345539499999976,-0.00924044499999978,-0.00356987500000069,-0.00150467000000133,-0.00358346000000144,0.00232079000000031,0.00280798999999932,-0.00890506499999951,-0.0027197799999993,-0.00997553000000135,-0.00967203000000103,-0.00577691500000051,-0.00973645499999974,-0.00514038499999986,-0.00121168499999922,-0.0126155400000008,-0.00628213499999945,-0.00553110500000027,-0.00693642000000024,-0.00681221000000093,-0.000502579999999372,-0.00237587499999899,-0.0071259000000007,-0.0111129600000015,0.00104497499999987,-0.00988494999999913,-0.0147449600000008,-0.0102906800000006
"10",-0.00674192500000146,-0.00780145499999915,-0.00306332999999886,-0.00389372499999896,-0.00741471499999918,-0.00104254999999974,-0.00380340999999898,-0.00693431999999999,-0.00461613000000145,0.495287915,-0.00138432000000093,-0.0036339999999995,-0.0134446550000004,-0.00220170500000146,-0.00955748500000009,-0.00507131999999949,-0.00861966000000022,-0.00261569499999844,0.00132636000000143,-0.00449323999999942,-0.00681396999999945,-0.00145401000000016,-0.00789138000000019,0.00187358499999964,0.00588081999999906,-0.0121324,-0.0058889550000001,0.0858211149999999,0.00101322000000071,0.00109087500000079,0.0999497950000004,-0.00640033499999966,0.000272880000001891,-0.00123134499999969,0.00102266000000014,0.00409014499999981,0.00705622499999869,0.00273625999999987,-0.00795714999999935,-0.0024719799999996,-0.0174836600000002
