"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
6,40,"OPTIMAL",1.07842795528363,1112.95300006866,49,0.849999999999981,-0.111842489727929,1.07842795528363,1.06165158182444
