"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",0.492898585000006,-0.0139974999999998,-0.00233290499999937,-0.000595575000001846,0.165417105,-0.00193447499999954,-0.00861511499999951,0.00624904000000109,0.00177969500000107,-0.00767899000000302,-0.0109354550000021,-0.0104978950000015,-0.000858614999998828,-0.00526020500000081,-0.00605843000000071,-0.00421279499999886,-0.00465269500000072,-0.00974819500000047,-0.00119553500000244,0.000873730000000533,0.00450297499999793,0.00268143499999866
"2",-0.0139974999999998,0.494373649999999,0.00624986000000247,0.00243571500000033,-0.0060230750000004,-0.0075316800000007,-0.00641964999999965,-0.00856082500000012,-0.0104746850000004,0.165191935000002,-0.00395813000000125,-0.00168696000000048,-0.00408400999999705,-0.00651438499999941,0.00222293999999807,-0.0140998200000028,-0.000760700000000279,0.11690994,0.00997024999999996,-0.0125943949999997,-0.0133974700000002,0.000914525000001706
"3",-0.00233290499999937,0.00624986000000246,0.502092894999999,0.000388779999999387,0.00177781500000164,0.00664460999999998,-0.00444744000000036,-0.0110154400000002,0.000466175000000945,-0.00723120500000018,-0.00728788000000083,-0.00395194000000054,0.00306100000000091,0.00850559500000026,0.00971715499999998,-0.0059768600000012,0.00644305500000117,0.00420930000000076,-0.00467790499999827,-0.00677680000000109,0.0100510049999992,0.000258279999999134
"4",-0.000595575000001839,0.00243571500000033,0.000388779999999386,0.504982044999996,0.00205860000000067,-0.0120167850000005,-0.00312836999999961,-0.00913275499999933,-0.00888588000000006,0.00863553999999877,-0.0119347549999988,-0.00684386000000092,0.066786580000001,-0.00690118500000182,-0.00706955999999961,-0.00570767499999907,0.0370365599999983,-0.0054841150000003,-0.00174015499999864,-0.00192849000000029,-0.00449942999999853,-0.00610356999999882
"5",0.165417105,-0.0060230750000004,0.00177781500000164,0.00205860000000066,0.490058799999998,-0.00770111499999908,-0.00327792999999981,-0.00788630499999924,-0.0126993500000011,0.000938000000002722,-0.0093905949999991,0.0843362849999994,-0.000523294999999407,-0.0104360349999993,-0.00773776500000022,0.0899654099999983,0.00629835000000013,-0.00238563999999896,-0.000885729999999255,-0.00160051999999967,-0.008603475,-9.38799999994064e-05
"6",-0.00193447499999954,-0.0075316800000007,0.00664460999999998,-0.0120167850000005,-0.00770111499999908,0.49267226,0.0925843900000004,-0.0015031850000012,0.166039575000001,-0.00902030500000015,-0.0117183000000006,-0.00607457000000006,-0.00709260499999876,0.0810320349999981,-0.0117061249999998,-0.00169136999999915,-0.00559036500000054,-0.00603738999999966,-0.00750089999999991,0.00583605999999973,-0.00351985000000096,-0.000775514999999677
"7",-0.00861511499999951,-0.00641964999999965,-0.00444744000000036,-0.00312836999999961,-0.00327792999999982,0.0925843900000004,0.496537279999998,-0.00714598000000185,0.129719365,-0.00395526000000135,0.00329690000000029,0.00774146999999985,-0.0103218549999991,0.122545405,-0.00038253500000103,0.00309444500000097,0.0028322000000022,-0.00426203000000054,-0.00569126499999913,-0.00370027999999973,-0.00307278500000429,-0.00149968500000196
"8",0.00624904000000108,-0.00856082500000012,-0.0110154400000002,-0.00913275499999934,-0.00788630499999924,-0.0015031850000012,-0.00714598000000185,0.481573050000001,-0.0104138100000001,-0.0026509150000022,-0.00461046000000219,-0.0162658950000008,-0.00144214999999981,-0.00362747499999951,0.00350466999999997,-0.00520391499999852,-0.00343865000000016,-0.0128797750000009,-0.00424895500000248,0.0936886999999991,0.0672158349999996,-0.00526672500000232
"9",0.00177969500000106,-0.0104746850000004,0.000466175000000943,-0.00888588000000006,-0.0126993500000011,0.166039575000001,0.129719365,-0.0104138100000001,0.496641864999998,-0.0127927299999992,-0.00139800500000009,-0.00249188500000029,-0.0103915249999993,0.135711429999999,-0.00433591500000075,-0.00154704000000053,-0.000440085000000041,-0.00821856999999969,-0.0107197250000013,-0.00591644999999816,-0.00191024500000023,-0.00258086999999968
"10",-0.00767899000000301,0.165191935000002,-0.00723120500000017,0.00863553999999877,0.000938000000002729,-0.00902030500000015,-0.00395526000000134,-0.0026509150000022,-0.0127927299999992,0.505659104999998,-0.00759783000000145,-0.00715938000000029,-0.00116094999999976,0.00125156000000081,-0.00146847000000101,-0.00547744999999995,-0.00612296499999934,0.156892835,0.00292447000000083,-0.00672436500000052,-0.00121626500000081,-0.00227568500000073
"11",-0.0109354550000021,-0.00395813000000125,-0.00728788000000082,-0.0119347549999988,-0.00939059499999909,-0.0117183000000006,0.00329690000000029,-0.00461046000000219,-0.00139800500000009,-0.00759783000000145,0.501439050000002,0.111783145000002,-0.0120053050000005,-0.00131913500000006,-0.00467101999999963,0.000472520000001991,-0.00729946499999795,-0.00344043500000114,-0.00731914499999928,-0.00208431999999994,-0.00967243500000138,0.130679429999999
"12",-0.0104978950000015,-0.00168696000000048,-0.00395194000000055,-0.00684386000000091,0.0843362849999994,-0.00607457000000006,0.00774146999999984,-0.0162658950000008,-0.00249188500000028,-0.00715938000000028,0.111783145000002,0.497639339999998,-0.00232454999999862,-0.00411771500000033,-0.00688760000000116,0.142685644999999,-0.00453142500000154,-0.00195023000000085,-0.00366123999999825,-0.0086641849999998,-0.00953521999999875,-0.00197185999999911
"13",-0.000858614999998826,-0.00408400999999705,0.00306100000000091,0.066786580000001,-0.000523294999999409,-0.00709260499999877,-0.0103218549999991,-0.00144214999999982,-0.0103915249999993,-0.00116094999999976,-0.0120053050000005,-0.00232454999999861,0.499198794999999,-0.0188750899999979,-0.0178279950000007,-0.00147400500000093,0.156525040000001,-0.0040269599999992,-0.001535270000002,0.00375661999999991,-0.0100202450000008,-0.00513523499999852
"14",-0.00526020500000081,-0.00651438499999941,0.00850559500000026,-0.00690118500000182,-0.0104360349999993,0.0810320349999981,0.122545405,-0.00362747499999951,0.135711429999999,0.0012515600000008,-0.00131913500000006,-0.00411771500000033,-0.0188750899999979,0.495435324999999,0.125151424999999,-0.000693459999999858,-0.0111690699999998,-0.00551492499999983,-0.0110197299999998,-0.00345177500000022,-0.00562279000000086,-0.000328269999999693
