"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
7,10,"OPTIMAL",1.43423910751166,25.8929998874664,20,0.850000000000118,-0.233889118554044,1.43423910751166,1.39915573972855
