"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",0.487089639999999,-0.00524904999999941,0.00115864000000019,-0.00635673000000008,0.000308510000000266,0.00786837499999975,-0.00252931000000027,-0.0095351000000004,-0.00681527500000022,0.00765231500000022,-0.00859786500000088,-0.00983069999999983,-0.00237995500000029,0.00488893000000066
"2",-0.00524904999999941,0.493048970000001,-0.0136035250000007,0.00187985999999998,-0.00273509000000005,0.18230251,-0.000955665000001069,-0.00746136500000101,0.00658469500000105,0.00483829500000041,-0.0101033000000002,-0.0109576999999997,-0.00774802000000083,0.00188226000000011
"3",0.00115864000000018,-0.0136035250000007,0.499338609999999,-0.00405990500000104,0.00275609499999969,-0.00111362999999856,-0.00287786,-0.00760662000000169,0.013599315,-0.0133228649999995,-0.00168734999999999,-0.0131128550000006,-0.0124390699999986,-0.00476297000000075
"4",-0.00635673000000007,0.00187985999999999,-0.00405990500000103,0.49164356,-0.009342850000001,-0.0085829899999995,-0.00278428999999987,0.00772636500000071,-0.00928557499999935,-0.00290193999999897,0.13216455,0.0651961450000007,-0.0076406449999998,0.00927930000000004
"5",0.000308510000000264,-0.00273509000000005,0.00275609499999969,-0.009342850000001,0.501920285000003,-0.00600206500000041,0.142904705,-0.00217402999999999,-0.00994336499999937,-0.00311273500000058,-0.00566653499999885,-0.00495467500000067,0.086466614999999,-0.00422686999999918
"6",0.00786837499999976,0.18230251,-0.00111362999999857,-0.00858298999999949,-0.00600206500000041,0.502188505000002,0.000344824999999897,-0.012466505,5.91799999994934e-05,-0.000845394999999818,-0.00543974000000016,-0.00905378000000109,-0.00674129999999985,-0.00622938000000059
"7",-0.00252931000000027,-0.000955665000001072,-0.00287786,-0.00278428999999987,0.142904705,0.000344824999999884,0.499654175000002,0.00519057000000045,0.144242935,-0.00953540000000085,-0.00260049500000028,0.0039652849999992,0.122489810000001,-0.0107045450000006
"8",-0.0095351000000004,-0.007461365000001,-0.00760662000000168,0.00772636500000071,-0.00217402999999999,-0.012466505,0.00519057000000045,0.497619950000003,0.000543215000000046,0.00296440500000022,-0.00140194000000079,0.0137199350000007,-0.00820931499999965,-0.00915914999999937
"9",-0.00681527500000022,0.00658469500000106,0.013599315,-0.00928557499999936,-0.00994336499999938,5.91799999994963e-05,0.144242935,0.000543215000000041,0.502534859999998,-0.00751241500000047,-0.00511783000000011,-0.0054404100000006,-0.00212512500000009,-0.00888562000000012
"10",0.00765231500000023,0.00483829500000041,-0.0133228649999995,-0.00290193999999896,-0.00311273500000058,-0.000845394999999816,-0.00953540000000086,0.00296440500000022,-0.00751241500000047,0.494744920000002,0.00373754499999915,-0.0129341000000012,0.00130112500000084,-0.00366959500000027
"11",-0.00859786500000088,-0.0101033000000002,-0.00168734999999999,0.13216455,-0.00566653499999885,-0.00543974000000015,-0.00260049500000029,-0.00140194000000079,-0.0051178300000001,0.00373754499999914,0.493692525,0.121921235,-0.00666440500000037,0.000811354999999578
"12",-0.00983069999999983,-0.0109576999999997,-0.0131128550000006,0.0651961450000007,-0.00495467500000068,-0.00905378000000108,0.0039652849999992,0.0137199350000007,-0.0054404100000006,-0.0129341000000012,0.121921235,0.493833044999997,0.00315019000000003,-0.00453206500000011
"13",-0.0023799550000003,-0.00774802000000084,-0.0124390699999986,-0.0076406449999998,0.086466614999999,-0.00674129999999985,0.122489810000001,-0.00820931499999965,-0.00212512500000009,0.00130112500000084,-0.00666440500000038,0.00315019000000003,0.488591260000001,-0.00679405000000234
"14",0.00488893000000065,0.00188226000000011,-0.00476297000000075,0.00927930000000004,-0.00422686999999919,-0.0062293800000006,-0.0107045450000006,-0.00915914999999937,-0.00888562000000012,-0.00366959500000028,0.000811354999999574,-0.0045320650000001,-0.00679405000000234,0.491001825000001
