"ID","iter","ns","bv","p","r"
"513003",17,30,1.25980361252025,0.0168635149241974,1
"513004",17,30,0.997173549801532,0.0182703706530281,1
"513012",17,30,1.14965739326692,0.0168121265216979,1
"513014",17,30,1.62999904173999,0.0301197589689241,1
"513016",17,30,0.978769868913565,0.0231378930449571,1
"513021",17,30,1.01834051995119,0.0215723401032304,1
"513051",17,30,0.868984680804609,0.011292423263746,1
"513052",17,30,0.744214471706844,0.0100021636777886,1
"513063",17,30,1.09397892762684,0.0179347779024243,1
"513066",17,30,0.723069198925458,0.010865902665649,1
"513087",17,30,1.18815414935069,0.0190471718298942,1
"513089",17,30,1.0493005534135,0.0158338990615866,1
"513095",17,30,1.26168826461885,0.0100000002583041,1
"513097",17,30,1.05790671594155,0.0199229358830492,1
"513107",17,30,1.74517686091687,0.0407323332342274,1
"513130",17,30,1.1529492422052,0.028178617607351,1
"513131",17,30,1.04628096775416,0.0100001317225967,1
"513137",17,30,1.31243439062544,0.020635703209635,1
"513156",17,30,0.966630927246405,0.0191839420551334,1
"513157",17,30,1.02920027973323,0.0124656584583559,1
"513203",17,30,1.29056092028775,0.0328566767589189,1
"513214",17,30,1.08101006917726,0.0203925831726908,1
"513220",17,30,0.947208733006966,0.0100005630363693,1
"513221",17,30,1.1562127667374,0.0340849134208993,1
"513224",17,30,1.01341120034407,0.0113544996643715,1
"513227",17,30,1.00942361557796,0.023631320401697,1
"513230",17,30,1.11423371309762,0.0233817010777378,1
"513234",17,30,1.09959877585179,0.0144850285813735,1
"513243",17,30,1.00127740577216,0.0100000041157192,1
"513252",17,30,1.08266059526015,0.0199586529692488,1
"513257",17,30,0.918720435765345,0.0100002576219009,1
"513261",17,30,0.986572537519128,0.0145077988100609,1
"513291",17,30,0.92376683946988,0.0110584768176259,1
"513296",17,30,1.38438562973944,0.0133456698144298,1
"513313",17,30,1.09938963854573,0.0187783300922507,1
"513324",17,30,1.33474566157727,0.0211019817973838,1
"513329",17,30,1.18542725421427,0.0115895796394752,1
"513344",17,30,1.13615485149364,0.0109244841181011,1
"513350",17,30,1.46027595648574,0.0426564594471388,1
"513363",17,30,1.33125726128428,0.0200049020417475,1
"513365",17,30,1.21453169117055,0.0221974051357181,1
"513369",17,30,1.09989967970001,0.0100001373720704,1
"513382",17,30,1.4089045314605,0.0354708802976418,1
"513397",17,30,0.900072119966741,0.0248119489368879,1
"513410",17,30,1.14153816668008,0.0176206309176182,1
"513431",17,30,1.40200109175306,0.0511018361367765,1
"513445",17,30,1.69273858804266,0.0380202269814761,1
"513474",17,30,1.31643459322747,0.0328697371973132,1
"513476",17,30,0.778188089681565,0.010457820347843,1
"513477",17,30,0.976845603193338,0.0104638282341256,1
