"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
14,30,"OPTIMAL",1.13343978472041,0.91100001335144,41,0.850000000000005,-0.157199662182238,1.13343978472041,1.10985983539307
