status_number,rep,case,path,genetic_response
40,24,no_contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../002_scenario1_status_number/outputs/ns_40/rep_24/summary.csv,1.22842072017856
40,25,no_contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../002_scenario1_status_number/outputs/ns_40/rep_25/summary.csv,1.32550231528198
40,26,no_contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../002_scenario1_status_number/outputs/ns_40/rep_26/summary.csv,1.10065085306695
40,27,no_contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../002_scenario1_status_number/outputs/ns_40/rep_27/summary.csv,1.36014250825362
40,28,no_contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../002_scenario1_status_number/outputs/ns_40/rep_28/summary.csv,1.30641491264636
40,29,no_contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../002_scenario1_status_number/outputs/ns_40/rep_29/summary.csv,1.23042582989097
40,30,no_contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../002_scenario1_status_number/outputs/ns_40/rep_30/summary.csv,1.22053138576068
10,1,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_1/summary.csv,1.28184220400844
10,2,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_2/summary.csv,1.12276209688604
10,3,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_3/summary.csv,1.53462147918758
10,4,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_4/summary.csv,1.25313352931018
10,5,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_5/summary.csv,1.30001571564254
10,6,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_6/summary.csv,1.3073102280326
10,7,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_7/summary.csv,1.39915573972855
10,8,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_8/summary.csv,1.29810926336181
10,9,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_9/summary.csv,1.48602420159895
10,10,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_10/summary.csv,1.64520147487648
10,11,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_11/summary.csv,1.56778242911621
10,12,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_12/summary.csv,1.57174884554227
10,13,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_13/summary.csv,1.31849045858373
10,14,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_14/summary.csv,1.32894618719031
10,15,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_15/summary.csv,1.313952969481
10,16,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_16/summary.csv,1.63551908604967
10,17,contamination,G:/내 드라이브/GitHub/OptOrch/03_manuscript_reproduction/004_figures/figure3_genetic_response/../../003_scenario2_pollen_contamination/outputs/ns_10/rep_17/summary.csv,1.25324475865028
