"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
29,10,"OPTIMAL",1.3177080839516,0.358000040054321,13,0.850000530029762,-0.102483180421603,1.3177080839516,1.30233560688836
