"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",0.496690745000001,-0.00441987000000028,0.0064216199999999,-0.00797383499999989,-0.00829939500000091,-0.00072194499999959,-0.00333265999999966,-0.00355869000000048,-0.00971708499999853,-2.54649999991475e-05,0.165684065,-0.00298736500000036,-0.00499631000000004,-0.00654990999999854,-0.00397814999999859,0.00221473499999938,-0.000815174999999655,-0.00668250999999866,-0.00273121999999894,-0.00867151999999952,0.00247791999999963,0.000300750000001917,-0.00660096500000018,-0.00637107499999998,-0.00875497499999882
"2",-0.00441987000000028,0.494063985000001,-0.010513365,-0.00213096499999946,7.27999999989623e-05,0.000547405000001415,0.00293458000000095,0.00139086000000143,-0.00239761500000003,-0.000570389999999859,-0.00399020000000106,-0.00245402500000208,-0.00672082499999924,0.00108282499999955,-0.00516718499999906,-0.00624147000000116,-0.00682379999999962,0.0013739150000014,0.00187049500000134,-0.00813539999999948,-0.00308695999999889,0.074780200000001,-0.00881175500000201,-0.00400587499999949,-0.0053822749999975
"3",0.00642161999999991,-0.010513365,0.488269360000004,-0.00627211000000003,-0.00591886500000023,-0.0117904299999989,-0.00121409999999878,-0.000639644999999404,0.113814405,-0.000722349999998538,-0.0109950750000006,-0.00553363499999942,-0.00469566999999913,0.0253099999999994,0.00145051000000082,0.148505085000001,-0.00282231499999994,-0.00241048999999853,0.0016800800000015,-0.0144775399999993,0.140099125000002,-0.000342359999999551,-0.00283477000000137,-0.00690240500000013,-0.00500207499999899
"4",-0.00797383499999989,-0.00213096499999946,-0.00627211000000003,0.497128654999996,-0.00707334999999965,-0.0146417450000004,-0.000719455000001577,-0.00445952500000068,-0.0118317600000001,-0.005139140000002,-0.000258345000001564,-0.0102769949999996,-0.0038776500000001,-0.0105650199999989,-0.00364414000000066,-0.0115471849999979,0.00160836499999831,0.161512954999997,0.101983425,-0.00867138500000049,-0.00453453000000023,-0.0143425299999981,-0.00890348999999952,-0.00707502999999903,-0.00843918000000196
"5",-0.00829939500000091,7.27999999989568e-05,-0.00591886500000023,-0.00707334999999967,0.494840954999999,-0.00767235500000198,-0.0075662599999989,-0.00595132499999909,-0.00808108500000026,-0.00957927000000024,-0.0157890550000027,0.187272019999999,-0.0144760949999988,-0.0149859000000019,-0.0116718849999992,-0.00326607500000065,-0.00304617499999918,-0.0154771549999991,-0.0105616499999992,-0.00495838500000053,-0.00405897000000057,-0.00304122499999976,0.00162962000000011,0.00680502999999964,-0.0100973999999981
"6",-0.000721944999999584,0.000547405000001417,-0.0117904299999989,-0.0146417450000004,-0.00767235500000198,0.490614815,-0.0115468100000012,0.159668744999998,0.00974605000000016,0.099329185000001,0.137046060000001,-0.00724235500000068,0.000332104999998723,0.00182082500000035,-0.00493139999999977,-0.00620583999999931,-0.0080491250000008,-0.00284262500000106,0.000500769999998793,-0.00184068999999976,0.0672398900000001,-0.0114206299999998,0.000726174999999875,0.137801485000001,-0.00531035500000218
"7",-0.00333265999999967,0.00293458000000095,-0.00121409999999879,-0.000719455000001584,-0.0075662599999989,-0.0115468100000012,0.508927620000002,-0.015878155,-0.00638614499999962,-0.00108736000000128,-0.013129135000001,-0.00135436999999923,0.166000305,-0.00358913999999962,0.00209252499999976,-0.00772486999999871,-0.00641146999999914,-0.00118539500000172,-0.00240313500000198,0.00774051500000004,-0.00181392500000072,-0.0013390700000008,-0.0154506499999984,0.00473991999999989,-0.0035869400000013
"8",-0.00355869000000048,0.00139086000000143,-0.000639644999999402,-0.00445952500000068,-0.0059513249999991,0.159668744999998,-0.015878155,0.497569899999997,0.00486256499999914,-0.00298661000000074,0.116294769999998,-0.00674257999999915,-0.00672109000000088,0.00593182500000065,-0.00306164000000016,-0.00813340499999845,-0.00168817500000112,0.00252130499999932,0.00736009999999743,-0.00564481999999942,0.07502201,-0.0110035650000005,0.148326725,-0.00243121999999914,0.00184374000000122
"9",-0.00971708499999854,-0.00239761500000002,0.113814405,-0.0118317600000001,-0.00808108500000026,0.00974605000000016,-0.00638614499999962,0.00486256499999914,0.49260061,-0.00897885999999911,-0.00192896499999919,-0.00238941000000085,0.135514735,0.254497295000001,0.0012318950000009,-0.00164891499999967,-0.00361753500000034,-0.00307015500000048,-0.0133938749999987,-0.00890252999999962,0.0747155150000002,-0.00447752499999975,-0.001931195000001,-0.00720417500000073,-0.0132248649999995
"10",-2.54649999991375e-05,-0.000570389999999864,-0.000722349999998541,-0.00513914000000201,-0.00957927000000024,0.099329185000001,-0.00108736000000127,-0.00298661000000073,-0.00897885999999912,0.500892144999999,-0.0103184499999995,-0.0136664849999993,-0.0101839550000006,-0.00983356499999944,0.138057109999999,-0.00706053499999843,0.00122386000000098,-0.00301143500000237,-0.00287127999999783,0.00457831999999915,-0.00165482500000169,0.000138965000001862,-0.00784838000000061,0.112522755,-0.00550467500000184
"11",0.165684065,-0.00399020000000106,-0.0109950750000006,-0.000258345000001559,-0.0157890550000027,0.137046060000001,-0.013129135000001,0.116294769999998,-0.00192896499999919,-0.0103184499999995,0.496802820000002,-0.00340404500000135,0.00231131999999956,0.00120090000000065,0.00419346000000026,-0.00926721999999959,0.00333428000000084,-0.000179129999999871,0.000296185000000781,-0.00650662000000066,0.0416376649999994,-0.00363576499999862,-0.0109211900000003,-0.00654281000000118,0.000514175000001286
"12",-0.00298736500000036,-0.00245402500000209,-0.00553363499999941,-0.0102769949999996,0.187272019999999,-0.00724235500000068,-0.00135436999999924,-0.00674257999999915,-0.00238941000000085,-0.0136664849999993,-0.00340404500000135,0.502549284999999,-0.00922806499999911,-0.00661232000000121,0.0754614250000006,-0.00908737500000076,-0.000518804999999797,-0.0182116249999988,-0.00441110999999953,-0.00207211000000043,-0.00774314499999942,-0.00322192500000095,0.00250200000000004,0.00417422999999942,-0.00859871499999886
"13",-0.00499631000000003,-0.00672082499999924,-0.00469566999999913,-0.00387765000000011,-0.0144760949999989,0.000332104999998719,0.166000305,-0.00672109000000088,0.135514735,-0.0101839550000006,0.00231131999999956,-0.00922806499999912,0.500473520000001,0.0567089200000003,0.00195983999999931,-0.00458719499999835,-0.0128217100000003,-0.000940725000001688,-0.00658025500000075,0.00712519500000032,-0.00166310999999915,-0.00864876000000032,-0.00724953000000008,-0.00321788999999936,-0.00174291500000104
"14",-0.00654990999999854,0.00108282499999955,0.0253099999999994,-0.0105650199999989,-0.0149859000000019,0.00182082500000035,-0.00358913999999962,0.00593182500000063,0.254497295000001,-0.00983356499999944,0.00120090000000066,-0.00661232000000121,0.0567089200000003,0.501745050000002,-0.00187527499999913,-0.00525344999999949,-0.00644524999999994,-0.00509503000000089,-0.00641943500000049,-0.00635733000000039,0.108619105,-0.0052072299999994,-0.00238096499999973,-0.0085180750000004,-0.0112359000000001
