"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
10,40,"OPTIMAL",1.36002161197963,937.210999965668,48,0.850000000000006,-0.200827608775541,1.36002161197963,1.3298974706633
