"ID","iter","ns","bv","p","r"
"509001",9,10,1.4379611208319,0.0131300452810652,1
"509019",9,10,1.69136307298218,0.0897439556741048,1
"509051",9,10,1.67575373487655,0.0862115322889985,1
"509052",9,10,1.53879019696371,0.0291670478733732,1
"509054",9,10,1.58977631259802,0.0509787702733162,1
"509065",9,10,1.71102307260151,0.0385211879152408,1
"509077",9,10,1.86303822075313,0.0954652642527354,1
"509097",9,10,1.6605886302781,0.0405162362857473,1
"509105",9,10,1.50174795395689,0.0517220980416868,1
"509138",9,10,2.18688007779578,0.15,1
"509184",9,10,1.57293865142703,0.045788206648062,1
"509238",9,10,1.27057120445532,0.0139347029252368,1
"509325",9,10,1.60628860530078,0.0645324731557387,1
"509347",9,10,1.58319882084463,0.0598419598889737,1
"509350",9,10,1.58753395618068,0.0755870417361251,1
"509361",9,10,1.2920872693532,0.0242265823390561,1
"509391",9,10,1.2152447684186,0.01,1
"509400",9,10,1.26285422281744,0.0152151826920494,1
"509451",9,10,1.36097373133921,0.0454177150221691,1
