"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0.499654944999998,-0.00908335999999963,-0.00676688000000055,-0.00304059499999857,0.1538244,-0.00873910999999988,-0.00314678000000023,-0.0039924599999998,-0.00128043500000008,-0.00513985000000133,-0.00563580999999896,-0.00916699999999964,-0.000313374999997967,-0.00408603500000002,-0.0134150250000004,-0.00038665500000176,-0.00719122000000109,0.00109493499999986,0.136493905,-0.00690033499999785,-0.00524344500000052
"2",-0.00908335999999963,0.50026122,-0.0129489300000007,-0.00463137500000191,-0.00635737999999955,-0.00668194000000088,0.00818935500000103,-0.00459844000000071,-0.014085505,0.00876161500000152,-0.00228654000000158,-0.0088397500000001,-0.00786458500000117,-0.000956084999999464,-0.00427194499999885,-0.0189536599999988,-0.00468510500000025,0.128788245,-0.0141389700000003,-0.00781752500000197,0.00451602499999868
"3",-0.00676688000000054,-0.0129489300000007,0.50518302,-0.00314375000000031,-0.00484144999999978,0.0248613099999997,-0.00312162500000013,-0.00788262500000007,-0.000623920000000231,0.023187295000001,-0.00789607500000079,-0.00335346500000104,-0.0139437499999999,0.0039732199999996,0.0290727450000004,-0.00382347499999937,-0.00589599500000032,-0.0102525750000005,0.00243141000000044,-0.00658599500000032,0.000590340000000462
"4",-0.00304059499999855,-0.0046313750000019,-0.0031437500000003,0.494478485000001,-0.0087247299999995,-0.0130595900000005,-0.00568253499999921,-0.00708308999999907,0.00685115500000028,-0.00330917499999935,0.0110441299999986,0.0013506749999999,-0.003744295000001,-0.00720260499999957,-0.00745033499999925,-0.0088479,-0.0120352749999995,-0.00741259000000013,-0.00740099000000052,0.147771094999998,0.132049450000001
"5",0.1538244,-0.00635737999999956,-0.00484144999999977,-0.00872472999999951,0.493865644999999,0.00562664000000075,0.170844864999998,-0.00321853500000112,-0.00214451500000024,0.0058094749999986,-0.008082269999999,-0.00327839000000032,-0.00496734999999822,-0.0040156900000007,-0.00985781500000075,0.00724091499999877,-0.00789930499999976,0.00221884499999938,0.190106405,-0.00656491499999889,-0.00730769500000071
"6",-0.00873910999999988,-0.00668194000000089,0.0248613099999997,-0.0130595900000004,0.00562664000000075,0.493587044999998,0.00286637999999974,-0.00567178500000037,-0.0111861649999989,0.115528385,-0.0116143350000005,-0.0127030900000012,-0.00516944499999904,-0.00460525999999954,0.119682039999999,-0.0104592799999998,-0.00634876999999939,0.00300111500000046,-0.014407844999999,-0.00406142499999927,0.00506483000000043
"7",-0.00314678000000024,0.00818935500000103,-0.00312162500000012,-0.00568253499999922,0.170844864999998,0.00286637999999973,0.4923856,0.0698508349999995,-0.00404195500000086,0.00204632500000064,-0.00220208000000049,-9.40900000009835e-05,0.00205552500000032,-0.00654872999999987,-0.00950499500000044,0.00478659499999956,-0.000433580000000643,-0.00237069999999982,-0.00321981500000008,-0.00370934500000029,-0.00469082500000004
"8",-0.0039924599999998,-0.0045984400000007,-0.00788262500000007,-0.00708308999999907,-0.00321853500000113,-0.00567178500000036,0.0698508349999995,0.488238010000001,-0.00863014999999885,-0.00320853999999938,-0.00101316500000035,-0.00880662999999913,0.0136323,0.0122379950000012,0.00465437000000138,0.00445504499999964,-0.0142319600000002,-0.000887349999999192,-0.00410090000000113,0.00205245499999885,-0.0127520299999994
"9",-0.00128043500000008,-0.0140855050000001,-0.000623920000000227,0.00685115500000027,-0.00214451500000024,-0.0111861649999989,-0.00404195500000086,-0.00863014999999885,0.498156425,-0.00479630500000109,0.132901485000001,-0.00420182500000027,-0.00798703000000039,-0.00728286999999945,-0.00986177500000016,0.163900309999999,-0.0031751250000006,-0.00240944500000036,0.00310178499999939,-0.00880323999999929,-0.00539595999999997
"10",-0.00513985000000134,0.00876161500000152,0.023187295000001,-0.00330917499999934,0.00580947499999861,0.115528385,0.00204632500000064,-0.00320853999999938,-0.00479630500000109,0.492210505,-0.00588471499999998,-0.00467256999999894,-0.00415469500000001,0.00283386500000001,0.124959895000001,-0.00388539500000064,-0.004222739999999,-0.00736373500000037,-0.00556866500000068,-0.0100808749999994,-0.0060664849999999
