"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
13,20,"OPTIMAL",1.21461901909039,0.83299994468689,21,0.850000000000017,-0.188092179193213,1.21461901909039,1.1864051922114
