"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
24,20,"OPTIMAL",1.26545355938312,0.986999988555908,23,0.84999999999991,-0.112690292534742,1.26545355938312,1.24855001550291
