"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",0.493928265000001,-0.00821774499999922,-0.00329247499999979,0.00469540000000111,-0.00781239999999832,-0.00450169499999974,-0.0024649349999996,-0.00247546999999906,-0.00120176999999891,-0.00780258000000017,-0.00566510500000119,0.10093188,-0.00104495500000034,-0.00419690500000046,0.00110424499999971,0.130453724999999,0.00233850000000039,-0.00151514499999957,-0.00503665000000143,-0.00654859999999986,0.00254558499999904,-0.00827424000000008,-0.0128304950000004
"2",-0.00821774499999921,0.497879179999998,-0.00931342499999834,-0.00233317999999967,0.148761609999997,-0.0135512899999991,0.00192911500000051,-0.00600625499999943,0.000855099999999409,0.00143935499999873,-0.00462822999999922,-0.000154069999998646,-0.00430131999999903,-0.00344957000000047,-0.0082895549999989,0.00091690500000229,-0.0130445499999999,-0.0131377699999999,-0.000607705000000591,-0.00568060999999918,-0.0137918450000017,-0.00473990999999841,-0.00320163999999919
"3",-0.0032924749999998,-0.00931342499999835,0.491356924999997,-0.00736376499999943,-0.0122714249999991,0.144381324999999,-0.0111734349999993,-0.0130054350000004,0.0125743700000003,0.00545209999999992,-0.0093889550000018,-0.00256367499999988,-0.00887309999999911,-0.00188747000000128,0.158853375,-0.00752950500000061,-0.0134393099999983,-0.00439425499999967,-0.00977194999999917,-0.00224322500000024,-0.00656361500000103,-0.0112943499999998,-0.0163645900000009
"4",0.0046954000000011,-0.00233317999999968,-0.00736376499999943,0.493593345,-0.00477236999999776,-0.00821237500000173,0.00462361500000195,0.12192834,0.0153682699999997,-0.00637250999999929,-0.00948902500000206,-0.00786704499999986,-0.00677743999999851,-0.00454774500000098,-0.0113919400000003,-0.000598024999998191,0.00396707000000015,-0.00598627499999932,-0.00802855499999724,-0.0103183800000024,-0.00623778999999926,-0.00221271500000003,0.0515065050000001
"5",-0.00781239999999833,0.148761609999997,-0.0122714249999991,-0.00477236999999776,0.504768764999999,-0.00705834499999984,-0.00546707000000057,-0.00430506999999862,-0.00279327499999864,-0.00873491500000161,-0.0133685099999996,-0.00865466499999914,-0.011423894999999,0.00849094999999951,-0.0153035649999996,0.00276604000000028,0.0874230100000004,-0.00764962500000173,-0.00240747500000001,-0.00847141000000018,0.00163924499999928,0.00333791999999958,-0.00232277500000197
"6",-0.00450169499999975,-0.0135512899999992,0.144381324999999,-0.00821237500000173,-0.00705834499999985,0.495981619999998,-0.00758856499999942,-0.0134208200000009,-0.00521271499999971,-0.00373037499999821,-0.00885130500000217,-0.00702805499999984,-0.0083412899999986,0.00144660999999813,0.160091795,-0.01067751,-0.0123693499999976,-0.00282016999999926,-0.0090868249999994,-0.00560332500000041,0.119378579999998,-0.00269974000000002,-0.00544818499999977
"7",-0.00246493499999959,0.0019291150000005,-0.0111734349999993,0.00462361500000195,-0.00546707000000058,-0.00758856499999942,0.501377234999998,0.00206381999999903,0.144797125,0.131550224999998,-0.0128583500000006,0.00402706000000041,0.00404842499999949,-0.0111491600000011,-0.00619317499999743,-0.00521065999999884,-0.00203137000000036,0.102984855000001,0.00382729000000145,-0.00575430999999885,-0.00146936499999908,-0.0110856149999988,-0.0029952299999994
"8",-0.00247546999999906,-0.00600625499999943,-0.0130054350000004,0.12192834,-0.00430506999999862,-0.0134208200000009,0.00206381999999904,0.491948820000001,0.00633401000000095,-0.00117869499999965,0.000811359999998211,-0.00392917499999995,-0.0102123049999983,-0.00499089500000162,0.00222841500000079,0.00413176500000148,-0.0022561449999981,-0.00695432499999965,-0.00642805499999868,-0.00211897500000013,-0.00644425000000096,-0.0034743149999994,0.119765594999999
"9",-0.0012017699999989,0.000855099999999408,0.0125743700000003,0.0153682699999997,-0.00279327499999863,-0.0052127149999997,0.144797125,0.00633401000000094,0.489063659999998,0.0212740299999998,-0.00882724500000032,-0.00184929500000087,-0.00697872499999851,-0.0124662749999999,0.000430654999998877,-0.00611957999999752,0.00539162499999922,-9.42650000001836e-05,-0.00779398499999917,0.00202460499999864,-0.00352748999999864,-0.00809365500000065,-0.000823865000000356
"10",-0.00780258000000017,0.00143935499999873,0.00545209999999992,-0.00637250999999929,-0.0087349150000016,-0.00373037499999821,0.131550224999998,-0.00117869499999965,0.0212740299999998,0.504565609999999,-0.00844987000000081,0.0011771399999999,0.00202294999999936,-0.00770707500000097,-0.00041945499999844,-0.00295888000000038,-0.0144940649999988,-0.00463488500000134,-0.00407248500000104,-0.000266489999999457,-0.00794716000000065,-0.00537207000000052,-0.00334727000000035
"11",-0.00566510500000119,-0.00462822999999921,-0.0093889550000018,-0.00948902500000206,-0.0133685099999996,-0.00885130500000217,-0.0128583500000006,0.00081135999999821,-0.00882724500000031,-0.00844987000000081,0.497975200000002,0.000839734999998678,-0.0078814199999999,0.136226730000001,0.00910556999999813,-0.0076109099999999,-0.00458548499999972,-0.0145043250000001,-0.0142811850000015,0.11747753,-0.0104980700000017,-0.00944357000000137,-0.000798030000001412
"12",0.10093188,-0.000154069999998651,-0.00256367499999987,-0.00786704499999985,-0.00865466499999915,-0.00702805499999986,0.00402706000000041,-0.00392917499999995,-0.00184929500000086,0.0011771399999999,0.000839734999998679,0.496181544999999,-0.00966761000000101,-0.00232457499999923,-0.00321339000000055,0.0134758799999995,-0.00128850000000015,-0.00168389999999985,-0.00940600500000163,0.00574910499999949,-0.006486529999999,-0.00402354000000066,0.00525714000000099
