"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
3,30,"OPTIMAL",1.40547760365823,7.0789999961853,33,0.849999999998521,-0.321507987428207,1.40547760365823,1.357251405544
