"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
20,30,"OPTIMAL",1.25920440811735,0.830000162124634,36,0.850000000000024,-0.2345560092721,1.25920440811735,1.22402100672653
