"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.499691210000002,-0.00518486499999957,-0.0109289250000005,-0.000657494999999971,-0.00735149500000063,-0.0105394999999996,-0.00527008500000072,0.00403656000000047,0.0933201950000009,-0.00107092999999966,0.00460358499999799,-0.000306945000001617,-0.00806601500000014,-0.000293814999999609,0.0045156850000011,-0.0017131949999999,-0.0105896299999998,-0.0052672199999994,-0.00532185000000094,0.0974898300000008
"2",-0.00518486499999957,0.499458669999998,-0.0103983250000004,-0.0132360149999998,0.00285767499999931,-0.0139675699999999,0.0936062999999987,-0.00848901999999974,-0.0118758399999997,0.0900621800000002,-0.00736090500000059,-0.012608235000001,-0.00886028500000109,-0.00414939499999941,0.00115439999999945,-0.00245114500000045,0.0543227650000002,-0.000306415000000351,0.0110112399999998,-0.00883603499999875
"3",-0.0109289250000005,-0.0103983250000004,0.508790110000001,0.00580535499999848,-0.00887098000000102,-0.0046499950000023,-2.23200000010564e-05,0.00388251500000062,0.00322751500000015,-0.0026177449999994,0.10591795,0.00668983000000162,-0.00427703499999995,-0.00985613999999944,-0.00810281499999767,0.00394647000000088,-0.00651194500000004,-0.00563309999999996,0.00642183999999911,-0.00164902000000019
"4",-0.000657494999999951,-0.0132360149999999,0.00580535499999848,0.495302864999997,-0.00445163499999879,0.262691614999998,-0.00361150999999986,-0.00375221500000175,0.00243214500000105,-0.0033533450000006,-0.00787131999999977,0.00244710499999959,0.00740462999999915,-0.000974364999999981,-0.00694435999999919,-0.00425056999999932,0.00167721000000061,-0.000897284999998992,-0.00862362999999928,-0.0116785599999992
"5",-0.00735149500000064,0.00285767499999931,-0.00887098000000101,-0.0044516349999988,0.48694056,-0.00725527499999947,0.000327960000000948,-0.0112719500000011,-0.00757327500000013,-0.00388850000000045,-0.0101086700000008,-0.0112075149999996,-0.00142660500000018,-0.015170995,0.000468079999999288,-0.0148230149999997,-0.00105697000000038,-0.00450011500000023,0.0114293599999997,-0.0131515950000004
"6",-0.0105394999999996,-0.01396757,-0.0046499950000023,0.262691614999998,-0.00725527499999948,0.495981294999999,-0.00441280499999961,0.00267644999999856,-0.0129238499999987,-0.00449243499999835,-0.0050942550000001,-0.000812900000000295,0.00891741499999928,-0.00891137999999933,-0.00335752499999996,-0.00620026500000053,-0.00247100499999937,0.00900719500000091,-0.0101108099999998,-0.00177111499999933
"7",-0.00527008500000073,0.0936062999999987,-2.23200000010584e-05,-0.00361150999999987,0.000327960000000947,-0.00441280499999961,0.496765545000001,-0.0046009699999999,-0.0067908949999998,0.143167279999999,-0.00998701499999894,-0.00718235499999977,-0.00181288000000071,-0.00775924999999877,6.58649999984602e-05,-0.0103610400000014,0.155244555,0.00548829500000137,0.0015764899999999,-0.0092512549999998
"8",0.00403656000000047,-0.00848901999999975,0.00388251500000061,-0.00375221500000173,-0.0112719500000011,0.00267644999999856,-0.0046009699999999,0.509432595000002,-0.000909679999998802,-0.00842148999999848,-0.00328505000000204,0.142302115,0.00711803999999995,-0.000419685000000379,0.00284925000000009,-0.00552565000000111,0.000327035000000874,-0.0084993000000014,0.00162714999999984,-0.00455682999999979
"9",0.0933201950000009,-0.0118758399999997,0.00322751500000015,0.00243214500000105,-0.00757327500000013,-0.0129238499999987,-0.0067908949999998,-0.000909679999998807,0.501209224999999,0.00120306500000037,0.000134124999999301,-0.00114560500000245,-0.00474754499999975,0.125856459999999,0.0199749300000006,0.0117321049999997,-0.000311974999999076,-0.0131875649999996,0.000946454999999138,0.150358355000001
"10",-0.00107092999999965,0.0900621800000002,-0.0026177449999994,-0.00335334500000061,-0.00388850000000045,-0.00449243499999835,0.143167279999999,-0.00842148999999848,0.00120306500000038,0.500285635,-0.00305145000000091,-0.00685221499999988,-0.000918564999999227,-0.00638278000000027,-0.00101126500000043,-0.00796580000000028,0.104343379999999,-0.00862809499999945,-0.00112319499999992,-0.00482550500000184
