"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",0.501736089999998,-0.00989648999999841,-0.00848235000000027,-0.00718288500000066,0.0132329749999998,-0.00646088500000179,-0.00489938999999861,0.00227615500000055,-0.00282702999999956,-0.00974715999999952,-0.00817883500000057,0.00406093000000042,-0.00856325999999954,-0.000401230000000327
"2",-0.0098964899999984,0.494342789999999,-0.00797435500000077,-0.00185104500000101,-0.0124176550000001,-0.00811416500000008,-0.00595281500000135,0.0907819049999999,-0.0112499299999997,-0.00137304000000001,-0.00103505499999895,-0.0114570499999996,-0.00365281500000056,-0.00661468999999979
"3",-0.00848235000000028,-0.00797435500000077,0.506012315,-0.00649106000000131,-0.00225917999999986,0.156563574999999,0.0057448499999995,-0.00985320000000016,-0.0116962100000003,-0.00450783000000067,-0.00782685000000105,0.0894527499999999,-0.00466294000000066,-0.00660912500000002
"4",-0.00718288500000066,-0.00185104500000102,-0.00649106000000131,0.493719840000001,-0.00777977999999877,-0.00803726500000116,-0.00660911500000054,0.00412951999999924,0.14086709,-0.00273324000000105,-0.0111016050000007,-0.00238643000000161,0.151278585000001,-0.00541657500000016
"5",0.0132329749999998,-0.0124176550000001,-0.00225917999999987,-0.00777977999999877,0.493360044999999,-0.000202124999999668,0.111129865,0.119601325000001,-0.007480555,-0.00475906499999999,0.00602362499999957,0.000608329999998911,-0.00674370999999995,0.0917400450000004
"6",-0.00646088500000178,-0.00811416500000008,0.156563574999999,-0.00803726500000117,-0.00020212499999967,0.494958669999997,0.00335705499999975,-0.013813225,-0.0116774850000011,-0.00896537999999918,-0.00264549999999977,0.162961520000001,-0.00244402000000198,0.00794605000000008
"7",-0.00489938999999861,-0.00595281500000136,0.00574484999999949,-0.00660911500000054,0.111129865,0.00335705499999976,0.497325960000001,0.000266985000001263,-0.0048048949999998,0.000635825000000916,0.0684483349999995,-0.00141265999999948,0.00069444499999841,-1.73199999999606e-05
"8",0.00227615500000055,0.090781905,-0.00985320000000016,0.00412951999999924,0.119601325000001,-0.013813225,0.000266985000001266,0.485851934999999,-0.00432912500000047,-0.00448354500000084,0.0055134799999997,-0.0100826600000011,-0.00548179499999941,0.0682523350000003
"9",-0.00282702999999956,-0.0112499299999996,-0.0116962100000003,0.140867090000001,-0.00748055500000001,-0.0116774850000011,-0.00480489499999979,-0.00432912500000048,0.497213365000001,0.00138776499999969,-0.00223122000000075,-0.00546867000000142,0.123943260000001,-0.0108215499999994
"10",-0.00974715999999952,-0.00137304000000002,-0.00450783000000068,-0.00273324000000105,-0.00475906499999999,-0.00896537999999918,0.000635825000000917,-0.00448354500000085,0.00138776499999969,0.498830570000001,0.0100516249999997,-0.0115372499999984,-0.00697642499999956,-0.0028341500000001
"11",-0.00817883500000057,-0.00103505499999895,-0.00782685000000104,-0.0111016050000007,0.00602362499999958,-0.00264549999999977,0.0684483349999995,0.0055134799999997,-0.00223122000000074,0.0100516249999997,0.496056634999999,-0.000833535000000384,-0.00689817000000005,-0.000904515000000166
"12",0.00406093000000042,-0.0114570499999996,0.0894527499999999,-0.00238643000000162,0.000608329999998912,0.162961520000001,-0.00141265999999947,-0.0100826600000011,-0.00546867000000141,-0.0115372499999984,-0.000833535000000385,0.498127140000001,0.0021920249999987,0.000419274999999069
"13",-0.00856325999999954,-0.00365281500000056,-0.00466294000000067,0.151278585000001,-0.00674370999999995,-0.00244402000000199,0.000694444999998416,-0.00548179499999941,0.123943260000001,-0.00697642499999956,-0.00689817000000005,0.0021920249999987,0.494346325000001,-0.0122805799999999
"14",-0.000401230000000328,-0.0066146899999998,-0.00660912500000002,-0.00541657500000016,0.0917400450000004,0.00794605000000008,-1.73199999999611e-05,0.0682523350000003,-0.0108215499999994,-0.0028341500000001,-0.000904515000000157,0.000419274999999057,-0.0122805799999999,0.508281045000001
