"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",0.494248114999998,0.00117160000000011,-0.000571689999999096,0.00497515000000032,0.000954215000000146,0.000673514999999693,-0.00253041500000054,0.00399267500000025,-0.00636338999999984,-0.00897826499999934,-0.00910356000000025,0.00486133000000164,0.000618449999999174,-0.00376536499999898,-0.00327067999999992,-0.010535815,-0.00567595000000097,0.137181320000001,-0.00585169500000122,-0.00375931499999907,0.000193174999999907,0.000209505000000264,-0.00404270500000028,0.000305845000001214,-0.00254292999999995,0.00192142999999919,0.0062202649999997,-0.00890777000000147
"2",0.00117160000000011,0.493971155000001,-0.00507910999999971,0.14543495,-0.00318341499999984,-0.00190531000000017,0.14441,0.00128497999999968,-0.00152223500000019,0.000391764999999495,-0.00591941500000036,-0.00780194999999943,-0.00353815500000074,0.000294524999999771,-0.00677454999999881,-0.0106841350000003,-0.00606844999999982,-0.000408030000000545,-0.00210355000000032,-0.0122520449999999,0.00911459500000073,0.0123048599999997,0.00340723999999857,-0.00223896499999995,-0.00904374499999983,0.00668473999999962,0.0116722400000013,-0.0120506950000003
"3",-0.000571689999999102,-0.00507910999999972,0.504840425,0.00241399999999949,0.00207894499999876,-0.00556174500000151,-0.00130380500000098,-0.00682786499999991,-0.0110119099999994,-0.00204413499999958,-0.00378001999999965,-0.00110018000000037,-0.00112564999999877,-0.00894452500000062,-0.00489875999999941,0.00123954500000051,-0.00325137999999836,0.000273870000000807,-0.00151784500000097,0.14975532,0.00295063500000028,-0.00514236500000034,-0.00628568000000029,0.00136954999999871,-0.0141410100000001,-0.00848542999999878,-0.0109350299999997,0.000748735000000896
"4",0.00497515000000031,0.14543495,0.00241399999999949,0.50320361,-0.0028348450000005,-0.00517635999999947,-0.0125733900000007,0.00144456000000082,0.000260584999999627,-0.00423349000000042,-0.00692532999999929,0.212736250000001,-0.0103610349999987,-0.00422022999999971,-0.00606984000000147,-0.0138385550000001,-0.0102846649999999,0.00185673999999965,-0.00904068999999986,0.00271225499999959,0.00832753000000073,-0.00909168500000052,0.00501276499999986,0.00386994499999957,0.00139113500000025,0.00585410500000002,-0.00465808500000022,-0.011994159999999
"5",0.000954215000000145,-0.00318341499999984,0.00207894499999876,-0.0028348450000005,0.503907769999999,-0.00108171999999918,-0.00889061500000047,0.00191974999999927,0.000437770000000872,-0.00691813000000041,-0.0117647600000004,0.000874254999999537,0.186112674999999,-0.000866325000000492,-0.00991633000000156,0.0057708799999999,-0.00771706500000052,-0.000751190000000318,2.08349999996474e-05,-0.00896568499999992,-0.00707105999999831,0.00790928999999997,-0.0112132649999992,-0.00743065999999979,-0.0077019000000008,-0.00382833499999987,-0.00543239500000068,0.0890665800000002
"6",0.000673514999999688,-0.00190531000000018,-0.0055617450000015,-0.00517635999999947,-0.00108171999999918,0.498633020000001,-0.0123271199999999,-0.000198079999999851,0.0062120550000001,0.008406245,-0.0077014150000002,0.147470545,0.00534090500000001,-0.0163922250000006,-0.00579782500000038,-0.0149221649999994,-0.00653807000000051,-0.00653043000000017,-0.0088691599999996,-0.000252030000000188,-0.00415945499999986,-0.00117042500000008,0.000915884999999722,-0.00611882499999915,-0.00471345500000089,0.00125876999999987,0.013157369999999,-0.00725583999999876
"7",-0.00253041500000054,0.14441,-0.00130380500000098,-0.0125733900000007,-0.00889061500000048,-0.0123271199999999,0.500286195,-0.0122758049999994,-0.0138403550000001,-0.00613102499999998,-0.00639816999999922,-0.00916926500000074,-0.00514719499999823,-0.00245949499999997,-0.00194835499999981,-0.0102247399999996,-0.00351770499999918,-0.00650790999999936,-0.00374927999999889,-0.00706017499999934,-0.000405175000000502,0.010351925000001,-0.00818102000000071,-0.00643367500000129,-0.0065806950000001,-0.00608138999999908,0.0045472450000006,-0.00878679999999979
"8",0.00399267500000025,0.00128497999999968,-0.00682786499999991,0.00144456000000082,0.00191974999999927,-0.000198079999999857,-0.0122758049999994,0.500960570000001,-0.0123000300000006,0.0113147549999995,-0.00806542499999945,0.000838664999999793,-0.00171142499999907,-0.00450265999999965,-0.00969658999999906,0.00881419000000015,0.000433220000000802,0.008109715,-0.0069481699999995,-0.00260702999999952,-0.00695233000000118,0.132219885,-0.00917480500000066,-0.00542447000000067,-0.00897917999999891,-0.0101147650000001,0.00895667999999912,-0.00459275499999944
"9",-0.00636338999999984,-0.00152223500000019,-0.0110119099999994,0.000260584999999617,0.000437770000000875,0.0062120550000001,-0.0138403550000001,-0.0123000300000006,0.492866550000001,-0.0120868299999999,0.157748384999999,0.0039695299999995,0.00207367999999929,-0.00885390499999941,-0.0133060299999998,0.000502264999999764,-0.0023758750000009,-0.00152848500000079,-0.000130725000001446,-0.0106542050000005,-0.00272752999999889,0.00092639499999967,0.136692005,-0.0120232449999994,-0.00657329000000053,0.11549401,0.00131891499999902,-0.00195165499999997
"10",-0.00897826499999934,0.000391764999999499,-0.00204413499999958,-0.00423349000000041,-0.00691813000000042,0.00840624499999999,-0.00613102499999997,0.0113147549999995,-0.0120868299999999,0.501971984999998,-0.00703213999999985,0.00176886499999982,0.000681344999999701,0.0264125049999998,-0.00921613999999997,0.00830015999999954,-0.000960335000000439,-0.00866574000000077,-0.00390897499999934,0.00681406499999987,-0.0043427799999994,0.02628736,-0.0119596900000002,-0.00789076500000043,-0.0126306199999997,-0.00130919499999966,0.00849824999999928,-0.00853677499999975
