"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"1",0.496948790000001,-0.00463857000000025,-0.0109632050000003,-0.00427923500000027,0.150751239999999,0.00465523500000052,-0.0104962400000015,-0.00962580499999989,-0.0138055249999993,-0.00593659999999984,-0.00184282999999887,-0.0017587400000002,-0.0112353999999996,-0.00701757999999984,0.127484109999999,-0.00475533499999995,-0.0114553100000009,0.00343548500000172,-0.0180141450000002,-0.00549287499999941,-0.0125133549999998,0.00294947000000065,0.157735259999999,-0.0116630350000006,0.00112178999999976,0.0302383199999993,-0.00224700499999842,-0.0060094499999996,0.000700364999999799,-0.00814852000000011,-0.00432736999999937,-0.00925244000000132,0.172138995,-0.0102737450000009,-0.00484247500000048,0.00214966000000009
"2",-0.00463857000000025,0.494133209999997,0.00200514000000121,-0.00542828499999976,0.0056483300000007,-0.0081874699999981,-0.00130239999999948,-0.000194925000000112,-0.00418135999999985,-0.000184664999998893,0.11336956,-0.000347295000000024,-0.0133395549999996,-0.00519030000000003,-0.00343460000000074,-0.0146892050000012,0.00482225500000032,0.14739285,-0.00401434500000054,-0.0108488299999986,-0.00101394499999857,-0.00453402499999952,-0.00348550999999961,-0.00154286000000026,-0.00782911500000094,-0.00359795999999842,-0.0154234350000012,-0.00558894500000021,-0.00864281499999971,0.00312433999999991,-0.0122981950000003,-0.0067892399999983,-0.00494844500000001,-0.0078393999999999,-0.00886606999999968,-0.00614941999999913
"3",-0.0109632050000003,0.00200514000000122,0.498101315,-0.0117503949999981,0.0861231550000006,-0.00174217500000034,-0.0110494650000004,-0.00590548999999871,-0.0113603699999999,-0.00746263000000068,0.000806980000001077,-0.00844618499999996,-0.000803729999999558,0.00436557500000053,-0.00781113500000076,-0.00726331000000076,0.00191226000000046,0.00774206500000099,-0.01172244,0.00160835999999915,-0.00153639500000029,0.00191332000000008,-0.00651219499999972,-0.00544036000000077,0.00234150499999934,-0.01134641,0.00182035500000064,-0.000202569999999884,-0.00909297500000032,-0.0104327150000002,-0.00692868000000085,0.000381200000000362,-0.00740793500000027,-0.0120029250000008,-0.00519218000000026,-0.00513150500000083
"4",-0.00427923500000027,-0.00542828499999976,-0.0117503949999981,0.485453755,-0.00331421000000062,-0.00216918500000021,-0.00658729999999921,0.000474805000000023,-0.0101339850000007,0.00497901499999999,-0.0100576949999999,-0.0064903799999999,0.0498589950000004,-0.00848255499999889,-0.01144002,-0.0105200850000007,0.00363779500000083,-0.0111047549999999,-0.00416949499999931,-0.0068953750000014,-0.000734429999999433,0.000619234999999446,0.00163513000000105,-0.00149410000000072,-0.00442729999999992,-0.00999652999999881,6.70500000051058e-06,-0.00362834000000029,-0.000659950000000037,0.00293621499999986,0.000717435000000625,-0.0016591699999992,-0.00032775000000048,0.101293255000001,-0.00272202500000065,0.113395760000001
"5",0.150751239999999,0.00564833000000071,0.0861231550000006,-0.00331421000000062,0.491172649999996,0.00854903500000014,-0.00695397499999953,0.00218028999999983,-0.0106232949999999,0.000367829999999876,-0.00372398999999957,0.000566144999999632,-0.00056455999999889,-0.00524438499999929,0.142841169999999,-0.00348037500000189,-0.00515225500000051,-0.00486241999999931,-0.00434625000000085,-0.00462274500000032,-0.0123552799999994,-0.000445270000000257,0.0852943399999999,-0.00849646999999922,0.0119897100000004,0.00413991999999905,-0.00403140999999917,-0.00832291499999923,-0.00462306500000023,-0.0106188750000005,-0.00474016500000019,-0.0133006450000006,-0.00707547500000004,-0.0055154750000002,-0.00987404500000008,-0.00425928999999931
"6",0.00465523500000052,-0.0081874699999981,-0.00174217500000033,-0.00216918500000021,0.00854903500000014,0.493975715000001,0.00785515499999962,-0.0116582949999997,-0.00644378999999915,-0.00927517999999951,-0.0150222249999985,-0.00488382999999973,-0.00814351999999963,-0.00444356000000098,-0.00893073000000076,-0.00339783000000041,-0.000604464999998928,-0.00514419999999905,0.00370226000000064,-0.00293088500000124,-0.0121005950000004,-0.00344147999999902,4.62699999999206e-05,-0.00694008000000006,-0.00229906500000076,0.00117027000000081,0.0013561400000005,0.00018857999999958,0.0066517249999996,-0.00424554000000005,0.0079767049999989,-0.00905554999999878,-0.000774275000000675,-0.00237113500000046,-0.00372626999999913,-0.000579610000000524
"7",-0.0104962400000015,-0.00130239999999948,-0.0110494650000004,-0.00658729999999922,-0.00695397499999953,0.00785515499999961,0.497244895,-0.0109328650000012,-0.00719850999999922,-0.00512636999999924,-0.00608545499999954,-0.00596717000000058,-0.0020069899999999,0.00462548999999995,0.0389941949999989,-0.0042380400000001,-0.00584016999999916,-0.00135410500000019,-0.00354993000000079,-0.00230417499999885,-0.00345911500000039,0.143772170000001,0.0028302050000002,0.00212482500000035,-0.00353155500000106,-0.00600181499999904,-0.00333931500000015,0.140219885,-0.00145989500000088,-0.00744896500000095,-0.00392487000000066,-0.0118570449999998,-0.0104439650000007,-0.00314886500000004,-0.00383757000000016,-0.00274610500000066
"8",-0.00962580499999989,-0.000194925000000114,-0.00590548999999871,0.000474805000000027,0.00218028999999983,-0.0116582949999997,-0.0109328650000012,0.489622055,-0.00378797500000055,0.000761675000000241,-0.00846942,-0.000890090000001146,0.000406699999998676,-0.00384593999999951,-0.0078565049999998,-0.00402523000000037,-0.00637358500000055,-0.00854931999999998,0.00727835500000026,-0.00055228000000025,-0.00671640499999876,0.00597824499999981,-0.0153468499999991,0.00345730500000111,0.00683332999999988,-0.0124853100000007,0.0105308649999994,-0.00686155000000042,0.108223170000001,0.155797135,-0.00480616000000043,-0.00952719499999953,0.11515937,-0.00507789999999991,0.142875455,0.003509405
"9",-0.0138055249999993,-0.00418135999999985,-0.0113603699999999,-0.0101339850000007,-0.0106232949999999,-0.00644378999999916,-0.00719850999999923,-0.00378797500000055,0.487649559999998,-0.00674858499999972,-0.0110121049999997,0.00442313499999996,0.106489349999999,-0.00360566499999908,-0.00597872499999981,0.00606113999999977,0.000653939999998481,-0.0108185650000004,0.00129617999999962,-0.00492923000000004,-0.00401727000000154,-0.000499639999999594,-0.00757535999999932,-0.00960086999999968,-0.0146941199999993,-0.00649684500000013,-0.000807230000001114,-0.00598067000000138,-0.00593190500000004,-0.00374989000000062,0.00115607499999999,-0.00635606500000095,-0.00109125000000015,-0.00939176000000023,-0.0035893050000003,-0.00247092499999942
"10",-0.00593659999999985,-0.000184664999998892,-0.00746263000000068,0.00497901499999999,0.000367829999999877,-0.00927517999999951,-0.00512636999999924,0.000761675000000242,-0.00674858499999973,0.49703198,0.00727225000000052,-0.00911588500000113,-0.00755672999999885,-0.00658808999999996,4.06599999988207e-05,-0.00394556000000009,6.56950000002715e-05,-0.000280430000001009,0.00495935999999894,0.00357551000000059,0.00301243999999958,-0.00288309499999931,0.00639033500000054,0.0899468550000013,-0.0069429849999994,-0.00241654999999871,-0.00198011000000005,-0.00647389000000091,-0.00184575999999993,0.00384783499999953,-0.00292691000000157,0.0128637750000001,0.00102812499999871,-0.00390525000000012,0.00951635499999941,-0.0035164700000016
