"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
13,40,"OPTIMAL",1.07783038939263,1027.38099980354,55,0.85,-0.188092179193213,1.07783038939263,1.04961656251365
