"ID","iter","ns","bv","p","r"
"510002",11,20,1.48045855860297,0.0159954229076276,1
"510006",11,20,1.86164420201891,0.055114145470895,1
"510016",11,20,1.91431104794058,0.0849184935754982,1
"510041",11,20,1.58147341175192,0.0260943993136316,1
"510066",11,20,1.26211045162193,0.0100005371977277,1
"510084",11,20,1.71741478241917,0.0367117456532673,1
"510122",11,20,1.59453476821335,0.043038074468228,1
"510123",11,20,2.1030717637532,0.0867626914663565,1
"510136",11,20,1.41455215728266,0.0358862383091071,1
"510156",11,20,1.4384639353897,0.035609582334208,1
"510187",11,20,1.39089620011418,0.0134655848540916,1
"510222",11,20,1.63036036766928,0.0349470864809121,1
"510230",11,20,1.35082393463229,0.0150031405675779,1
"510248",11,20,1.88564363834038,0.0230620389540446,1
"510263",11,20,1.34342262599184,0.0136047123543032,1
"510290",11,20,1.34407058002805,0.0100007689334706,1
"510336",11,20,1.44906027390519,0.0225999187657937,1
"510345",11,20,1.28782814524026,0.0132887449656789,1
"510355",11,20,1.33657952309349,0.0102026868876236,1
"510366",11,20,1.40980623400402,0.0187183320610358,1
"510370",11,20,1.45594165086044,0.0161201796495267,1
"510401",11,20,1.45749343764097,0.0210091086256535,1
"510421",11,20,1.58865906258575,0.0122435827623565,1
"510422",11,20,2.02415257974792,0.061668142353018,1
"510468",11,20,1.76812792409921,0.0648629713471402,1
"510479",11,20,1.73647977564805,0.0349560564152374,1
"510484",11,20,1.49453774061138,0.0120791426332728,1
"510500",11,20,1.42532591706827,0.0220364706927051,1
