"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
11,20,"OPTIMAL",1.44314396469537,0.66700005531311,28,0.849999999999989,-0.0955869632387305,1.44314396469537,1.42880592020956
