"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
23,40,"OPTIMAL",1.08578520956898,961.192000150681,51,0.85,-0.109523469546377,1.08578520956898,1.06935668913703
