"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",0.500599465000002,0.0174518200000007,-0.00627098000000063,-0.00589663499999812,0.000757245000000332,0.0671323449999985,0.182514000000001,-0.0101649399999995,-0.00365075499999864,-0.00352474000000054,-0.00476047500000046,0.110684560000001,-0.00838733500000015
"2",0.0174518200000007,0.487089639999999,-0.00524904999999941,-0.00635673000000008,-0.000658385000000698,0.00786837499999975,-0.00252931000000027,-0.0095351000000004,-0.00681527500000022,-0.00859786500000088,-0.00983069999999983,-0.00237995500000029,0.00488893000000066
"3",-0.00627098000000064,-0.00524904999999941,0.493048970000001,0.00187985999999998,-0.0160586399999998,0.18230251,-0.000955665000001069,-0.00746136500000101,0.00658469500000105,-0.0101033000000002,-0.0109576999999997,-0.00774802000000083,0.00188226000000011
"4",-0.00589663499999811,-0.00635673000000007,0.00187985999999999,0.49164356,0.0187818300000004,-0.0085829899999995,-0.00278428999999987,0.00772636500000071,-0.00928557499999935,0.13216455,0.0651961450000007,-0.0076406449999998,0.00927930000000004
"5",0.000757245000000329,-0.000658385000000696,-0.0160586399999998,0.0187818300000004,0.486804055,-0.0120911349999993,0.0303560400000005,-0.00361615999999959,0.0262222149999999,-0.0039640150000004,-0.00313532499999962,-0.00341244999999926,-0.00682280499999977
"6",0.0671323449999985,0.00786837499999976,0.18230251,-0.00858298999999949,-0.0120911349999992,0.502188505000002,0.000344824999999897,-0.012466505,5.91799999994934e-05,-0.00543974000000016,-0.00905378000000109,-0.00674129999999985,-0.00622938000000059
"7",0.182514000000001,-0.00252931000000027,-0.000955665000001072,-0.00278428999999987,0.0303560400000005,0.000344824999999884,0.499654175000002,0.00519057000000045,0.144242935,-0.00260049500000028,0.0039652849999992,0.122489810000001,-0.0107045450000006
"8",-0.0101649399999995,-0.0095351000000004,-0.007461365000001,0.00772636500000071,-0.00361615999999959,-0.012466505,0.00519057000000045,0.497619950000003,0.000543215000000046,-0.00140194000000079,0.0137199350000007,-0.00820931499999965,-0.00915914999999937
"9",-0.00365075499999863,-0.00681527500000022,0.00658469500000106,-0.00928557499999936,0.0262222149999999,5.91799999994963e-05,0.144242935,0.000543215000000041,0.502534859999998,-0.00511783000000011,-0.0054404100000006,-0.00212512500000009,-0.00888562000000012
"10",-0.00352474000000054,-0.00859786500000088,-0.0101033000000002,0.13216455,-0.00396401500000041,-0.00543974000000015,-0.00260049500000029,-0.00140194000000079,-0.0051178300000001,0.493692525,0.121921235,-0.00666440500000037,0.000811354999999578
"11",-0.00476047500000045,-0.00983069999999983,-0.0109576999999997,0.0651961450000007,-0.00313532499999961,-0.00905378000000108,0.0039652849999992,0.0137199350000007,-0.0054404100000006,0.121921235,0.493833044999997,0.00315019000000003,-0.00453206500000011
"12",0.110684560000001,-0.0023799550000003,-0.00774802000000084,-0.0076406449999998,-0.00341244999999926,-0.00674129999999985,0.122489810000001,-0.00820931499999965,-0.00212512500000009,-0.00666440500000038,0.00315019000000003,0.488591260000001,-0.00679405000000234
"13",-0.00838733500000013,0.00488893000000065,0.00188226000000011,0.00927930000000004,-0.00682280499999977,-0.0062293800000006,-0.0107045450000006,-0.00915914999999937,-0.00888562000000012,0.000811354999999574,-0.0045320650000001,-0.00679405000000234,0.491001825000001
