"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
18,40,"OPTIMAL",1.01705248740625,939.213000059128,44,0.85,-0.0972945640475377,1.01705248740625,1.00245830279912
