"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"1",0.507030835000001,-0.00632407999999985,0.106932995000001,-0.00231386499999987,-0.00497257000000004,-0.00422426999999977,0.000664299999999787,-0.0101929849999983,-0.00508955500000003,-0.00579865500000053,0.00631308999999895,-0.0117539449999999,-0.00267842499999957,-0.00330206999999968,-0.00695337000000026,0.0024796599999996,0.000594604999999819,-0.012998715000001,-0.00568233500000015,-0.00987375499999955,-0.0110622349999989,0.00128757999999825,-0.0108949849999997,0.000883820000001272,-0.00220572499999946,0.120144614999999,-0.0088142300000011,0.0093478599999999,-0.00659828499999925,0.126894745,-0.010206654999999,-0.00134307000000112,-0.00917079499999986,-0.00564571500000086,0.00251772999999977
"2",-0.00632407999999985,0.506248440000002,0.00613262499999986,0.000262999999999728,-0.00113915500000001,0.11055404,-0.00727414999999977,-0.000633215000000076,-0.00918772500000023,-0.00753741499999941,-0.0113351100000008,0.00252946500000001,-0.00676742499999993,-0.00361449500000041,-0.00518952000000065,0.00371507500000016,-0.00376905500000066,0.14555106,0.00909104999999966,-0.00533512499999968,-0.00734496500000163,-0.00949016000000064,-0.00479408999999942,-0.00881529500000153,0.000804349999999996,-0.0113660250000009,-0.00445954499999955,-0.00806127000000007,-0.00803162000000031,-0.00359142499999985,-0.00397156000000008,-0.00234980999999962,-0.00697937499999942,-0.0121482499999987,-0.00191861999999899
"3",0.106932995000001,0.00613262499999986,0.497832759999998,-0.00408362500000113,-0.00465347499999999,-0.00609193500000004,-0.0028918250000011,-0.00381580999999981,-0.00585603000000043,-0.00617884499999978,-0.00397642500000153,-0.0086259850000003,-0.00511302499999953,0.147674745,-0.0043514000000001,-0.00781277499999942,-0.0166370600000013,-0.00881530999999885,0.00358487499999959,-0.0089629949999998,-0.00372163500000208,-0.0109708750000001,1.26100000002386e-05,0.00712655499999987,-0.00360756999999873,-0.0077527650000007,-0.00693936500000018,-0.00159903500000012,0.00684284000000094,0.00828476000000035,-0.0122357999999991,-0.0101672499999994,-0.00812602999999905,-0.00302816999999903,-0.011464454999999
"4",-0.00231386499999986,0.000262999999999732,-0.00408362500000113,0.491479679999999,0.00764766000000025,-0.00285185500000034,-0.00225814000000087,-0.00410934000000081,-0.00167220499999985,0.0710849749999996,-0.0100406000000004,-0.00830979999999969,-0.0135014599999999,-1.93000000013539e-05,0.10178197,0.000641045000001059,0.000903745000000921,0.158220685,-0.00833770499999991,-0.0110319850000001,-0.00316041000000007,-0.0144868549999998,-0.00447329999999928,0.000761940000000225,-0.00943087000000048,-0.0107334949999999,-0.00546119000000012,0.00183543500000013,-0.00602144499999906,-0.000607855000000351,-0.00742604999999972,-0.00750915499999983,-0.00556295499999967,0.151452264999999,0.00451234000000126
"5",-0.00497257000000004,-0.00113915500000001,-0.00465347499999999,0.00764766000000026,0.496819175,0.00182388499999923,0.184897705,0.160536040000003,0.00270527000000023,-0.000485664999999854,-0.000658270000000289,-0.011582405,0.00404991999999995,-0.00221775999999987,0.00371397499999907,0.00123417000000034,-0.00406226000000052,-0.000267554999999372,0.00664142499999891,-0.00550050499999935,-0.0103332900000002,-0.00334781499999972,-0.0102126549999998,-0.00429444999999985,0.00272966000000067,-0.00458453500000133,-0.00590294499999889,-0.0134033249999995,-0.00476949000000071,-0.0058709050000005,0.000790205000000914,-0.00496075000000024,0.00270265500000106,-0.000925809999999084,0.196170495000002
"6",-0.00422426999999978,0.11055404,-0.00609193500000004,-0.00285185500000034,0.00182388499999923,0.50341363,-0.00298422500000055,-0.0100922100000002,0.0878241099999987,-0.0038343250000002,0.000533994999999926,-0.00560172999999943,-0.00218464500000031,-0.00262574500000069,-0.00608035499999985,-0.00237746999999903,-0.000388219999999613,0.116867565,0.0160835350000002,0.0140962350000004,-0.00387514500000042,-0.00694585500000041,0.0167129549999996,-0.00667781500000074,-0.00202909500000054,-0.0131311349999997,-0.0130604100000003,-0.00272866999999981,0.00778645000000049,-0.0134101050000002,-0.00425695999999995,-0.00901093000000048,-0.0149103949999996,-0.00306993499999951,0.00148966000000023
"7",0.000664299999999789,-0.00727414999999976,-0.00289182500000111,-0.00225814000000086,0.184897705,-0.00298422500000054,0.493641424999999,-0.00414209500000024,5.8109999999915e-05,0.000647125000000275,0.000142410000000862,-0.0076895749999991,0.00159653499999987,-3.77050000010882e-05,0.00308199500000012,-0.000315519999999464,-0.00108918999999957,0.000765900000000003,-0.00168330999999967,-0.00359990000000023,-0.00740292999999967,0.158564895000001,-0.00531384500000122,-0.00257252000000149,-0.0078913350000002,0.00116558499999925,-0.00250399999999995,-0.00862934500000051,-0.00232248500000017,-0.0119541599999995,-0.0025922099999996,-0.00546565000000006,-0.000566485000000235,-0.00249370499999957,0.193815385
"8",-0.0101929849999983,-0.000633215000000076,-0.00381580999999982,-0.00410934000000081,0.160536040000003,-0.0100922100000002,-0.00414209500000025,0.494136605,-0.00203425000000036,-0.00332088000000061,0.000509269999997626,0.00453968000000018,0.00727237500000003,-0.00224729999999963,0.000531935000001477,0.000785110000000849,-0.00183851999999983,-0.0049931000000021,0.00458222499999957,-0.00343064499999947,-0.00867383500000024,-0.00570449500000053,-0.00468144499999879,0.00151368500000028,0.0969241250000015,-0.00637094000000221,-0.00726319000000053,-0.00804450500000002,-0.00331885499999979,-0.00587937500000103,-0.00466501000000205,-0.00942455499999948,0.160946415,-0.00407176500000014,0.00156848000000047
"9",-0.00508955500000003,-0.00918772500000022,-0.00585603000000043,-0.00167220499999985,0.00270527000000023,0.0878241099999988,5.81099999999097e-05,-0.00203425000000036,0.507640605,-0.00949980500000007,0.127663335000001,-0.0027809900000013,-0.00319967500000042,-0.00578629500000119,-0.00701816999999894,0.00320155499999998,-0.0133089949999997,-0.00586471000000026,0.00208834499999989,-0.00188509999999974,-0.00921467499999956,-0.00485066500000005,0.00700116500000022,-0.00886466999999997,0.0108117299999994,-0.00424067999999932,-0.0103358750000005,-0.00813941999999914,-0.00435762999999903,-0.0030323449999994,-0.000397809999999279,0.00237782000000076,0.00528513499999954,-0.000935575000000278,-0.00928403000000105
"10",-0.00579865500000053,-0.0075374149999994,-0.00617884499999978,0.0710849749999996,-0.000485664999999858,-0.0038343250000002,0.00064712500000027,-0.00332088000000061,-0.00949980500000006,0.48708109,0.0115881249999997,-0.0034307250000005,-0.0143805450000002,-0.00807046000000043,0.173523915,-0.0113062050000008,-0.000858595000000271,0.112861165,-0.00540692999999965,-0.010167155,-0.0126175499999998,-0.00515933999999955,-0.00544068000000094,-0.00514560500000014,-0.01150212,-0.0150949800000004,0.0923331299999999,-0.00596503000000081,-0.00676017999999984,-0.00832867499999954,0.0057364099999996,-0.00516825999999937,-0.00380175000000043,0.0445498800000001,0.00029415000000008
