"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",0.485369905000005,0.0140865650000002,0.00488986499999953,0.101099404999998,-0.00149584500000077,-0.00152833999999937,-0.00367386499999853,-0.00831899499999983,-0.00794864000000214,-0.00357368000000257,-0.00227009499999989,0.133174030000002,-0.00794037500000037,-0.00759504000000009,0.000244789999999443,-0.00447334999999977,-0.00333060999999615,-0.0103170899999988,0.00177373499999993,-0.00401542999999947,-0.000522270000001125,0.145404110000001,-0.00276644499999771
"2",0.0140865650000002,0.505154234999999,0.0057762150000006,0.0117064099999999,-0.00596910999999897,-0.00269867499999892,-0.0123701050000005,-0.00543653500000182,-0.0124711350000017,-0.00558451500000044,0.00580402499999992,0.0371178900000003,0.115324159999998,-0.00705523000000106,-0.00629358999999983,-0.00317474000000029,-0.0140343400000001,-0.00784041499999885,-0.0101518399999998,-0.000593924999999716,-0.0131322500000017,-0.0013130499999997,-0.00794927500000062
"3",0.00488986499999953,0.00577621500000061,0.492303184999999,-0.00392244000000165,0.00153664499999997,0.166075739999999,-0.000717009999999438,0.000375095000000021,-0.0142493550000009,-0.0116540700000012,-0.00562478500000066,0.0120191350000005,-0.0102133500000007,0.136997895,-0.0050903699999998,0.000505040000000544,-0.0141635999999979,-0.00457368999999892,-0.00268676500000088,-0.0115354150000003,-0.00660854000000079,-0.00160416000000033,-0.0140189949999992
"4",0.101099404999998,0.0117064099999999,-0.00392244000000166,0.494089320000011,-0.00117554500000043,-0.0139689449999917,0.00501222999999714,-0.0119410850000011,-0.00723476500000157,-0.00549636999999741,-0.00536421499999972,-0.000939390000006122,-0.0103738500000056,-0.0102175199999973,-0.000944679999998057,0.00586591499999913,0.00436678999999127,-0.0053913500000089,-0.0131102400000017,-0.00740865499999961,0.00121552500000084,0.109879094999999,-0.01040773500001
"5",-0.00149584500000077,-0.00596910999999896,0.00153664499999997,-0.00117554500000044,0.498519464999998,-0.00195347000000195,-0.0140831000000014,0.0170527550000026,-0.00429207999999888,-0.00288738500000057,-0.00847812000000088,-0.00491098499999955,-0.00526450999999961,-0.00715699000000049,0.00481095499999959,-0.00743539500000015,-0.00565726500000081,0.044559235000002,-0.00331665500000002,-0.00226562000000146,0.00932301500000005,-0.0095056300000007,-0.014491644999999
"6",-0.00152833999999937,-0.00269867499999891,0.166075739999999,-0.0139689449999917,-0.00195347000000194,0.511051704999997,-0.00216094500000646,-0.00645247499999774,-0.00523445499999039,-0.00538209999999143,0.0149129299999984,0.00334063999999744,-0.000861789999992914,0.112731060000001,-0.0131006499999995,-0.0120648050000026,-0.00604888500000582,-0.000166180000002339,0.000454825000001243,-0.00465002500000405,-0.00237991999999337,0.00160745499999838,-0.00305508500000177
"7",-0.00367386499999852,-0.0123701050000005,-0.000717009999999441,0.00501222999999714,-0.0140831000000014,-0.00216094500000647,0.514428564999995,0.00124257000000209,0.00513220000000785,-0.00233562499999499,-0.00632480000000006,-0.00415984499999801,-0.00802589499999186,-0.0124328600000021,0.000471040000001415,0.114785204999999,-0.00559332999999921,-0.00560037499999585,0.00174652500000204,-0.00636969500000398,-0.0038103549999959,0.134243045000002,0.00147141000000503
"8",-0.00831899499999983,-0.00543653500000181,0.000375095000000021,-0.011941085000001,0.0170527550000026,-0.00645247499999775,0.00124257000000208,0.491891564999998,0.00306652499999697,-0.00174161000000236,0.00459838000000056,-0.00630820999999978,0.0150191549999977,0.00214712499999981,0.0882250700000009,0.0884790950000008,-0.00646572999999911,-0.00576000500000051,0.132413074999998,-0.0119181949999966,-0.00251270500000324,-0.00531090499999885,-0.00571569000000093
"9",-0.00794864000000214,-0.0124711350000017,-0.0142493550000009,-0.00723476500000156,-0.00429207999999888,-0.0052344549999904,0.00513220000000784,0.00306652499999696,0.518429119999987,0.00234233999998946,-0.00195985500000018,-0.00699862499999976,0.128262199999988,-0.00636154999999888,-0.00999497999999961,0.000563910000002712,-0.00665371499999695,0.0087324349999968,0.0110861249999983,-0.00132252999999508,-0.013888390000009,0.00161858500000254,0.00917425499999583
"10",-0.00357368000000256,-0.00558451500000045,-0.0116540700000012,-0.0054963699999974,-0.00288738500000057,-0.00538209999999143,-0.002335624999995,-0.00174161000000237,0.00234233999998946,0.501419879999991,-0.00753582999999923,-0.00943003500000119,0.00745079499998902,-0.00154614999999806,-0.00539016000000056,0.00214042500000141,-0.00177366499999959,-0.0025070800000032,-0.0063627900000032,-0.000211014999996598,0.0990470149999936,-0.00155694499999915,-0.00427601500000485
