"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
6,20,"OPTIMAL",1.21237831453821,1.62800002098083,27,0.849999999930508,-0.111842489727929,1.21237831453821,1.19560194107902
