"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"12",0.0117139649999982,0.0154177349999998,-0.0028389250000001,0.00934944999999992,-0.0132762799999975,0.0826751549999996,-0.00491088499999934,0.00496150000000075,-0.00734359999999736,0.00398650999999868,-0.0081113450000014,0.49924021,-0.00613739999999889,0.000609695000000675,0.107583245000002,0.0376696850000021,-0.0127446500000011,-0.0141720949999984,-0.00763450999999921,-0.00146169500000064,-0.00580520000000238,3.90649999995315e-05,-0.00488701500000025,-0.00293318499999935,0.0544960250000013,0.0341037200000013,-0.00503072499999961,-0.00225102499999743,0.00168587000000104,0.20735665,0.132999729999999
"13",0.00236356000000144,0.0133894750000006,0.00216410000000073,0.00324350999999936,-0.00516620500000168,-0.0043653649999988,-0.00140432000000114,-0.00345461500000106,0.0756009299999998,0.0102175450000021,0.11879212,-0.00613739999999889,0.497001230000001,0.00502792500000134,-0.00932653500000038,-0.00715310000000058,-0.00407878499999961,0.0784712300000002,-0.0118745949999992,-0.000478195000000528,0.00403951500000133,0.00659956000000073,-0.000212874999998818,0.0126457900000003,-0.00753529999999899,-0.0089772499999984,0.0053761550000005,0.00423407999999864,0.00115689000000035,-0.00958109499999956,-0.0125039650000004
"14",-0.00549923000000013,-0.00973249500000087,-0.00219143000000047,0.00419223499999882,-0.00543125999999891,0.00288358000000041,-0.0043114600000004,0.146088710000001,0.00430581999999892,-0.0107518949999998,0.000927789999999853,0.000609695000000673,0.00502792500000133,0.491938515,-0.0128834899999993,-0.00688076499999917,-0.00588449500000032,0.0102785899999997,-0.00351884499999878,-0.00461648500000008,-0.00946613500000026,-0.00820830499999948,-0.00936787999999921,-0.0123193500000002,-0.00403530000000048,-0.00449779500000001,-0.00539710000000054,0.00321679999999825,0.211622105000001,-0.00227717499999964,-0.0103272250000001
"15",-0.00193669000000121,0.00479074999999969,-0.00535729000000104,0.0063651049999989,-0.00581815999999846,0.113319235000002,-0.00320582499999984,-0.00894513499999817,-0.0069928499999978,0.00745028499999954,-0.0080969800000002,0.107583245000002,-0.00932653500000038,-0.0128834899999993,0.487329205000002,0.0635820950000007,-0.00887209000000052,-0.0136328099999989,-0.00259308500000044,0.0114057099999989,-0.00389640000000062,0.00440514000000079,0.00672208500000031,-0.000824740000001333,0.0682670849999988,0.039617789999999,-0.00916592500000046,0.0274400150000004,-0.00568997499999847,0.145102675000002,0.0370148699999998
"16",-0.000925370000001072,0.0183404499999998,-0.00373327999999952,0.00259461999999759,-0.000656790000001272,0.0510909850000017,-0.00325452999999983,-0.00402306999999901,-0.0135418900000011,-0.00819652499999813,-7.67499999804295e-06,0.0376696850000021,-0.00715310000000059,-0.00688076499999916,0.0635820950000006,0.490224425,-0.00806318500000072,-0.0134759750000005,-0.00204142499999874,0.00336904499999953,-0.00593079499999889,0.0152964449999989,0.0112567900000019,-0.00734896000000101,0.16045152,0.178959029999999,0.0437002550000003,0.00771345999999856,-0.00989448499999828,0.038632700000002,-0.00897383999999889
"17",-0.000754174999999284,-0.00581312999999928,0.000874670000002717,-0.00253423500000057,0.00123916500000016,-0.0119874149999994,-0.00311158000000091,-0.00968544500000119,0.000907729999998601,-0.0145091199999987,0.00189913999999995,-0.0127446500000011,-0.00407878499999962,-0.00588449500000032,-0.00887209000000052,-0.00806318500000071,0.487484885,-0.00792938499999988,0.108985565,0.00245701999999972,-0.00164043499999988,-0.00393566499999969,-0.0136253699999997,-0.00980881999999978,-0.00582225000000049,-0.00658367499999938,-0.0071602599999992,-0.00493919000000074,-0.00692203999999942,-0.0106889250000014,-0.0063514550000019
"18",-0.0049241050000011,-0.00789019500000104,-0.00117849500000082,0.000345009999998884,0.0052385550000006,-0.0118389099999997,0.119164050000001,0.00771743000000125,0.164568965000001,-0.00597968499999905,0.143920764999999,-0.0141720949999984,0.0784712300000002,0.0102785899999997,-0.0136328099999989,-0.0134759750000005,-0.00792938499999988,0.491333765000001,-0.0171590200000014,-0.00649370500000012,0.00407439000000066,-0.00515283999999703,-0.0157254199999981,-0.00859666500000101,-0.00576337500000005,-0.00432116000000107,-0.00041301000000088,0.00676707499999883,0.0087964950000006,-0.0123965900000002,-0.00726786500000007
"19",-0.0120949449999986,-0.00210170999999919,-0.01164528,-0.0128785600000002,-0.011634435000001,0.00260869000000119,0.00142562499999997,-0.0152866450000002,-0.0173233900000026,-0.00750167999999978,-0.0132344950000007,-0.00763450999999921,-0.0118745949999993,-0.00351884499999878,-0.00259308500000044,-0.00204142499999875,0.108985565,-0.0171590200000013,0.498919160000002,-0.0110730099999988,-0.00930264000000008,-0.00348396499999982,0.193966255000002,-0.0118679250000004,0.00160101000000125,0.00435555500000089,-0.00827140499999985,-0.00675858500000042,-0.00839852999999918,-0.00564832999999959,0.00718987000000187
"20",0.170623580000001,0.047577165000001,0.00377265500000005,-0.00263164000000017,-0.00106236000000099,0.00909939000000054,-0.00415124500000054,-0.0061935850000007,-0.00449384500000128,-0.00979689999999919,0.00196100000000095,-0.00146169500000064,-0.000478195000000532,-0.00461648500000007,0.0114057099999989,0.00336904499999952,0.00245701999999972,-0.00649370500000013,-0.0110730099999988,0.497914915,-0.00512979499999968,-0.00575670000000006,-0.0113363049999984,0.0017849649999999,0.0232947649999997,0.00165943999999983,0.00170246500000027,-0.0017669600000012,0.00417757999999944,0.00365911499999919,0.00342457500000019
"21",-0.0099429299999994,-0.0151808249999993,-0.0151606299999994,-0.00536338999999623,-0.0184240200000008,0.00215989999999825,0.00656128000000002,-0.00835849500000204,0.00392121500000056,-0.0112096150000013,0.0138913499999988,-0.00580520000000237,0.00403951500000134,-0.00946613500000026,-0.00389640000000061,-0.00593079499999888,-0.00164043499999988,0.00407439000000065,-0.00930264000000009,-0.00512979499999967,0.504071224999999,-0.00842350000000067,-0.00555535000000131,0.00472842000000254,-0.000462279999997874,0.00192132500000225,-0.00747241500000104,-0.00465305499999772,0.029661944999999,-0.00517278000000194,-0.000226445000001362
