"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
23,10,"OPTIMAL",1.34072265717833,0.344000101089478,17,0.850000000000002,-0.109523469546377,1.34072265717833,1.32429413674637
