"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",0.516972239999999,0.010275645,-0.00852374000000087,-0.00569445499999883,0.00418028000000011,-0.00974083499999999,-0.01014145,0.191135650000001,-0.00246413000000052,-0.00686123000000105,-0.00444013000000012,0.0153448800000004,0.00300770499999924,-0.00406045000000072,-0.00631968999999945,-0.00416642499999999,-0.00839021999999964
"2",0.010275645,0.512276780000001,-0.000207529999999343,-0.00338799000000055,0.00730617999999986,-0.0113070249999997,0.00591961500000047,-0.00206165500000078,-0.00665514999999949,-0.0127575949999992,-0.00851617499999897,-0.0109836600000013,-0.0116060399999998,-0.00961820500000158,-0.0031774999999998,0.000489499999999922,-0.0149543549999991
"3",-0.00852374000000086,-0.000207529999999351,0.496050459999995,-0.00379111999999774,-0.00638906000000089,0.00681994000000066,-0.000378204999999626,-0.00869793000000052,0.000181819999998368,-0.00150257000000069,-0.00610194000000096,-0.00316362499999972,0.00064563500000082,0.00275176000000052,0.00195321500000162,0.0103507500000003,-0.00192916000000007
"4",-0.00569445499999883,-0.00338799000000055,-0.00379111999999774,0.493908699999997,-0.00720421000000001,-0.00738954999999865,-0.00625320999999965,-0.00157385499999791,-0.00800965499999879,-0.0059515000000004,-0.00367849500000047,0.0046563250000009,-0.0024982800000006,-0.00478796000000044,-0.00618302500000067,0.0033935200000015,0.00328076999999916
"5",0.00418028000000011,0.00730617999999987,-0.00638906000000089,-0.00720421000000001,0.497975049999999,-0.00510807000000005,0.16823324,-0.00446002999999986,-0.00244007000000032,0.0956579149999997,-0.00198862500000058,0.00250121999999996,-0.000352835000001151,-0.0097122749999998,-0.00744198500000013,-0.00189942499999933,-0.00395763499999992
"6",-0.00974083499999999,-0.0113070249999997,0.00681994000000064,-0.00738954999999866,-0.00510807000000004,0.50537555,0.0471086450000006,-0.0118964400000002,0.154090195000001,-0.00811397500000112,0.135877975000002,0.0119126599999989,-0.0122703600000003,-0.00177314499999973,0.175729949999999,0.00163361999999958,0.142235310000001
"7",-0.01014145,0.00591961500000046,-0.000378204999999624,-0.00625320999999965,0.16823324,0.0471086450000006,0.492828679999999,-0.00975429999999969,-0.00647628000000054,0.12086495,0.0217112499999999,0.0108637250000002,-0.00827167000000121,-0.00478631500000015,0.027878479999998,-0.00132998500000028,0.0196426650000003
"8",0.191135650000001,-0.00206165500000079,-0.00869793000000051,-0.00157385499999792,-0.00446002999999986,-0.0118964400000002,-0.0097542999999997,0.505737810000001,-0.0110537850000003,-0.0153870899999988,-0.00683832000000004,-0.00212190999999998,0.0010892800000003,-0.00688846499999965,-0.00784089999999901,-0.00959654,-0.00987779000000029
"9",-0.00246413000000052,-0.00665514999999948,0.000181819999998374,-0.00800965499999879,-0.00244007000000032,0.154090195000001,-0.00647628000000054,-0.0110537850000003,0.489193350000001,0.180541865000001,-0.00817813499999991,-0.00742308000000195,-0.0101171549999995,0.14257977,-0.0116854000000011,0.0588626899999999,-0.00381204999999805
"10",-0.00686123000000105,-0.0127575949999992,-0.00150257000000069,-0.00595150000000041,0.0956579149999997,-0.00811397500000112,0.12086495,-0.0153870899999988,0.180541865000001,0.488215305,-0.00224765499999976,0.00789666499999965,-7.91300000000098e-05,0.141142114999999,-0.0172954200000004,0.107928984999999,-0.00648432499999975
"11",-0.00444013000000011,-0.00851617499999897,-0.00610194000000096,-0.00367849500000049,-0.00198862500000058,0.135877975000002,0.0217112499999999,-0.00683832000000005,-0.00817813499999991,-0.00224765499999975,0.497642065,0.000892760000000025,-0.00800443999999856,-0.00759083000000013,0.0747775400000012,-0.0117465150000004,0.214325565
"12",0.0153448800000004,-0.0109836600000013,-0.00316362499999972,0.0046563250000009,0.00250121999999995,0.0119126599999989,0.0108637250000002,-0.00212190999999997,-0.00742308000000195,0.00789666499999966,0.000892760000000025,0.495179540000004,0.00340333999999855,-0.0119970050000005,0.000668630000000313,-0.00775371499999909,-0.00292310000000138
"13",0.00300770499999924,-0.0116060399999998,0.000645635000000825,-0.0024982800000006,-0.000352835000001151,-0.0122703600000003,-0.0082716700000012,0.00108928000000029,-0.0101171549999995,-7.9130000000005e-05,-0.00800443999999857,0.00340333999999854,0.486020540000001,-0.00136771500000247,-0.0132531950000007,-0.000696195000000779,0.000453205000001741
