"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.501099995000002,0.18242377,0.0680829500000011,-0.00887817999999904,0.00349437999999904,-0.00302927499999944,-0.00425515500000033,0.13803923,-0.00154534500000002,0.135166900000001,-0.00872047499999965,-0.0117083849999993
"2",0.18242377,0.494124824999999,0.0439470500000012,-0.00559742000000056,-0.00676516000000049,-0.00520061499999929,-0.0065418449999996,0.141765399999999,-0.00246564500000039,0.155430180000001,-0.00366339000000033,-0.00395696999999931
"3",0.068082950000001,0.0439470500000012,0.496991115000002,-0.00594190000000048,0.125633629999999,0.0120550599999997,0.0985744450000002,0.0274376299999995,-0.00608214000000035,0.0338879749999982,-0.00818533499999882,0.00118705499999916
"4",-0.00887817999999904,-0.00559742000000057,-0.00594190000000047,0.493627505,-0.00394817499999952,0.00842954999999907,0.0868185050000012,-0.0027652749999984,0.166177724999999,-0.00149133000000192,-0.0122729349999996,-0.00556100000000024
"5",0.00349437999999904,-0.0067651600000005,0.125633629999999,-0.00394817499999953,0.508385209999999,-0.00519525999999802,-0.0078166200000003,-0.0123447450000015,-0.00562844000000034,-0.00995418999999842,-0.0124145850000004,-0.0117255550000002
"6",-0.00302927499999944,-0.0052006149999993,0.0120550599999997,0.00842954999999906,-0.00519525999999802,0.48794843,0.01549014,-0.00105658500000142,0.00103877999999922,-0.0043119449999987,0.00191769500000004,-0.00308793499999935
"7",-0.00425515500000032,-0.0065418449999996,0.0985744450000002,0.0868185050000012,-0.0078166200000003,0.01549014,0.487924804999998,-0.00172669500000086,-0.00242381499999895,-0.00123947499999924,-0.0084852699999986,-0.0107426850000005
"8",0.13803923,0.141765399999999,0.0274376299999995,-0.00276527499999839,-0.0123447450000015,-0.00105658500000143,-0.00172669500000086,0.488997580000002,-0.0103223400000002,0.16623693,0.000484655000000827,-0.0106549849999998
"9",-0.00154534500000002,-0.00246564500000039,-0.00608214000000034,0.166177724999999,-0.00562844000000034,0.00103877999999922,-0.00242381499999896,-0.0103223400000002,0.50453549,-0.00465026000000063,-0.00151285499999999,-0.00783165500000006
"10",0.135166900000001,0.155430180000001,0.0338879749999982,-0.00149133000000193,-0.00995418999999843,-0.00431194499999869,-0.00123947499999925,0.16623693,-0.00465026000000063,0.489663699999999,-0.00816771500000003,-0.00370303499999876
"11",-0.00872047499999965,-0.00366339000000035,-0.00818533499999882,-0.0122729349999996,-0.0124145850000004,0.00191769500000004,-0.00848526999999859,0.000484655000000823,-0.001512855,-0.00816771500000003,0.493300300000001,-0.000818285000001306
"12",-0.0117083849999993,-0.00395696999999932,0.00118705499999915,-0.00556100000000024,-0.0117255550000002,-0.00308793499999935,-0.0107426850000005,-0.0106549849999998,-0.00783165500000005,-0.00370303499999877,-0.000818285000001305,0.496886425000001
