"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
"1",0.510324169999999,-0.000743244999999693,-0.00927804499999966,-0.0116210200000011,-0.00752213000000067,-0.00747987000000038,0.157917679999999,-0.00670700500000018,-0.00237713999999908,0.00786872500000111,-0.00395393000000006,-0.000857420000000814,-0.000523684999998925,-0.00474269999999989,-0.0142671700000002,-0.00914121000000004,-0.00631363999999906,-0.00282263500000003,-0.00441232999999989,-0.00546064000000044,0.000421424999999345,-0.0132292050000002,0.00415130499999932,-0.0014994200000006,-0.0121004349999994,-0.00742273999999894,-0.00742143499999958,-0.0018610400000001,-0.00537571000000074,-0.00778800000000107,-0.00995310000000067,0.0750567050000005,-0.00526043500000009,0.162405465,-0.0113234900000008,-0.00358332499999946,-0.00537405000000048,0.0223324500000003,-0.00971259000000053,-0.0129290000000004,0.00900351999999973,-0.00201368499999988,-0.0120907949999997,0.00523847499999962,0.0784436700000001,0.00431705000000064,-0.00734808000000104,0.00209176499999979
"2",-0.000743244999999696,0.490644315,0.0593891799999998,0.000265325000000226,-0.00205215000000065,-0.00534317999999963,0.0146783549999981,-0.00223564499999912,0.000626495000000534,-0.00854072499999991,-0.00625338000000077,-0.00704243000000055,0.00673245000000087,-0.00216559999999989,0.200738285,-0.00557377500000002,-0.0066766199999991,-0.00639489499999946,0.0026181550000004,0.0739527449999992,0.0749444300000005,0.00293207499999957,0.00329240999999867,0.00166003499999988,-0.0023703449999999,-0.00459152499999859,0.000921729999999469,-0.00109660500000157,-0.00654267499999909,-0.00693718500000068,-0.00950678499999895,-0.00797318500000067,-0.000162554999999416,0.00541064999999927,0.000414619999999626,-0.00737635999999905,-0.00678528500000079,-0.00851137500000122,-0.0017336000000006,0.0010060300000013,0.0326556700000013,0.00352384500000048,-0.00680111999999977,-0.0113747400000001,-0.00396741499999702,0.00251145500000102,-0.00399982500000006,0.00818892499999883
"3",-0.00927804499999966,0.0593891799999998,0.502974950000001,-0.0115409399999998,-0.00152073999999927,-0.00794640999999855,-0.00726294999999996,-0.00158380499999777,-0.00416371499999952,-0.00456352500000028,-0.00367621500000024,-0.0142765700000003,0.000585880000000048,-0.00507273500000009,-0.0112667699999996,-0.00382825999999965,-0.00109215999999986,-0.00295327499999993,-0.0113575399999989,0.0024856999999989,-0.000642345000000661,-0.00407780499999988,0.00148502500000068,-0.0057447049999997,-0.00603596999999997,-0.00558455000000043,-0.000747104999999981,-0.000183355000000906,0.000760679999999779,-0.0137947299999996,-0.00660061000000026,-0.00718781000000045,-0.00229218500000055,-0.0183468250000005,-0.0042914249999994,-0.00936175499999898,-0.00244679500000175,-0.00200316000000011,-0.00271253999999911,-0.00713273499999944,-0.00894129500000014,0.00307550499999914,0.000148334999998657,0.000397694999999255,-0.00782892500000034,0.00254037500000035,-0.00371847500000039,-0.0108146699999995
"4",-0.0116210200000011,0.000265325000000223,-0.0115409399999998,0.499399095,0.0037240800000004,-0.00796150000000009,-0.00137112500000036,-0.00583013500000006,0.00989790000000057,-9.01450000009091e-05,-0.0166484449999987,-0.0036047450000004,0.00103114000000036,-0.00464571999999848,-0.000855715000000827,0.0022303899999982,-0.00531792500000039,0.00236291999999959,-0.00333810999999969,-0.00929662000000007,-0.00489252500000127,0.00360894999999902,-0.00706454499999943,0.186127860000002,-0.00393937000000128,-0.00647690500000028,-0.00445018499999922,-0.0090182149999995,-0.00590806500000125,0.00242889999999987,0.00161664499999989,-0.0048004099999994,-0.00376237999999925,-0.000667110000000731,-0.00854842000000143,-0.00135016000000018,0.00380295499999975,0.000430140000000677,-0.000931880000001172,0.000940130000000272,-4.56750000004306e-05,-0.00582649500000113,-1.36250000006272e-05,-0.0107151199999991,-0.0103332800000009,-0.000536400000000808,-0.000778324999999306,-0.00192232499999967
"5",-0.00752213000000068,-0.00205215000000066,-0.00152073999999928,0.0037240800000004,0.496895870000001,-0.00647351000000055,-0.0048056900000003,-0.00190787500000047,-0.00298216499999923,6.46199999989618e-05,-0.0106493649999995,0.00843567999999927,-0.00549771500000001,-0.00688511999999979,0.00133681499999996,-0.00555461499999991,-0.00298917500000002,0.00113104999999984,0.00724139500000002,-0.00570272000000027,0.00011367999999931,-0.00267353999999948,-0.00675964999999932,-0.00473617999999925,-0.00398904999999904,0.0282235349999997,0.106778825000001,0.00460261500000049,-0.00606763500000029,-0.00894094499999981,-0.00494413500000012,-0.00429481999999924,-0.0105438950000007,0.000859895000000259,-0.00430110000000023,-0.0144471999999999,-0.00418445500000038,-0.00344358499999948,0.00296652000000029,-0.00836171499999988,0.01405275,0.000991319999999499,-0.0151694750000011,0.0144895200000004,-0.0027272900000003,-0.00712254000000052,0.0058494699999996,-0.000870014999999796
"6",-0.00747987000000039,-0.00534317999999963,-0.00794640999999855,-0.00796150000000009,-0.00647351000000056,0.49255367,0.00116541500000192,0.2157111,-0.00683755999999939,-0.000794629999999278,0.00169640000000031,-0.00289860000000188,0.0186393599999984,-0.00259968000000042,-0.00658943999999949,-0.00557786499999978,0.0567535150000002,0.00128404499999985,0.0167109399999998,-0.00186347999999951,-0.00148287999999943,-0.0134086349999996,-0.00506633000000118,-0.00260919999999929,-0.0127216649999993,-0.00190453499999977,-0.00825025500000006,-0.00263692499999953,0.00564052499999979,0.00177752499999936,0.120465759999998,-0.00781356000000002,-0.00535525999999975,-0.00234173000000013,-0.00516871500000052,-0.00220131500000035,-0.00915532000000102,-0.00251649999999885,-0.0081699199999995,-0.00738935500000073,-0.00291699000000123,-0.00631431999999973,0.00136658500000063,-0.0147733149999997,-0.00280932499999964,0.00747654500000128,-0.0016015150000002,-0.0088490049999985
"7",0.157917679999999,0.0146783549999981,-0.00726294999999997,-0.00137112500000036,-0.0048056900000003,0.00116541500000192,0.493749190000003,-0.00723709499999874,0.0119287049999999,0.00058639499999896,-0.00536676999999993,-0.00554939000000069,0.00152598499999942,-0.00363405000000056,-0.000376690000001105,-0.00277295500000009,-0.00267585499999943,-0.00877556000000099,0.00179520500000044,-0.00722018999999983,-0.00827312999999998,-0.0072784999999991,-0.00617490500000028,-0.0123573499999998,0.00707675000000043,-0.00921493999999942,-0.0184833849999991,-0.00997954499999978,-0.0121552800000011,-0.00890556500000075,-0.0031293250000006,0.157154095000001,-0.0115587999999989,0.160201614999999,0.00480543000000038,0.0010072650000007,0.00418982499999946,0.00287292000000053,-0.00715310999999924,-0.00844665500000114,-0.00555383999999947,-0.000530995000000208,-0.00340400499999915,-0.00926329499999882,0.068293559999997,-0.00426606499999892,-0.000673115000000853,-0.00419036500000114
"8",-0.00670700500000018,-0.00223564499999913,-0.00158380499999778,-0.00583013500000005,-0.00190787500000047,0.2157111,-0.00723709499999875,0.485239990000001,-0.00867524999999985,-0.000802059999999278,-0.00394834500000007,-0.00178725500000206,-0.00816892000000211,-0.00995455000000069,-0.00431375499999902,-0.00884264000000034,0.0563617249999997,0.00381812499999928,0.0190768399999998,0.0113335500000007,-0.00216892499999933,-0.00362778499999964,-0.00644746000000174,-0.00325515499999895,-0.00855891000000034,-0.000196979999999678,0.000685124999999952,-0.000876149999999825,0.000340370000000424,-0.00429273500000148,0.127923719999999,-0.00758229000000041,-0.00353634999999968,-0.011148429999999,-0.000582315000002065,-0.00685953000000062,0.00802958000000068,-0.00750757999999938,0.196396375,-0.00566894499999963,-0.00146108000000012,-0.00531826499999927,-0.00179352999999892,-0.0127530900000001,0.0012002400000009,0.012783385000001,-0.0100067399999992,-0.00935409499999892
"9",-0.00237713999999908,0.000626495000000538,-0.00416371499999952,0.00989790000000057,-0.00298216499999923,-0.0068375599999994,0.0119287049999999,-0.00867524999999986,0.497568605000001,0.0474592349999992,-0.000582709999999245,0.00401469999999865,-0.00526274000000115,0.0645420350000005,0.10722666,0.142957859999999,-0.00410368000000054,-0.000605010000000481,-0.0101692000000007,-0.00365224500000116,0.00067473499999884,-0.00552468500000099,-0.00361434999999996,-0.00562713999999856,0.000887330000000476,-0.00879545499999877,0.00116180000000071,0.0017319449999998,-0.0149377600000008,0.0187689200000004,-0.010768555000001,-0.00436832999999999,-0.00464855999999912,0.0019102149999996,0.00317227500000102,-0.0037607199999994,-0.0013426800000011,0.00458781999999928,0.0101994499999997,-0.000433344999999859,0.00176763999999989,-0.0143453200000013,-0.00127698500000008,-0.00536378499999981,-0.00197440500000043,0.0166726750000008,-0.00710350500000037,-0.0093672149999999
"10",0.00786872500000111,-0.00854072499999991,-0.00456352500000028,-9.01450000009054e-05,6.46199999989656e-05,-0.000794629999999278,0.000586394999998957,-0.000802059999999279,0.0474592349999992,0.507150024999999,-0.00592423000000051,0.129484420000001,-0.00744216000000119,-0.00148046499999959,-0.000516819999999959,0.0120527550000002,-0.00185608500000094,0.15477771,-0.00547728000000024,-0.0036625900000005,-0.00181979499999868,0.0102009499999987,-0.00523127499999975,0.00549907499999946,-0.0102649399999994,-0.00438448000000107,0.00572436999999998,-0.00330734000000071,-0.00816926499999845,0.00171248500000057,0.000790379999999741,0.000134704999999142,-0.00614739500000035,-0.00629075000000029,0.00363369000000106,-0.00701759999999945,-0.00678951499999992,-0.00522540500000145,-0.00641961999999987,-0.00888154000000049,-0.00486775499999981,-0.00834285499999944,-0.00404528000000063,-0.00213099000000004,0.000898835000000552,0.00968078999999973,-0.00705174500000027,-0.00762121499999998
"11",-0.00395393000000007,-0.00625338000000076,-0.00367621500000024,-0.0166484449999987,-0.0106493649999995,0.00169640000000031,-0.00536676999999993,-0.00394834500000008,-0.000582709999999238,-0.00592423000000051,0.497857715000001,0.00874324999999941,-0.0128562899999999,0.0139360949999989,-0.0046838500000006,-0.000533180000000135,-0.00315654499999996,-0.00453948000000001,-0.00665135499999955,0.00104246499999931,-0.0036620449999998,-0.0148677500000003,0.1774935,-0.00755809499999924,-0.0128829050000003,-0.0143638200000001,-0.0120235150000008,0.00412246499999994,0.00850592999999976,-0.00604834500000079,-0.00846259500000012,-0.00935191000000031,0.118774444999999,0.00410012499999926,0.00472411499999996,-0.0171393000000009,0.00119088000000031,-0.00840009000000039,-0.00704921500000028,-0.00119086000000101,-0.0106265650000003,0.00412083999999923,0.00693059999999925,-0.00641406000000019,-0.00522746499999991,-0.00397976499999998,0.00259576500000092,0.0106716600000001
"12",-0.000857420000000819,-0.00704243000000055,-0.0142765700000003,-0.0036047450000004,0.00843567999999927,-0.00289860000000188,-0.00554939000000069,-0.00178725500000204,0.00401469999999865,0.129484420000001,0.00874324999999941,0.499058185000003,-0.00235124999999948,-0.00247469999999862,-0.00103131000000088,-0.000323750000000834,-0.00229541999999943,0.150099990000001,-0.00453746500000098,-0.0112218849999984,-0.00829737499999893,-0.000851555000000172,0.00562623500000009,-0.00513705500000156,-0.00909857499999925,-0.00244514500000126,0.00544043999999905,0.000500795000000232,-0.00163109499999867,0.00498394000000099,-0.00860683999999873,-0.00731662499999974,0.00304564999999972,-0.00268307499999935,-0.00398395999999913,-0.00962502499999954,-0.0116587099999997,-0.0126866250000012,-0.00453711000000083,-0.0119567449999995,0.00144278000000099,-0.00140793499999826,-0.00726461499999976,-0.00602750499999979,-0.00158267499999971,-0.00260160500000029,0.00441779500000046,-0.00576399000000128
