"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.488074394999998,-0.000766854999997357,-0.000830454999999596,-0.00941792499999868,-0.0102130349999999,-0.00856874499999979,-0.0114250799999997,0.00392239500000006,-0.000512245000000496,-0.0110510400000006,0.00106746999999983,-0.00600341999999998,-0.00158564000000036,-0.00101784500000028,0.00243035000000127,0.000522310000000077,0.00173552999999959,-0.00828132999999955,0.00131811999999848
"2",-0.000766854999997346,0.500149359999998,0.00354554000000066,-0.00960473500000044,0.000179179999999515,0.00916553500000031,-0.00496370999999976,-0.00619821999999891,0.028509,-0.00913890999999914,-0.00489217499999862,-0.00200662999999896,-0.00281826500000052,0.00514117499999822,-0.00595593500000086,-0.00234961500000083,-0.00668244000000006,-0.00397779500000083,0.00187876999999963
"3",-0.000830454999999595,0.00354554000000066,0.510994359999999,-0.0139031900000001,0.08728582,0.0484671949999999,-0.00171689499999994,-0.0092512150000001,-0.000927119999999804,-0.00439419999999897,-0.00282194999999817,-0.0105890849999986,-0.00788693999999985,-0.015439449999999,-0.00972538999999939,0.167675625,0.167544214999999,0.0447244200000005,-0.0053657050000005
"4",-0.00941792499999869,-0.00960473500000044,-0.0139031900000001,0.504856255,-0.00390193499999976,-0.00706259999999966,-0.00471723999999926,0.00765594499999996,-0.00207939000000141,0.0105832499999988,-0.0072853500000004,-0.00395974000000165,-0.00776071500000008,-0.00221931999999971,-0.0166641249999994,-0.00749983000000147,-0.00465326999999995,-0.00498871500000021,-0.00322148000000064
"5",-0.0102130349999999,0.000179179999999517,0.08728582,-0.00390193499999976,0.500796805000002,-0.00473503500000152,-0.00562111499999984,-0.00414022000000079,-0.00524890499999979,-0.00784401999999946,-0.00606982000000043,-0.0132687949999997,-0.0184643249999994,-0.00364647,-0.00612301000000075,0.109149615000001,0.0723728250000001,-0.00841375000000238,-0.00130934999999989
"6",-0.0085687449999998,0.00916553500000032,0.0484671949999999,-0.00706259999999966,-0.00473503500000152,0.492264305000001,-0.00811214999999945,-0.00973469499999949,0.0261254500000003,-0.0110333949999987,-0.0132558000000003,0.00603645500000181,0.00166507500000003,0.00270580999999956,-0.0162292850000004,-0.0111157099999987,0.0140584849999987,0.13698149,-0.00178465000000064
"7",-0.0114250799999997,-0.00496370999999976,-0.00171689499999994,-0.00471723999999926,-0.00562111499999984,-0.00811214999999944,0.490338735,-0.00905849500000009,-0.00255330499999941,-0.000798000000000471,-0.00579722000000042,-0.00206540000000171,0.110640915,-0.00694082999999904,0.0316780749999994,0.00153344999999934,-0.00151449999999905,-0.00592900999999935,-0.00783505499999959
"8",0.00392239500000005,-0.00619821999999891,-0.00925121500000009,0.00765594499999996,-0.00414022000000079,-0.00973469499999949,-0.00905849500000009,0.504905935,-0.00626238000000104,-0.0109484399999993,0.00685932499999992,-0.00141620000000077,-0.00238313499999817,-0.0124723700000014,-0.00634004999999828,-0.0156572600000014,-0.0107041850000001,-0.000416475000000154,-0.00275238500000158
"9",-0.000512245000000491,0.028509,-0.000927119999999801,-0.00207939000000142,-0.00524890499999979,0.0261254500000003,-0.0025533049999994,-0.00626238000000104,0.496017710000001,-0.00509281500000004,-0.00783381499999789,-0.00488571999999788,-0.00042101500000126,0.00450789499999968,-0.00342323500000012,-0.000375790000001394,-0.00259368999999931,0.00818792000000172,-0.00496871500000189
"10",-0.0110510400000006,-0.00913890999999914,-0.00439419999999897,0.0105832499999988,-0.00784401999999948,-0.0110333949999987,-0.00079800000000047,-0.0109484399999993,-0.00509281500000003,0.497165984999999,0.00611101499999998,-0.00247056499999953,0.000574500000001066,0.00403203000000007,-0.00503531499999887,-0.00277450500000053,0.0055354749999988,-0.00473187999999951,-0.00593856500000045
