"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.494248114999998,-0.000571689999999096,0.00497515000000032,0.000954215000000146,0.000673514999999693,-0.00636338999999984,-0.00327067999999992,0.137181320000001,0.000209505000000264,0.00192142999999919
"2",-0.000571689999999102,0.504840425,0.00241399999999949,0.00207894499999876,-0.00556174500000151,-0.0110119099999994,-0.00489875999999941,0.000273870000000807,-0.00514236500000034,-0.00848542999999878
"3",0.00497515000000031,0.00241399999999949,0.50320361,-0.0028348450000005,-0.00517635999999947,0.000260584999999627,-0.00606984000000147,0.00185673999999965,-0.00909168500000052,0.00585410500000002
"4",0.000954215000000145,0.00207894499999876,-0.0028348450000005,0.503907769999999,-0.00108171999999918,0.000437770000000872,-0.00991633000000156,-0.000751190000000318,0.00790928999999997,-0.00382833499999987
"5",0.000673514999999688,-0.0055617450000015,-0.00517635999999947,-0.00108171999999918,0.498633020000001,0.0062120550000001,-0.00579782500000038,-0.00653043000000017,-0.00117042500000008,0.00125876999999987
"6",-0.00636338999999984,-0.0110119099999994,0.000260584999999617,0.000437770000000875,0.0062120550000001,0.492866550000001,-0.0133060299999998,-0.00152848500000079,0.00092639499999967,0.11549401
"7",-0.00327067999999993,-0.00489875999999941,-0.00606984000000147,-0.00991633000000156,-0.00579782500000038,-0.0133060299999998,0.494608679999998,-0.00323729999999946,-0.00999266999999994,-0.0128021399999999
"8",0.137181320000001,0.000273870000000805,0.00185673999999965,-0.000751190000000322,-0.00653043000000016,-0.00152848500000079,-0.00323729999999944,0.505984815000001,-0.0106840399999993,-0.000434970000001165
"9",0.000209505000000264,-0.00514236500000034,-0.00909168500000051,0.00790928999999997,-0.00117042500000008,0.000926394999999663,-0.00999266999999993,-0.0106840399999993,0.503170089999999,-0.00158382999999917
"10",0.00192142999999919,-0.00848542999999878,0.00585410500000002,-0.00382833499999988,0.00125876999999987,0.11549401,-0.0128021399999999,-0.000434970000001161,-0.00158382999999916,0.494414415
