"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.493126860000002,0.00285554999999927,-0.00442701500000052,-0.0052795550000008,-0.00411421500000139,-0.000156169999999689,0.147105985000001,-0.000709079999999925,0.00570939000000051,0.0687098949999999,-0.00676474500000113,-0.00542418999999973,0.000568185000001008,0.145263885,0.00262923999999959,-0.0101298249999997,-0.00740894999999971,0.235373515000001,0.000174650000000235,-0.00328411999999985,-0.00271371500000036,-0.00280763999999956,0.000438025000000431,-0.00560574000000035,-0.00631202999999959,-0.00534277999999917,-0.00208581000000031,0.00399920999999892,-0.000176330000001087,-0.0130953749999994,0.00175434499999979,-0.00607994500000027,-0.00237451999999859,0.14723936,-0.00354734999999994,-0.00660917999999995,0.0180935399999997,-0.0129321349999997,-0.00348269500000016,-0.00257063000000067,-0.00369198000000011,-0.00847555500000051,0.00224155000000033,-0.00519383000000108,-0.0086718300000002,-0.00802376999999925,-0.000365630000000823,0.116323455,0.00341997000000065,-0.00833850500000037
"2",0.00285554999999927,0.488524870000002,-0.0126798550000002,-0.00195575000000122,0.172418115000001,0.00372503000000009,-0.0139975900000005,-0.00687867500000001,-0.00206383999999979,-0.00474837999999945,-0.00539210999999932,-6.7270000000756e-05,-0.00719111999999986,-0.00217148999999971,0.0652838999999995,-0.00920424000000044,-0.00722847500000004,-0.00252424000000095,-0.0025844649999998,-0.00650792999999901,-0.00924875000000075,-0.0109485950000007,-0.000191785000001267,-0.00226054000000047,-0.00269803000000203,0.00150347499999915,-0.00966952499999891,-0.00603931500000018,-0.00163442000000079,-0.000999910000000089,-0.000363805000000382,-0.00540878999999934,-0.0108182549999996,-0.00305268500000112,-0.0169804349999998,0.00734007000000196,0.00675471500000018,-0.00464567999999941,-0.00370935499999958,-0.00418892500000016,-0.00327155999999833,-0.0033774200000007,-0.00523742000000001,0.1567467,-0.000509394999998948,0.111351509999998,-0.00896782499999946,-0.00547427000000047,-0.00360011999999946,-0.00901905000000072
"3",-0.00442701500000051,-0.0126798550000002,0.50596291,-0.00217632999999994,0.126308905,-0.00365208500000047,-0.00280325499999945,0.111889465000001,-0.00221558500000007,0.00636896499999983,0.00992781999999946,-0.00378815499999982,-0.00259144000000101,-0.00719830500000058,0.000296435000000299,-0.0080043350000005,-0.00399262500000012,-0.000817849999999727,-0.00741277999999995,-0.00423275000000089,0.18965504,-0.00131605500000012,-0.00785957999999981,-0.00796006999999942,-0.00185444999999998,-0.00742036499999967,-0.00842976000000013,-0.00424533000000043,0.00380955000000078,0.00439779000000014,-0.00945565999999986,0.00876851500000051,0.00537817000000051,0.13672737,-0.00949068499999941,-0.0121720249999993,-0.00960970000000057,-0.000753189999999292,0.00610559499999954,-0.00868970999999952,-0.0169950949999997,-0.0107117950000002,-0.00813062499999999,-0.00616396500000071,-0.00599214499999919,-0.00326453999999934,0.00368043999999981,-0.00160819999999987,-0.00924733499999974,-0.00826078500000034
"4",-0.00527955500000079,-0.00195575000000121,-0.00217632999999992,0.498399459999997,0.00422506000000058,-0.00387092000000026,-0.00517604000000114,0.00141959500000001,-0.00915794999999968,-0.0045999949999991,-0.00696063499999985,-0.00453541999999877,0.0016369899999998,-0.00471923499999963,-0.00595622500000058,-0.0127645349999997,0.0011135150000009,0.00130763999999982,0.00318701000000073,-0.00490088999999949,0.000488530000000687,-0.00278635000000108,-0.00043422499999967,-0.0027451650000002,-0.0013785050000002,-0.00721016499999982,0.0078605350000004,0.00395752499999899,-0.0101571449999999,-0.0136208049999989,-0.00676002999999993,-0.00556436999999928,-0.00506975500000036,0.00249023999999915,0.0100358099999993,-0.00630177499999942,0.14930158,-0.00683884999999931,-0.0106885549999997,-0.00436272499999976,-0.00363787999999864,-0.00732784500000052,-0.00167369499999962,0.00316841999999965,-0.00636995499999941,-0.00562225000000036,-0.0118617099999977,-0.00136520999999962,0.144012645,-0.00665763000000097
"5",-0.00411421500000139,0.172418115000001,0.126308905,0.00422506000000058,0.495022089999998,0.00220770999999922,-0.0100598199999998,-0.0134035950000017,0.00259934000000068,0.00195211499999922,-0.0112690149999994,-0.00720398500000061,-0.00481017499999893,-0.0109597750000011,-0.00262226500000041,-0.00939975999999906,-0.00189196000000052,-0.00264696999999961,-0.00350220000000161,-0.00802191999999925,0.181392485000001,-0.00560425999999908,0.000285099999999427,0.000991494999999984,-0.000820245000000151,-0.00669925500000052,-0.0103166099999998,-0.00027301499999984,-0.00324492999999933,-0.00160383000000219,-0.00420020999999991,-0.00223195500000217,-0.00501443999999992,-0.00717223500000014,-0.00563958999999882,-0.00913975500000125,0.00190702499999952,-0.0033247400000002,-0.0048459200000003,0.00195573999999991,-0.00499628500000114,0.00317728000000024,-0.0146756050000012,-0.00836319999999911,-0.0101654100000002,0.0619033650000021,-0.00906062500000005,-0.00367322500000024,-0.0046167800000006,-0.00695027999999969
"6",-0.000156169999999695,0.00372503000000008,-0.00365208500000047,-0.00387092000000026,0.00220770999999923,0.499032515000001,-0.00298475999999863,0.00292748000000087,-0.00485328500000072,-0.0122256200000003,-0.00582558000000045,0.00158695000000022,-0.00362613999999957,-0.00289125500000061,-0.00376469499999982,-0.0077471199999994,-0.00958252000000033,0.114268335,-0.00597311499999992,-0.000889145000000788,-0.00572068500000095,-0.00172851500000011,-0.00362407500000005,-0.00541190999999967,0.00419369999999967,-0.00726492499999938,-0.00352058500000022,-0.00689945999999956,-0.0060466150000004,-0.00824252999999987,0.0724714999999998,0.0103122449999986,-0.00276220999999962,-0.00762670000000038,-0.00932681999999986,0.129173215000001,0.148947435,-0.00451382500000031,-0.0065398150000012,-0.00280119999999942,-0.00282906999999994,-0.00897502500000056,0.0167418600000007,-0.000351315000001122,-0.00425828500000007,-0.00765612999999921,-0.0110390900000014,-0.00691429499999956,0.0066621200000008,-0.000705469999999296
"7",0.147105985000001,-0.0139975900000005,-0.00280325499999944,-0.00517604000000114,-0.0100598199999998,-0.00298475999999863,0.496176245000003,0.00233040500000051,0.120320545,0.174670395000001,0.011898719999999,-0.00443596000000019,-0.00393078000000113,-0.00589383499999886,-0.01200742,-0.00279778999999886,-0.00350292500000065,0.136720925,-0.00579096499999861,-0.0102061700000005,-0.0125182100000003,-0.00072118,-0.00291340499999948,-0.00424862999999949,-0.0124666450000003,-0.00380777000000081,-0.0070387699999997,-0.0034184050000006,-0.00453190000000111,-0.00884007999999882,0.000703299999999495,-0.00643500500000015,-0.00106532999999943,0.198337995000001,-0.00576161999999981,-0.00806685999999921,-0.00248562499999927,-0.0121698199999995,-0.00706488500000037,-0.00721933999999985,-0.00723387999999948,-0.00928651000000106,0.0011390650000009,-0.0166058650000003,0.00672079499999983,-0.00539777000000086,0.00111435999999978,-0.0062841850000005,0.000124515000001928,0.00465957500000038
"8",-0.000709079999999923,-0.00687867500000001,0.111889465000001,0.00141959500000001,-0.0134035950000017,0.00292748000000087,0.00233040500000051,0.491645325,-0.0113412650000002,-0.000668935000000252,0.00233140000000069,0.0125963900000001,-0.000294729999998898,-0.00171253999999987,0.00332986499999933,-0.00207443500000012,-0.00515263499999934,0.00176068499999987,-0.00249073499999932,-0.00543738500000094,-0.00445524499999994,-0.00569085500000057,-0.00625587499999917,-0.00574942999999926,0.158752005,-0.00771393000000017,-0.00441877500000163,-0.00526124500000053,0.000656744999999655,0.143339585000001,-0.00738511000000005,0.00212852000000008,0.00243118000000112,0.115074480000001,-0.00338149500000008,-0.00214271500000018,0.00392920000000122,-0.00280357499999934,-0.00114565000000049,-0.00464252500000019,-0.0137270450000001,-0.00598000499999964,-0.00102001999999833,0.000597794999999398,-0.00230929500000031,0.00341208999999998,0.00757251499999946,-0.0109100249999996,0.000387545000000185,-0.00526595999999968
"9",0.00570939000000051,-0.0020638399999998,-0.00221558500000006,-0.00915794999999968,0.00259934000000068,-0.00485328500000071,0.120320545,-0.0113412650000002,0.509465454999999,0.00389997499999979,0.00340254000000065,0.00461018000000016,-0.00409059999999997,0.00267791999999985,-0.00743138500000001,-0.000644555000000129,-0.0108439650000015,-0.0074110400000002,-0.0018346050000006,0.00297602499999995,0.0105135650000005,0.00149051500000017,0.00480008499999958,-0.00418255499999986,-0.00802748000000004,0.00601800999999922,-0.00659173499999977,-0.00778535000000011,-0.00478515999999906,-0.0145404150000013,-0.00199656499999994,8.9059999999767e-05,0.0118829749999995,-0.00281541500000031,0.00441006500000074,0.00374993000000045,-0.00482545499999978,-0.00615846499999878,-0.00506802000000019,-0.00976970499999865,-0.000298130000000845,0.000939739999999973,0.00214325499999896,-0.00643371499999994,-0.00151760999999942,-0.0115073649999989,-0.00208518999999929,0.00165091499999989,8.78549999988688e-05,-0.00192754000000018
"10",0.0687098949999999,-0.00474837999999945,0.00636896499999983,-0.00459999499999912,0.00195211499999922,-0.0122256200000003,0.174670395000001,-0.000668935000000252,0.0038999749999998,0.500491845000001,0.00523884000000039,-0.00686497000000006,-0.000470609999999393,-0.00471147999999922,-0.0134107699999998,-0.0104013099999997,0.00201611,0.0578935849999999,0.00134698999999997,0.00704316999999984,-0.00191115000000069,-0.00291833000000044,0.00920467500000001,-0.00883062000000018,-0.0125840449999998,-0.00574473999999998,-0.0117057950000009,0.00456831000000047,-0.00576298000000032,-0.00835906000000046,-0.0100827399999989,-0.00312619000000163,-0.00691476499999962,0.169985380000001,-0.00626342999999978,-0.0102765300000004,-0.00228359999999979,-0.00567824999999931,0.0055212,-0.0087397550000002,-0.0159038800000009,-0.00538548500000015,-0.00163365000000044,-0.00825663499999929,0.00640324500000007,-0.00607766499999922,0.00389695499999965,-0.000865579999999841,-0.00250412499999968,0.00534239500000103
"11",-0.00676474500000114,-0.00539210999999932,0.00992781999999945,-0.00696063499999984,-0.0112690149999994,-0.00582558000000045,0.011898719999999,0.00233140000000069,0.00340254000000065,0.00523884000000039,0.486008300000003,-0.00715510000000036,0.00337445499999981,-0.0134847350000003,-0.00101149500000007,-0.00347739000000107,-0.0137291400000004,-0.000971590000000673,-0.008273820000001,-0.0112306249999992,-0.00662988000000102,-0.0119074799999999,-0.00329332000000029,-0.0101366550000001,0.00429426999999943,-0.00887702500000006,-0.00402093500000049,-0.00926657999999862,-0.00502979000000066,-0.000839760000000307,-0.00263798499999946,-0.000748234999999341,-0.00557113499999899,0.0110853049999999,-0.00400690000000011,-0.00219995999999974,-0.00318032499999968,-0.0161102049999996,-0.00508705500000039,-0.01101963,-0.0120808649999999,-0.00783016999999958,-0.00972931000000015,0.000394985000001127,-0.0067404299999998,0.00113024499999998,-0.00976886000000043,0.00348669,0.00432336499999964,-0.00241510499999943
