"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
16,10,"OPTIMAL",1.69241086170092,0.361999988555908,13,0.849999999979505,-0.379278504341707,1.69241086170092,1.63551908604967
