"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",0.493343559999998,-0.00957857500000092,-0.0116224950000008,-0.00202370000000093,-0.0025432399999998,0.000499339999999175,0.00166213999999946,-0.00922178000000067,0.000945730000001045,-0.00459347999999996,0.215871939999999,0.00027401999999895,-0.00683667000000083
"2",-0.00957857500000092,0.498129314999995,-0.0038103750000001,0.00769131000000019,-0.00144117999999857,-0.00486695999999843,0.00499836999999951,-0.0017395649999996,-0.00610709500000063,3.22999999862288e-06,-0.0045039200000003,-0.00164225499999857,-0.00453899999999998
"3",-0.0116224950000008,-0.0038103750000001,0.488643315000001,0.00232576499999938,-0.00337322,-0.00544535500000099,-0.00467169000000129,-0.00566680499999858,-0.00460181500000162,-0.0067379200000005,-0.00933519500000075,-0.0138215250000008,-0.00251502000000105
"4",-0.00202370000000093,0.0076913100000002,0.00232576499999937,0.491010699999998,0.116872835,0.00578150000000049,-0.00695998500000013,-0.0101184150000004,-0.00596392000000066,-0.00678292499999967,-0.00556972000000002,-0.00879230000000076,0.147537555000001
"5",-0.0025432399999998,-0.00144117999999857,-0.00337322,0.116872835,0.491964925,0.0941855550000015,-0.00951037000000073,-0.00169940499999975,-0.00364018999999968,-0.00719811500000051,-0.00466953999999997,0.132666595,-0.00971141499999968
"6",0.000499339999999181,-0.00486695999999844,-0.00544535500000099,0.00578150000000049,0.0941855550000015,0.49788561,-0.0138874550000002,-0.00612818999999905,-0.00538289999999997,0.000393469999999499,0.00664061499999931,0.110452735000001,-0.00789207000000181
"7",0.00166213999999946,0.00499836999999951,-0.00467169000000129,-0.00695998500000012,-0.00951037000000073,-0.0138874550000002,0.493928995,-0.0117333550000009,-0.00478893000000002,-0.000399079999999984,-0.000255410000000626,0.0756481300000006,0.153685280000001
"8",-0.00922178000000066,-0.00173956499999961,-0.00566680499999858,-0.0101184150000004,-0.00169940499999974,-0.00612818999999906,-0.0117333550000009,0.496575524999995,-0.00426273500000002,-0.00613444500000029,-0.0119092199999995,0.00281421500000047,-0.0112546499999994
"9",0.000945730000001047,-0.00610709500000064,-0.00460181500000162,-0.00596392000000066,-0.00364018999999969,-0.00538289999999998,-0.00478893000000002,-0.00426273500000002,0.49856857,0.10833586,-0.00112737500000022,-0.00605516999999962,-0.00742233999999966
"10",-0.00459347999999996,3.22999999861914e-06,-0.00673792000000049,-0.00678292499999967,-0.00719811500000052,0.000393469999999493,-0.000399079999999995,-0.00613444500000028,0.10833586,0.477831575000001,-0.00715266000000064,-0.0113550499999996,-0.0118057749999982
"11",0.215871939999999,-0.00450392000000029,-0.00933519500000074,-0.00556972000000002,-0.00466953999999997,0.00664061499999931,-0.000255410000000629,-0.0119092199999994,-0.00112737500000022,-0.00715266000000064,0.49411011,-0.00201476000000075,-0.00206071000000029
"12",0.000274019999998946,-0.00164225499999858,-0.0138215250000008,-0.00879230000000076,0.132666595,0.110452735000001,0.0756481300000006,0.00281421500000048,-0.00605516999999962,-0.0113550499999996,-0.00201476000000075,0.49700226,0.112472559999999
"13",-0.00683667000000083,-0.00453899999999999,-0.00251502000000106,0.147537555000001,-0.00971141499999967,-0.0078920700000018,0.153685280000001,-0.0112546499999994,-0.00742233999999966,-0.0118057749999982,-0.00206071000000029,0.112472559999999,0.493158915
