"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.496690745000001,-0.00441987000000028,0.0064216199999999,-0.00797383499999989,-0.00333265999999966,-0.00971708499999853,-0.00654990999999854,-0.00397814999999859,0.00221473499999938,0.00247791999999963,0.000300750000001917,-0.00660096500000018
"2",-0.00441987000000028,0.494063985000001,-0.010513365,-0.00213096499999946,0.00293458000000095,-0.00239761500000003,0.00108282499999955,-0.00516718499999906,-0.00624147000000116,-0.00308695999999889,0.074780200000001,-0.00881175500000201
"3",0.00642161999999991,-0.010513365,0.488269360000004,-0.00627211000000003,-0.00121409999999878,0.113814405,0.0253099999999994,0.00145051000000082,0.148505085000001,0.140099125000002,-0.000342359999999551,-0.00283477000000137
"4",-0.00797383499999989,-0.00213096499999946,-0.00627211000000003,0.497128654999996,-0.000719455000001577,-0.0118317600000001,-0.0105650199999989,-0.00364414000000066,-0.0115471849999979,-0.00453453000000023,-0.0143425299999981,-0.00890348999999952
"5",-0.00333265999999967,0.00293458000000095,-0.00121409999999879,-0.000719455000001584,0.508927620000002,-0.00638614499999962,-0.00358913999999962,0.00209252499999976,-0.00772486999999871,-0.00181392500000072,-0.0013390700000008,-0.0154506499999984
"6",-0.00971708499999854,-0.00239761500000002,0.113814405,-0.0118317600000001,-0.00638614499999962,0.49260061,0.254497295000001,0.0012318950000009,-0.00164891499999967,0.0747155150000002,-0.00447752499999975,-0.001931195000001
"7",-0.00654990999999854,0.00108282499999955,0.0253099999999994,-0.0105650199999989,-0.00358913999999962,0.254497295000001,0.501745050000002,-0.00187527499999913,-0.00525344999999949,0.108619105,-0.0052072299999994,-0.00238096499999973
"8",-0.00397814999999859,-0.00516718499999907,0.00145051000000083,-0.00364414000000066,0.00209252499999976,0.0012318950000009,-0.00187527499999911,0.506321559999999,-0.012318634999999,0.00238594999999825,-0.00044579499999978,-0.00919240500000091
"9",0.00221473499999937,-0.00624147000000116,0.148505085000001,-0.0115471849999979,-0.00772486999999871,-0.00164891499999967,-0.0052534499999995,-0.012318634999999,0.485249214999999,-0.00311658999999987,0.00800646500000055,0.160834169999999
"10",0.00247791999999964,-0.00308695999999889,0.140099125000002,-0.00453453000000023,-0.00181392500000072,0.0747155150000002,0.108619105,0.00238594999999825,-0.00311658999999986,0.498832945,-0.00129749500000026,-0.00831472500000054
"11",0.000300750000001912,0.074780200000001,-0.000342359999999547,-0.0143425299999981,-0.0013390700000008,-0.00447752499999976,-0.0052072299999994,-0.00044579499999978,0.00800646500000056,-0.00129749500000026,0.495027145000001,0.00176348000000001
"12",-0.00660096500000017,-0.00881175500000201,-0.00283477000000137,-0.00890348999999952,-0.0154506499999984,-0.00193119500000099,-0.00238096499999973,-0.00919240500000091,0.160834169999999,-0.00831472500000054,0.00176348000000002,0.48896717
