"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39"
"1",0.493126860000002,0.00285554999999927,-0.00442701500000052,-0.00411421500000139,-0.000156169999999689,0.147105985000001,-0.000709079999999925,-0.00676474500000113,-0.00542418999999973,0.000568185000001008,0.145263885,-0.0101298249999997,-0.00740894999999971,0.235373515000001,0.000174650000000235,-0.00271371500000036,-0.00280763999999956,0.000438025000000431,-0.00631202999999959,-0.00534277999999917,0.00399920999999892,-0.0130953749999994,0.00175434499999979,-0.00237451999999859,0.14723936,-0.00660917999999995,0.0180935399999997,-0.0129321349999997,-0.00348269500000016,-0.00257063000000067,-0.00369198000000011,-0.00847555500000051,0.00224155000000033,-0.00519383000000108,-0.0086718300000002,-0.00802376999999925,0.116323455,0.00341997000000065,-0.00833850500000037
"2",0.00285554999999927,0.488524870000002,-0.0126798550000002,0.172418115000001,0.00372503000000009,-0.0139975900000005,-0.00687867500000001,-0.00539210999999932,-6.7270000000756e-05,-0.00719111999999986,-0.00217148999999971,-0.00920424000000044,-0.00722847500000004,-0.00252424000000095,-0.0025844649999998,-0.00924875000000075,-0.0109485950000007,-0.000191785000001267,-0.00269803000000203,0.00150347499999915,-0.00603931500000018,-0.000999910000000089,-0.000363805000000382,-0.0108182549999996,-0.00305268500000112,0.00734007000000196,0.00675471500000018,-0.00464567999999941,-0.00370935499999958,-0.00418892500000016,-0.00327155999999833,-0.0033774200000007,-0.00523742000000001,0.1567467,-0.000509394999998948,0.111351509999998,-0.00547427000000047,-0.00360011999999946,-0.00901905000000072
"3",-0.00442701500000051,-0.0126798550000002,0.50596291,0.126308905,-0.00365208500000047,-0.00280325499999945,0.111889465000001,0.00992781999999946,-0.00378815499999982,-0.00259144000000101,-0.00719830500000058,-0.0080043350000005,-0.00399262500000012,-0.000817849999999727,-0.00741277999999995,0.18965504,-0.00131605500000012,-0.00785957999999981,-0.00185444999999998,-0.00742036499999967,-0.00424533000000043,0.00439779000000014,-0.00945565999999986,0.00537817000000051,0.13672737,-0.0121720249999993,-0.00960970000000057,-0.000753189999999292,0.00610559499999954,-0.00868970999999952,-0.0169950949999997,-0.0107117950000002,-0.00813062499999999,-0.00616396500000071,-0.00599214499999919,-0.00326453999999934,-0.00160819999999987,-0.00924733499999974,-0.00826078500000034
"4",-0.00411421500000139,0.172418115000001,0.126308905,0.495022089999998,0.00220770999999922,-0.0100598199999998,-0.0134035950000017,-0.0112690149999994,-0.00720398500000061,-0.00481017499999893,-0.0109597750000011,-0.00939975999999906,-0.00189196000000052,-0.00264696999999961,-0.00350220000000161,0.181392485000001,-0.00560425999999908,0.000285099999999427,-0.000820245000000151,-0.00669925500000052,-0.00027301499999984,-0.00160383000000219,-0.00420020999999991,-0.00501443999999992,-0.00717223500000014,-0.00913975500000125,0.00190702499999952,-0.0033247400000002,-0.0048459200000003,0.00195573999999991,-0.00499628500000114,0.00317728000000024,-0.0146756050000012,-0.00836319999999911,-0.0101654100000002,0.0619033650000021,-0.00367322500000024,-0.0046167800000006,-0.00695027999999969
"5",-0.000156169999999695,0.00372503000000008,-0.00365208500000047,0.00220770999999923,0.499032515000001,-0.00298475999999863,0.00292748000000087,-0.00582558000000045,0.00158695000000022,-0.00362613999999957,-0.00289125500000061,-0.0077471199999994,-0.00958252000000033,0.114268335,-0.00597311499999992,-0.00572068500000095,-0.00172851500000011,-0.00362407500000005,0.00419369999999967,-0.00726492499999938,-0.00689945999999956,-0.00824252999999987,0.0724714999999998,-0.00276220999999962,-0.00762670000000038,0.129173215000001,0.148947435,-0.00451382500000031,-0.0065398150000012,-0.00280119999999942,-0.00282906999999994,-0.00897502500000056,0.0167418600000007,-0.000351315000001122,-0.00425828500000007,-0.00765612999999921,-0.00691429499999956,0.0066621200000008,-0.000705469999999296
"6",0.147105985000001,-0.0139975900000005,-0.00280325499999944,-0.0100598199999998,-0.00298475999999863,0.496176245000003,0.00233040500000051,0.011898719999999,-0.00443596000000019,-0.00393078000000113,-0.00589383499999886,-0.00279778999999886,-0.00350292500000065,0.136720925,-0.00579096499999861,-0.0125182100000003,-0.00072118,-0.00291340499999948,-0.0124666450000003,-0.00380777000000081,-0.0034184050000006,-0.00884007999999882,0.000703299999999495,-0.00106532999999943,0.198337995000001,-0.00806685999999921,-0.00248562499999927,-0.0121698199999995,-0.00706488500000037,-0.00721933999999985,-0.00723387999999948,-0.00928651000000106,0.0011390650000009,-0.0166058650000003,0.00672079499999983,-0.00539777000000086,-0.0062841850000005,0.000124515000001928,0.00465957500000038
"7",-0.000709079999999923,-0.00687867500000001,0.111889465000001,-0.0134035950000017,0.00292748000000087,0.00233040500000051,0.491645325,0.00233140000000069,0.0125963900000001,-0.000294729999998898,-0.00171253999999987,-0.00207443500000012,-0.00515263499999934,0.00176068499999987,-0.00249073499999932,-0.00445524499999994,-0.00569085500000057,-0.00625587499999917,0.158752005,-0.00771393000000017,-0.00526124500000053,0.143339585000001,-0.00738511000000005,0.00243118000000112,0.115074480000001,-0.00214271500000018,0.00392920000000122,-0.00280357499999934,-0.00114565000000049,-0.00464252500000019,-0.0137270450000001,-0.00598000499999964,-0.00102001999999833,0.000597794999999398,-0.00230929500000031,0.00341208999999998,-0.0109100249999996,0.000387545000000185,-0.00526595999999968
"8",-0.00676474500000114,-0.00539210999999932,0.00992781999999945,-0.0112690149999994,-0.00582558000000045,0.011898719999999,0.00233140000000069,0.486008300000003,-0.00715510000000036,0.00337445499999981,-0.0134847350000003,-0.00347739000000107,-0.0137291400000004,-0.000971590000000673,-0.008273820000001,-0.00662988000000102,-0.0119074799999999,-0.00329332000000029,0.00429426999999943,-0.00887702500000006,-0.00926657999999862,-0.000839760000000307,-0.00263798499999946,-0.00557113499999899,0.0110853049999999,-0.00219995999999974,-0.00318032499999968,-0.0161102049999996,-0.00508705500000039,-0.01101963,-0.0120808649999999,-0.00783016999999958,-0.00972931000000015,0.000394985000001127,-0.0067404299999998,0.00113024499999998,0.00348669,0.00432336499999964,-0.00241510499999943
"9",-0.00542418999999974,-6.72700000007509e-05,-0.00378815499999983,-0.0072039850000006,0.00158695000000021,-0.00443596000000018,0.0125963900000001,-0.00715510000000035,0.50281227,0.0959798099999999,-0.0117902349999991,-0.0131014050000001,0.00295282499999951,0.00154009499999988,-0.00245429499999997,-0.00827548000000037,-0.0085051399999998,-0.00114694000000077,0.00678692499999933,-0.0130464500000001,0.00740276000000068,0.0120908199999989,0.00332396999999936,-0.00704854500000115,-0.00998746500000006,-0.00449810500000053,-0.00489600499999954,-0.010268155,-0.0101511649999999,-0.00430690000000077,-0.00194730999999898,-0.00752623000000041,-0.00105461499999871,-0.0103256149999999,0.0185713299999997,-0.00795354000000042,-0.00840615500000094,-0.00214194999999959,0.00611778499999931
"10",0.000568185000001003,-0.00719111999999986,-0.00259144000000101,-0.00481017499999893,-0.00362613999999957,-0.00393078000000113,-0.000294729999998901,0.00337445499999981,0.0959798099999999,0.500258549999998,0.00339983000000025,-0.00614585500000005,-0.0123778400000004,-0.00921066000000033,0.000145240000000888,-0.0101537100000006,-0.00804781499999986,-0.00726902999999998,-0.00942974000000019,-0.00180364000000011,-0.0115134899999996,-0.0083850599999995,-0.0111587150000005,-0.00126544000000053,-0.00365382500000116,-0.00611130000000023,-0.00143256499999994,-0.00527172499999958,-0.00855701000000068,0.00947349499999918,0.0151292849999991,0.00202004500000052,-0.00628597999999942,-0.0113735949999996,0.00982065000000034,0.0930522299999982,-0.00472798500000019,-0.00187377499999946,0.0071926750000008
