"ID","iter","ns","bv","p","r"
"514010",19,20,1.49348731547702,0.0100419144455052,1
"514012",19,20,2.02642265481801,0.0516308920620237,1
"514021",19,20,1.9543376385984,0.0442271608337691,1
"514027",19,20,2.30160124122994,0.0693831837707847,1
"514030",19,20,1.54499174940124,0.010709909586356,1
"514038",19,20,1.34100916942411,0.01078679097378,1
"514049",19,20,1.5059298439733,0.0149255412025774,1
"514076",19,20,1.14709292744812,0.0108756579692295,1
"514079",19,20,1.86191247114382,0.0653055676417877,1
"514087",19,20,1.35259720414688,0.010002829051976,1
"514094",19,20,1.23054488672419,0.0103166594418774,1
"514111",19,20,1.1486734122799,0.0100000357945521,1
"514112",19,20,1.63187718786497,0.0434311330934275,1
"514115",19,20,1.75792025918748,0.017649534437024,1
"514124",19,20,2.14181350610059,0.07613353562679,1
"514139",19,20,1.85054488888146,0.0198814493628675,1
"514160",19,20,1.48167608465939,0.0247038020058731,1
"514187",19,20,1.46739885315485,0.0220915681257971,1
"514218",19,20,1.33021341508655,0.0122323200723489,1
"514230",19,20,1.47233343941595,0.0252231219767458,1
"514257",19,20,1.35301726052138,0.0100004853189515,1
"514273",19,20,1.47792618225274,0.0113433296786012,1
"514277",19,20,1.70626254387347,0.0342552759089111,1
"514299",19,20,1.76950519729972,0.0552872454832081,1
"514301",19,20,1.61624144534048,0.0212433735394656,1
"514334",19,20,1.76302566855972,0.0352444416419919,1
"514340",19,20,1.76881022271389,0.0355151341191388,1
"514343",19,20,1.61933196362665,0.0100008327464706,1
"514360",19,20,1.36488311406952,0.0254259515180371,1
"514379",19,20,1.41932507770792,0.0174717828400136,1
"514410",19,20,1.64624315454498,0.0432162300652751,1
"514415",19,20,1.80402894819384,0.0445115679006727,1
"514417",19,20,1.51683053675258,0.0110313995778751,1
"514438",19,20,1.53097616307121,0.0156227932468434,1
"514450",19,20,1.30668186065513,0.0195694145602295,1
"514454",19,20,1.46233258906192,0.010581386794483,1
"514486",19,20,1.49665456724229,0.0197128734024554,1
"514494",19,20,1.52030316826965,0.0104125983329689,1
"514499",19,20,1.13789089100284,0.0100012758495468,1
