"","Np2_504874","Np2_502608","Np2_502088","Np2_504486","Np2_503781","Np2_503215","Np2_504775","Np2_500768","Np2_500791","Np2_501583","Np2_500447","Np2_502581","Np2_504004","Np2_504229","Np2_502468","Np2_504115","Np2_500396","Np2_501060","Np2_502491","Np2_500307","Np2_501264","Np2_504474","Np2_504469","Np2_503140","Np2_502305","Np2_500333","Np2_503176","Np2_500770","Np2_502254","Np2_502635","Np2_500404","Np2_500888","Np2_502194","Np2_503329","Np2_503695","Np2_500066","Np2_503265","Np2_503213","Np2_504328","Np2_500174","Np2_504262","Np2_502483","Np2_503374","Np2_500045","Np2_503856","Np2_502991","Np2_501830","Np2_500500","Np2_503262","Np2_503254","Np2_500757","Np2_504574","Np2_501930","Np2_500694","Np2_500060","Np2_503014","Np2_500537","Np2_500774","Np2_500870","Np2_503257","Np2_501804","Np2_500385","Np2_502415","Np2_502808","Np2_501816","Np2_502510","Np2_500502","Np2_502880","Np2_501725","Np2_504132","Np2_504805","Np2_501305","Np2_503907","Np2_504439","Np2_504876","Np2_501763","Np2_504598","Np2_503564","Np2_504399","Np2_500671","Np2_504022","Np2_502391","Np2_502786","Np2_501095","Np2_503595","Np2_502521","Np2_500184","Np2_500348","Np2_500483","Np2_502689","Np2_503640","Np2_501875","Np2_504464","Np2_500933","Np2_504528","Np2_504727","Np2_504907","Np2_502454","Np2_503192","Np2_502587"
"Np2_504874",1.00313195,-0.02510759,-0.02679538,-0.02258322,-0.00056132,-0.02915994,-0.02157957,-0.02006199,-0.01696902,0.01127532,0.01318371,-0.0214793,0.03765845,-0.01526285,-0.01087733,-0.02277181,0.00260464,-0.02559107,0.00368733,-0.01030254,0.00740835,-0.01182317,-0.01214705,-0.00939472,-0.00267046,-0.01647327,0.01209191,0.00109009,0.0060504,-0.00131861,-0.02011674,-0.01744193,-0.00595047,0.05702675,-0.01335748,0.0085914,-0.03058783,-0.0199008,-0.0104318,-0.00561593,-0.00519167,-0.02848022,-0.02202973,-0.01559739,-0.01265496,-0.0171591,-0.01933361,-0.00234351,-0.00199681,-0.00898566,0.02928726,-0.01519443,-0.01590607,-0.01832238,-0.01540425,0.00303346,-0.01758637,-0.03151085,-0.01233866,-0.01265343,-0.005733,-0.01202997,-0.0090632,0.00328893,-0.00768095,-0.00599303,-0.02261514,-0.01383194,-0.02092424,0.01054693,-0.00069819,-0.01233724,-0.00669559,-0.01531457,-0.02598334,0.01575058,-0.02845744,-0.02999323,-0.00241498,-0.0276576,0.005947,-0.03831419,-0.00630172,-0.02430766,0.00546648,0.02641784,-0.008125,-0.01949784,-0.02293902,-0.00134598,-0.02592864,-0.01876948,-0.01144455,-0.01284505,-0.01636989,-0.00449978,-0.01300776,-0.01016265,-0.01646722,-0.03262857
"Np2_502608",-0.02510759,1.06612874,-0.02875561,-0.03290698,-0.03597558,-0.02214838,-0.00666062,0.00489322,-0.02014571,-0.01151757,-0.03196263,-0.01507594,0.0020922,-3.975e-05,-0.01557465,-0.02549233,0.01554684,-0.01219276,-0.04267557,-0.02093036,-0.00838963,-0.01302301,-0.00665606,-0.01074661,-0.02181385,-0.0088534,0.01454172,-0.00984181,-0.02525808,-0.00981749,-0.01584229,-0.02107481,-0.02129226,-0.00651922,-0.02200848,-0.00887925,-0.00015836,-0.01745112,-0.02440505,-0.02475936,0.00379683,-0.02952806,0.01600307,0.00768512,-0.01887293,-0.00497728,-0.00395845,-0.02407199,-0.01916337,-0.01079374,-0.02391841,-0.03525029,-0.01284813,-0.01191903,-0.00763232,-0.02462551,-0.0057087,-0.02373898,-0.02098965,-0.00488148,-0.00069819,-0.01839999,-0.02288435,0.0057387,-0.01253032,0.01166311,0.00857471,-0.0115343,-0.00904654,-0.01574344,-0.00554752,0.00288599,-0.02523078,-0.01560203,0.0012528,-0.02255292,-0.01855664,0.03297796,0.10876077,0.00109922,-0.00696172,-0.01031778,-0.02985497,-0.01486302,-0.00713811,-0.02405073,0.01226837,0.01184409,-0.0250513,-0.00908456,-0.01420305,-0.00750005,0.00317034,-0.01799856,-0.01376813,0.0072259,-0.01223076,-0.00467164,-0.01052004,-0.03063513
"Np2_502088",-0.02679538,-0.02875561,0.99537864,-0.03064106,-0.0268668,-0.00939014,-0.01230215,-0.04393446,-0.01407828,-0.01153273,-0.00734337,0.00254838,-0.02270944,-0.01495719,-0.00372881,-0.00923658,-0.00560527,-0.01829046,-0.00710767,-0.01744801,-0.02011373,0.01053171,-0.02415856,-0.02247067,-0.01164069,-0.01586349,-0.00904345,-0.01046523,-0.0121957,-0.02336632,-0.02847871,-0.02078579,0.00135011,0.00061261,-0.02019881,-0.01497697,-0.01705263,0.0024541,-0.00069819,-0.02477445,-0.02815176,0.01668421,-0.01320849,-0.01513966,-0.00246516,0.0023066,-0.02374192,-0.00599152,-0.0170496,-0.01354605,-0.01785096,-0.02857452,0.01116278,-0.02349102,-0.02118114,-0.02372821,-0.02625245,-0.02831598,-0.01431396,0.22715227,-0.02245847,-0.00853098,-0.00875754,0.00405077,-0.01832388,-0.01617976,0.00840739,-0.0159593,-0.00069819,-0.00633062,-0.01027667,0.0062162,-0.01825093,0.00780066,-0.00773417,-0.00781782,-0.03681941,-0.01387296,-0.01457855,-0.03100147,-0.02370391,-0.00440246,-0.00675639,-0.01350958,-0.00274344,-0.01478994,0.02457028,0.00513803,0.0147743,-0.02263341,-0.00539848,-0.00690696,-0.00551253,-0.02029464,0.0002066,-0.01042876,-0.01026908,-0.01898083,-0.01859459,-0.0146835
"Np2_504486",-0.02258322,-0.03290698,-0.03064106,1.00015412,-0.00090955,-0.02038435,-0.01067508,-0.00930955,-0.01686105,-0.01340311,-0.01681693,-0.01772178,-0.01652045,-0.00709551,-0.0055992,-0.01703747,-0.02420266,-0.00875605,-0.00639297,-0.01308378,-0.00206372,-0.02646538,-0.01812164,-0.00472484,-0.0297819,0.00188234,-0.00635192,0.00469552,-0.01284958,-0.02097893,-0.0198567,-0.01961491,-0.01922411,-0.01022954,-0.02982445,-0.01000449,-0.01329666,-0.00108899,-0.00849907,0.00756953,-0.02150658,-0.02274589,-0.01568714,-0.01503322,-0.01117842,-0.00853556,-0.00021766,-0.01059905,-0.02089681,-0.0084215,-0.00329847,0.00498596,-0.00515365,-0.00407248,0.00660087,-0.0038535,0.01430288,-0.00387935,-0.0180091,-0.01102482,-0.0158133,-0.00431882,-0.00560983,-0.00739964,-0.02353967,0.00232636,-0.02113859,-0.00110268,-0.01716673,-0.01124229,0.00503614,-0.01998459,0.02139215,-0.02068089,0.00727452,0.01144869,-0.00462751,-0.0146789,-0.02694134,-0.0200985,-0.01553809,-0.00581665,0.00125736,-0.00899328,-0.01373765,-0.02030986,-0.00619226,-0.0070727,-0.01370723,0.00727757,0.04017507,-0.00710464,-0.00571021,0.0172195,-0.02371306,-0.02492045,-0.01168327,-0.02526107,-0.01058082,0.00321442
"Np2_503781",-0.00056132,-0.03597558,-0.0268668,-0.00090955,0.97819908,0.000421,-0.01465608,-0.00234199,-0.00122584,-0.01951301,-0.00452714,0.00384397,-0.00742396,-0.0036254,-0.00699513,-0.01371941,-0.01084842,-0.00178848,-0.00611621,0.00620094,-0.00589268,-0.0219308,0.00405228,-0.02786586,0.02447745,-0.01639265,-0.01170151,-0.0030871,-0.02093629,-0.0220707,0.00201311,-0.02511653,-0.00693431,-0.00341403,-0.01206036,-0.01474581,-0.0075456,-0.01388969,-0.00730991,0.00191579,-0.00876058,-0.00680657,-0.01495417,-0.00654502,-0.02337085,-0.01053974,0.01009529,0.00108248,-0.0203159,-0.00981744,-0.01701154,-0.01587414,0.01854088,0.00137444,0.00718174,-0.01832689,-0.00032259,-0.00512323,-0.02351073,-0.02154455,0.00970599,-0.01073285,-0.01612956,-0.01198891,0.01277616,-0.00347942,-0.01356276,-0.00128211,0.00713615,-0.0210017,-0.02981377,-0.01651444,-0.02379819,-0.01538601,-0.00871953,-0.01777495,-0.00876059,-0.01607483,-0.01951755,-0.01145821,0.00830854,-0.01648845,-0.01306397,-0.01692796,-0.02273674,-0.01744799,-0.03252665,-0.00116958,-0.01267014,0.0063378,-0.01261846,-0.01382281,-0.01638204,-0.01352475,-0.00792577,-0.01764873,-0.0260046,-0.00430361,-0.00285293,-0.0146044
"Np2_503215",-0.02915994,-0.02214838,-0.00939014,-0.02038435,0.000421,0.98410911,-0.01527499,-0.01831931,-0.00138856,-0.02378143,0.03575905,0.00596222,-0.00834699,-0.01884241,-0.02555753,0.00619031,-0.01876636,-0.01289979,-0.0134259,-0.01677131,-0.00635953,-0.00597479,-0.00097645,-0.02088159,-0.02586622,-0.02400647,0.00486278,-0.02043298,-0.0045241,-0.0152385,-0.02476073,-0.01204973,-0.00846559,0.00311405,-0.00279514,-0.01490852,-0.0256518,-0.01542097,-0.00275864,-0.01603837,-0.01242076,-0.01654928,-0.0087302,-0.00914075,-0.00969579,-0.01024627,-0.01880743,-0.00181737,-0.00953004,-0.00876364,-0.01246029,0.0067727,0.01944263,-0.0120178,-0.01700698,-0.01347152,-0.01356274,-0.01121641,-0.01120424,-0.02201139,-0.0345551,0.01100158,0.01047087,0.0003176,0.00303346,-0.03511924,-0.02011214,-0.02471056,-0.0278492,-0.00854314,-0.00777522,-0.01089869,-0.01590152,-0.00277537,0.00951744,-0.00501224,-0.01530998,-0.01350039,-0.00477805,-0.02211332,-0.00158624,-0.00509434,0.0042606,-0.01648242,-0.00328326,-0.00529355,-0.01976395,-0.00543801,-0.01070396,-0.01830717,-0.00867545,0.00639103,-0.01380761,0.0053205,0.0104633,-0.02191717,0.00880732,-0.01556698,-0.02141536,0.01442911
"Np2_504775",-0.02157957,-0.00666062,-0.01230215,-0.01067508,-0.01465608,-0.01527499,0.98117386,-0.01332402,-0.02330852,-0.00890201,0.00106575,0.01156578,-0.0100425,-0.00487537,-0.01873747,-0.00919094,-0.00114981,-0.00927306,-0.01572966,-0.01040745,-0.00881535,-6.712e-05,-0.00799418,-0.00630629,0.01684083,-0.00791055,0.00605648,-0.00783452,-0.01762436,-0.01252417,-0.00896892,-0.03153666,-0.00651157,-0.01211512,-0.02653984,-0.01721229,0.00534634,-0.00555966,-0.02741578,0.0053798,-0.01198737,-0.00471114,0.00827814,-0.00414546,-0.00059478,-0.00950875,-0.03373247,0.00287379,-0.00651157,-0.01350041,0.00743722,0.00051528,-0.00916811,-0.01994791,0.00273845,-0.01410257,-0.01206492,0.01233061,-0.01594102,-0.02020943,-0.02286902,-0.02703709,-0.03000078,-0.0097414,-0.01021888,0.01306202,-0.0224159,-0.00253207,-0.02376628,-0.00567674,-0.01448882,-0.01396279,-0.02139863,-0.00173374,-0.01012156,0.00043925,-0.00560071,-0.01793304,-0.0025199,-0.02259232,-0.039777,-0.02716635,-0.01917996,-0.0174176,-0.0131902,-0.02523669,-0.00792577,-0.00758971,-0.01650518,-0.00434011,0.01000558,-0.01187944,-0.01170152,-0.00747566,-0.00598239,-0.01327234,0.01958102,-0.01346089,0.01049523,-0.00718674
"Np2_500768",-0.02006199,0.00489322,-0.04393446,-0.00930955,-0.00234199,-0.01831931,-0.01332402,0.99318252,-0.00673664,-0.00282251,-0.02037826,0.00791321,0.00075098,-0.02479875,-0.01995705,-0.00949813,-0.01194936,-0.02554694,-0.02804988,-0.00432795,-0.00957872,0.00722889,-0.02305152,-0.00767791,0.00984287,-0.01931837,0.00209979,0.00478371,-0.02507852,-0.03214343,-0.00167292,0.00465141,-0.01487812,-0.01059753,-0.00677464,-0.00976422,0.00108552,-0.02411446,-0.01069182,0.0211914,-0.01077391,-0.00836371,-0.00541064,0.00117372,-0.00896133,-0.01939594,-0.013359,-0.03027911,-0.02673908,-0.0121349,0.00925894,-0.0127173,0.00436249,-0.01812621,0.00410399,-0.00057197,-0.00187971,-0.01321911,-0.00514757,-0.00363757,-0.00325589,-0.01685189,-0.01464544,0.00135619,0.01091492,-0.01248766,-0.01800911,-0.004664,0.00801204,-0.0035509,-0.02255124,-0.01746335,-0.01820835,-0.01603077,0.00067191,0.00074034,-0.00864504,-0.02143356,-0.00024199,-0.01438393,-0.01362512,-0.00025416,-0.01325254,-0.02198258,-0.01364945,-0.01170608,-0.02769714,-0.01838928,-0.02578412,0.00021876,-0.02527626,0.0021074,-0.00014771,-0.01812317,-0.01815055,-0.00582426,-0.02512875,-0.0031236,-0.0076034,0.00315055
"Np2_500791",-0.01696902,-0.02014571,-0.01407828,-0.01686105,-0.00122584,-0.00138856,-0.02330852,-0.00673664,0.99845684,-0.02573244,-0.01409196,-0.00511262,-0.02003008,-0.0141026,-0.01975328,0.00454346,-0.00931258,-0.01089711,-0.01659341,-0.00686133,-0.01895499,-0.00382005,-0.01037855,-0.01644591,-0.02158262,-0.01698572,0.00154324,-0.01219571,-0.02669953,0.00212259,-0.00907234,-0.02358072,-0.01528261,0.00572499,-0.02162517,-0.00758363,-0.00403294,-0.0033821,-0.00546995,0.01424817,0.00630891,-0.01819615,-0.0233025,-0.01078761,-0.01073439,-0.02497061,-0.0120908,-0.01395661,-0.01148102,-0.0225756,-0.00163794,-0.00779956,0.06006948,-0.01883483,-0.00344749,-0.01648695,0.02295834,0.00295134,-0.00205459,-0.02457064,-0.01795435,-0.00113765,-0.00349311,-0.02778835,-0.00743309,-0.00878644,0.03191949,-0.02240377,-0.01824334,-0.01019001,-0.01155097,-0.01011253,0.00419676,-0.00837589,-0.01843641,-0.01760771,-0.012547,-0.01043329,0.00057002,-0.01676526,-0.01767915,0.00648834,0.00671947,-0.00854925,-0.01815966,-0.02579631,-0.02034638,-0.01681694,-0.03135878,-0.01630451,-0.00256705,-0.01715303,-0.02609896,-0.00499399,0.00501486,-0.01383195,-0.01169544,-0.02147164,0.00157213,-0.00196792
"Np2_501583",0.01127532,-0.01151757,-0.01153273,-0.01340311,-0.01951301,-0.02378143,-0.00890201,-0.00282251,-0.02573244,0.99411937,0.02586126,0.00366758,-0.0167242,0.08819671,-0.00701947,-0.0076612,-0.02471054,-0.01139284,0.00784932,-0.00735706,-0.01747388,-0.02834183,0.00691716,-0.01754989,-0.01523548,-0.0176335,-0.01704809,0.00555619,-0.02065652,-0.00597631,-0.00515821,-0.01282373,0.00049247,-0.00252599,0.02380229,0.00226097,-0.01471693,-0.01619499,-0.02010761,-0.02274287,-0.00559159,-0.03450648,-0.01026453,-0.01660556,-0.03327934,-0.00311295,-0.00756842,-0.01855805,-0.00437356,-0.02033417,0.00927111,-0.02517437,-0.01508948,0.00256662,-0.01671656,-0.0168306,-0.0108393,0.00869022,-0.02551191,-0.01183683,-0.02635738,-0.01547116,0.00072513,-0.01763961,-0.00625611,-0.01718946,0.00450847,-0.01347154,-0.02117209,-0.00764446,-0.01189462,-0.02885604,-0.02214984,-0.01373766,-0.0190842,0.0050103,-0.01638812,-0.0247668,0.00037843,-0.00022983,-0.02364916,-0.02229122,-0.03376895,-0.01178213,-0.02488999,-0.01747234,-0.01247858,-0.00241042,0.00707378,-0.01832087,-0.0164444,-0.00183411,-0.01093209,-0.00123193,0.00497532,-0.01797721,0.00499205,-0.00280731,-0.01565063,-0.00535286
