"","solution","std.error","z.ratio"
"vm(ID, ginv)_Np1_500157",0.60917242930668,0.743870904139162,0.818922242981985
"vm(ID, ginv)_Np1_504397",0.159059319630363,0.744641931189008,0.213605107325054
"vm(ID, ginv)_Np1_504827",0.814052046721537,0.723965464620048,1.12443491644835
"vm(ID, ginv)_Np1_500570",0.635229474236327,0.771411393904668,0.823463950954851
"vm(ID, ginv)_Np1_504915",0.562298257774122,0.735731802949328,0.76427069690346
"vm(ID, ginv)_Np1_504548",0.683235220013343,0.729384380517301,0.93672861424421
"vm(ID, ginv)_Np1_503933",0.781566834780939,0.71885297286522,1.08724156994963
"vm(ID, ginv)_Np1_501959",0.483879195100577,0.775071402612888,0.624302733231215
"vm(ID, ginv)_Np1_500259",1.05207090138771,0.720395866514651,1.46040663236692
"vm(ID, ginv)_Np1_500295",0.577680995757145,0.744475932149781,0.775956576714318
"vm(ID, ginv)_Np1_504630",0.537162726942208,0.734872061944916,0.730960877081856
"vm(ID, ginv)_Np1_503046",-0.0984830877701004,0.75669095102054,-0.130149683483432
"vm(ID, ginv)_Np1_503448",0.0627953302003089,0.805967562946708,0.0779129745255779
"vm(ID, ginv)_Np1_501184",0.0087716948813309,0.750359976126882,0.0116899823556789
"vm(ID, ginv)_Np1_503464",-0.177227893946165,0.736803305348173,-0.240536236278713
"vm(ID, ginv)_Np1_503223",0.57936600085195,0.732256696318949,0.791206149106482
"vm(ID, ginv)_Np1_503258",-0.421855116613548,0.714731892578354,-0.590228477271009
"vm(ID, ginv)_Np1_502147",1.07813933825149,0.735705758976749,1.46544909441923
"vm(ID, ginv)_Np1_504658",0.516829785181133,0.777302703750736,0.664901566258888
"vm(ID, ginv)_Np1_503139",0.894909196818265,0.749057452821391,1.19471369445362
"vm(ID, ginv)_Np1_503536",0.233993242198571,0.791128554952238,0.295771452988064
"vm(ID, ginv)_Np1_500080",1.0353995014804,0.718488422087247,1.44108028696205
"vm(ID, ginv)_Np1_504215",0.565985235319001,0.715596717985744,0.790927656728404
"vm(ID, ginv)_Np1_501804",0.485997807731873,0.763008597477375,0.63694932054325
"vm(ID, ginv)_Np1_502930",0.37558384751733,0.773962965176614,0.485273668658841
"vm(ID, ginv)_Np1_503328",-0.264845672604017,0.740483383430053,-0.357665922734422
