"","Np2_500645","Np2_500773","Np2_502523","Np2_500790","Np2_502049","Np2_501240","Np2_503949","Np2_504968","Np2_500001","Np2_500782","Np2_503979","Np2_503310","Np2_502097","Np2_500923","Np2_501792","Np2_501969","Np2_500038","Np2_503595","Np2_500179","Np2_504637","Np2_501571","Np2_504505","Np2_502059","Np2_503653","Np2_503024","Np2_504363","Np2_503422","Np2_501851","Np2_502492","Np2_504139","Np2_500263","Np2_501458","Np2_501809","Np2_502884","Np2_501272","Np2_504453","Np2_502596","Np2_503257","Np2_500224","Np2_504172","Np2_502413","Np2_504708","Np2_501925","Np2_500273","Np2_502664","Np2_502054","Np2_503834","Np2_502709","Np2_500737","Np2_503089","Np2_504087","Np2_500796","Np2_504250","Np2_504683","Np2_501151","Np2_503213","Np2_500652","Np2_500366","Np2_500111","Np2_500543","Np2_501553","Np2_500149","Np2_504455","Np2_503052","Np2_501722","Np2_501291","Np2_501599","Np2_503107","Np2_502617","Np2_500729","Np2_501580","Np2_504251","Np2_502438","Np2_500398","Np2_501330","Np2_503677","Np2_501614","Np2_500836","Np2_501441","Np2_501701","Np2_504635","Np2_500325","Np2_503402","Np2_504201","Np2_503978","Np2_501341","Np2_502098","Np2_504559","Np2_504928","Np2_501047","Np2_503529","Np2_504721","Np2_501612","Np2_501020","Np2_502715","Np2_503038","Np2_504169","Np2_502166","Np2_502177","Np2_501265"
"Np2_500645",0.99778833,-0.01381701,-0.00116012,0.00800789,-0.02716959,0.00268419,-0.0102856,-0.00869077,-0.01395527,-0.02449786,-0.00523227,0.00077494,-0.01755956,-0.01653278,0.07660711,-0.00965071,-0.01164958,-0.00530365,0.00126099,-0.01136555,-0.01212043,-0.01573385,0.00351807,-0.02241249,-0.010076,0.00329934,0.00080988,-0.01246977,-0.02173954,-0.00715214,-0.00879102,-0.01797883,-0.00836421,-0.0075106,0.00879166,-0.01876708,-0.00127707,-0.01608927,0.00026611,-0.00540693,-0.03044586,0.00036484,-0.02076901,-0.02419258,-0.00757896,0.00926706,-0.0293355,-0.0165814,-0.0290743,0.00089646,-0.00896266,-0.02598791,0.04482882,-0.01695505,-0.01046181,-0.00975855,-0.00212765,-0.01996397,-0.02318099,-0.00878191,0.07015023,-0.02132798,-0.01432431,-0.01541186,-0.01666039,-0.0046323,-0.01742899,-0.02171678,-0.01135946,0.00283457,0.01981574,-0.01434864,-0.02932038,-0.00945478,-0.02818115,-0.019563,-0.021454,0.01294582,-0.04159454,-0.02823435,-0.02102569,-0.02085706,-0.00735567,-0.03087568,-0.01167236,-0.01331579,-0.02145249,-0.01314568,-0.01988196,-0.01308949,-0.00293722,-0.01331885,-0.00742401,-0.00927707,-0.01132605,-0.01809119,-0.00776425,-0.02203573,-0.01199285,-0.01260192
"Np2_500773",-0.01381701,0.97738383,0.03496514,-0.00386373,-0.00137276,-0.01025066,-0.01790431,0.00617003,-0.01139743,-0.01616824,-0.01391421,-0.01580522,-0.00847052,0.00303657,-0.02442342,-0.02471197,-0.03035618,-0.01185915,-0.00575019,-0.01230117,0.00380361,-0.03337721,-0.01579613,-0.00557706,-0.00296152,-0.00902796,-0.00042953,-0.02069605,-0.02358647,0.00315201,-0.02172585,-0.01101621,-0.00018651,-0.00875,-0.00900367,-0.00922236,-0.00084571,0.0071254,0.01360804,0.00930197,-0.01907845,-0.02046825,0.00244573,-0.02057151,-0.00365413,-0.03632387,-0.02176533,0.00222852,0.0178351,-0.01051951,-0.02022672,-0.01856962,0.00227561,-0.00452446,-0.03114298,0.00343148,-0.01430305,-0.00586259,-0.02411659,-0.01002131,-0.00794498,-0.01072002,-0.00614661,-0.03275146,-0.01835544,-0.00268204,-0.00013791,0.0005866,-0.00895352,-0.00918896,0.00262799,-0.01771448,-0.01111796,-0.01813674,-0.02805352,-0.01184095,-0.01661783,-0.01958272,-0.00759565,-0.0147405,0.00856837,-0.01829923,-0.01208852,0.00221182,-0.0203543,-0.01987129,-0.00978132,-0.02258706,-0.00836268,-0.01478456,-0.02452977,0.00199765,-0.00258787,0.00011575,-0.01423623,-0.00915402,-0.0111301,-0.01203535,0.01881629,-0.01034787
"Np2_502523",-0.00116012,0.03496514,1.00376446,-0.02796395,-0.01271432,-0.008226,-0.00631066,-0.01124707,-0.0160559,-0.02614283,-0.02191423,-0.01226168,-0.00523075,-0.01924095,-0.01875344,-0.00096722,-0.03228068,-0.01621384,0.01738703,-0.0063274,-0.00753795,-0.03545359,-0.01483471,-0.02785469,-0.01354362,-0.00502874,-0.00706252,0.00639028,-0.02323261,-0.01244245,-0.01377753,-0.00367541,-0.01684418,-0.01188957,0.00820993,-0.01099493,-0.00793437,-0.01773423,-0.00593552,-0.00173578,0.0235006,0.0254524,-0.01740163,-0.00062395,-0.0081607,-0.00923757,-0.01670291,-0.00622713,-0.00018955,-0.00181172,-0.0122784,-0.00196361,-0.01423017,-0.00432245,0.00156325,-0.01459319,-0.00893683,-0.00733137,-0.0075106,-0.02759033,-0.00819865,-0.00535378,-0.03024682,-0.02632206,-0.01511568,0.00572198,-0.02757978,0.0092944,-0.01452331,0.00605005,-0.01463722,-0.02480319,-0.00316961,-0.02628866,-0.01190323,-0.00662661,-0.01975741,-0.0130014,-0.02000046,-0.00314683,-0.00839309,-0.00412348,-0.00565907,-0.00077584,-0.01544376,-0.02316276,-0.02370501,-0.00917074,-0.00345213,-0.00106444,-0.01521444,-0.00630613,-0.0114992,-0.01730137,-0.00962945,-0.01244548,-0.02550946,0.00031776,-0.01318214,-0.01272799
"Np2_500790",0.00800789,-0.00386373,-0.02796395,0.97516291,-0.01979839,-0.01849974,0.00483189,-0.02562179,-0.00126796,-0.01500022,-0.01016408,-0.00613143,-0.0179347,-0.03528642,0.0015025,-0.00167198,-0.01202473,0.0037383,-0.01551815,-0.00672837,-0.0082427,-0.00821078,-0.025716,-0.0103327,-0.02791833,-0.00269571,-0.01490603,-0.00175704,0.00294695,-0.01375475,-0.00643217,0.01855509,-0.02544712,-0.02428974,-0.00965831,-0.00714301,-0.02048642,0.00662265,-0.00117227,-0.01717372,-0.00348098,-0.00957932,-0.01537237,-0.00467027,-0.02906669,0.00418332,-0.01163588,-0.00814699,-0.02944941,0.06826373,-0.01541336,-0.00783259,-0.01280846,0.00195968,-0.01645684,-0.00998181,-0.00842648,-0.01517489,0.00150553,0.02744813,0.01296857,-0.00970388,-0.01576267,-0.00955956,-0.02235162,-0.00926035,-0.0112729,-0.00371337,-0.01613938,-0.01728616,-0.02825249,-0.00439535,-0.00448193,-0.01119694,-0.00212764,-0.00307848,-0.01134881,-0.01887036,-0.01265507,-0.02177447,-0.01167994,-0.00376501,-0.00089584,-0.00846748,-0.01630038,-0.0275128,-0.01438507,-0.00683772,-0.00385311,-0.02865353,-0.01774185,0.00741857,-0.0220767,-0.00251344,-0.01671353,-0.00965677,-0.0069243,-0.0164872,-0.02725308,-0.01631861
"Np2_502049",-0.02716959,-0.00137276,-0.01271432,-0.01979839,0.99351359,0.06251778,-0.02533321,-0.0100684,-0.00956111,-0.03438127,-0.01420434,-0.01290568,-0.00602663,-0.02550483,-0.01362565,0.00643888,-0.01925466,0.00926705,-0.00406575,0.00426839,-0.01273861,-0.01513693,-0.00955504,-0.0069304,-0.00704885,-0.01159641,-0.00694708,-0.01551818,-0.02053505,-0.01536478,-0.02292731,-0.0003703,-0.00260306,-0.00752123,-0.01567314,-0.01725881,-0.01678037,-0.03326332,-0.02116086,-0.01772055,-0.00448345,-0.01453093,-0.02381741,-0.01539364,-0.02277851,-0.01747602,-0.03557357,-0.01659202,-0.00052978,0.02154274,0.02231584,-0.0112653,-0.00545705,-0.01043446,0.00972881,-0.01478152,0.0132025,-0.01602549,-0.01969816,-0.02534843,-0.00838699,-0.01085825,0.00373981,-0.01025827,0.00520099,-0.00722505,-0.01941418,-0.00046295,0.00564147,-0.00947908,-0.00601601,0.02103086,-0.00366173,-0.01447775,-0.00130745,-0.01957363,-0.0039974,-0.00908872,-0.01745479,0.00365172,-0.01131542,-0.01205814,-0.0281751,-0.02222864,-0.01396131,-0.00102342,-0.02389334,0.0087157,-0.02520871,-0.0202389,-0.00689698,-0.00102646,-0.02110464,-0.01900859,-0.00845079,-0.00397614,-0.01202777,-0.0105028,-0.01625636,-0.01139744
"Np2_501240",0.00268419,-0.01025066,-0.008226,-0.01849974,0.06251778,0.98669285,-0.02145245,-0.01833874,-0.01692012,-0.0207796,-0.01199434,-0.00856925,-0.0234103,0.00875366,-0.00518821,-0.00031258,-0.02965144,-0.0220904,-0.00823509,-0.0187352,-0.00840218,-0.02128081,0.02819699,0.00181083,0.00609713,-0.02092998,-0.00898998,-0.01361196,0.00430636,-0.00161123,0.00100278,-0.02185503,-0.02363207,-0.0113868,-0.01300747,-0.00654306,-0.01806381,-0.02437022,0.00368058,-0.00776423,-0.02156336,0.00134909,-0.0093044,-0.01363932,-0.01707506,-0.00387437,-0.02425025,-0.01195182,-0.00135757,-0.03396511,-0.0122313,-0.02378854,-0.0191954,-0.01430002,-0.01479367,0.00125036,-0.00585197,-0.01168906,-0.02918362,-0.01250621,0.00703733,-0.0066737,-0.01106173,-0.02202205,-0.01825824,-0.01625484,0.00542731,-0.02346652,-0.00870443,0.00062914,-0.01595713,-0.01989563,-0.02529833,-0.01257154,-0.02021001,-0.00293418,-0.00224308,-0.01902985,0.00222245,0.00267204,-0.01533288,-0.01774636,-0.01973766,-0.01044964,-0.00628333,-0.0115721,-0.02031635,-0.01869265,-0.01525238,-0.01407979,-0.00924366,0.00391753,-0.01616066,0.02557841,0.00226497,-0.00632282,-0.00040067,-0.01436836,0.00023118,0.00038155
"Np2_503949",-0.0102856,-0.01790431,-0.00631066,0.00483189,-0.02533321,-0.02145245,0.97366204,-0.01566396,0.00139921,-0.02114259,-0.00476292,-0.01303325,-0.01587509,-0.00467178,-0.00904467,-0.01085212,-0.01102833,-0.01242874,-0.00373767,0.00869747,-0.01514452,-0.00387284,-0.02168182,-0.00477964,-0.01021419,-0.02782419,-0.00342933,-0.00577297,-0.02886459,-0.0080498,-0.01530854,-0.01113012,-0.01366664,-0.00992713,-0.01200348,-0.01161461,-0.01159182,-0.01060758,-0.0092892,-0.01070935,-0.01752159,-0.02149349,-0.00571831,-0.01445798,-0.00483127,-0.00362983,-0.01337347,-0.00259395,-0.02435202,-0.01488631,-0.03613706,-0.01063342,0.0020098,-0.01420736,-0.02518133,-0.01141565,-0.00196209,-0.01357095,-0.01359829,0.02130574,-0.00851456,-0.00946693,-0.01780405,-0.02192939,-0.00449559,0.00084937,-0.01483318,-0.01350108,-0.00390323,-0.00930288,-0.02376267,-0.00658862,-0.01153565,-0.01612421,-0.02224378,-0.01377752,-0.01278264,-0.0133173,-0.01849368,-0.01333553,-0.00141832,-0.00656583,0.00374589,0.05556275,0.00747931,-0.01421343,-0.01688212,-0.01875188,-0.0192607,-0.01520225,0.01332857,-0.01634293,0.00960119,-0.01199738,-0.00918592,0.00516149,-0.00273824,-0.00561805,-0.00256205,0.00092987
"Np2_504968",-0.00869077,0.00617003,-0.01124707,-0.02562179,-0.0100684,-0.01833874,-0.01566396,0.98657436,0.00663938,-0.01544678,-0.00969931,-0.00946387,0.00197183,-0.00368451,-0.02643597,-0.00561198,-0.00290228,-0.01296036,0.00195816,-0.00383337,-0.01871392,-0.01169512,-0.01963134,-0.01412083,0.00307606,-0.01012915,0.01411381,-0.01784814,-0.01876402,-0.01070786,-0.01340995,0.00200829,-0.00994537,-0.01182575,-0.01162376,-0.01457645,-0.00954134,-0.01159487,-0.0280475,0.00182146,-0.00104165,-0.03417625,-0.02067938,0.01812218,-0.03057648,-0.02724854,-0.01451266,-0.01968143,-0.01835243,-0.01967083,-0.0175307,-0.02118972,-0.0068757,-0.02582688,-0.01189108,-0.01240293,-0.01099948,-0.00073635,-0.00592791,0.01454671,-0.00919808,-0.01136556,-0.02182912,-0.02625823,-0.01884909,-0.01380791,-0.0097449,0.00571285,-0.00473862,0.00474684,-0.01244698,-0.01380336,0.00069141,-0.00040371,-0.0229273,0.00330997,-0.01574448,-0.00625448,0.01439028,-0.00110848,-0.01729072,-0.01529944,0.00275862,-0.01012915,-0.02889806,0.00636749,-0.01361652,-0.01305605,-0.01326111,0.01297316,-0.00892317,-0.01003955,-0.01568828,0.00812789,-0.00197121,0.01283188,-0.01800307,-0.02240176,-0.00901733,-0.01813218
"Np2_500001",-0.01395527,-0.01139743,-0.0160559,-0.00126796,-0.00956111,-0.01692012,0.00139921,0.00663938,1.0093122,-0.00871205,-0.00235701,-0.00819713,-0.02835432,-0.0086452,-0.01468889,-0.00449712,-0.01530556,-0.03462887,0.01188258,-0.00894597,-0.01608019,0.00369729,0.0111019,-0.00024727,-0.00294786,0.00268116,0.00824181,-0.01901164,0.00361527,-0.00306178,-0.01548478,-0.00264864,-0.01976653,-0.01587515,-0.02873564,-0.01315783,0.00114252,-0.01746691,0.00678673,-0.02060645,0.00614878,-0.01468283,0.00215562,-0.01478609,-0.0132095,-0.01762793,0.00513264,-0.01962982,-0.02027538,-0.03237791,-0.01535264,0.01030295,-0.0201903,-0.01802893,-0.00348555,0.00906505,-0.01565642,0.01344098,-0.00648383,-0.0080331,-0.02706936,-0.00463079,-0.00704429,0.01191753,-0.0212277,0.00143263,0.00321733,-0.030537,-0.00818043,-0.01160554,-0.0061679,-0.03167466,0.00697052,-0.01721177,-0.02150869,-0.00165073,-0.02298354,-0.00043105,-0.01380947,-0.01594198,-0.01298621,-0.01676672,-0.00599931,0.00830105,-0.01836611,-0.023503,-0.01766591,-0.0175611,-0.0227785,-0.00110088,0.00297582,-0.01910128,-0.00849787,-0.00943959,-0.01984249,-0.01643106,-0.00716734,-0.03040028,-0.03357173,-0.01276445
"Np2_500782",-0.02449786,-0.01616824,-0.02614283,-0.01500022,-0.03438127,-0.0207796,-0.02114259,-0.01544678,-0.00871205,0.99126229,-0.02429128,0.00541059,-0.02097401,-0.00187247,-0.00396703,-0.01990016,-0.01050737,-0.01130022,-0.01430457,-0.00657801,-0.02996434,-0.01033876,0.02045673,-0.0192957,-0.01349045,-0.00770957,-0.01019902,-0.02378245,0.00643888,-0.03183108,0.00678063,-0.02169707,-0.00615879,-0.00029283,-0.00540694,-0.01519464,0.00670013,0.01026648,0.01674911,-0.00229017,-0.00333062,0.03127733,0.00224524,-0.02213903,-0.02177756,-0.01556374,0.00279203,-0.01710996,-0.01593284,0.00462077,-0.02042723,0.00796234,-0.02450544,-0.02614129,-0.02131883,-0.0037559,-0.005694,-0.00940464,-0.01702644,-0.0144747,-0.00875304,-0.01000919,-0.0039169,-0.00333365,-0.00503784,-0.02672911,-0.00504697,0.00129744,-0.01826736,0.00093898,-0.00243295,-0.02793967,-0.01633081,0.05244304,-0.02020394,0.00846357,-0.01772967,-0.01249256,-0.02070673,-0.00096722,-0.02018726,-0.00528541,-0.01395981,-0.02532868,-0.00323948,-0.02235014,0.00459951,-0.01519313,0.01300505,0.00415296,-0.00574414,-0.00184818,-0.02147069,-0.02241242,-0.0176264,-0.02378397,-0.01360893,-0.01572929,-0.00553452,-0.01890227
