"","Pheno","BV"
"502237",-2.53163994533206,-0.119353829713052
"501706",0.650541218401142,-0.0964427083597483
"504620",0.440961377441691,-0.397704199908135
"503499",0.56396877947438,-0.204696028453963
"501252",1.19101605093704,0.207364617940945
"503777",-1.23420957328601,1.00784209830593
"504282",3.56627031132186,0.605889824709645
"503771",-1.23922524770237,-0.956784184071677
"501031",-0.344297727747807,-0.61924736750356
"501173",-1.80069984128433,0.202322530819631
"503809",-3.65844356525903,-0.557272710705203
"501336",1.50688881377143,-0.27954382622879
"501333",-3.28543017753178,-0.413080787441439
"504245",-0.23052462731788,0.487218743212895
"504117",-3.37356920617351,-0.161834357619726
"503932",0.0919550450856105,-0.849197438911679
"501933",4.72839938016627,0.523337557968772
"500946",-0.239762496281717,-0.578889309621621
"502482",4.31677429931197,0.368278597438264
"501033",1.44916349952621,-0.334296577142148
"504128",2.53483094422815,-0.723655018227553
"500570",5.5158888296183,0.50736195154908
"504681",1.59889946346155,-0.626819434046558
"500437",-0.0481298771581288,-1.04570136663923
"503485",-0.550342169488651,0.104679949116806
"500269",0.705154541781592,-0.730841630496138
"501823",-1.47063733367828,1.07684761153405
"501635",0.0435940518127673,0.735658906400281
"501530",-1.97754288188008,-0.977634078885319
"502326",0.832277153390374,-0.339730561769503
"502497",-1.154569014661,-0.0779586945787517
"504326",-0.426698398993471,0.300990298368818
"503432",-1.43140241129163,-0.561527808679525
"500384",-1.06259293842473,0.492659825217537
"500051",4.39823396245613,0.114786097505565
"500163",-2.5999065816432,0.0674690926598104
"504140",0.631990167586498,0.982391940026102
"502542",1.10099238097229,0.692046675861716
"501561",1.7647159423297,0.756242232019082
"503357",0.233259584022851,-0.449331488505971
"504501",0.289235813094238,0.842474478576908
"502740",2.39094412888753,0.391087276978099
"500383",-1.12756884455522,0.529555430652237
"501214",0.53833940795951,-0.0199835489798579
"500016",-0.905631228153556,0.0363696248751416
"502899",-6.42403959810706,-0.395128264523103
"502333",0.401157540175548,-0.870061642110488
"502432",0.228936113705729,0.565072237515164
"500560",1.26377691152374,0.617968493567698
"502095",4.58445186159111,-0.181339347886915
"504978",-1.87811248356354,0.0528026724788524
"504339",1.08907768360693,-1.31704542102808
"500379",-1.53324231981927,-0.397805005294703
"501874",1.78862716383606,-1.53495849561323
"500486",-1.25772274917431,-0.995975159546039
"504055",-1.21420163767909,0.225329974498472
"504648",-1.22283619458316,-0.00218880043525216
"501405",0.219889160362088,-0.619950510661496
"502081",0.16781563089689,-0.220809760190997
"504621",-0.401368796533983,-0.589913266276219
"504892",0.482230419354849,0.979659650503959
"501986",-4.74021148393357,-0.948248883597055
"503949",-6.26735919001697,-2.32317735423608
"500347",0.532974712937107,0.775471983704951
"501422",-2.18656462317686,0.30117426154919
"503276",-0.857999234594454,-0.915333260016868
"503237",0.410872239458467,-0.769802759631743
"501443",2.3907249239972,-1.34589999451985
"500778",-2.14346179291338,-0.454107628531527
"503560",-1.75911070836779,-1.75631315652903
"501598",-0.77136749180469,-1.17762303488594
"500385",0.621900150916597,0.9455734023363
"504555",-1.25621333510911,-0.689472772131358
"504216",1.04751978037138,-0.430241328953818
"502854",5.92132708455144,2.0382186746612
"502875",-2.62021195588639,-0.0524933507713096
"502847",-3.00749087592216,0.559369456523226
"504937",-3.41523865135572,-1.78484378710052
"503526",-2.42984825192186,-0.926383726944999
"502126",-0.754472125262555,-0.37123382734246
"502125",-1.7048233605689,0.89577783386161
"501005",0.606821538714784,1.02098242020678
"504571",-2.7874804079983,0.568109085785837
"501416",-0.251458234116872,0.470454894749274
"501795",-0.816388630726758,-0.551058672674931
"504154",1.27900494733384,-0.693433394516128
"501242",-1.65594735622472,-1.19641597789253
"503557",4.74634750070512,1.89276648084605
"504595",0.487935004474092,-1.34961310430918
"500401",1.01192067456087,-0.124485953278115
"501701",0.512292104021032,-0.817202804215105
"503993",-3.60460498119212,-1.79601198322366
"503139",4.60366416949316,0.705790974752279
"500913",-0.269783756961783,-0.99860150817135
"503322",-0.0670512983241724,-1.66682776685728
"501320",-1.30852246824118,-0.157635096885266
"500121",-1.15202177031983,0.398026698101704
"500602",-1.65473115908555,-0.295933231166672
"504811",-2.6309948569228,0.222383097841081
"502648",2.22884288047955,1.30483740750362
"500087",-2.24221933837235,-1.07096678067795
"503316",-0.210040114256791,-1.1807266369665
"504762",0.370727774954935,-0.267360612091892
"502164",-2.3505671448,-0.493350326733127
"504051",-1.91220662919874,-0.717716260870668
"504842",-1.35378986948122,0.208733340817063
"502993",5.16467942353552,0.00548996010147929
"502381",-3.55015123704562,-2.95669828641816
"501831",-1.00778912627946,-0.608955961471493
"504317",-0.455642503837113,0.165827901274859
"504132",0.189425489892063,1.34092325478234
"504819",-5.64538483189807,-0.199991973670005
"502957",-0.899895461217524,0.234071262848161
"501479",-4.6801116590094,-1.53495943621837
"501959",4.57478437410533,1.73518020237446
"501990",1.33192620307022,0.713434541027817
"500290",-0.710490313469666,0.232890493997344
"502398",0.253841540709884,-0.105369407371867
"504795",-0.252308519105843,-1.20005633033731
"503138",1.78074873496333,-0.37752849069805
"500092",-1.17405461967794,0.110253174095622
"503998",-3.59891164074968,-0.981130756516704
"504702",0.456609654630516,0.693515042559497
"502721",0.0046899379720331,-1.59858946784248
"501083",-2.07293218109235,0.706144700419834
"503605",3.53454938297103,-0.216319509584124
"502677",-1.64435695787759,-0.185969349625219
"504247",-0.300355704524808,-0.406419695443485
"501322",1.11925109437528,-1.37003911358477
"502201",0.774625346501754,-0.620135919276846
"502701",1.17068892460939,2.61487515835118
"502469",-1.12400850037475,0.367893586554931
"501705",-0.0187516622805737,-0.649727774817946
"500683",-3.7485888013438,-3.00527880180035
"503537",-1.26054713491473,0.180450841685804
"500642",-2.94720666270219,-0.381275353655421
"500080",5.83079393404554,1.17841525627432
"500131",1.80086726429676,-1.17487924765742
"501590",-5.14141405590954,0.190605605855287
"504906",0.821599425084576,-2.53503185258589
"501061",1.28219044509707,1.68003173786682
"503175",-1.42489380765915,-0.691393404363728
"503752",-1.21775916772918,0.389851125982517
"503554",-4.78826860540569,-1.5803470957766
"502982",0.878799263305678,-0.912994400948258
"501391",0.551064446054858,0.362508718415608
"504510",-1.6155316848679,0.316937353001096
"501216",1.65271239878839,-0.251268531552902
"500556",0.311641966501436,-0.449917934596983
"500928",0.583378418391945,-0.976647050411144
"503294",2.6663770118361,0.850262630567371
"501410",0.942990790580161,-0.0773262305192291
"503836",0.751794704114593,0.743873925694676
"502936",-0.981373200449507,-0.552485218463138
"502518",0.178400546376499,1.79128740002189
"501724",-0.163463385642945,-0.036980901793442
"501641",-4.79332670415008,-1.66616239038967
"502069",0.822214749058906,-0.280575694247199
"504433",-1.93895430455701,1.20587295581499
"502980",0.651376200350587,-0.284553473837279
"503185",-0.395232552027491,-1.45587157200494
"502857",0.669923072203979,-1.6023628782619
"500289",0.717992466843745,-1.15084684549709
"501936",-0.701978762083395,0.320471982144322
"502216",-2.15557219824217,1.00567107005486
"502461",-1.05207609676801,1.01004280499855
"503280",0.352908262688125,-0.563393774626978
"500626",2.02624526777277,-0.596920038466883
"501558",1.15360529915199,-0.0744152779058019
"500955",-1.81001175311877,-0.463586009133671
"500527",0.631578429604758,0.704889685852582
"502025",-7.33497568894619,-1.10780797056284
"502022",-2.76000067225445,-1.4543941953838
"500133",-0.38092972062538,0.41328048002944
"503369",-0.665693192580907,-1.31641282947465
"504287",-1.0974608152475,-0.19513497895219
"502064",-1.94872883356233,-2.09084326108469
"502198",-3.20444924450107,-1.56788676063812
"501583",-0.972781485278896,-0.834892795735289
"503833",-2.24924761940057,-0.237877360236515
"502225",-0.0571057304742957,0.881019649853738
"501720",-1.8943330915176,0.0462236427504509
"503860",1.40939706572258,-0.483856052277738
"503966",-0.462805519829186,-1.07498912855779
"501674",-0.674837141890416,1.17772138334024
"500863",0.501052090896598,-0.0269620151488531
"502783",-2.86795867165729,-0.979702118409432
"502300",0.665149658780094,-0.391574342580096
"500789",0.324759331062292,0.0289082860791604
"503797",-1.82340674287773,-1.45203583042527
"503763",2.35695537964307,1.43601766030407
"504651",0.638243797277059,0.438633534157569
"502443",-0.334223261586844,0.170474466899863
"500421",1.22403036174042,-0.81584603983126
"504714",-1.54023110205804,-0.67419470032471
"501512",-1.30382350368185,-0.753378302561957
"503649",3.71977253154143,1.27307146834135
"504865",-0.129909998601546,0.0464460531118311
"501580",-1.56659549439093,-0.923323351190959
"504780",1.49685323376035,-1.43168494563281
"502320",-0.525761854617411,0.474199788477338
"502900",-1.53316156033171,0.0985476669987545
"503961",-1.30060816221883,0.324902150672993
"504073",-0.679709301047172,-2.21642381242838
"502837",0.711046398313776,-0.997560463312616
"500235",-1.05687333204997,-0.571004286982048
"503992",-2.25712359661589,-0.585390314594006
"503320",-3.20412195089136,-0.648647076948907
"503050",0.719368206502473,-0.449639888993646
"502879",1.20569650690832,0.612782261269868
"501907",-1.15389388769318,0.290270988359931
"503132",0.126481866717958,0.143151465960969
"502948",-1.90355742485841,-0.451583791603996
"504285",1.44281745499646,-0.189144905782053
"502916",-0.963264911885801,-0.54303238468415
"500728",0.446669293656819,1.09585830890932
"500939",2.06409123740888,-0.799257340075424
"504410",-2.13411234005521,-2.39293918817822
"501999",2.23749577589934,1.22445109507544
"504919",-1.62746420276184,-0.0449567891590457
"500380",-0.135626174984072,0.104564791918128
"503193",0.39806204268541,-1.37188623261278
"502548",3.81404278923742,1.78757350755925
"503535",5.21226413479329,1.24553237733168
"504396",-4.08965349047763,-1.75415138416444
"503056",0.257507789409712,-0.297199014021891
"500307",3.53998608373091,1.11434184785022
"500293",-2.17758549228304,1.26916883986078
"503593",-2.44266662610411,-0.586272264091994
"502278",-1.51803359900106,0.463935380246736
"500802",0.897635188622428,-0.0456220234013751
"501179",-0.347647040530483,1.02712406142197
"501636",3.06329226493058,0.461688632658925
"504469",3.41107738167568,0.945976910612372
"501123",5.98582313128613,-0.799906386971514
"500848",0.6093112565015,-0.200592464832263
"504572",2.93861794507531,0.337675091270713
"504214",1.08687283076823,-1.40089566242022
"504444",-0.61113980463102,0.0577791497005843
"500618",-0.226344253366258,-1.45661825403154
"503025",3.09036289444042,1.19498064179141
"500701",3.99577245893523,0.667013972167315
"502389",-1.87917315366908,-0.693934800297261
"503892",1.55626885932133,0.0105016678552915
"500418",0.230147925529137,-0.216729073386824
"502465",0.995143185804266,1.05506964315432
"504398",3.5237815997762,1.80810364744131
"504346",-4.59120543172935,-2.99025936627115
"504020",0.581869311535688,0.276218122638542
"503538",-4.48848638321856,-0.984876848396084
"502331",-1.79822459140473,-0.533954469661305
"504547",0.287163214312102,-0.858849316098187
"504808",-2.94264270063779,-1.85102204113178
"503802",-0.0362844177780995,0.221749390433955
"500095",1.10228471231568,0.957437491613884
"501704",3.54411289445212,0.507216496735978
"503211",0.0712705817671753,0.501915652686282
"503115",-2.0164789216453,-1.11469429926012
"502581",-1.41102216909063,0.0552529905946781
"501176",-0.260933550950245,-0.418824567418841
"502209",-3.21742892625065,-0.591541966658678
"500474",-1.80434304579772,-0.812084761674251
"504929",-4.68713548683222,-0.820934992452369
"504331",-1.96234492373479,-0.513090520526592
"502378",0.687372700574407,-0.220287991603049
"500577",-3.16700755634602,-1.61901951783616
"500780",-4.72301792660076,-1.67757635629752
"501024",3.43795550281159,-0.0364525957613342
"504298",0.0348055475010189,-0.307836660154044
"504869",3.6113709266604,-0.392541867707489
"501942",1.8406176385452,0.09329369219888
"501877",-3.00684618713493,-2.35394244239185
"500187",-2.88977370148267,-0.636604648017808
"504327",-1.85280444281533,-0.391355896658539
"502450",-0.962726921313694,-0.137152180927892
"501860",-3.14125310082248,-1.87221431659888
"503969",2.26113066439777,-0.124939399514446
"503413",-2.47518854697248,-1.07402670738665
"504958",1.41314133474296,0.0064460019897237
"500040",-1.52649816546088,0.0846607084199436
"501567",-1.94922965633016,-1.3918771104888
"504930",0.746166071409013,-1.43426132364192
"500525",0.456249726367621,-0.386930141208732
"503964",-3.66252047819287,-1.36838213193552
"501018",-2.07353419718513,-0.681163026328474
"504330",0.188286743813104,-1.0958908134539
"503766",-1.60347824662231,-1.89128396804534
"500724",1.40861615807273,-1.23141478238415
"503339",-4.57998937758362,-2.47537529570568
"504046",-0.895927328710639,-0.084563136828137
"503670",0.00658040606467569,-0.973260804669621
"502056",-4.89965221960399,-1.18467933222985
"504185",4.25675678122216,0.25966350342128
"500678",0.446794245037367,-1.62215054410836
"501474",1.14977587379802,0.961184260380952
"501414",3.06050935276798,0.183015860934306
"503099",1.88177012077239,0.0964978123845988
"500595",-0.987621979444349,-0.519305157182471
"502501",1.08955464122039,-0.423387219550767
"502575",2.20991372318066,2.72994408726588
"502839",-0.22280844027555,0.147473381221001
"504094",-1.18526455305521,-1.5665399393724
"500038",-3.04720075958853,-0.509749967508482
"504781",-1.07809915093705,-0.595865596115614
"502512",1.6489732897942,-0.0402035716191304
"503620",-1.15644522618863,-0.53700471232575
"501269",1.170050598628,0.885950201223629
"504026",4.54548498137425,1.19070107140004
"502621",-3.34213760588504,-0.180713775833888
"500861",1.5080176894384,-0.184666753922301
"501069",-0.39879541201862,-0.30674540732488
"500514",-3.81559148604718,-0.961787793424197
"502592",-2.31832919477902,-0.397753589165642
"504239",0.441304544376953,-0.217316824701107
"503429",2.17896851727741,1.5232758602373
"502199",-4.0677586608159,-2.06872364763984
"500194",-2.1947840563472,-0.503909777528828
"500017",-0.0115012928542205,-0.81850165037706
"500916",-0.678743530143989,-0.0156590994308539
"504627",-1.21569840982085,0.557008752572593
"503373",-3.39740615320104,-0.624828406307584
"503368",-0.665685852061171,-0.591001978295969
"504655",1.79393902670646,0.0351953555498079
"503604",3.46181526280939,0.219078827405843
"502270",0.262353745694892,-0.653611646167193
"500680",-3.09945055244381,-1.9926952226676
"501973",0.139970569796102,-0.851982369895441
"501150",-3.95110074353176,-1.731968005652
"504905",-0.582114224708594,-1.41282480136316
"501574",-2.32116859487896,-1.49028554082942
"503518",0.135555464207771,0.560070471871007
"503871",1.12562389407756,0.0989703366299883
"504157",0.860677352527236,-0.927171651372671
"502000",3.35475980449628,1.83475057839149
"500752",0.960520560764464,2.04738054258981
"504626",1.44223928489187,1.05661494596818
"501587",2.79639273662883,-0.111190074102874
"502562",-1.1089459165403,0.442574053300252
"504885",-0.466288025423154,-1.05495025460059
"503220",-2.04835223976569,0.524196280266609
"500483",-0.344456505534948,0.641384222167166
"503671",-2.18574124547619,-0.934188194096691
"501017",0.134530888714818,0.912631588326227
"503517",1.91765742533729,0.527938702996407
"503205",1.61655520130604,0.200362841141284
"501699",-1.89865114817882,-0.375170540490308
"504297",1.75861083809489,-1.48332336069434
"501160",-1.19485952856642,-0.912495454207329
"502115",-1.29146160214562,0.00738220948801704
"502374",3.77371498131961,-0.384703400269116
"502075",-1.46228784672319,-0.666095914219762
"500174",0.769693031387672,-1.5348760849163
"501420",-0.743754672591552,0.2092201487515
"502110",-1.37169965663366,-0.451213287073499
"501034",-1.94392745345045,0.152056299033982
"504294",1.06979445833987,0.316523851240364
"503113",1.63197505200346,0.28011826303938
"504918",1.39271760532395,-0.832090699838511
"501259",2.13852912608929,0.394372626130768
"502580",-1.46103903068255,0.44341323500534
"501818",-3.53341745517879,-1.23483361895982
"504357",-0.994064235946603,-0.200902270103656
"502737",-0.639685211575418,-0.743416902483902
"502144",1.70451237956923,0.469299523390644
"503388",-0.509705888583673,-0.674255788740611
"504419",-2.64054372873599,-0.255950987474561
"504887",-0.260958380413969,-0.112984231934225
"503584",1.7004182845621,-0.572392986717204
"501755",-3.36330122293636,-0.773215078935501
"500783",-2.52656767794535,-0.223806586865174
"501181",1.36665650647505,0.417201665260951
"504148",-1.25115497755013,-0.87123140495752
"501526",-0.549653873877134,2.00712035188044
"500685",-0.131972830779552,0.471121280083317
"503785",-2.38133092581445,-0.436919789217339
"501507",-0.474531215145542,0.0837940828590243
"502411",0.157147901808411,0.785302657419666
"504783",1.47353937323084,-1.37009213534997
"500772",2.69522193529434,1.17503112972995
"504003",-2.28418157883195,-2.69172943877723
"504005",-3.55470347451409,-1.1840154780366
"503713",1.68227864588029,0.894549997834085
"502911",1.33670246696769,0.352708079775981
"504167",1.69379850060503,-0.877082996776699
"502420",-0.936733960647044,1.59037983910263
"500835",-2.79360017163751,-1.31225799669459
"503901",4.90902145693595,1.23500895009944
"503091",-0.643648651998995,-0.0616103704429155
"504718",-0.140031017240687,-0.290578926882411
"500640",-0.640401341832982,-1.46785435224304
"503519",-0.67007230932177,-0.0267746674152027
"501690",-0.785210179921424,0.14057515919543
"500363",0.711250552473681,-0.798330728108207
"503266",-2.08916521315143,-1.04955189896989
"501941",1.42817400418136,-0.0269874809559184
"500414",2.85631983231813,0.110759013030904
"503638",-2.91679804849792,-1.49163195059812
"500018",-0.538402002958633,-1.68167377675392
"502796",-2.04887234210001,-0.41155502400259
"502942",-0.426119227334787,1.25584163992121
"504515",-2.82962499372795,-1.01378574178921
"504549",0.200144530385969,0.250566017028316
"501211",2.93932058277091,-1.03699161936245
"502665",0.808216646788306,0.00328330535874066
"504039",-1.4463591365871,-0.913651767155532
"503662",1.01022330403191,-1.96269304663167
"500856",-1.17552382527525,-0.539711951245766
"501424",-3.46336556998381,0.118128244273105
"504922",-1.28341514844158,1.13793862094741
"501128",-4.07300806759684,-1.3974645190121
"501753",-3.55429508737771,-2.48373726147365
"504392",-4.42381352252484,-0.881492660088756
"501070",-2.70019579660516,0.509406490714568
"502555",0.336593552611522,0.0102516195392274
"502108",0.824908737182728,-0.812058764702531
"500278",2.64371221186764,0.810392027175273
"503404",-1.12888026360714,0.896444809129389
"500279",-1.04461300807229,-1.26623228502673
"504690",-3.69000130349765,-0.845279299483526
"500730",0.677162724881209,0.468453190204488
"503102",4.46205668237161,1.10449565991613
"501728",2.12161020330168,1.5098582602221
"503953",-0.214013806571362,0.0277991929284647
"501996",1.93279620553674,0.153501859804497
"502348",-0.0528497673437365,-0.398774347923167
"500490",-1.21017478069605,-0.442058117065119
"504058",0.490226855038335,-1.22000806935259
"500649",-2.86675263995413,-0.144226878387008
"500869",0.87417894027068,-0.780118457805008
"500482",-0.350223793499123,-0.770987918326117
"503046",4.40003887553578,-0.287251057887341
"503245",-0.990776747204078,-0.503480692290626
"500597",-0.64566442101031,0.739002076938805
"504618",0.393209354924002,0.986556153704056
"500969",-4.00484487962733,-1.03742025070916
"502128",3.08790270641354,-0.482807347244717
"502244",2.10401980512158,-0.649075011862911
"503255",2.76580031082302,0.44404983550589
"501221",-0.57757559774643,0.181022290925484
"500340",-1.48422266853474,-0.152760615478829
"501904",-1.7780530870802,-0.428639426423338
"504426",3.44041410735691,0.368912464463408
"500519",3.94151166762928,1.41338495682941
"504502",-1.37931741860069,0.14375247992458
"504096",-1.90338880774953,0.104545725021333
"504231",2.93517575337145,1.65606949126609
"503626",-2.81781196711908,-0.0984618392930683
"500549",3.71105386588741,0.27444029968642
"501386",1.9270370459341,0.548077510564889
"501234",0.341177942231308,0.749673344679391
"502638",-3.03083168822395,0.115436554280145
"500543",-1.68104194214526,-1.30247788995428
"501892",0.353020020388576,-1.73692997066855
"504428",1.27139162419615,2.07081243938636
"500818",-0.714093007633761,0.201587208437339
"504927",4.23180549578011,-0.110588484727504
"503323",-3.29275705722506,-0.952113312587916
"501026",0.26980430587667,0.694207410745656
"500906",1.3660366216683,0.0820222809999831
"504558",0.342953881094749,-0.867247075277345
"503857",0.864178926065047,0.951949564743196
"504342",-1.30365371654174,0.889825132535067
"502601",-2.08406159670661,-1.18016813467422
"502654",-0.614778341495931,-0.899272641281689
"501441",-1.30959270076807,-0.900118171331228
"503397",0.562626695873238,-1.38425160770693
"500922",0.284632442877054,0.426219584779644
"501568",0.825254992105915,0.119870760536341
"503402",-2.24528218476697,-1.07188642649242
"504739",0.744709455554361,1.01109766441389
"500564",-1.56314403342892,-0.685086629681841
"504407",-4.22348117170981,-1.96622488379169
"504888",-0.248166279890139,-0.529042177554378
"500907",-0.46878898078045,-0.140274113029812
"502906",1.67148666741753,1.62934128943211
"503529",-1.5994584443606,-0.688694027824646
"503000",0.649741031981233,-0.8717012319814
"503926",-1.30608131083514,-0.28877273816123
"504553",2.51719416747908,-0.283195115852911
"500360",1.99565191267864,0.371581444801866
"504485",0.362220739997692,0.303896849846446
"503285",-3.05323563205557,-1.82984382696366
"502809",-0.337365794338512,-0.61074520114191
"503740",-0.690188376815777,-0.56066931790358
"501121",0.00691904195958795,-0.155585889395752
"501215",2.80353966105925,-0.891541356555983
"500711",-1.6439601927413,0.436074963001337
"502116",-0.336373020447128,-0.270310332171103
"500764",-0.811174054566613,0.619574841126422
"500738",0.477547529257761,-0.533697487327302
"501194",0.762701229214528,1.17360399041812
"504207",-0.629269750444887,-0.335572032869114
"503742",2.32212388298076,0.362601253102092
"501884",2.85342523122255,1.14221235077432
"502016",-4.74658472415633,-2.67464610651408
"504351",-0.187102471397737,-1.84235572479591
"502408",-1.19238347844852,-0.785723502434317
"504440",-2.97920628031765,-0.797213982428213
"502632",-1.47492453584411,0.277124948053864
"500101",-0.0137845152525164,0.414995460630642
"502676",1.32654008212125,-0.56451954368355
"501312",-0.760747286100063,-0.691445256170573
"503909",1.81257624567025,0.982716067936765
"501158",6.63402872116094,0.513272190404768
"501088",0.3599908313582,-0.728712460601032
"502753",0.396701240402678,0.54547481313952
"501522",-0.64862925922693,-0.424520245407964
"502481",3.71673427742371,0.714543581659533
"500134",2.98857790230045,1.642104633086
"504256",0.251028642863152,-0.428550269318576
"500927",3.82319943772481,0.378224045870533
"502028",1.27006935454809,-1.17730535909284
"501019",-1.91972834287256,-0.263943556910989
"504972",-1.31888523092381,-0.301654899543011
"500343",2.30761416208843,-0.9047148331788
"500812",-1.41084410561542,-0.0801476433416508
"500223",-0.00782321647534068,1.73185711562526
"500961",0.793900427006562,0.852255948185549
"500654",1.02638401350017,0.420052701231742
"501825",-3.0030933142358,-1.59642796161764
"504695",0.286961972315418,-0.4270266848215
"503028",-1.87767436263327,-0.176307087670343
"501962",-2.30089995798285,-1.9515574573129
"503076",3.78706496524324,0.673008780372456
"504559",1.89810525375549,-0.664187529989784
"500800",-1.18606856682772,1.00839148760066
"501644",1.10609720320092,-0.186180269263738
"503563",-1.93876245052768,0.761429070865357
"504414",1.97351188827078,3.0107511684886
"501837",2.56796736509196,-0.662503638997921
"504190",-0.083499798068941,0.571226555830157
"504999",-0.860723101655159,-0.945026111016936
"503425",-4.6910167594372,0.0144416103209659
"502077",-2.35365257722406,-0.611509359167243
"502365",-0.584623990865477,-0.609245166420018
"503842",1.81432199647753,0.340070784715028
"503680",-2.77019596853621,-1.48820476941116
"503733",0.00932362454391478,-1.01752282850412
"502998",-3.21224687435321,-0.329630212933457
"501220",-2.43628899923662,-0.522226770928528
"503151",-0.0744913889589343,0.4225325391309
"504484",1.63649299651584,0.694902756535329
"503724",1.84054335235453,1.24053856032741
"503341",1.74325830402999,0.739784170452136
"504465",-0.316647276692044,-0.980415325435328
"502140",0.653181750243032,-0.363931376918074
"504187",-2.4340538273591,0.417113970270966
"502748",0.536810491714663,-0.720750244370594
"501499",-2.63522848223691,-1.81859389156728
"502448",1.47321575152577,0.123654317405864
"504656",3.25192004315504,0.796133932158019
"502833",2.67887206166437,1.13750371174832
"501282",-0.664806008284752,0.452056200557576
"504622",-1.51929378152059,-0.556678603767994
"504786",-0.87976236325166,-0.418331301933231
"504677",0.576127081898347,-1.31124974097661
"500670",3.27669741727914,-0.299171509060524
"504711",1.63036351912385,0.805535320624232
"504763",-1.02512427762864,-1.070313528622
"501298",-3.08089266847019,0.781163509042572
"503141",1.44842154556645,-0.25637518013966
"500445",1.11511134608369,-0.788400559650687
"500494",-2.41100912247345,-0.805368813240378
"502615",0.807238679934382,0.520352116833014
"500529",1.25642152206212,1.21898567580547
"504261",-1.91812606572136,0.979540631174132
"503722",4.77157330641184,1.76103647309356
"500542",-1.87627673055589,-0.482957903586056
"504637",-1.27876443967484,0.728251987549656
"501919",1.67470919250021,0.61345152281522
"503870",-1.03590057354883,0.0578611463410152
"503615",2.11888894358062,-0.842327449734014
"500393",3.30334916381924,-0.920611678985217
"500323",1.9508246062531,-0.327359337503759
"500213",-2.62022828250448,0.20144005577688
"501116",0.211601712576765,0.00930487604743307
"500938",-0.686684835169629,0.341167373381492
"502295",-2.48828257033612,-1.21048960762311
"503204",-0.149900189740956,0.674322501905798
"504033",-2.78269500540263,-1.5388343974336
"501193",0.731004196208797,1.47866066077434
"501889",-1.19175873081896,-0.338749763913328
"501388",-0.25985314059369,-0.335988123473199
"504963",-3.18585660842305,-0.739407663466793
"502189",-1.9360374955066,-1.201726898349
"501496",2.00978179275962,-0.244795547970961
"504468",2.46125265300831,1.65759238844046
"504062",-3.63198157915754,0.374635045040178
"504591",1.52302127052037,0.809868747322298
"502519",-0.646405967760045,0.512599984650128
"502972",1.83732980902946,-0.0454143359778908
"500070",0.846353836323535,0.20197766286612
"502537",-1.45131091557222,-1.70978280025729
"500185",0.848560647060149,0.00517721681305849
"501684",-1.02450231571364,1.01234448737696
"500912",-0.605495103159111,0.425657157857463
"502780",4.24848722409195,1.19755161114609
"501531",4.5213874566429,0.0504821699100755
"501954",-2.11029443481835,-0.327239011524735
"504293",1.42875166381244,-0.511363333281913
"502711",2.61038876517488,0.52208273541402
"503381",-1.79375457352518,-1.47040399473028
"501834",-2.31216821981921,-0.603417522551733
"501677",-0.304177749360215,-0.474105152013265
"501905",-3.0089814707933,-1.71222358392097
"503867",-1.96935584209704,0.512927558407321
"503888",3.47381074549902,-0.299191619816975
"503053",0.074319798661363,-0.684343432823366
"500143",-0.478496721527661,1.1427559892861
"501294",-3.39113684772625,0.680233345815184
"504721",-1.61973057019104,-0.335968992906064
"500664",-1.61293601549757,-1.09133169843382
"500127",-0.197832728563134,-0.112445659212205
"503850",2.18143656185462,0.601871407301706
"501335",-2.8313227024363,0.287160588111108
"503810",-1.42341242011754,-0.270343772990574
"502973",4.87802229373722,1.21440089399358
"502031",0.753963613813959,0.533550771801984
"500436",4.11937097280358,-0.154127472341407
"502779",-4.42598843523922,0.408836181883596
"504322",0.808772682611789,-0.104146141230751
"504195",0.690372148684833,0.0600012727084405
"502890",1.02985601455187,0.527433525195597
"501152",1.35499648374647,-1.21244363060851
"501639",0.939324333768896,-0.518125398946934
"503202",-0.78181664261456,-1.25983379479118
"503242",-1.80555645384207,-1.40146991697529
"502645",0.0801937271338055,-0.104587569930326
"501716",-1.54608105398533,-0.131881816832042
"502946",-3.03050090082873,1.10902548692541
"503754",0.713713233369523,0.908330621029789
"500100",1.96724829492801,0.943084241063699
"500636",3.16018273852544,0.105776995908945
"503371",-1.62625578643168,-0.699527484864847
"504950",-0.84752108688664,0.343301448680207
"504874",-2.53685543760157,0.402513885710355
"502447",2.6516890209788,1.00769609849676
"501380",1.43255292079183,0.318841898648388
"504323",-2.47292149449167,-0.425498608254707
"500689",-1.33237229929638,0.533567015796897
"502047",0.0508456011672463,-0.478547980463185
"502015",-1.94418412792072,-0.227738656123605
"503061",1.4135762731122,1.08795271401376
"504131",1.92677484098106,0.999808200315061
"504370",-1.48981167504305,0.0456343055968293
"500318",-1.9000446497181,0.389205335330908
"504014",1.34168992009047,-0.829885849729008
"504403",-1.86019637528707,-0.442372006828775
"502168",-2.14284763182463,0.133818509475222
"501577",0.425376502476598,-0.0465926225503704
"502428",1.36150026730873,1.59984876230008
"500553",-1.85762532564267,-0.820781666070386
"503487",-2.70248234384594,-2.8447827158201
