"","Np2_500265","Np2_504819","Np2_501617","Np2_502959","Np2_503229","Np2_500553","Np2_502625","Np2_503523","Np2_501989","Np2_504542","Np2_504700","Np2_502321","Np2_500806","Np2_504964","Np2_500535","Np2_500733","Np2_502610","Np2_504693","Np2_500206","Np2_502282","Np2_502688","Np2_501502","Np2_503914","Np2_503712","Np2_503326","Np2_504867","Np2_503411","Np2_502244","Np2_500454","Np2_501536","Np2_504966","Np2_500030","Np2_503544","Np2_500532","Np2_504517","Np2_504876","Np2_503823","Np2_502302","Np2_503552","Np2_500202","Np2_503511","Np2_504450","Np2_503861","Np2_501674","Np2_504218","Np2_501790","Np2_503404","Np2_504813","Np2_500518","Np2_501949","Np2_500818","Np2_503756","Np2_504585","Np2_501982","Np2_504543","Np2_500801","Np2_504857","Np2_503001","Np2_500157","Np2_502484","Np2_502082","Np2_502332","Np2_501443","Np2_503269","Np2_503545","Np2_501137","Np2_503945","Np2_500374","Np2_504762","Np2_500837","Np2_502124","Np2_502527","Np2_502632","Np2_500490","Np2_502494","Np2_504244","Np2_504894","Np2_504461","Np2_502987","Np2_500595","Np2_502729","Np2_503468","Np2_502243","Np2_502218","Np2_504266","Np2_500463","Np2_502219","Np2_503613","Np2_502545","Np2_500060","Np2_503191","Np2_501634","Np2_502087","Np2_501103","Np2_500974","Np2_504978","Np2_502433","Np2_503788","Np2_500566","Np2_500852"
"Np2_500265",0.99887574,-0.00336635,0.01916218,-0.01466553,-0.00665396,-0.01011334,0.01868641,-0.00642141,-0.01721144,-0.01952936,-0.00476013,-0.0297874,-0.02535527,-0.00059246,0.02078849,-0.01026836,0.00487323,-0.0105602,-0.00981392,-0.02004612,-0.0209961,-0.02120437,-0.00497292,-0.0080736,-0.01568847,-0.02040026,-0.01157706,-0.01875874,0.00445373,-0.01817508,0.00198536,-0.01639675,-0.0184411,-0.01413663,-0.01598028,-0.00807511,-0.0188408,-0.01360921,0.00245045,0.01108217,-0.02110098,-0.01025014,-0.00994616,-0.00123996,-0.01273068,-0.02220598,-0.01023494,-0.01194335,-0.01639373,-0.02131832,0.00335937,-0.03860153,-0.01541794,-0.01960685,-0.00257294,0.00021615,-0.02720354,-0.02534309,-0.00762218,-0.00605055,-0.01029878,0.00211303,-0.00402448,-0.01257717,-0.00905091,-0.01000544,-0.01297845,0.00380016,-0.00709932,-0.02730991,-0.0021808,-0.00792768,-0.0130377,-0.00911778,-0.00995528,-0.00971817,-0.01426884,-0.00656735,-0.01439804,-0.0059244,-0.02517131,-0.0102836,0.01235893,-0.01185672,-0.0068698,-0.00487261,-0.00893386,-0.00850221,-0.01040975,-0.01619613,0.00670019,-0.0136411,-0.00766929,0.0300966,-0.01390256,-0.01304227,-0.02787988,-0.01610796,-0.01088546,-0.02000963
"Np2_504819",-0.00336635,0.98763574,-0.01320794,-0.01010116,-0.02078478,-0.03077989,-0.01945941,-0.00413694,-0.00276749,-0.02150069,-0.01493913,-0.0230951,0.00580799,-0.01593927,-0.00534985,-0.00236015,0.00639773,-0.00493187,-0.01680107,0.00382143,-0.0118719,0.00159929,-0.00892019,-0.01369279,-0.02495551,-0.00078853,-0.00199688,-0.02179404,-0.00010152,-0.00403511,-0.02506495,-0.01289633,0.00649045,-0.01504402,0.01639888,-0.02114198,0.00320282,-0.00326907,-0.02080002,-0.01292825,-0.02003245,-0.02073313,-0.02073314,-0.01841069,0.01356878,-0.0030502,0.00740088,-0.00023528,0.02115326,0.00802102,-0.00818758,-0.01473395,-0.01100555,-0.00546689,-0.0186797,0.00234861,-0.00257598,-0.00329946,-0.00092988,0.00702546,-0.00679836,-0.00897795,-0.01861133,-0.00892476,-0.02105385,0.01036628,-0.01114996,-0.0299379,-0.01575839,-0.01757774,-0.01935152,-0.010659,0.00703002,-0.00880923,-0.02712602,-0.00925762,-0.01502424,0.0039248,-0.01758532,-0.01549543,-0.01087937,-0.00875909,-0.0194032,0.00653908,-0.03057619,-0.01307569,-0.01516103,-0.02217707,-0.0268205,0.0058475,-0.01487831,-0.00649284,-0.00888067,-0.0287204,-0.0087302,-0.02458922,-0.01647578,-0.02385505,-0.00586511,-0.00617366
"Np2_501617",0.01916218,-0.01320794,1.00974482,-0.01964334,0.00037574,-0.02527473,-0.0075705,-0.00410352,-0.01291763,-0.00353202,-0.00912995,-0.01196615,-0.02957312,-0.00693821,-0.01230814,-0.01494218,-0.02214366,-0.02146575,-0.01479173,-0.02730382,-0.01077454,-0.01143877,-0.02834198,0.01825934,-0.01504251,-0.01443453,-0.01883477,0.158048,-0.01374753,-0.0157052,-0.00648831,-0.01483882,-0.01186737,-0.01090677,-0.03007771,-0.01989262,-0.02032276,-0.0090114,-0.01331891,-0.01183088,-0.00586362,-0.01537993,-0.01142811,-0.01989721,0.02971359,-0.01244039,-0.02782822,-0.01859308,-0.02015558,-0.01185672,-0.01119403,0.00566664,-0.01826784,-0.01485706,-0.0110466,-0.00172177,-0.01515804,0.01223732,-0.01123205,-0.01163633,-0.01922842,-0.01350434,-0.01097822,-0.0046355,-0.01509269,0.00933578,-0.0094446,-0.02124085,-0.00189353,-0.0058408,-0.00867854,-0.0124495,-0.02591918,-0.01014375,-0.02070888,0.00050342,-0.04234969,-0.0261366,-0.01891986,-0.00482245,0.02608848,-0.03106881,-0.00812224,-0.01683454,-0.01610341,-0.01365025,0.00721546,-0.00770425,-0.02830705,-0.0120543,-0.00131747,-0.00220359,-0.00565538,-0.04251846,-0.00854478,0.00219511,-0.01583439,-0.02883744,-0.0052237,0.00373936
"Np2_502959",-0.01466553,-0.01010116,-0.01964334,0.97354698,-0.01886053,-0.00377672,-0.01297535,-0.00996436,-0.02197031,-0.01608059,-0.0260863,-0.00217167,0.00317241,-0.03149428,-0.01406515,-0.00104388,-0.01462905,-0.0195749,0.00093051,-0.00884569,0.00418774,0.01112322,0.00926735,-0.00705674,-0.01071978,-0.005552,0.00311922,-0.00147858,-0.00608095,-0.0153343,-0.015845,-0.01082008,-0.00131291,-0.00810398,-0.00964366,-0.01602586,-0.00596846,-0.00058486,-0.01142808,0.00115546,-0.00306084,-0.02595256,-0.01151319,-0.00843077,-0.0098899,0.01468137,-0.01316991,-0.01639826,0.01380587,-0.00358217,0.00270428,-0.01569757,0.00019031,-0.01555011,-0.01994731,-0.01791819,-0.02056289,-0.00760695,-0.01025318,-0.01840913,-0.0165776,0.00100195,-0.02352678,-0.01110434,0.01765285,-0.02525188,-0.02077723,0.02731205,-0.00441054,-0.00926977,-0.01484337,-0.00113507,-0.00943695,-0.01220476,-0.00833046,-0.01478105,-0.0287553,-0.03108544,-0.00958134,-0.00931536,-0.02248251,-0.02142625,-0.00471148,-0.02406331,-0.01330062,-0.00932752,0.01898579,-0.00718138,-0.01836051,-0.00879554,-0.00459444,-0.00654451,-0.01501207,-0.00703698,-0.0010302,-0.00488172,-0.01576747,-0.01372316,-0.02066011,-0.02963228
"Np2_503229",-0.00665396,-0.02078478,0.00037574,-0.01886053,0.97908337,-0.00716466,-0.02654686,-0.00909649,-0.01380676,0.00424245,-0.02111461,0.00097612,-0.00492731,-0.01907489,-0.00529362,-0.00382383,-0.00874539,-0.01931501,-0.00716923,-0.00706586,-0.02063129,-0.02266349,-0.02451927,-0.02777194,-0.02337932,0.02009079,0.04821722,-0.00334659,-0.02026042,-0.02404201,-0.0063135,-0.00296052,-0.00758873,0.00689931,-0.00740784,0.03013604,6.72e-05,-0.01172447,-0.00888827,-0.0198637,0.00343081,-0.0225008,-0.02219682,-0.02048234,0.00313746,-0.01743335,-0.0202057,-0.01461842,-0.02408457,-0.02323341,-0.0020516,-0.01726159,-0.01596509,-0.0019148,-8.024e-05,-0.00504283,-0.01042341,-0.02102644,-0.0215448,-0.01830122,-0.01054195,-0.01074562,-0.01125937,-0.02163598,-0.02464545,-0.00614478,-0.00729387,-0.01392231,-0.01661411,-0.01691352,-0.00607183,-0.01364263,-0.02452839,-0.0291201,-0.021446,-0.00707347,0.01847055,-0.01273828,0.01013371,0.00097612,-0.00823923,0.01044837,-0.01676305,-0.01179591,0.00337456,0.01205947,-0.01586475,-0.02394474,0.01640195,-0.00412782,-0.02029382,-0.00233278,0.00424701,-0.02076048,-0.01277778,-0.02210106,-0.00805989,-0.00571159,-0.01082464,-0.01158918
"Np2_500553",-0.01011334,-0.03077989,-0.02527473,-0.00377672,-0.00716466,0.98934135,-0.00644725,-0.01985155,-0.01073042,-0.03219953,-0.01484641,-0.02300238,-0.01264251,0.01971998,0.00127858,-0.0165548,0.03126539,0.0030645,-0.00561281,-0.0090053,-0.02029083,-0.01685125,-0.0249388,-0.00539242,-0.01893505,-0.0104234,-0.00312011,-0.0340128,-0.00046479,-0.00743825,-0.03530781,-0.01721142,0.00430326,-0.00339978,-0.00098764,-0.00873779,-0.0052161,-0.00348034,-0.00945977,-0.02332309,-0.01264404,-0.02018443,-0.00802495,-0.00023071,-0.02023308,-0.01344505,-0.00086605,-0.01670986,-0.00611287,-0.00526171,-0.00520698,-0.0176811,0.00413454,-0.02574129,0.00238814,0.00183336,-0.01221086,-0.00609462,-0.02926003,-0.0147689,-1.792e-05,-0.03852398,-0.0014953,-0.00700812,-0.01138554,-0.02009172,-0.01105724,-0.01798967,-0.008066,-0.00365362,-0.02746646,-0.02865354,0.00332289,-0.02224394,0.00397343,0.03780116,-0.02040328,0.03152841,-0.00943696,-0.01859458,-0.01291456,0.006685,-0.02235035,-0.01616726,-0.01330823,0.00297634,-0.01962812,-0.00825293,-0.00180081,-0.01397092,-0.02360121,-0.01536773,-0.00468413,-0.00233278,0.03133684,-0.02616844,-0.00452757,-0.00689107,-0.02051574,-0.01064074
"Np2_502625",0.01868641,-0.01945941,-0.0075705,-0.01297535,-0.02654686,-0.00644725,0.98979132,-0.00913905,0.04846799,-0.00461573,0.0119774,-0.00149834,-0.02457704,0.01021734,0.00606333,0.00829307,-0.00893995,-0.00978199,-0.01633141,-0.0004207,-0.00897036,0.00617279,0.06207451,-0.01383111,-0.02752572,-0.0089825,-0.03055801,-0.01326872,-0.02243091,-0.01542095,0.00154761,-0.02641006,-0.02465459,0.00229694,-0.00441053,-0.01626451,-0.03675777,-0.01799878,-0.00513099,-0.02127422,-0.00709931,-0.0172236,-0.02375934,-0.00730147,-0.0183362,-0.00820431,-0.02587203,0.00813805,-0.00968776,-0.01157247,0.0293685,0.00427893,-0.00901595,-0.00150138,-0.00589856,-0.02210867,-0.00666614,0.00203399,-0.00198017,-0.01651987,-0.01712024,-0.0033405,-0.00187833,-0.01027903,-0.02210413,-0.01302706,-0.0030806,-0.00697317,0.00021463,-0.04750681,-0.02936943,-0.02113289,0.01145151,-0.01669922,-0.01692876,-0.00514011,-0.02033034,-0.00594112,-0.02912314,-0.01350584,-0.01025771,-0.00585754,-0.03139701,-0.01563832,-0.02205089,-0.02795739,0.00582774,-0.01927551,-0.01403935,-0.03745695,-0.02337626,-0.00602318,-0.01205885,-0.01168344,-0.00126883,-0.0181918,-0.00278269,-0.01700168,-0.00265957,-0.01543158
"Np2_503523",-0.00642141,-0.00413694,-0.00410352,-0.00996436,-0.00909649,-0.01985155,-0.00913905,0.98456504,-0.01798202,0.00037118,-0.04504903,-0.0206784,-0.00910258,-0.00349098,-0.00840493,0.0011205,-0.01337663,-0.01041884,-0.0110405,0.00623812,-0.01264707,-0.01650319,-0.01547111,-0.00702027,-0.00809942,-0.00642749,-0.00520395,0.01223731,-0.01638003,-0.02867326,-0.01368062,-0.01686335,-0.01617181,-0.02463482,-0.0003356,-0.00595783,-0.01839544,-0.0192436,0.00699963,-0.01355142,0.00107947,-0.01907639,-0.01466859,0.01182087,-0.00696555,-0.02404053,-0.01115753,0.01312496,-0.02673991,-0.00035383,-0.02279414,-0.01140529,-0.0122367,-0.01216979,-0.01884689,0.00567727,-0.01383871,-0.01577811,-0.01523251,-0.02582034,-0.01137336,-0.01081707,-0.00555506,0.0137071,0.00446588,0.00351137,0.0198416,-0.01916154,-0.0034621,-0.01804892,-0.00112747,-0.01994581,0.01385452,-0.01171231,-0.0128538,-0.00623294,-0.04057432,-0.00992184,-0.01197677,-0.02007043,-0.00496683,-0.01348611,0.00125274,-0.01733913,-0.02587959,-0.02008259,-0.01867207,-0.02508014,-0.00206072,-0.00632717,0.00896944,-0.02824308,-0.00919985,-0.01262428,-0.01011334,-0.00362929,-0.01709896,-0.0135347,-0.02290354,0.05795233
"Np2_501989",-0.01721144,-0.00276749,-0.01291763,-0.02197031,-0.01380676,-0.01073042,0.04846799,-0.01798202,0.98289591,-0.01908247,-0.00993702,0.01276168,-0.00621318,-0.01838484,-0.0038436,-0.01058146,-0.00866331,0.00219814,-0.01818268,-0.02552698,-0.00778176,-8.632e-05,-0.01166975,-0.0103626,-0.01508961,-0.01417763,-0.00809031,-0.00372048,-0.00893083,0.000663,-0.01535103,-0.02035767,-0.01252245,-0.00441814,-0.01006164,-0.00565232,-0.01535405,0.02058025,-0.00257446,-0.02479741,-0.01624628,-0.00387552,-0.00569945,-0.02723999,-0.0147157,-0.00838366,-0.0321311,0.00035901,-0.00150746,-0.01327176,0.02903714,0.0059235,-0.0356422,-0.0138402,-0.01413357,-0.01104049,-0.01429317,-0.00513706,-0.02085476,-0.00165186,-0.02064344,-0.00899163,-0.01725705,-0.02520175,-0.02942717,-0.01989412,-0.00766778,-0.01672812,-0.00832438,0.00581559,-0.00158194,0.0017908,-0.00742305,-0.00882291,-0.01057238,-0.00106364,0.02660828,0.00953489,-0.0153191,-0.0319244,-0.00846114,-0.00877277,-0.00072165,-0.01612166,-0.00490299,-0.00898554,-0.00027935,-0.0112472,-0.02926608,-0.02547682,-0.01139615,-0.00848243,-0.02424568,-0.00395912,-0.01132777,-0.02019507,-0.01101769,-0.00684546,-0.01287047,-0.02868235
"Np2_504542",-0.01952936,-0.02150069,-0.00353202,-0.01608059,0.00424245,-0.03219953,-0.00461573,0.00037118,-0.01908247,0.99558917,0.01814379,-0.01007535,-0.01005102,0.00665612,-0.03792817,-0.00438774,-0.01143721,-0.01106329,-0.01624478,-0.0114296,0.01573927,-0.02717926,-0.02994701,-0.01024862,-0.02652714,-0.01147976,0.0012953,-0.01713393,-0.02158431,-0.02004612,-0.00049366,-0.00899618,-0.0139284,0.0042075,-0.00325995,-0.01632988,0.00938287,-0.04071121,-0.01765984,-0.00051646,0.00453885,-0.01303314,-0.01531306,-0.00827879,-0.03010507,0.00753769,-0.01013006,-0.00074294,-0.00352138,-0.01756559,-0.02283065,-0.01736952,0.01614966,-0.01114232,-0.01584351,-0.01518233,-0.02664268,-0.02432625,0.01588976,-0.02646482,-0.00776201,-0.02924479,0.01279971,-0.01627214,-0.03478499,-0.0089886,-0.01545748,0.00208111,0.00455708,-0.01686946,0.00643573,-0.02195822,-0.00016536,0.00101867,0.00352505,-0.0191889,-0.01659586,-0.0107183,-0.00076574,0.00390807,-0.01974666,-0.02750603,-0.02173479,-0.01555169,-0.01770845,-0.00978352,-0.01065291,0.00315418,-0.02200839,0.01111561,-0.0010986,-0.01688007,-0.00589248,-0.01843653,0.03727221,-0.00944153,-0.00801583,-0.00825141,-0.01959619,0.01322983
