"","Np2_504549","Np2_501681","Np2_501412","Np2_500914","Np2_502394","Np2_500154","Np2_500551","Np2_503430","Np2_503389","Np2_501985","Np2_501511","Np2_500442","Np2_502199","Np2_502097","Np2_503777","Np2_500687","Np2_501241","Np2_501707","Np2_500236","Np2_502895","Np2_502629","Np2_501415","Np2_503097","Np2_502730","Np2_503316","Np2_503541","Np2_500418","Np2_503422","Np2_500795","Np2_504714","Np2_502583","Np2_501807","Np2_500531","Np2_500863","Np2_503978","Np2_501981","Np2_504442","Np2_502949","Np2_501294","Np2_504638","Np2_502621","Np2_501183","Np2_504898","Np2_503342","Np2_502459","Np2_504982","Np2_503591","Np2_504296","Np2_501699","Np2_503329","Np2_503091","Np2_502389","Np2_503368","Np2_502668","Np2_504880","Np2_504877","Np2_500257","Np2_503414","Np2_500500","Np2_501902","Np2_500757","Np2_501113","Np2_500228","Np2_503646","Np2_502841","Np2_501888","Np2_503730","Np2_500842","Np2_504418","Np2_501904","Np2_504273","Np2_503043","Np2_504343","Np2_503966","Np2_500291","Np2_501268","Np2_501046","Np2_501638","Np2_500635","Np2_503810","Np2_503254","Np2_502659","Np2_503113","Np2_502027","Np2_501782","Np2_502382","Np2_500283","Np2_500705","Np2_503393","Np2_501351","Np2_503171","Np2_501246","Np2_503434","Np2_504414","Np2_500993","Np2_502991","Np2_504506","Np2_503193","Np2_501050","Np2_504011"
"Np2_504549",0.97707445,-0.01553802,0.02181462,-0.01263633,-0.02119693,-0.0202054,-0.00174578,-0.00660325,-0.00463229,-0.01968222,0.00960251,-0.00638578,-0.01272755,-0.01075963,-0.01203712,0.01367068,-0.00454713,-0.00973157,-0.00691959,-0.02077111,-0.00870047,-0.01933549,-0.01119611,-0.02691974,-0.0019435,-0.00238453,0.01803539,-0.00632342,-0.01664669,-0.00127586,-0.01054826,-0.0082579,-0.00575616,-0.00317079,-0.00891945,-0.01616154,-0.00907609,-0.02366523,-0.01110182,-0.02558453,-0.01422099,-0.01126149,-0.01298154,-0.02878281,-0.01160369,0.02210202,-0.0105817,-0.0156658,0.00142054,-0.01151548,-0.00815905,-0.01223786,-0.00487409,-0.01394271,-0.01619198,0.00260373,-0.02208819,-0.02075137,-0.01499203,-0.01776755,-0.02350402,-0.02445756,-0.01546351,0.01453753,-0.01401569,-0.0214616,-0.00769977,-0.00482087,-0.0178679,-0.00630214,-0.02303259,-0.01297848,-0.01612659,-0.01551674,-0.0067599,-0.02141745,-0.01240059,-0.0130515,0.00869153,-0.00693936,-0.0094563,-0.00938481,-0.01820098,-0.01299371,-0.01209338,-0.02649088,0.01785443,-0.02812276,-0.01516542,-0.00492277,-0.00373045,-0.00500944,-0.01728392,0.01282359,-0.00839782,-0.01783446,-0.00832025,-0.01130561,0.01245554,0.00379148
"Np2_501681",-0.01553802,0.99795191,0.01088456,-0.02782472,-0.02041678,-0.01471073,0.00146768,0.01197041,-0.02483934,0.00573508,-0.01060454,0.00351926,-0.01012242,-0.00632952,-0.01779644,-0.00881758,-0.00848148,-0.02704907,-0.02423709,-0.02014305,-0.04305114,-0.00517218,-0.01649922,-0.02659586,-0.02017348,-0.00266893,0.00208665,0.00312537,-0.01966857,-0.0312161,0.02612316,0.02643638,0.00871131,-0.02383406,-0.01650377,-0.01948758,-0.0060147,0.0031208,-0.00804044,-0.02571687,-0.00918256,-0.02173534,-0.02847406,-0.00944873,-0.01629846,-0.00966313,-0.00752032,0.00594953,0.02105879,-0.01377695,-0.01878496,-0.01039313,-0.00409392,-0.00023563,-0.01586807,-0.02155742,-0.0109665,-0.00719638,-0.0148202,-0.01181663,-0.02546134,-0.0189629,0.0020456,-0.01129649,0.00121219,-0.01170865,0.005399,0.00736539,-0.01404612,-0.02255507,-0.01890665,-0.00717965,0.01735107,-0.01519283,-0.00795679,-0.02139771,0.00206689,-0.02124413,-0.02003204,-0.00783209,0.00136123,-0.00845256,-0.00951259,-0.00871568,-0.01450694,-0.01567338,-0.02394816,-0.01106991,-0.00875826,-0.02558605,-0.00218987,-0.0323643,-0.0137663,-0.01818123,0.01245709,-0.00169408,-0.00404222,0.01639295,-0.01109726,-0.01383016
"Np2_501412",0.02181462,0.01088456,0.99205341,-0.01723832,-0.01728239,-0.0175075,-0.01273517,-0.01591975,-0.02109662,-0.01348645,-0.00838263,-0.02558755,-0.00850883,-0.01079918,-0.01238083,-0.00781232,-0.02846345,0.00467659,-0.03342127,-0.01670448,-0.02136278,-0.01770216,-0.02659589,-0.01281578,-0.00837045,-0.01641556,-0.00679336,0.00063276,0.00612593,-0.01926098,-0.01286904,-0.01377237,-0.02206838,-0.01537683,-0.01032773,-0.01011785,0.00411542,0.0167488,-0.00703518,-0.00159523,-0.01684594,-0.00506572,0.00020997,-0.00646641,-0.01803066,-0.01352447,-0.01457537,-0.01129499,-0.02538529,-0.01642163,-0.00515697,-0.01151701,-0.00886775,0.00381127,-0.02368352,0.00013089,-0.01361119,0.03943326,0.0115826,-0.01948001,0.01630169,-0.01476394,0.031338,-0.01150788,-0.01572814,-0.01633039,-0.01579963,-0.00410001,0.0026235,-0.00892706,-0.01379519,-0.0125618,-0.00886624,-0.01844585,-0.00938483,-0.01765499,-0.03038574,-0.011114,0.03693911,-0.00028733,-0.01132083,-0.02204708,-0.01839263,-0.03341217,-0.02247447,-0.01284314,-0.00484521,-0.02436029,-0.00410305,0.00735627,-0.01958643,-0.01645508,-0.0106319,-0.00105534,-0.00433117,-0.03551545,-0.02372001,0.01329201,-0.01343778,-0.01890815
"Np2_500914",-0.01263633,-0.02782472,-0.01723832,1.00482081,0.00955536,-0.00298829,-0.01099081,-0.00733173,-0.00049416,-0.01508788,-0.01545899,-0.01532665,-0.01208731,-0.00875065,-0.01641556,-0.00044093,-0.01318384,0.00246686,-0.00780016,-0.00188114,-0.01627263,-0.01443698,0.00495644,0.00474504,-0.00540943,-0.02714188,-0.00155112,-0.01587262,-0.01250859,-0.00869591,-0.01294966,-0.00427186,-0.00116179,-0.01028668,-0.02029364,-0.00335481,-0.01725656,-0.01891881,-0.00118461,-0.01505901,-0.02863681,-0.01168582,0.00514805,-0.01004489,-0.01917584,-0.01482174,-0.01115811,-0.01943594,-0.01375565,-0.00235868,-0.00052306,-0.01692047,-0.01244622,-0.00752337,-0.0068831,0.01434594,0.00683921,-0.01767784,-0.01526429,-0.02716471,-0.02499294,-0.0022218,0.00950976,-0.0082427,-0.02326074,-0.02690463,-0.02409265,-0.02258244,-0.01570686,0.00087761,-0.02193613,-0.02830678,-0.00955518,-0.02445764,-0.00946544,-0.00070252,-0.01738737,-0.00450303,-0.0191074,-0.00690744,-0.0223513,-0.00904872,-0.01284623,-0.02254293,0.00405915,-0.00927381,0.00465532,0.00430248,-0.00844193,-0.01355947,-0.01236715,-0.0010234,-0.02029364,-0.0040255,0.02676491,-0.01050264,-0.00783209,0.00454277,-0.00910804,-0.01275343
"Np2_502394",-0.02119693,-0.02041678,-0.01728239,0.00955536,0.97050975,-0.01124477,-0.01681397,-0.01847773,-0.0235025,-0.01741317,-0.0037928,-0.01354574,-0.01486884,-0.01046763,0.02064814,-0.02466593,-0.0053197,-0.00715835,-0.00297765,-0.00344605,-0.00460644,-0.00353122,-0.01957275,-0.010203,-0.01731584,-0.00756745,-0.00630974,-0.01409172,-0.00160283,-0.01284618,-0.02363942,0.00648179,-0.01747855,-0.00804954,-0.02003354,0.01196127,-0.01866935,-0.0115109,-0.00837652,0.00466748,-0.0210768,-0.00838412,-0.01573115,-0.01860551,-0.03321136,0.01555036,-0.01652503,-0.00822597,-0.00665192,-0.01487342,-0.01166907,-0.00890423,-0.00823204,-0.03950451,-0.00920841,-0.01200822,-0.01586501,-0.02045937,0.0318367,0.00609703,-0.01347883,-0.01275949,-0.02231933,-0.02349489,-0.01463617,-0.01021975,-0.01774929,-0.01608701,-0.0134697,-0.02091407,-0.00479501,-0.00097626,-0.01112007,-0.0035145,-0.00449085,0.01826349,-0.01347732,0.01142139,-0.01109116,-0.01120979,-0.00156025,-0.01548021,-0.00741538,-0.01331004,-0.0229033,0.00649852,-0.00238453,-0.00988517,0.01098034,-0.02044718,-0.02199232,-0.00365288,-0.00649832,-0.02505679,-0.0033913,0.02108615,0.01128603,0.00297785,-0.02907472,-0.03059098
"Np2_500154",-0.0202054,-0.01471073,-0.0175075,-0.00298829,-0.01124477,0.99622099,0.00592519,-0.01611746,-0.00912781,-0.00121351,0.00754031,-0.01377085,-0.00277538,-0.00932399,-0.02489711,-0.02002445,-0.01482176,0.00341432,-0.0181067,-0.02131255,-0.0256667,0.00643314,-0.01158546,-0.00616983,-0.00719943,-0.00627174,0.00030883,-0.00230241,-0.01764437,-0.00227352,-0.00972095,-0.01184095,-0.00340803,-0.03869087,-0.01250251,-0.01061973,-0.01433203,-0.01112768,-0.01316406,-0.00726787,-0.0165874,-0.00526342,-0.02082285,-0.00970574,-0.00834308,-0.02375953,-0.00534404,-0.01468642,-0.01706645,-0.00277995,-0.00383387,-0.0126272,-0.02990056,0.00924057,-0.01810215,0.00479979,-0.01000686,-0.00547635,-0.00351906,-0.01617984,-0.02085175,-0.01420123,-0.012355,0.00411086,-0.0147092,-0.01865725,-0.01995146,-0.01570379,-0.00426578,-0.00121655,-0.0263115,-0.01640946,0.00173383,-0.01544984,-0.02691979,-0.02454426,-0.00640252,-0.01769912,-0.00888296,-0.00595997,-0.0077165,0.01881709,-0.01661328,0.01992276,-0.00594324,-0.0159304,-0.00063256,-0.02151638,-0.00141121,-0.01078702,-0.00259896,-0.00494254,-0.02375652,-0.00520717,0.00657306,-0.02111336,-0.00110553,-0.01351993,0.00035597,0.00507505
"Np2_500551",-0.00174578,0.00146768,-0.01273517,-0.01099081,-0.01681397,0.00592519,0.98006172,-0.02290329,-0.00876585,-0.02564076,-0.00897877,-0.00899854,-0.00393423,-0.00257463,0.00314362,-0.01586045,-0.01795765,-0.02010045,0.0046112,0.00779273,-0.00690287,-0.0094776,-0.02019629,-0.01964724,-0.0170269,-0.01108054,-0.00708536,-0.01608399,-0.01287204,-0.01666343,0.01299698,-0.01436852,-0.02190411,-0.00106903,-0.03008612,-0.02668251,-0.01062427,-0.0077241,-0.00900006,-0.01648703,-0.0124234,-0.0062702,-0.01681093,0.01240385,-0.01801848,-0.0125998,-0.00300503,-0.0252743,-0.00757962,-0.01123869,-0.02172162,-0.00466118,-0.0070306,0.03135014,-0.00998404,0.00500966,-0.02059476,-0.02169123,-0.00270085,-0.01840326,-0.01395029,-0.00441024,-0.01320968,-0.01301652,-0.01434723,-0.01586197,-0.00286055,-0.01701472,-0.0209369,0.00614113,-0.00800393,-0.03262431,-0.00505203,-0.01752118,-0.01743295,-0.02357396,-0.00558432,-0.01490385,-0.0060877,-0.01700409,-0.01708774,0.04199115,-0.00362856,0.01526601,-0.01531446,-0.00340195,-0.01821619,-0.02282729,-0.01184701,-0.01635622,-0.00421406,-0.00914301,-0.01715922,0.00549632,-0.00386276,-0.01056194,-0.00926011,0.00433137,-0.02087758,-0.00460035
"Np2_503430",-0.00660325,0.01197041,-0.01591975,-0.00733173,-0.01847773,-0.01611746,-0.02290329,0.97779845,-0.00541094,-0.00951104,-0.0191591,-0.01537681,-0.01168123,0.00032404,0.00360898,-0.01813254,-0.00456538,-0.01811427,-0.03324787,0.0281807,0.00238321,-0.0115976,0.05326808,-0.02602552,-0.02081979,-0.0095506,0.00067991,-0.02824134,-0.00358597,-0.02441043,-0.01360815,-0.01131777,-0.00775146,-0.01124933,-0.011371,-0.01663604,0.01386989,-0.00847538,-0.02176575,-0.01495709,-0.01165387,0.00286378,-0.00265827,-0.00568469,-0.0087324,-0.00331374,-0.01774777,-0.00123632,-0.01578287,-0.02126692,-0.00589608,-0.01560189,0.00773037,-0.01000685,0.01527058,-0.02463704,-0.01404613,-0.01620719,-0.01577069,-0.021892,-0.00679335,-0.01808841,-0.01213598,-0.00768455,-0.01068816,-0.0185903,-0.0071097,0.00230869,-0.02092776,-0.01225155,-0.01727175,-0.00584893,0.00529861,0.02385404,-0.01955295,-0.02645436,-0.02473742,-0.00835524,-0.02402414,-0.00148269,0.01044808,-0.00560104,-0.00149029,-0.0127078,-0.01895529,-0.0251404,-0.00999467,-0.01323705,-0.01138164,-0.01132841,-0.02701709,-0.01278382,-0.01517303,-0.02460664,-0.019518,-0.00492581,-0.00331983,-0.00037402,-0.02010805,0.00909606
"Np2_503389",-0.00463229,-0.02483934,-0.02109662,-0.00049416,-0.0235025,-0.00912781,-0.00876585,-0.00541094,0.99482166,-0.01940241,-0.0257047,0.0063647,-0.00773322,-0.00485281,-0.01206146,-0.02057194,-0.00365898,-0.01188504,-0.01546048,-0.01638512,0.00176881,-0.01753487,-0.00726635,-0.01705884,-0.00972397,0.00869308,0.05329395,-0.01668928,0.00249119,-0.0076876,-0.00753098,0.02745684,0.00410477,-0.02433441,-0.02293528,-0.02287746,-0.00180054,0.00611833,-0.02283644,0.00450324,-0.01226829,-0.01463163,-0.0063143,-0.01724898,-0.01451758,-0.00453648,-0.01075813,-0.02587962,-0.01852643,0.00260373,-0.00529384,-0.02229956,-0.00200889,-0.02157113,-0.00846019,-0.00882669,-0.01572513,-0.00936963,-0.01456014,-0.01246905,-0.00816818,-0.01657371,-0.01198999,-0.00601776,0.01242211,-0.0146423,-0.03783623,0.00123804,-0.0069424,-0.01073683,-0.01727786,-0.00053218,-0.01767176,-0.02557846,-0.03066098,-0.00897116,-0.00041051,0.00334893,-0.01490538,-0.0110699,-0.02484086,-0.00058845,-0.00621091,-0.00358902,-0.01424687,-0.02164864,-0.00802372,0.0002921,-0.0011983,-0.02137187,-0.00755681,-0.02784596,-0.00544593,-0.02400443,0.00039856,-0.02120461,-0.01245079,-0.00661544,-0.00962055,-0.00109944
"Np2_501985",-0.01968222,0.00573508,-0.01348645,-0.01508788,-0.01741317,-0.00121351,-0.02564076,-0.00951104,-0.01940241,0.98312201,-0.00425513,-0.01294352,-0.00818337,-0.00013221,-0.0173782,0.02064817,0.0142927,0.02507676,-0.0177356,-0.00071468,-0.00126673,-0.03623475,-0.019883,-0.03271708,0.01126932,0.00124716,-0.02258851,-0.01546654,-0.00586719,-0.01315643,-0.01953933,-0.0143594,-0.02630534,-0.01718049,-0.00194198,-0.00522996,-0.00802978,-0.02870216,-0.00990343,-0.00172602,-0.00039988,-0.01903588,-0.01193522,0.02047329,-0.00903656,-0.01076571,0.00932268,-0.01051329,-0.00893923,-0.01229414,0.01052867,-0.02639966,-0.01614634,-0.0226296,-0.00723744,-0.00471442,-0.00461709,-0.00632191,-0.01577069,-0.02919191,-0.0032955,-0.0069865,-0.01897964,-0.02198019,-0.0079507,-0.01357163,-0.00832635,-0.00088501,-0.02047153,0.02607288,0.00827788,-0.01999247,-0.01949063,-0.00595387,-0.01179683,-0.01885033,-0.01637296,0.01278405,-0.02904283,-0.01486583,-0.01145161,-0.01001138,-0.00863812,-0.00616832,-0.00846169,-0.02027382,-0.02094453,-0.01095583,-0.02567726,-0.00402853,-0.0101361,-0.02388575,-0.0081773,0.01143662,-0.01297851,0.00267825,-0.0156384,-0.00889057,-0.0213247,-0.00443914
