"","Np2_503743","Np2_503776","Np2_500070","Np2_503211","Np2_500364","Np2_500237","Np2_500988","Np2_503273","Np2_504386","Np2_500222","Np2_503725","Np2_503529","Np2_503950","Np2_503560","Np2_502181","Np2_503965","Np2_503522","Np2_504620","Np2_501956","Np2_500857","Np2_502712","Np2_504131","Np2_504628","Np2_501439","Np2_501016","Np2_501451","Np2_502846","Np2_502358","Np2_504421","Np2_502938","Np2_500330","Np2_500795","Np2_501505","Np2_501469","Np2_500920","Np2_502351","Np2_504316","Np2_502744","Np2_503289","Np2_502669","Np2_504468","Np2_502524","Np2_502778","Np2_500880","Np2_503517","Np2_502059","Np2_503520","Np2_503718","Np2_501083","Np2_501582","Np2_500003","Np2_502283","Np2_500469","Np2_501160","Np2_502195","Np2_502118","Np2_501370","Np2_501622","Np2_502703","Np2_503014","Np2_500176","Np2_504949","Np2_504339","Np2_501067","Np2_503186","Np2_502872","Np2_503469","Np2_501601","Np2_502466","Np2_501253","Np2_504090","Np2_501585","Np2_501284","Np2_501741","Np2_500754","Np2_501850","Np2_501260","Np2_504871","Np2_503828","Np2_504827","Np2_500055","Np2_500636","Np2_502344","Np2_503650","Np2_503608","Np2_502645","Np2_500714","Np2_504305","Np2_504565","Np2_504427","Np2_502794","Np2_501374","Np2_504604","Np2_503872","Np2_501874","Np2_504622","Np2_500778","Np2_500086","Np2_503137","Np2_501285"
"Np2_503743",1.00718061,-0.01053166,-0.00374366,0.00933403,-0.01523379,0.00249285,0.00053302,-0.01305361,-0.00607874,-0.00935425,-0.0184454,-0.01930837,0.0002079,-0.01802156,-0.01312198,-0.00719386,0.00059379,-0.01937974,-0.00664087,-0.00578098,-0.01511065,-0.00653451,-0.01473843,-0.01155258,-0.00616534,-0.00755091,-0.00837128,-0.02050402,-0.02768395,-0.02421705,-0.02312161,-0.02472293,-0.00386065,-0.01335443,-0.015059,-0.01586878,0.00169676,-0.01123505,-0.00356134,-0.00861133,-0.02798323,0.00482034,0.00409261,-0.01858517,0.01594275,-0.0073139,-0.03114478,-0.0157032,0.0188217,0.00607066,-0.02362458,0.00356999,-0.03167198,-0.00188866,-0.00860069,-0.02270844,-0.0089805,-0.0075585,-0.00647526,-0.01659951,-0.00733516,-0.00342766,-0.01503925,-0.01502102,-0.00912635,-0.01485084,0.00190185,-0.02391319,-0.0140411,-0.00876932,0.00174538,0.00592178,-0.01596751,-0.01887689,-0.01262669,-0.01650383,-0.01848946,-0.00594353,-0.01556793,-0.00488309,-0.00666213,-0.00686419,-0.0166466,-0.02005278,-0.02939312,0.01321416,-0.01562724,-0.00779247,-0.00657857,-0.01354432,4.078e-05,-0.00748556,-0.01056508,-0.00826797,-0.01090538,-0.02113902,-0.0008495,-0.00726832,-0.00017343,-0.01669067
"Np2_503776",-0.01053166,0.99782371,-0.01191567,-0.0146382,-0.00563059,-0.01008499,-0.00657553,-0.00983127,-0.01698539,-0.01479162,-0.0141596,-0.01061674,-0.01373726,-0.02345893,-0.02600366,-0.02205055,-0.01973219,-0.01068813,-0.02529567,-0.01456071,-0.01538259,-0.01181996,-0.02625277,-0.01015335,-0.01752779,-0.02742116,-0.02489913,-0.01150854,-0.02157505,-0.03345254,0.00197782,-0.02469101,-0.01628658,-0.01089171,-0.00150581,-0.01082335,-0.01999655,0.31558626,-0.00292174,-0.00462938,0.00699133,-0.00897291,-0.01653723,-0.00336081,-0.00909293,-0.01624555,-0.02214932,-0.02767334,-0.02034293,-0.00149365,-0.00748861,0.00709615,-0.00171091,-0.02601276,-0.02847092,-0.01994188,-0.0133544,-0.00220922,-0.02300313,-0.02583499,-0.00487246,0.0049601,-0.00194184,-0.03944896,-0.02109649,0.00052542,-0.01812026,-0.00808111,-0.00565334,-0.00417967,-0.0260249,-0.01425226,-0.02368374,-0.03768363,-0.00818897,-0.01556037,-0.02210373,-0.01609056,-0.00733211,-0.02095519,-0.00814946,-0.01382081,-0.00947424,-0.01971701,-0.02662656,-0.00863106,0.00050871,-0.01566064,0.01684969,-0.0147278,-0.01420821,-0.00365554,-0.01782555,-0.00550142,-0.00358109,-0.00758583,0.00176512,-0.00419792,-0.00804161,-0.01574721
"Np2_500070",-0.00374366,-0.01191567,0.98587459,-0.0276004,-0.00476765,-0.02350294,-0.00434528,-0.00456253,0.00499504,-0.0183345,-0.01679092,-0.01279229,-0.00072036,-0.01059394,-0.00584629,-0.01419908,-0.00929801,-0.02714456,0.0036733,-0.00503806,-0.00783497,-0.02052824,-0.01384358,-0.00913849,-0.02289375,-0.01941774,-0.00641297,-0.00912635,-0.00886199,0.0099493,-0.02101135,-0.01790301,0.00417465,-0.01580191,-0.01431607,-0.01193543,-0.01047391,-0.02416532,-0.01026271,-0.01637617,0.01150044,-0.00248876,-0.01628198,-0.01541145,-0.00564727,-0.02085189,-0.00670163,-0.01176984,-0.01613765,0.01608094,-0.01072764,-0.00981607,-0.01983854,-0.02256709,0.00201731,0.00568478,-0.00687026,0.01232692,0.00307927,-0.0234528,0.01118292,-0.01043288,-0.01748673,-0.0068338,-0.01157385,-0.00651171,-0.01619386,-0.00752202,-0.02651558,-0.00589946,-0.01057721,-0.03162024,-0.01993423,-0.01403199,-0.00671833,-0.01363395,-0.01607535,-0.01932957,0.00219051,0.00938109,-0.00789423,0.0005634,-0.00101509,0.00150381,-0.02667515,-0.01035084,-0.02749407,-0.00507452,0.01604144,-0.00383784,-0.01547221,-0.01570618,0.00081255,-0.011627,-0.01320094,-0.01629412,-0.01226052,-0.01017158,-0.01386334,-0.00440149
"Np2_503211",0.00933403,-0.0146382,-0.0276004,1.01963115,-0.00551513,-0.02106005,-0.01937368,-0.01609667,-0.01686996,-0.00859919,-0.00477675,-0.0214399,-0.0189392,-0.02060886,0.01513148,-0.01676969,-0.01840137,0.00127745,-0.01165895,0.01502818,0.00235612,-0.02340271,-0.01109681,-0.01246869,-0.02090663,-0.01332862,-0.00579312,-0.03357416,-0.0305751,-0.03166595,-0.00854143,-0.00391382,-0.01267686,-0.02323411,-0.01172123,0.00068646,0.01019999,-0.01503774,-0.0110102,-0.02502377,-0.01765693,-0.03270968,-0.00928133,0.0087567,-0.01596603,-0.00063376,0.0072876,-0.00780767,-0.01734093,-0.00836672,0.00265389,-0.01557708,-0.00098775,-0.01131256,0.01068919,-0.01739565,-0.02250636,-0.01348813,-0.02197616,-0.00809631,0.00678928,-0.02986713,0.00014865,-0.01669677,0.00803659,-0.01759006,-0.00114119,-0.0246774,-0.02452846,-0.02229519,-0.00661504,0.00059987,-0.00214693,0.00481882,-0.01399858,-0.00420249,-0.00588428,0.00833283,-0.01997832,-0.00853385,-0.00879364,-0.01644002,-0.00859916,-0.01261303,-0.00372239,-0.01140219,-0.0053009,-0.01068361,-0.01843326,-0.00580072,-0.02366402,0.00329653,-0.00221378,-0.02665542,-0.01015033,0.0016451,-0.00070213,-0.0080325,-0.01278774,0.01961476
"Np2_500364",-0.01523379,-0.00563059,-0.00476765,-0.00551513,1.0618086,-0.00536775,-0.01188534,-0.03717027,-0.00072188,-0.00354162,-0.01232896,-0.01759777,-0.0147932,-0.01813405,0.00909857,-0.01459872,-0.02200357,0.00800622,-0.01298225,0.00094322,-0.01841356,0.00292432,-0.01515476,-0.00027067,0.0008627,-0.00158634,0.0038222,-0.01848957,-0.01032508,-0.02797578,-0.0078897,-0.00721213,-0.02205222,-0.02045547,-0.02033694,-0.00732152,-0.01178508,-0.02866699,-0.0159797,-0.02315668,-0.01016859,0.01063302,-0.00543916,-0.01657071,0.00398021,-0.02216311,-0.00907625,0.01487326,-0.02094312,-0.01698242,-0.03376417,-0.01492537,-0.01993435,-0.01673785,-0.02025948,-0.01142655,-0.02702012,-0.01876149,-0.01995713,-0.01154655,-0.02795753,0.00755045,-0.00679585,-0.00662569,0.02327319,-0.00949403,-0.02996292,-0.02964695,-0.00063224,-0.0017413,-0.0077864,-0.02898147,0.006253,0.01245916,-0.00225633,-0.02603569,-0.00447291,0.0155174,-0.00808416,-0.02824009,-0.02774025,-0.00287466,-0.02329186,-0.00542853,-0.01735163,0.02586349,0.00127593,-0.02157821,-0.01094492,-0.00925096,0.00463803,-0.0153462,-0.02009691,0.01744683,-0.01420828,-0.00818597,-0.00962165,-0.02713104,-0.01654185,-0.01315695
"Np2_500237",0.00249285,-0.01008499,-0.02350294,-0.02106005,-0.00536775,0.99242351,-0.01284544,0.00091435,-0.0194572,-0.01908653,-0.02422762,-0.0103539,-0.02152644,-0.00314204,-0.02209463,-0.00583566,-0.03450988,-0.01741381,-0.00877691,-0.02888263,0.00599774,-0.01307637,-0.01505138,-0.01095398,0.01342383,-0.00680039,-0.01612853,-0.02552663,-0.01310828,-0.01814915,-0.02009222,-0.0109069,-0.01496027,-0.00743847,-0.01886621,-0.01056051,-0.01730292,-0.00607873,-0.02256099,-0.01044353,-0.01477489,-0.02830835,0.00119693,-0.01783465,-0.00214541,0.01926381,-0.00988445,-0.01495267,0.22208743,-0.01976559,-0.0171009,-0.02150666,-0.00190385,-0.01921717,-0.0160541,-0.01436167,-0.00959731,-0.02032926,-0.02623456,-0.00870855,-0.00719234,-0.01832537,-0.01793491,-0.0217148,-0.00397003,-0.02063307,-0.0263652,0.00479147,-0.00326357,-0.01910929,-0.02363512,-0.0106471,0.01607944,-0.00809934,-0.01126847,-0.00253586,-0.01682739,-0.01992968,-0.00676542,-0.01203266,-0.01958481,-0.01902726,0.00309446,-0.00730021,-0.00235963,-0.01216634,-0.01852291,-0.00567462,0.00252779,-0.00656489,-0.01121073,-0.01706591,-0.01741078,-0.01496175,-0.00620483,-0.01932501,-0.01498757,0.00062265,-0.0085384,-0.01016702
"Np2_500988",0.00053302,-0.00657553,-0.00434528,-0.01937368,-0.01188534,-0.01284544,0.98576823,-0.01228789,-0.02627859,-0.01922325,-0.01312195,-0.02340423,-0.0008495,-0.02181357,0.00952087,-0.00977049,-0.01687144,-0.01284088,-0.00131742,-0.02825973,-0.0097872,-0.01488426,0.0255276,0.00516519,-0.01208432,0.00354568,-0.01626525,-0.0050016,-0.00428147,-0.02269169,-0.02220395,-0.0096763,-0.02573172,-0.01699452,-0.02204142,-0.00249332,-0.01364154,-0.01092511,-0.01798806,0.00324487,-0.00442883,0.01485343,-0.00334562,-0.00976746,-0.00304177,-0.00381354,-0.0101731,-0.01706441,0.0010526,-0.02886585,-0.01009715,-0.02923961,-0.00933296,-0.00568069,0.00021701,-0.01297916,-0.00927826,-0.02669489,-0.01163461,-0.02282231,-0.0304216,-0.00068693,-0.00470229,-0.00225328,-0.02294538,-0.0139332,-0.00219403,-0.03302255,-0.00856573,-0.01210557,-0.01344099,-0.00470685,-0.01520179,-0.00808414,0.06394927,-0.01026882,-0.02395263,-0.00684898,-0.0084214,-0.02386755,-0.01789844,-0.0012369,-0.01117123,-0.00743694,0.01375957,-0.0156454,-0.00331524,-0.00915369,0.01591231,-0.02584409,-0.01043591,-0.01750648,-0.0131417,-0.00370415,-0.02138207,0.00044034,-0.01436466,0.00230901,-0.00837127,-0.0188115
"Np2_503273",-0.01305361,-0.00983127,-0.00456253,-0.01609667,-0.03717027,0.00091435,-0.01228789,0.9990089,-0.01889964,-0.02779638,0.00291671,0.00524421,-0.00273792,0.00258097,-0.02639867,-0.00846851,-0.01298674,-0.00044842,-0.00381354,-0.01480378,-0.00073708,-0.02178621,-0.00948032,0.02424235,0.00456206,-0.00214086,-0.01739407,0.05342412,0.02193615,-0.00756456,-0.0066211,-0.01885711,-0.01470656,-0.01873103,-0.03198186,-0.01106643,-0.01006068,-0.01114238,-0.02504192,-0.00715133,-0.01892699,-0.02623156,-0.01571683,-0.01378283,0.00433722,-0.01876751,-0.01737888,-0.01758553,-0.00524163,-0.00052134,-0.0107702,-0.01669523,-0.01790607,-0.01577305,-0.02035814,0.004123,-0.0224091,-0.01992364,0.00303674,-0.01225295,-0.00253282,-0.01214661,-0.01114846,-0.01249754,-0.01176832,-0.00518693,-0.0174518,-0.02260511,-0.01379649,-0.01870366,-0.01441788,-0.01905308,-0.01101324,0.06902827,-0.0292457,-0.02674203,-0.01824485,0.03364953,-0.01258869,0.09867017,-0.00702522,-0.02393899,-0.0320502,-0.00507148,-0.01106947,-0.01434342,-0.01219221,-0.03778089,-0.02319757,-0.00783042,-0.0194648,-0.02699114,-0.02049942,-0.01136571,-0.01932048,-0.02697139,-0.01412616,-0.00869488,-0.01041163,-0.02738462
"Np2_504386",-0.00607874,-0.01698539,0.00499504,-0.01686996,-0.00072188,-0.0194572,-0.02627859,-0.01889964,0.98712968,-0.01839071,-0.02140486,-0.00555612,-0.02189408,-0.02128487,0.00321297,-0.01592646,-0.00616381,-0.0199084,-0.01871581,0.00599623,-0.01275277,-0.00539203,0.00949655,-0.00311773,-0.02507691,-0.02874136,-0.01087498,-0.00584023,0.00445115,-0.01031288,-0.01909255,-0.02616314,0.00259919,-0.01585812,-0.00540875,-0.00895315,-0.0234437,-0.02133496,-0.00530543,-0.01233042,-0.00754632,0.00216468,0.00234851,0.00063633,-0.01178046,-0.02349082,-0.0146579,-0.01820689,-0.02379008,-0.01846208,-0.00804922,-0.02263394,-0.0115389,0.00122883,-0.00517935,-0.00318306,0.01525449,0.02731124,-0.00199045,-0.03110524,0.00839207,-0.01216027,0.01633618,-0.01311891,-0.01968205,-0.02327959,-0.01609814,-0.0166937,0.03434983,-0.02509814,-0.01260844,0.00341806,0.02695419,-0.02548255,0.00203707,-0.01201899,-0.02251238,-0.01361267,-0.01093119,-0.02394655,-0.00916584,-0.01954684,0.01032301,0.00418224,-0.02050245,-0.00053198,-0.02587911,-0.03278101,-0.03263053,-0.00556523,0.00786792,-0.01302775,0.02688735,-0.0153294,-0.01401677,-0.01817343,0.00074875,-0.01493744,-0.011033,-0.01706742
"Np2_500222",-0.00935425,-0.01479162,-0.0183345,-0.00859919,-0.00354162,-0.01908653,-0.01922325,-0.02779638,-0.01839071,1.00883987,-0.01905918,-0.01126244,-0.00146935,-0.02136999,-0.00492412,-0.02315202,-0.02189714,-0.01194151,-0.0039123,-0.01748527,0.00827965,0.0057653,-0.01155409,-0.00882402,-0.00829837,-0.02806686,-0.01764475,-0.03251217,-0.01113024,-0.01252493,-0.01401223,-0.01014425,-0.01875537,0.00122427,-0.01977475,-0.01450753,-0.01699606,-0.01671042,-0.03030612,-0.0320138,-0.01553149,-0.03179961,-0.0016866,-0.00871615,-0.02599457,0.00468209,-0.00106979,-0.0170766,-0.02585021,-0.0279665,-0.01831328,-0.02013633,-0.01238362,-0.02908926,-0.01681071,-0.00569894,-0.01795012,-0.01424926,-0.01514105,-0.02815187,-0.02481259,-0.01133382,0.0259743,0.02933489,0.00697159,-0.00498184,-0.02347563,-0.0099422,-0.02437804,-0.0093831,-0.0081358,0.40927533,0.00757473,-0.01797143,-0.02964831,-0.01119254,-0.02350905,-0.01187467,-0.02392986,-0.02068933,-0.01487214,-0.02130311,-0.02652776,-0.01899538,-0.00114119,-0.03130581,-0.0008966,-0.01159666,-0.00992699,-0.00580224,-0.02032319,-0.01994946,-0.01254618,-0.00705865,-0.01865962,-0.02463936,-0.0066287,-0.02170723,-0.03360294,-0.01745638
