"","Np2_502424","Np2_503282","Np2_503556","Np2_500827","Np2_500608","Np2_503042","Np2_503449","Np2_501203","Np2_501046","Np2_501801","Np2_502637","Np2_504634","Np2_504133","Np2_501800","Np2_502971","Np2_501423","Np2_500215","Np2_504352","Np2_502325","Np2_502024","Np2_504122","Np2_504528","Np2_500428","Np2_503657","Np2_503137","Np2_502693","Np2_503801","Np2_500993","Np2_504121","Np2_502390","Np2_502231","Np2_504835","Np2_503491","Np2_501286","Np2_502592","Np2_500292","Np2_500925","Np2_501200","Np2_500595","Np2_501771","Np2_500144","Np2_500318","Np2_501781","Np2_502829","Np2_502181","Np2_500662","Np2_502655","Np2_503761","Np2_503439","Np2_503681","Np2_503749","Np2_503155","Np2_502926","Np2_503807","Np2_500187","Np2_500493","Np2_503954","Np2_500710","Np2_504350","Np2_500071","Np2_503583","Np2_501584","Np2_502471","Np2_501132","Np2_500991","Np2_502109","Np2_502148","Np2_503538","Np2_504629","Np2_504903","Np2_501482","Np2_501960","Np2_502362","Np2_501978","Np2_502995","Np2_502726","Np2_503936","Np2_501280","Np2_501777","Np2_501180","Np2_504263","Np2_502276","Np2_500368","Np2_503958","Np2_500303","Np2_504837","Np2_503676","Np2_500246","Np2_504953","Np2_500131","Np2_504323","Np2_504635","Np2_501277","Np2_500473","Np2_504456","Np2_503518","Np2_502080","Np2_504513","Np2_502900","Np2_500437"
"Np2_502424",0.99657738,-0.0051285,-0.01536409,-0.00853127,-0.03638059,-0.00585159,0.00630714,-0.02072036,-0.01358828,0.00567369,-0.00899611,-0.02721289,-0.0098407,0.01080061,-0.01046658,-0.01264494,-0.02498449,0.01423371,-0.01833698,-0.01397868,-0.01625125,0.00199295,-0.01114712,0.00538962,-0.02022818,0.00393283,-0.00276937,0.01784458,-0.01445262,-0.02264808,0.00577851,-0.01158004,0.02317506,-0.01928936,-0.01886859,0.00108606,-0.01651401,-0.01659604,-0.02363548,-0.01633026,-0.01196136,-0.01977549,-0.00598527,-0.03782375,-0.01019465,-0.00546574,-0.00636655,-0.00756361,-0.00349245,-0.04233246,-0.01995172,-0.01271479,-0.02471101,-0.01064429,-0.01155423,0.01835193,-0.00121991,-0.02501325,-0.01541421,-0.02073101,0.01445551,-0.01745285,-0.01428402,-0.01585322,0.00887136,0.01360026,-0.01676013,0.0104208,-0.01486733,-0.00811654,-0.04091652,0.01005016,-0.00537158,0.00158432,-0.00862999,-0.01290316,0.00584837,-0.00768208,-0.01767007,-0.02775372,-0.02162577,-0.01399995,0.00211447,-0.01934105,-0.00624503,-0.02802869,-0.01507394,-0.00038746,-0.01900834,0.00199903,0.00061515,-0.01876381,-0.01349715,-0.00444797,-0.01738751,-0.00205541,-0.01087975,-0.00789325,-0.01387233,-0.0098802
"Np2_503282",-0.0051285,0.97465376,-0.01812119,-0.01326319,-0.005566,-0.03564833,0.01175303,-0.01284389,-0.02606749,-0.01789486,-0.00339828,-0.00855098,-0.01335735,-0.01124889,-0.00578019,-0.01403487,-0.00146145,-0.0146516,-0.01441012,-0.00716559,-0.0105015,0.00197016,-0.00782791,-0.00952017,0.00162381,-0.01295179,-0.01464096,-0.0230415,0.0086146,-0.02175937,-0.02614497,-0.01813484,0.00173319,-0.00077937,-0.01539746,-0.01230464,-0.0055994,-0.01342873,-0.00634073,-0.00404844,0.00624485,0.05463664,-0.0167935,0.00499161,-0.02449678,-0.01490681,-0.00259163,-0.01016881,-0.01521215,-0.00711243,-0.03060804,-0.00590171,-0.03400015,-0.01932579,-0.0133999,0.00055589,-0.00671139,-0.01106049,-0.01331026,-0.01057593,-0.00577107,-0.03509695,-0.01324343,-0.00509052,-0.02411548,-0.02242476,0.08697034,-0.02788275,-0.01078858,-0.01588662,-0.03486293,0.03676315,0.01222702,-0.01940178,-0.01457719,-0.00700151,-9.883e-05,-0.0162117,-0.01693328,-0.02337112,-0.01633173,-0.01736469,-0.01158002,-0.02255387,-0.00945787,-0.01134155,0.00738568,-0.00587893,-0.02601885,-0.0308359,-0.01125647,0.0047592,0.00243044,-0.01221806,-0.00221946,-0.00587588,-0.02548568,-0.00685266,-0.02133858,-0.00595336
"Np2_503556",-0.01536409,-0.01812119,0.9923142,0.01235159,-0.021726,-0.01231225,-0.01519241,-0.0066734,-0.01351688,-0.01688925,-0.01287432,-0.01392549,-0.02055478,0.00023841,-0.01510434,-0.01545979,-0.02035582,-0.01410171,-0.00064418,-0.0049447,-0.03243404,-0.01692419,-0.01745586,-0.01641378,-0.00511787,-0.0160477,-0.01424298,-0.01352903,-0.00891253,-0.01406982,0.00660944,-0.00087507,-0.01761689,-0.0105592,-0.03520325,-0.0144891,-0.01310064,-0.00953687,-0.02052592,-0.01094205,-0.01234568,-0.00557663,-0.03325731,-0.0023577,-0.00981943,-0.00858441,-0.02558749,-0.01797388,-0.02924544,-0.0112717,-0.00347423,-0.01401057,-0.01370221,-0.01892782,-0.03305381,-0.01727507,-0.01406072,0.05131593,-0.01853287,-0.02552067,-0.01707001,0.03897657,-0.02454239,-0.01547801,-0.02022362,-0.02643213,-0.0106124,0.01565707,-0.02208753,0.02355175,0.10134078,-0.02010816,-0.03188417,-0.01794044,-0.00430516,-0.00174247,-0.00395425,-0.0173328,0.0749135,-0.02601132,-0.0059078,-0.02197968,-0.02196751,0.01612498,-0.01650337,-0.00365196,-0.00695141,-0.02477326,-0.0219751,-0.01691811,-0.00645314,-0.01170462,-0.01099522,0.0241822,-0.01989854,-0.01930152,-0.00898545,-0.00113788,-0.00088875,-0.02272102
"Np2_500827",-0.00853127,-0.01326319,0.01235159,1.0217827,-0.01276648,-0.00031454,-0.03099395,-0.02748792,-0.01124131,-0.01218317,-0.00209187,-0.01058657,-0.02587466,-0.01632268,-0.01738604,-0.0107537,-0.0063833,-0.00954753,-0.00687548,0.01115456,-0.00797985,-0.01844635,-0.02824444,0.00241982,-0.00314611,-0.01149351,-0.01394223,-0.02325425,0.01083251,-0.00860418,0.00523924,0.00261578,-0.00804973,-0.02712026,-0.01773691,-0.01570743,-0.00292584,0.00914479,-0.01961755,-0.01185656,-0.0062724,-0.01271938,-0.03310851,-0.00600656,-0.02106372,0.0107049,-0.00690585,-0.02207849,0.00766522,-0.01750302,-0.00469255,-0.01279838,-0.01355337,-0.01042404,-0.01725842,-0.00983463,0.00811487,-0.01750143,-0.00471229,-0.01838406,-0.01069292,0.00160407,-0.01421569,0.0021403,0.00301529,-0.01838407,-0.03005977,-0.00227112,-0.00522877,-0.00409858,-0.0384177,-0.02011125,-0.00970858,-0.01277863,-0.01372654,-0.01010047,-0.02005959,-0.01186717,-0.01623456,0.00664591,0.01535637,-0.0101339,-0.00161487,-0.01638646,-0.01711408,-0.0229474,-0.01637279,-0.00730689,-0.02319344,0.00191549,-0.02362186,-0.00517562,-0.00173184,-0.00665824,-0.02202834,-0.0065443,0.0090886,-0.01223025,-0.00195514,-0.01847066
"Np2_500608",-0.03638059,-0.005566,-0.021726,-0.01276648,0.99433488,-0.01707457,-0.02116999,-0.01067619,-0.02177309,-0.02028441,-0.00852214,-0.03311907,-0.00450568,-0.01363842,-0.01394223,-0.01596869,-0.01463647,0.00711225,0.008721,-0.01350472,-0.02975287,-0.02350942,-0.01052125,-0.0281639,0.00044956,-0.01716423,0.01274347,-0.01039213,-0.01716874,-0.01518635,0.00169521,-0.01308089,-0.01979678,0.01080665,0.00910072,-0.01666897,-0.01634387,-0.00153891,0.01192927,-0.00902042,0.01281794,-0.00790842,-0.00186551,-0.02139942,-0.00075811,0.00305934,-0.00285444,-0.01590033,0.00093111,0.00310644,-0.0182625,-0.00145537,0.01130949,-0.00485354,-0.01670089,-0.02370838,-0.00545512,-0.01329811,-0.01357308,-0.00886394,-0.00952776,-0.0045224,-0.00545511,-0.00702431,-0.00204781,-0.02025706,-0.01993198,-0.00885328,0.0600416,-0.02025096,-0.02388459,-0.00102091,-0.00155563,-0.00796767,-0.01195375,-0.02670856,-0.03059133,-0.00158753,0.01561609,-0.02226678,-0.02069608,-0.00365196,0.01003192,-0.00473962,-0.0309878,-0.02254176,-0.00396641,-0.00538219,-0.01640767,-0.03246593,-0.01273455,-0.01099825,-0.02563159,-0.0057969,-0.03104102,0.00267198,-0.01055771,-0.01106509,-0.01096785,-0.00621617
"Np2_503042",-0.00585159,-0.03564833,-0.01231225,-0.00031454,-0.01707457,0.99508542,-0.02466843,-0.00779449,-0.00263721,-0.01026302,-0.0065519,-0.01838855,0.00111036,-0.02458039,-0.01136436,-0.02448012,-0.00218453,-0.02798308,-0.01057597,-0.01047112,-0.0112246,-0.01774146,-0.0103739,0.0181636,0.00682515,-0.01929551,-0.01247781,-0.0307524,-0.00274202,0.00182282,-0.00818339,0.01000458,-0.02390286,-0.00970548,0.0001336,0.01613865,0.00081718,-0.02432966,-0.00751954,-0.00689825,-0.02531562,-0.01611602,-0.02769444,-0.01927726,-0.006839,-0.01866808,-0.0233666,-0.00466367,-0.00818793,-0.01679813,-0.00125333,-0.01877745,-0.0149752,-0.01214969,-0.02004742,0.01669462,0.01899758,0.02588959,-0.00841276,-0.02770513,-0.00968423,-0.01455292,-0.01639707,-0.02768839,0.061901,-0.01494483,-0.01689837,0.00921921,0.0068692,-0.0254204,-0.01826854,-0.00558271,-0.02130831,-0.00326308,0.00627069,-0.01653528,-0.01145548,-0.02969509,-0.02844188,-0.02196753,0.00406043,-0.02887328,-0.03250689,0.00831993,-0.00987715,-0.03712952,-0.02083279,-0.02179283,-0.02218473,-0.0125705,-0.0014979,-0.0035593,-0.01819264,-0.00261139,0.01710934,-0.00872569,0.00888198,-0.0083353,-0.00109838,0.00091896
"Np2_503449",0.00630714,0.01175303,-0.01519241,-0.03099395,-0.02116999,-0.02466843,0.97975256,0.00254133,-0.02070818,-0.01587753,-0.01505267,-0.01139469,0.01980113,-0.02396665,0.00307302,0.01638928,-0.03104104,-0.00412742,0.00401334,-0.02504821,-0.03187803,-0.01044377,0.03186264,-0.02846616,0.00424878,-0.01685888,-0.00791449,0.00510402,-0.02916792,-0.00166499,-0.00954447,-0.0022939,0.00071236,0.00336468,-0.02340606,-0.0007171,-0.01300036,0.00058932,0.02362769,-0.01570285,-0.01801792,-0.01945191,-0.01887768,-0.00210553,0.00212967,-0.02033296,0.01127452,-0.00055607,-0.00240935,-0.01694395,-0.01112128,-0.01755609,-0.00084166,-0.00545966,-0.01305355,-0.01368091,-0.00287116,-0.00934698,-0.00293798,-0.01752117,0.00095541,-0.02563612,0.00274946,-0.0127953,-0.01055314,-0.00460898,-0.02068997,-0.01143419,-0.01515138,-0.01964179,-0.01279377,-0.01514683,0.00406651,-0.00204173,0.00171951,-0.0128834,-0.00461353,-0.03713248,-0.00853581,-0.00692253,-0.00717471,-0.01732216,-0.00834742,-0.02205562,-0.00941534,-0.01859061,-0.00062291,-0.01388751,-0.0003039,-0.0218308,-0.02291086,-0.03575775,-0.01484456,0.00483818,-0.01129141,-0.01190967,-0.01587296,-0.01212692,-0.00883961,-0.02900088
"Np2_501203",-0.02072036,-0.01284389,-0.0066734,-0.02748792,-0.01067619,-0.00779449,0.00254133,0.98676569,-0.02403802,-0.00614326,0.0074419,-0.00561005,-0.01618893,-0.01939726,0.01402257,-0.01792981,-0.00277393,-0.00928015,0.00706366,0.01309288,-0.01819415,-0.00724156,-0.0091404,-0.04136623,-0.00105585,-0.00408642,0.00333885,-0.01250517,0.00031436,-0.00681772,-0.0092285,0.00409839,0.00376268,0.00899742,-0.00941837,-0.03290947,-0.02757138,0.00622206,-0.00142498,0.00466502,-0.00646074,-0.01123673,-0.00337093,-0.02427199,-0.00970701,-0.00087659,-0.00177741,-0.03198894,-0.02624676,-0.0330341,-0.01278012,-0.02073401,-0.02908443,0.00533796,-0.0018002,-0.00151613,-0.01182159,-0.0049295,-0.00474873,-0.03102885,-0.00495685,-0.02440872,-0.00999868,-0.00366866,-0.01357916,-0.01234415,-0.0053351,-0.02828381,-0.00085988,-0.02054109,-0.02538998,-0.01847666,-0.00458013,-0.0155494,-0.00905381,-0.01347889,0.02669167,-0.01266315,-0.01065037,-0.0146577,-0.00670684,-0.0170062,-0.00468949,0.00681907,-0.01988484,-0.01204641,-0.00790234,-0.01858452,-0.0242932,-0.00480494,-0.01667048,-0.01599755,-0.01240189,-0.00152981,-0.00672202,0.00329328,-0.00279671,-0.02320409,-0.01080225,0.00078528
"Np2_501046",-0.01358828,-0.02606749,-0.01351688,-0.01124131,-0.02177309,-0.00263721,-0.02070818,-0.02403802,0.99130842,-0.01450582,-0.00973133,-0.00926343,0.0047668,-0.00801173,-0.03034227,-0.01839314,-0.0058197,0.01957478,-0.00099509,-0.00408033,-0.01212541,-0.01393312,-0.00018542,-0.01752423,-0.02278631,-0.01518334,-0.01474579,-0.00613262,-0.01974509,-0.00378716,-0.0239712,-0.01839159,-0.00080216,-0.02549327,0.01244878,-0.02197968,-0.0240851,0.02049382,-0.01419286,-0.00536853,-0.01224086,-0.01944737,0.01196419,-0.01470937,-0.00652454,-0.01820171,-0.0241155,-0.01148891,-0.01121547,-0.02119284,-0.0143068,-0.00448745,-0.01542029,-0.01426577,-0.00970702,0.01427471,-0.0083353,-0.00220275,-0.01295937,-0.03483417,-0.00557208,0.00277528,0.004425,-0.00458771,0.01603535,-0.01022504,-0.00686178,-0.00808766,-0.01970408,0.01271918,-0.00397856,-0.01058504,-0.00473963,-0.02376005,-0.00663088,-0.00422009,-0.01235629,-0.01039212,-0.0112656,-0.00205693,-0.00337245,-0.00106344,-0.01533064,-0.00427782,-0.02080388,-0.00506623,-0.01003666,-0.01995929,-0.01169244,0.00293478,-0.00756359,-0.00339676,0.0252638,-0.01855113,-0.01310976,-0.01646236,-0.02741342,-0.02974375,-0.01719,-0.00332384
"Np2_501801",0.00567369,-0.01789486,-0.01688925,-0.01218317,-0.02028441,-0.01026302,-0.01587753,-0.00614326,-0.01450582,1.00856776,-0.00793883,-0.01506633,-0.02321472,-0.0022696,-0.01852382,-0.01705637,-0.02544631,-0.00597615,-0.0014812,-0.0073008,0.00835184,-0.02247039,-0.01540664,-0.00525004,-0.02767779,0.00423057,-0.02449832,-0.0186195,0.00088402,-0.00260228,-0.00881077,-0.01523192,-0.02574554,0.00668084,-0.01659606,-0.01973147,-0.01348193,-0.02237463,-0.01072938,-0.0225646,-0.03369036,-0.00793274,-0.01465011,-0.01261305,0.02701683,-0.00972525,0.0800632,-0.00908877,-0.01808173,-0.01742554,-0.00932423,-0.02700026,-0.00907054,0.00241374,-0.00988933,-0.00854188,0.00971143,0.01781873,-0.00478671,-0.0222562,0.01353798,-0.0043948,-0.02689851,-0.00446619,-0.01468051,-0.02119284,-0.02147538,0.00145216,-0.00940473,-0.01860429,-0.02254174,-0.01699558,-0.0217838,-0.0227271,-0.00833226,0.00714264,-0.01588057,0.05778432,-0.00810592,-0.02107585,9.106e-05,-0.00489154,-0.00776564,-0.01585324,-0.02235337,-0.01405921,-0.01158614,-0.01148283,-0.01172283,-0.02003377,-0.00941688,-0.02165616,-0.01380706,-0.01372047,-0.0211913,0.00538203,-0.00784767,-0.01032987,-0.00780209,-0.03373593
