"","solution","std.error","z.ratio"
"vm(ID, ginv)_Np1_503803",0.982513567590601,0.797377866203276,1.23218063760517
"vm(ID, ginv)_Np1_503354",1.38958511361621,0.767180218650629,1.81128902940213
"vm(ID, ginv)_Np1_503911",0.351332819191053,0.824632704891977,0.426047641703801
"vm(ID, ginv)_Np1_502173",0.414277700642265,0.742612691473204,0.557865096299952
"vm(ID, ginv)_Np1_500315",0.461008771611369,0.753740995915604,0.611627567174266
"vm(ID, ginv)_Np1_504658",0.414720812724839,0.865755624786839,0.479027569502594
"vm(ID, ginv)_Np1_503443",0.00740314104763246,0.836541758961153,0.00884969694379148
"vm(ID, ginv)_Np1_501049",0.761051693735773,0.784613191508102,0.969970556157688
"vm(ID, ginv)_Np1_503139",0.739376479350504,0.724689372923702,1.02026676114698
"vm(ID, ginv)_Np1_503983",0.859666806779306,0.82286702178931,1.04472142401572
"vm(ID, ginv)_Np1_502407",0.806571231811586,0.742554916258194,1.08621088373635
"vm(ID, ginv)_Np1_501774",0.922425549812368,0.75440680095361,1.22271637615988
"vm(ID, ginv)_Np1_503106",0.710692811904079,0.797708043512137,0.89091844777577
"vm(ID, ginv)_Np1_503246",0.892763596137127,0.840959620479397,1.06160102625165
"vm(ID, ginv)_Np1_500080",0.83395906375941,0.820291813071778,1.01666144958396
"vm(ID, ginv)_Np1_503933",0.417335222297378,0.816734911249011,0.510980021239889
"vm(ID, ginv)_Np1_501894",0.75545825477525,0.733941348396319,1.0293169289698
"vm(ID, ginv)_Np1_503873",0.460365943988771,0.776779994462995,0.592659372370979
"vm(ID, ginv)_Np1_503331",0.488776073191639,0.72144405514177,0.677496847757087
"vm(ID, ginv)_Np1_503223",-0.288976095252825,0.780720320263198,-0.370140353405179
"vm(ID, ginv)_Np1_503328",-0.560893753867273,0.793871027040975,-0.706530071966366
"vm(ID, ginv)_Np1_504360",1.33821764964288,0.793063355639762,1.68740320697752
"vm(ID, ginv)_Np1_500114",1.50946403960485,0.825799225702544,1.82788260466178
"vm(ID, ginv)_Np1_504827",0.7528351496772,0.784671791733262,0.959426804440443
"vm(ID, ginv)_Np1_503557",0.706962571392964,0.778330093860467,0.908306870015106
"vm(ID, ginv)_Np1_500051",0.409718003118146,0.772463859619303,0.530404106309995
"vm(ID, ginv)_Np1_504188",0.381971058128421,0.840339599880517,0.454543684699295
"vm(ID, ginv)_Np1_502846",1.0181611279248,0.835794646036755,1.21819532196432
"vm(ID, ginv)_Np1_501649",0.671351224940317,0.779430923765061,0.861335115750011
"vm(ID, ginv)_Np1_503929",-0.0241431399822154,0.807807417206228,-0.0298872472175529
"vm(ID, ginv)_Np1_503046",1.06525870952986,0.783879531139497,1.35895717034649
"vm(ID, ginv)_Np1_502973",0.402625284624655,0.774464108979463,0.519875976118775
"vm(ID, ginv)_Np1_503722",0.212574072235209,0.83217717039504,0.255443287556541
"vm(ID, ginv)_Np1_503448",0.565498413973306,0.813161871180407,0.695431542003334
"vm(ID, ginv)_Np1_503445",0.324098019271002,0.830019698997319,0.390470273973641
"vm(ID, ginv)_Np1_502993",1.29339537957318,0.842102860119615,1.53591139613213
"vm(ID, ginv)_Np1_503553",0.628318970945866,0.826936749807336,0.759815029495612
"vm(ID, ginv)_Np1_504915",0.12802515646843,0.81050248357241,0.157957759616159
"vm(ID, ginv)_Np1_501470",0.137344565861358,0.770464542993608,0.178262020115438
