"","Np2_500250","Np2_504663","Np2_504540","Np2_502174","Np2_504571","Np2_502453","Np2_501621","Np2_500013","Np2_502210","Np2_503750","Np2_502390","Np2_500254","Np2_504498","Np2_501273","Np2_504061","Np2_503740","Np2_503679","Np2_502259","Np2_502438","Np2_500846","Np2_502005","Np2_503563","Np2_502261","Np2_501258","Np2_501630","Np2_501568","Np2_502553","Np2_500047","Np2_501329","Np2_503041","Np2_500126","Np2_503136","Np2_500055","Np2_502437","Np2_504012","Np2_502785","Np2_504320","Np2_504898","Np2_503787","Np2_503856","Np2_504182","Np2_501095","Np2_501097","Np2_503453","Np2_502613","Np2_503059","Np2_500285","Np2_503063","Np2_503317","Np2_500690","Np2_503377","Np2_500820","Np2_503176","Np2_500136","Np2_502238","Np2_503858","Np2_503606","Np2_501675","Np2_503385","Np2_503825","Np2_503600","Np2_502306","Np2_500533","Np2_500184","Np2_500751","Np2_501548","Np2_502112","Np2_502974","Np2_504410","Np2_503013","Np2_502639","Np2_500987","Np2_504753","Np2_502906","Np2_500243","Np2_501610","Np2_501401","Np2_502099","Np2_503636","Np2_500317","Np2_504355","Np2_504268","Np2_502741","Np2_502681","Np2_502342","Np2_502321","Np2_502469","Np2_500503","Np2_502265","Np2_502331","Np2_503906","Np2_504056","Np2_503273","Np2_502058","Np2_502615","Np2_504948","Np2_502439","Np2_503436","Np2_503239","Np2_504910"
"Np2_500250",0.9892231,-0.01492245,0.02697724,-0.00523543,-0.01617397,-0.01714754,-0.00918892,-0.00528555,-0.00234663,-0.01436661,-0.00600092,-0.02378632,-0.02279448,-0.00482687,-0.0063943,0.00627419,-0.02762136,-0.00809689,-0.02903389,-0.015044,-0.01084443,-0.01310445,-0.01399298,-0.00649605,-0.00991644,-0.03048428,0.0130208,0.00622256,-0.02186806,-0.00117714,-0.00747721,-0.00819561,-0.01602816,-0.01375149,-0.02779147,0.01128176,-0.00773085,-0.00296024,-0.00347815,-0.01204886,-0.00527796,-0.01002885,-0.00130624,-0.01627879,0.00302239,-0.01805276,0.0006257,0.01358732,-0.02348256,0.00308466,-0.00227222,-0.02640016,0.00275356,-0.0088153,-0.00769744,-0.01790695,-0.0171278,-0.01117402,-0.0084204,-0.02248922,-0.01136387,-0.01773384,-0.02386986,0.00035383,-0.00239524,0.00033105,0.01922821,-0.01533103,-0.01683772,-0.0001732,-0.0090416,-0.01244375,-0.03248914,-0.00644746,-0.01122262,0.00723257,-0.00862392,-0.02243304,-0.01563479,-0.00693044,-0.00934081,-0.01363907,-0.0020368,-0.0250393,-0.02081702,0.01676013,-0.02264414,-0.01250147,-0.01129857,-0.00751519,-0.01091432,-0.0023603,-0.01231466,-0.00921779,-0.00950027,-0.01528091,-0.0270852,-0.01000757,-0.02367696,-0.01524901
"Np2_504663",-0.01492245,0.97833159,-0.02972791,-0.01592031,-0.01592335,-0.03254076,-0.0065082,-0.01247716,0.00154914,-0.01031893,-0.01167371,0.01321975,-0.01206402,-0.00989214,-0.00994075,-0.02248465,-0.02524438,-0.03093235,-0.00949422,-0.00978127,0.01401105,-0.01786595,-0.01647624,-0.00290404,-0.00191985,-0.03630893,-0.01148538,-0.02056186,0.04353998,0.00879391,-0.02104788,-0.00414795,-0.01668884,-0.00560299,-0.01326392,-0.03129843,-0.02039021,-0.00058329,-0.01492245,0.04789137,-0.00943193,0.00085353,-0.01958523,-0.01359806,-0.02558458,-0.01157498,-0.01233745,0.01368604,-0.01837171,0.00044951,-0.01067888,0.00392304,-0.00732381,-0.01418432,-0.00106779,-0.02236466,-0.01885165,-0.01882127,-0.01576387,0.00585955,-0.02296003,-0.02036897,-0.01086114,-0.01412815,-0.00806802,0.01166903,-0.00497419,-0.02707908,-0.01354946,-0.00174518,0.00047382,-0.01401572,-0.01097504,-0.00786755,-0.00990884,0.00262295,-0.01627116,-0.01975231,0.00223412,-0.00804676,0.00351601,-0.00214918,-0.01864507,-0.0212954,-0.01084595,-0.00850544,-0.01054673,-0.00921322,0.00945611,-0.00301188,-0.02053604,-0.0097038,-0.01373476,-0.007904,-0.02048892,-0.00424668,-0.01574718,-0.01932553,-0.00125156,-0.00527795
"Np2_504540",0.02697724,-0.02972791,0.98831775,-0.03173579,-0.00364067,-0.01372715,-0.01807098,0.03003007,-0.00150824,-0.03114656,0.00546922,-0.02218852,-0.01390636,-0.00201401,-0.01026426,-0.00974633,-0.01842945,-0.00148698,-0.02257584,-0.01800266,-0.00712029,-0.01378489,-0.01102824,-0.00140497,-0.00376217,0.01196976,-0.0007215,0.01526258,-0.00857533,-0.0126412,-0.00253801,-0.01829272,-0.00516557,-0.00653404,0.0134476,-0.01962325,-0.00203224,-0.00652643,-0.00749999,-0.00893224,-0.00307263,-0.0131394,-0.00183479,0.00035535,-0.01315001,-0.0152399,0.01194397,-0.01002731,-0.02446676,0.00194859,-0.02208979,-0.02510612,-0.01994978,-0.00539491,-0.01870586,-0.02891534,-0.00763214,0.00348564,-0.01289788,-0.01557555,-0.01356311,-0.00155533,-0.01984195,-0.0202232,-0.01978268,-0.02996639,-0.01030981,0.00054368,-0.00992404,-0.00601763,-0.02339144,0.00130461,-0.01631067,-0.01624082,-0.00263825,-0.00028256,0.0004161,0.00058013,-0.01813781,-0.0082184,-0.00667983,-0.00095388,-0.00469169,-0.02389716,-0.00327159,-0.02340964,-0.0205907,-0.00543592,-0.02473709,0.00501813,-0.02708674,-0.01898835,-0.01026122,-0.01961869,-0.02172374,-0.00821536,-0.01029918,-0.02238292,-0.00628342,-0.00636087
"Np2_502174",-0.00523543,-0.01592031,-0.03173579,0.97887237,-0.01048902,-0.03105535,-0.00152951,-0.00916917,-0.02369667,-0.02083222,-0.01155523,-0.02129089,-0.02667809,0.01103418,-0.00556958,-0.0029253,-0.00143231,0.00275205,-0.01089457,-0.02014266,-0.01806945,-0.01030527,-0.01286449,-0.00749391,-0.01592641,-0.01280066,-0.02488441,-0.02059527,-0.01375298,0.0323022,-0.00482991,0.00326084,-0.01474779,-0.01140794,-0.01177851,-0.03345819,-0.01207012,-0.01215973,-0.00705801,0.00016701,0.00101451,-0.01938023,-0.00458234,-0.01560594,-0.0052658,-0.02239202,-0.00128346,0.00378028,-0.00746962,-0.00854493,0.00052697,-0.02193026,-0.02421615,-0.0212043,-0.00413885,-0.02953652,-0.01554366,0.0267099,-0.01336718,0.00567425,-0.01615876,-0.00126523,-0.01894431,0.00512749,0.01073192,0.02211548,-0.00880465,-0.02316357,-0.00416618,-0.00284177,0.0046931,-0.02711097,-0.00508507,-0.01017919,-0.00067745,-0.03219145,0.00283254,-0.0251016,-0.00994984,0.0030072,-0.02385614,-0.02420549,-0.01169192,-0.01920247,-0.01270195,-0.01339909,0.00445616,-0.00924662,-0.0217131,-0.00456412,0.00631368,-0.03434209,0.02374671,-0.01689846,0.01304356,-0.02584731,-0.00211122,-0.02588987,-0.00751214,-0.00029926
"Np2_504571",-0.01617397,-0.01592335,-0.00364067,-0.01048902,0.98129675,-0.01359198,0.00940296,-0.01661443,0.01761217,-0.02159467,-0.002901,-0.00458689,-0.02531419,-0.00810601,0.18959605,-0.02069852,-0.0357607,-0.00302251,0.00246803,-0.02181641,-0.02597036,-0.03096428,-0.00253953,-0.02253328,-0.01076546,0.00572589,-0.03035521,-0.00768833,0.00234348,-0.02070764,-0.01561658,-0.00160241,-0.02568634,-0.00563945,-0.01861626,-0.0252596,-0.00979493,-0.01823805,-0.03060275,-0.01730246,-0.01767001,-0.01011845,-0.01172383,-0.02517756,-0.00162368,0.01815744,-0.02467635,-0.01247413,-0.02174958,-0.01462324,-0.01755002,-0.02223707,-0.00736027,-0.01786594,0.01681785,-0.000682,-0.00871201,-0.00336576,-0.0311404,0.0065825,-0.02512284,-0.0197979,0.04317245,-0.01993613,-0.01266093,-0.0222371,-0.01427544,0.00584284,-0.01464909,-0.01499537,0.00377878,-0.00174974,-0.03014862,-0.01063788,-0.03379077,-0.02475228,-0.02420548,-0.03968531,-0.0199771,0.00847193,-0.01930273,-0.01874078,-0.00501215,0.00585499,-0.01407192,0.00482371,-0.0020778,-0.00970531,-0.00561665,-0.03205782,0.00129853,-0.01019589,-0.00921474,0.02167657,0.01121794,-0.01552238,-0.01578364,-0.03455019,-0.01146411,-0.02111012
"Np2_502453",-0.01714754,-0.03254076,-0.01372715,-0.03105535,-0.01359198,0.9852736,-0.02954112,-0.01728423,0.07116425,0.00492245,-0.01921466,-0.01740726,-0.02325013,-0.00832016,-0.01171018,-0.01620434,0.00366638,-0.00840066,0.00362082,-0.02491633,0.0082927,-0.02874832,0.00696679,-0.00345842,-0.01583984,0.00110717,0.00436352,-0.0034979,-0.01958982,-0.00877125,-0.00854039,-0.014119,-0.00372572,-0.00357536,-0.02110865,-0.01271564,-0.01851448,0.0085828,0.00760923,-0.00764428,-0.00299973,-0.00319414,-0.00464764,-0.0033688,0.0021111,-0.02853261,-0.00620901,-0.02650956,-0.01452151,-0.00572448,-0.02444699,-0.01561655,-0.02291453,-0.03433149,-0.02197436,0.00381218,-0.00892617,-0.0239321,-0.01586261,0.00333071,-0.01986925,0.14265382,-0.00974482,0.00627725,-0.01454579,-0.01273081,-0.02071676,-0.01381221,-0.03005146,-0.02751197,-0.00858595,-0.01973408,-0.02170551,-0.01723109,-0.02018367,-0.00036154,-0.00497874,0.0026275,-0.01153398,-0.01786594,-0.00523999,-0.02001811,-0.01418734,-0.02640624,-0.01899443,-0.03579105,-0.00335513,0.00071228,-0.02375289,-0.02148835,-0.00392773,-0.01466275,-0.00699879,-0.01438179,-0.01952448,0.01312103,-0.00172089,-0.00545111,-0.02990411,-0.01114819
"Np2_501621",-0.00918892,-0.0065082,-0.01807098,-0.00152951,0.00940296,-0.02954112,0.99071176,-0.00173151,-0.0123101,-0.00549668,-0.00867405,-0.0047403,-0.00617862,-0.00020965,4.551e-05,0.00223413,-0.0044745,-0.00545414,-0.01849326,-0.00602218,-0.00774604,-0.01076547,0.0185706,-0.01661142,-0.0311192,-0.01022323,-0.01668735,-0.01816973,-0.01451696,0.00131372,-0.00088553,-0.02241177,-0.01505613,0.01379998,-0.01740273,-0.0108323,-0.00675881,-0.00168443,-0.0085814,-0.01001365,-0.00962179,-0.0237894,-0.02083827,-0.00482687,0.00551327,-0.02604176,-0.01738754,-0.02599317,-3.195e-05,-0.02252264,-0.00342652,-0.01327756,-0.01313332,-0.01179218,-0.0135601,-0.00053165,-0.01235871,-0.01992243,-0.01048599,-0.00116499,0.00388509,-0.02222955,-0.02760617,-0.01416613,-0.01008047,-0.01904911,-0.00015194,-0.00387912,-0.01100544,-0.01271866,-0.01551179,0.00493156,-0.02407487,-0.01109506,-0.00417529,0.00167369,-0.00917069,-0.02176477,-0.00873936,-0.01810897,-0.0097357,-0.01616031,-0.0132153,-0.01297988,0.00445617,0.01120125,-0.0022312,-0.01532648,-0.02338838,-0.00684691,0.00433466,-0.02325928,0.00293431,-0.00338551,-0.02037503,-0.01506827,-0.01062118,-0.03105844,-0.01495892,0.00015183
"Np2_500013",-0.00528555,-0.01247716,0.03003007,-0.00916917,-0.01661443,-0.01728423,-0.00173151,0.99168394,-0.02496187,-0.02969153,-0.01737689,0.0023526,-0.02171613,0.01113595,-0.02931335,-0.01269587,-0.01986018,-0.00504406,0.02900036,-0.01366187,-0.01249996,-0.0153675,0.0042481,-0.00906287,-0.01233137,-0.01148385,-0.0263015,-0.00424213,0.00275206,-0.01027488,0.03172359,0.00594461,-0.00401429,0.00221135,-0.01046171,-0.0098147,-0.02184071,-0.01828515,-0.00179226,-0.02129849,-0.01953969,-0.01077307,-0.01480856,-0.02476901,-0.03326224,-0.02396098,-0.01515488,-0.00857229,-0.01830339,-0.00844318,-0.01547077,-0.01089302,-0.01135629,-0.01335657,0.01373314,-0.02700468,-0.02045403,-0.01829729,-0.01994824,-0.00196997,-0.0052734,0.02374523,-0.02157646,-0.01846441,-0.0272887,0.00566211,0.00770036,-0.0089368,-0.0154556,-0.02977503,-0.00690007,-0.02716111,-0.00027496,0.01073043,-0.00087946,-0.00915551,-0.01179825,-0.01831705,-0.00802551,-0.00630772,-0.02193182,0.00141245,0.00785072,-0.02335342,-0.00667679,-0.02742237,-0.0095671,-0.02023227,-0.02267453,-0.01205647,-0.02517607,-0.00902793,0.04009989,-0.01998625,-0.00477674,-0.02103724,-0.00352828,-0.00756227,-0.00786603,-0.0070322
"Np2_502210",-0.00234663,0.00154914,-0.00150824,-0.02369667,0.01761217,0.07116425,-0.0123101,-0.02496187,0.9849546,-0.0206773,-0.03008181,-0.02326232,0.00020802,-0.01933921,-0.01559077,-0.02798279,-0.01099785,-0.02974769,-0.01529612,0.00795857,-0.01685136,-0.01668128,-0.00876063,-0.0082503,0.00503636,-0.01082316,-0.0145534,-0.01421319,0.00310897,-0.01189242,-0.00558628,-0.01025361,-0.01459288,-0.01991031,-0.02772312,-0.00626824,0.00190606,-0.00182872,0.00023536,0.0065491,-0.01219619,-0.01360568,-0.0079207,-0.01453974,-0.00723724,-0.0205664,-0.00279924,-0.02188475,-0.0115674,-0.0228188,-0.0137469,-0.02511676,0.01330179,-0.03471878,-0.00990733,-0.0252808,-0.0208565,-0.00351157,-0.02414777,-0.01847193,-0.02587618,-0.00338855,0.01234645,-0.00215983,-0.0147812,0.00495585,-0.03234333,-0.01328821,0.00251967,-0.00830649,0.00424049,-0.0021993,-0.00538579,-0.00880922,-0.00629405,-0.00241953,-0.01447896,-0.01066977,-0.00630164,-0.00944408,-0.01853725,-0.00567286,-0.02049804,-0.0137317,-0.02712771,-0.01324417,-0.00875453,-0.00818042,-0.00728128,-0.01033261,-0.0173769,-0.01079735,-0.01346137,-0.0138578,-0.00381229,0.00529151,0.00639722,-0.00082629,-0.00295265,-0.0156363
"Np2_503750",-0.01436661,-0.01031893,-0.03114656,-0.02083222,-0.02159467,0.00492245,-0.00549668,-0.02969153,-0.0206773,1.0095205,0.0203218,-0.00247574,-0.01378639,-0.01936051,-0.00012005,-0.01296776,-0.00555136,-0.00804982,-0.00286304,-0.00436516,-0.02674501,-0.01882892,-0.00665555,-0.02239664,0.01595064,-0.01236326,-0.00728434,-0.02243613,-0.00481017,-0.01252123,-0.01229038,-0.00738913,-0.01248781,-0.00823665,0.00248019,0.01588534,-0.00358296,-0.0266068,0.01327597,-0.0188365,-0.02117853,-0.01636084,0.01772612,0.01384099,-0.03262286,-0.02210653,0.01419033,-0.02433617,-0.01128492,-0.01448658,-0.00313643,0.00751659,-0.00327464,0.00763507,-0.01858591,-0.01831553,-0.01237239,-0.01249389,-0.0290293,-0.01302547,-0.01541762,-0.02543279,-0.00362245,-0.0047631,0.02134547,-0.01481011,-0.01094925,-0.01330949,-0.01952454,-0.01865576,0.00558618,-0.02469914,-0.00616647,-0.01961416,0.00067126,-0.02036292,-0.02513202,0.00100389,-0.0081455,-0.01554065,-0.0249376,-0.00979495,-0.01125452,-0.0221065,-0.03307243,0.00723866,-0.00011853,-0.01275816,-0.00958079,-0.02554214,-0.01344926,-0.0059584,-0.01606466,-0.01008202,-0.00155533,0.01635766,-0.01017921,-0.01239062,-0.0022145,-0.01429065
