"","Np2_501939","Np2_500804","Np2_503091","Np2_504475","Np2_502354","Np2_500243","Np2_500911","Np2_500019","Np2_504317","Np2_500982","Np2_501212","Np2_502936","Np2_504685","Np2_503574","Np2_501966","Np2_500910","Np2_501805","Np2_500267","Np2_503669","Np2_500486","Np2_500868","Np2_502979","Np2_503692","Np2_501938","Np2_503012","Np2_503684","Np2_504124","Np2_500595","Np2_502734","Np2_503869","Np2_502749","Np2_504151","Np2_500957","Np2_503257","Np2_500365","Np2_503674","Np2_503816","Np2_500025","Np2_502216","Np2_501113","Np2_504234","Np2_504222","Np2_504977","Np2_504672","Np2_501079","Np2_500144","Np2_501892","Np2_500368","Np2_502008","Np2_500179","Np2_500421","Np2_504551","Np2_504585","Np2_500482","Np2_500644","Np2_502268","Np2_504372","Np2_504932","Np2_504698","Np2_501075","Np2_500573","Np2_502335","Np2_504812","Np2_503752","Np2_502974","Np2_504213","Np2_503223","Np2_502932","Np2_502550","Np2_502697","Np2_503095","Np2_502161","Np2_502402","Np2_504776","Np2_500090","Np2_500596","Np2_502910","Np2_503506","Np2_503139","Np2_502010","Np2_501231","Np2_501597","Np2_501536","Np2_504167","Np2_500651","Np2_502202","Np2_502921","Np2_504745","Np2_504891","Np2_500024","Np2_502090","Np2_501856","Np2_502484","Np2_504290","Np2_501284","Np2_500060","Np2_500027","Np2_500119","Np2_504542","Np2_501243"
"Np2_501939",0.99125709,-0.00181514,-0.01190583,0.00711177,0.00041657,-0.00050836,-0.01034196,-0.01278516,-0.01087744,-0.01262542,0.00580193,-0.02828554,0.02293772,0.00614422,-0.02770743,0.00998395,-0.01229225,-0.00684756,-0.01208839,0.00771266,-0.01313657,-0.02156447,-0.01072683,-0.01063708,-0.01236829,0.02304879,-0.02834487,-0.01352752,-0.01412846,0.00438562,-0.00702555,-0.0169063,-0.00353572,-0.01148594,-0.02219732,-0.03258154,-0.02586668,-0.00366808,-0.0183439,-0.00769187,-0.00447588,-0.02576018,-0.00623296,-0.02124501,-0.01930382,-0.02103205,-0.01027045,-0.01426533,0.02922061,-0.01335257,-0.01022786,-0.00679736,-0.01028873,-0.01886876,-0.00436939,0.0264199,-0.00470711,-0.0188231,-0.02482306,-0.01044692,0.00602556,-0.00333947,0.00057175,-0.0088298,-0.01324,-0.00095867,-0.0083658,-0.02777441,-0.01142055,-0.00656917,-0.01997625,-0.0178997,-0.0237825,-0.018671,-0.00182123,-0.02133024,-0.03051118,-0.00586633,-0.01536528,-0.01457568,1.496e-05,-0.01973587,-0.00839319,-0.00327558,-0.03263032,-0.01219029,-0.01550976,-0.02267805,-0.01468675,0.00415134,-0.0195457,-0.02306902,-0.00421574,-0.01606351,0.00294039,-0.02743662,0.00226494,0.00272132,0.00518429,-0.00718224
"Np2_500804",-0.00181514,0.97745704,-0.01370853,-0.00701339,-0.02831283,-0.03836554,-0.0080372,-0.00180906,-0.00826843,-0.02127391,-0.00254232,-0.00087956,0.02463393,0.01270854,-0.00121424,-0.02711259,-0.01439921,-0.0077375,-0.01160917,-0.01051994,-0.0080935,-0.00267772,-0.01678914,-0.00392061,-0.02588487,-0.01389569,-0.01478258,-0.01289618,-0.0229291,-0.02753856,-0.01339212,0.00806559,-0.01598741,0.03265405,-0.01015634,-0.029364,-0.01960656,-0.01764107,0.00465031,-0.00234455,-0.00840839,-0.01371919,-0.00423247,-0.00524868,-0.01745545,-0.00062399,0.02063444,0.00233947,-0.00696318,-0.00511481,-0.02480935,-0.03233213,-0.01954574,-0.00043838,-0.02442754,-0.03014906,-0.01168218,-0.01104172,-0.00213309,0.01300368,-0.01753154,-0.00118685,-0.00609909,-0.01245805,-0.02280125,-0.0228423,-0.01655792,-0.01238657,-0.02372011,0.01444737,0.02157763,-0.00494595,-0.01371919,-0.0081513,-0.01503357,0.00622789,-0.00919034,-0.01101588,-0.01412541,-0.00572941,-0.00787291,-0.00024062,-0.00715334,-0.01116343,-0.00476796,-0.02890155,-0.03130828,0.05432173,-0.01953203,-0.02670793,-0.01830585,-0.02106851,-0.00175886,-0.00721723,-0.02426776,-0.01661266,-0.03209325,-0.01216444,-0.00103017,-0.00792006
"Np2_503091",-0.01190583,-0.01370853,0.98161684,-0.00767211,-0.00082783,-0.02700611,0.00758183,-0.01235614,-0.03159427,-0.00367721,-0.01035107,-0.00975322,0.00921874,-0.01000878,-0.00704532,-0.02046915,-0.03057505,-0.01128666,0.00309707,0.00601186,-0.01970548,-0.01459394,-0.01410104,-0.02526878,-0.01209141,-0.00831714,-0.02335199,-0.01309852,0.00592516,0.0137902,-0.01983172,0.07464764,-0.02060148,-0.02201016,-0.01279272,-0.03032698,-0.00550883,-0.00506461,-0.00483185,-0.00604583,-0.00587241,-0.00661937,-0.02086467,-0.01564362,-0.02465568,0.01134397,0.00263309,-0.00988098,-0.01842302,-0.02007359,-0.0154276,-0.01017157,-0.00970758,-0.02072168,-0.01291598,0.00205196,-0.01188451,0.00077408,0.01135612,0.01067156,-0.00799765,-0.0255776,-0.01071316,-0.00642312,-0.00383541,-0.00889672,-0.00489423,-0.02399856,-0.0119043,-0.00537952,-0.01543977,-0.01503663,-0.01939815,-0.00135572,-0.03029662,-0.01557671,-0.01456505,-0.01380439,-0.01052453,-0.01095197,-0.02115829,-0.02676115,-0.00263968,-0.02399242,0.01937026,-0.00415488,-0.01264669,-0.03107247,-0.00908537,-0.00728569,-0.0008613,0.00139628,-0.00272183,-0.01548236,-0.01412537,0.01072022,-0.01312741,-0.01845191,-0.01309852,-0.01603307
"Np2_504475",0.00711177,-0.00701339,-0.00767211,1.01281073,-0.02425411,-0.02213653,-0.00382629,0.00422741,-0.02900663,-0.01767155,-0.02023795,0.00622181,-0.00888307,-0.01822223,-0.01693219,-0.01483891,-0.02722676,0.02842043,0.00188158,-0.00539627,-0.01072839,0.02556954,-0.00618885,-0.00868528,-0.02121764,-0.01029331,-0.01574407,-0.00959805,-0.02054377,0.00816298,-0.03002287,-0.02499501,-0.03109688,-0.01272885,-0.02465727,-0.01389566,-0.01569995,-0.01434296,-0.03723375,-0.00650071,-0.03599238,-0.01239875,-0.03774949,-0.01214318,0.00987897,-0.02349201,-0.0133389,-0.00257732,0.00029031,-0.00151242,0.01089216,0.01538758,0.01265688,-0.02710961,-0.02630184,-0.00889979,-0.01583837,0.00838203,-0.01191802,-0.00073656,-0.03431444,-0.0004749,-0.03124908,-0.02102599,-0.01813401,-0.00235369,-0.02147476,0.01555646,-0.00475276,-0.00735568,-0.02623942,-0.00621167,-0.01513706,-0.00059356,-0.01112695,-0.00659961,-0.02095296,0.00673449,-0.01356561,-0.01384092,-0.00792161,0.00229689,-0.01009248,-0.01516748,-0.01379225,-0.01388959,-0.03090065,-0.01601029,-0.02581804,-0.01367359,0.00842006,-0.00331818,-0.01702043,-0.01654579,-0.00560467,-0.01027198,-0.00734503,-0.00415032,0.0752898,-0.01146772
"Np2_502354",0.00041657,-0.02831283,-0.00082783,-0.02425411,0.97187921,-0.02502843,-0.00200227,0.00483439,0.00263461,-0.02041133,-0.01597982,-0.01781602,-0.01679524,-0.01442049,-0.01434747,-0.00738609,-0.02448989,-0.02802077,-0.00663914,0.01087996,-0.01498948,-0.02387375,-0.01349251,-0.02055279,-0.01224353,0.00065846,0.02852382,0.00363561,0.0066858,-0.00522587,-0.00385823,-0.0236273,0.0201689,-0.00923139,-0.00731611,-0.01176735,-0.00900777,-0.00841143,-0.00924356,-0.03312464,0.00234252,-0.00357679,-0.00732524,-0.01868618,-0.00761731,-0.01025828,-0.00177864,-0.01307567,-0.00762189,-0.01201077,-0.00173604,-0.00226089,-0.00651288,-0.00124923,-0.00470103,-0.02761306,-0.0123409,-0.00120359,-0.00781204,-0.00712747,0.01086628,-0.02572971,-0.01831958,-0.01174761,-0.01357162,0.00905441,-0.00093889,-0.00680801,0.00057022,-0.01633274,-0.00205247,-0.01899196,-0.01376939,-0.01550365,-0.00702097,0.00207022,-0.03008214,-0.02506188,-0.0125022,-0.00319343,-0.01978911,-0.03315051,-0.0408239,-0.0099966,-0.01561927,-0.02119321,-0.01416796,0.00391705,-0.00041405,-0.00424312,-0.01196666,-0.02142296,0.01096972,-0.00741956,-0.00119446,-0.01940116,-0.01449656,-0.01099761,0.01428459,-0.01496817
"Np2_500243",-0.00050836,-0.03836554,-0.02700611,-0.02213653,-0.02502843,1.00167636,-0.01737945,-0.01708432,-0.01259041,-0.01981503,-0.01766543,-0.01934952,-0.00509353,0.00245358,9.254e-05,0.02044128,-0.01126691,-0.02894577,0.00065085,-0.0168196,-0.00906866,-0.02099553,-0.01578663,0.00331919,0.00250073,0.02255286,-0.00906409,-0.01356709,-0.01279887,-0.00919339,0.0035839,-0.0102522,0.00190135,-0.02141385,-0.00017825,0.01180033,0.00254181,-0.02774396,-0.02614203,-0.02857303,0.00035268,-0.00602303,0.00026902,-0.03208572,-0.00610821,-0.02776529,-0.02947823,-0.00411229,-0.00824259,-0.02480176,-0.02882711,-0.0019688,-0.01169745,-0.01632214,0.01278161,-0.01788906,0.00788001,-0.00927858,-0.01041042,-0.00151089,-0.00922687,-0.02437278,-0.01270301,-0.0186056,-0.00734655,0.08936609,-0.00445002,0.0231492,-0.01541546,-0.01877901,-0.02381904,-0.02797977,-0.00100278,-0.00517111,0.02400107,-0.01224207,-0.04180828,-0.01990174,-0.01221014,-0.01826633,-0.02162688,-0.01490733,-0.0251669,-0.00605345,-0.0290188,-0.01177347,0.00407527,-0.02119634,-0.0030124,-0.00242975,-0.02065018,-0.00104994,-0.01764262,-0.01625521,-0.04121645,-0.00815587,-0.01770346,0.02534894,0.00331919,0.00175379
"Np2_500911",-0.01034196,-0.0080372,0.00758183,-0.00382629,-0.00200227,-0.01737945,1.00239451,-0.00333796,-0.02501019,-0.02143368,-0.0098521,-0.01488301,-0.01660056,-0.00646725,-0.0115666,0.00026293,-0.01166853,-0.01322176,-0.01572427,-0.02589255,-0.01312137,0.00203066,0.00100227,-0.01974959,0.00772787,-0.0075139,-0.02437433,-0.00347183,-0.027957,-0.01111631,0.01839514,-0.01643472,-0.01325674,-0.01938142,0.01843621,-0.0010758,-0.00394495,-0.0266243,-0.00585416,-0.01071923,-0.00491705,-0.00277356,-0.00180603,-0.01316699,-0.00909602,-0.00534759,-0.00036688,-0.01455439,-0.00788357,-0.01592355,-0.00717008,0.01269033,0.00417872,-0.01018223,-0.02626074,-0.02954821,-0.01579729,-0.02154622,-0.01735356,-0.00814979,-0.00901997,-0.01351688,-0.01949405,-0.01140079,-0.01094286,-0.02589252,0.0070144,-0.01026439,-0.02190222,0.00059609,-0.01402804,-0.02123134,-0.01661727,-0.00678976,-0.01245502,-0.02040226,-0.02395445,-0.00463409,-0.01793627,-0.01440835,0.0023121,-0.00405144,-0.01263759,-0.00828061,-0.00310216,-0.02145492,-0.00286788,-0.00547232,-0.01467155,-0.01819638,0.00313663,-0.00601542,-0.01743573,0.00129436,-0.00799765,-0.01007877,-0.00821673,0.00030248,-0.01625064,-0.00975323
"Np2_500019",-0.01278516,-0.00180906,-0.01235614,0.00422741,0.00483439,-0.01708432,-0.00333796,1.00831012,-0.01999908,-0.00638206,-0.02568262,-0.00424313,-0.01493627,-0.00738915,-0.01887791,-0.03138899,-0.01548088,-0.02190222,-0.02181855,-0.02392402,-0.00826238,-0.02520951,-0.01634952,-0.00165542,-0.0090154,-0.03186368,-0.03229416,-0.01565125,0.000482,-0.00717009,-0.01325675,-0.0289184,-0.00520306,-0.0158916,-0.01580186,-0.01477649,-0.01064774,-0.01294185,0.0376455,-0.01498796,-0.00203573,-0.01099764,-0.00850882,-0.00678672,0.00732474,-0.01752703,-0.01634953,-0.01684545,0.01827346,-0.02551678,-0.0108303,-0.00177103,-0.0073922,-0.02220954,0.00217824,-0.02423284,-0.024782,-0.02322877,0.00697788,-0.00146526,-0.00416098,-0.00226849,0.05519213,-0.01308333,-0.01521161,-0.00931965,0.00259355,-0.00875224,-0.0115666,-0.00960566,-0.00384455,-0.01561171,-0.0065859,-0.01242765,-0.01672376,0.01883787,-0.01863908,-0.00814218,-0.02722528,-0.01806857,-0.01245352,-0.02429367,-0.02299148,-0.00813762,-0.0105656,-0.00488206,-0.00744087,-0.00882828,-0.02228712,-0.04026419,0.0063222,-0.01682568,-0.0071001,-0.01879576,0.00142519,0.00208239,-0.00198858,0.04060747,-0.02310556,-0.01204428
"Np2_504317",-0.01087744,-0.00826843,-0.03159427,-0.02900663,0.00263461,-0.01259041,-0.02501019,-0.01999908,0.98291316,-0.0073648,-0.01495144,-0.0277409,-0.02169988,-0.00730698,0.02821197,-0.02278759,-0.00611886,-0.00113057,-0.00926183,-0.00300023,-0.0086366,-0.00869743,-0.03452275,-0.00735414,-0.02490671,-0.01261325,0.03944059,0.01759491,-0.0001965,-0.00982624,-0.0116533,-0.00982014,-0.01805181,-0.01185408,0.0115113,-0.03066775,-0.00919642,-0.01559799,-0.03225147,-0.00927704,-0.01792706,-0.01958679,-0.00492769,-0.02252592,-0.01891132,-0.03463538,0.01644026,-0.00702706,-0.02287126,-0.00215895,-0.01226942,0.00104943,-0.01233029,-0.0117826,-0.01416952,0.00292822,0.00496521,-0.02329871,-0.02184437,-0.01264061,-0.02613746,-0.02013749,-0.00314324,-0.00782879,0.00190896,-0.00589067,-0.02592448,-0.01445096,-0.00844186,-0.00070004,-0.00315388,-0.02283169,-0.01289314,-0.01386677,0.0025266,-0.00998447,0.00441452,-0.01231963,-0.00112905,0.00179029,-0.01450114,-0.00960716,0.00356107,-0.02691937,-0.02128455,-0.01849143,-0.01618216,-0.01954723,0.0051782,-0.03242341,-0.01884894,-0.01476584,-0.00032429,-0.00517415,-0.02222468,0.0417179,0.01224152,0.00372233,0.01972472,-0.00831103
"Np2_500982",-0.01262542,-0.02127391,-0.00367721,-0.01767155,-0.02041133,-0.01981503,-0.02143368,-0.00638206,-0.0073648,1.00695598,-0.01669942,0.00321879,-0.01264673,-0.03598172,-0.01004684,0.00376037,-0.01258283,-0.01200625,-0.00614168,-0.03106646,-0.00506006,-0.02383273,0.0038912,-0.00758083,-0.01296313,-0.02090279,-0.03228656,-0.00682019,-0.02476382,-0.03135097,-0.01370553,-0.00198401,-0.00534758,-0.01983933,-0.00742718,0.00242163,-0.00790182,-0.00730548,-0.01467915,-0.02258678,-0.01389416,0.00087601,-0.00135116,0.01314976,-0.00970606,-0.01036936,-0.01497276,-0.02109744,-0.02522777,-0.01592507,0.01579983,-0.02427849,-0.01544743,-0.02022425,-0.00405145,-0.01540176,-0.02157969,0.00948648,-0.0365233,-0.00921622,0.0089297,-0.0214291,0.01488556,-0.00394799,0.01796006,-0.01950465,-0.01915327,-0.00615844,-0.00273553,-0.01705236,-0.021636,-0.02625312,0.0002675,0.00324921,-0.01975872,-0.01462289,-0.01163355,-0.02273894,0.00670711,-0.02262482,-0.00955546,-0.01363706,0.00622486,-0.01588857,0.01712944,-0.00457019,-0.02416742,-0.00669088,-0.00934857,0.00918529,-0.00979581,-0.01134145,0.01146721,-0.01194236,0.00554027,0.03114655,-0.02510453,-0.01278211,0.00169902,-0.00214831
