"","solution","std.error","z.ratio"
"vm(ID, ginv)_Np1_504360",0.857857194687717,0.76103589446435,1.12722304023717
"vm(ID, ginv)_Np1_503933",0.580971170315271,0.710282915048809,0.817943326533974
"vm(ID, ginv)_Np1_503911",-0.0792427879733301,0.783227991160495,-0.101174611821416
"vm(ID, ginv)_Np1_502663",0.328510094227187,0.774580731609241,0.424113434302305
"vm(ID, ginv)_Np1_503535",0.481945299059313,0.75646670750762,0.637100475508314
"vm(ID, ginv)_Np1_504275",-0.35449278730909,0.772233346469788,-0.459048795198536
"vm(ID, ginv)_Np1_504973",-0.423557668803785,0.74280493571638,-0.570213858898629
"vm(ID, ginv)_Np1_500259",1.35000826228326,0.803006572659128,1.68119204530637
"vm(ID, ginv)_Np1_502854",1.24808371076896,0.775352531260338,1.6096983764794
"vm(ID, ginv)_Np1_501123",0.371238046547857,0.709092858063563,0.523539395900358
"vm(ID, ginv)_Np1_503901",0.00418135632299958,0.791050306294658,0.0052858285872935
"vm(ID, ginv)_Np1_504560",0.563088103490914,0.764282495693968,0.736753892262873
"vm(ID, ginv)_Np1_504397",-0.327253470856236,0.770592933548821,-0.424677487437021
"vm(ID, ginv)_Np1_502993",0.828631878731135,0.784723246350731,1.05595429036236
"vm(ID, ginv)_Np1_502421",0.159413636581831,0.752610996899613,0.21181412075898
"vm(ID, ginv)_Np1_503046",0.356593021219682,0.795265572563253,0.448394892878781
"vm(ID, ginv)_Np1_500178",1.1352854535468,0.751081635968471,1.51153403196035
"vm(ID, ginv)_Np1_500157",0.265493516863883,0.807366899486952,0.328838743615316
"vm(ID, ginv)_Np1_504964",1.07570687717166,0.743297945100506,1.44720819459041
"vm(ID, ginv)_Np1_503354",1.23222427902042,0.770304252243316,1.5996591936652
"vm(ID, ginv)_Np1_500182",0.0658705739953501,0.722879768551232,0.0911224478274794
"vm(ID, ginv)_Np1_503106",0.58237458485381,0.740933762947998,0.786000873460916
"vm(ID, ginv)_Np1_503803",1.04181221555499,0.745364966391428,1.39772093206738
"vm(ID, ginv)_Np1_500570",0.42710921770416,0.776078956265868,0.550342480305369
"vm(ID, ginv)_Np1_500039",-0.648597920521328,0.745167016481227,-0.870406105176381
"vm(ID, ginv)_Np1_503246",0.345696152161047,0.733717411535343,0.471157078632847
"vm(ID, ginv)_Np1_503328",0.0726171970984344,0.853925515098002,0.0850392637466751
"vm(ID, ginv)_Np1_503445",0.0654404967794907,0.751767513052582,0.0870488490700627
"vm(ID, ginv)_Np1_501049",0.906366003860055,0.723328085401211,1.25304964946483
"vm(ID, ginv)_Np1_503222",-0.0293072494542379,0.776724991743848,-0.0377318224156008
"vm(ID, ginv)_Np1_504915",0.755262332369739,0.766623400793096,0.985180378773197
"vm(ID, ginv)_Np1_502407",1.17814204867338,0.718364229353852,1.64003440111861
"vm(ID, ginv)_Np1_501774",0.765575260847137,0.761733175733624,1.00504387262615
"vm(ID, ginv)_Np1_503722",0.677090605809394,0.827983062670438,0.817759005390302
"vm(ID, ginv)_Np1_502147",1.01656899480583,0.74807653736933,1.35891041093292
"vm(ID, ginv)_Np1_502917",1.27714024358524,0.727879182251442,1.75460471287947
"vm(ID, ginv)_Np1_503331",0.109230591179086,0.822803760865861,0.132754122397471
