"","Np2_503630","Np2_504594","Np2_500459","Np2_503056","Np2_503804","Np2_500377","Np2_502308","Np2_503117","Np2_502101","Np2_500691","Np2_501850","Np2_500718","Np2_502802","Np2_503972","Np2_501745","Np2_503371","Np2_502790","Np2_504634","Np2_503615","Np2_503212","Np2_500728","Np2_504262","Np2_501180","Np2_504280","Np2_500415","Np2_502746","Np2_501843","Np2_502340","Np2_503447","Np2_503749","Np2_500639","Np2_501210","Np2_502930","Np2_500233","Np2_502491","Np2_501045","Np2_504525","Np2_500004","Np2_502402","Np2_502398","Np2_500720","Np2_501215","Np2_500475","Np2_502309","Np2_502589","Np2_500085","Np2_500622","Np2_502229","Np2_500392","Np2_502501","Np2_504239","Np2_504039","Np2_500466","Np2_500358","Np2_504197","Np2_501894","Np2_501475","Np2_501561","Np2_502438","Np2_502102","Np2_503976","Np2_500630","Np2_501220","Np2_502787","Np2_501199","Np2_502217","Np2_504247","Np2_501230","Np2_500407","Np2_500340","Np2_501597","Np2_501788","Np2_502494","Np2_503723","Np2_504783","Np2_501647","Np2_500121","Np2_502511","Np2_500378","Np2_502194","Np2_503469","Np2_503250","Np2_501668","Np2_500469","Np2_502705","Np2_503704","Np2_501409","Np2_502844","Np2_504910","Np2_501685","Np2_501186","Np2_501297","Np2_503375","Np2_503891","Np2_500546","Np2_502681","Np2_502270","Np2_501418","Np2_503005","Np2_502366"
"Np2_503630",1.00310461,-0.01127785,-0.00267559,-0.01616056,-0.00405044,-0.01634173,-0.00110739,-0.03245918,0.01575149,-0.02466689,-0.01621844,-0.00988474,-0.01952229,-0.01478725,-0.02447049,-0.00276085,-0.02787336,0.09270877,-0.01369865,-0.00828303,-0.00491675,-0.01267094,-0.0009795,-0.02700242,-0.02033379,-0.01307898,-0.00667677,-0.02115898,0.00298972,-0.01673608,-0.0105577,-0.02063677,-0.02285511,-0.01533843,-0.02370162,-0.0076588,-0.0109642,-0.02129911,-0.000844,0.00528263,-0.02482527,0.00189655,-0.01539628,-0.02237397,-0.00474165,-0.03089706,-0.01007355,0.00561911,-0.00299227,-0.00894381,-0.02122751,-0.0220223,-0.01954512,-0.00606777,0.00541965,-0.01422543,-0.00797396,-0.00130685,-0.0257525,-0.01249893,-0.00188997,-0.01429547,-0.02246077,-0.02828135,0.00889253,-0.01305157,0.00263801,-0.00423922,-0.01062924,0.00979538,0.00808559,0.00134387,-0.01255831,-0.01414474,-0.01355553,-0.00636009,-0.00695844,0.00139563,-0.0244187,-0.01731463,-0.02516473,-0.00984057,0.06873067,-0.00806684,-0.00572368,-0.01921016,-0.00293442,-0.02174979,-0.01482834,-0.00012689,-0.01467,-0.02059107,-0.01553941,-0.02673905,-0.0138585,-0.00967613,-0.01211067,-0.01776537,-0.01668735,-0.01820224
"Np2_504594",-0.01127785,1.00462432,-0.01021359,-0.00558056,-0.02924972,-0.00165093,-0.0019463,0.00095867,-0.01660363,-0.02109049,-0.01873213,-0.02183806,0.00201986,-0.02780633,-0.01175896,-0.01608446,-0.02231767,-0.01059573,-0.00936099,-0.01993185,-0.02828902,-0.01290084,-0.00516796,-0.01185486,-0.01234208,-0.00676204,-0.00492739,-0.011188,-0.01216091,-0.01011463,-0.00104345,-0.01447209,-0.00420573,-0.00430165,-0.00352972,-0.00590942,-0.00875806,0.01516382,-0.00518471,-0.01748059,-0.02490292,-0.00396669,-0.02339106,-0.00920569,-0.02354631,-0.01133417,-0.0072584,-0.01166306,-0.02484197,0.01107583,-0.0173466,-0.01403058,-0.01063989,-0.01543281,-0.01993183,-0.03500935,-0.00028676,0.00592361,-0.016695,-0.00739999,-0.0135388,0.00344037,0.01384987,0.00772476,-0.00245178,0.01914823,-0.01251262,-0.01680153,-0.01588347,-0.01159757,-0.01635239,-0.00345359,0.01050643,-0.00188997,-0.00708634,-0.00796027,-0.00840636,-0.02395591,-0.01688375,-0.00734364,-0.01032168,-0.01829207,-0.0105181,0.00099065,-0.00762835,0.00126622,0.0120609,-0.01116976,-0.0047051,-0.0245649,-0.02433954,-0.02066872,-0.00374137,-0.00945995,-0.01302264,-0.03457086,0.01993692,-0.01525472,-0.01082716,-0.0144736
"Np2_500459",-0.00267559,-0.01021359,0.98193522,-0.02042509,-0.01333932,0.00801706,-0.0210539,-0.02697958,-0.02642385,-0.00426662,-0.01454517,-0.02267541,-0.02622285,-0.01326623,-0.01350983,-0.0087002,-0.01934872,-0.00305926,0.00731062,-0.01041607,-0.02014348,-0.01632649,0.01683246,-0.0067544,-0.00739386,-0.01033995,-0.01002783,-0.01217761,-0.01208476,-0.01079975,-0.01269074,-0.01333017,-0.01661427,-0.00498677,-0.01746077,-0.00126573,0.00167121,0.01539218,-0.0312959,-0.01283687,-0.00762226,-0.01637522,-0.03899687,-0.00395298,0.00271717,0.00137888,-0.00916154,-0.0217878,0.02090974,0.01480598,-0.01239839,-0.01639046,-0.01299978,-0.00058821,-0.01011156,0.00175951,-0.01589256,-0.02171012,-0.00672246,-0.01158692,-0.02503379,-0.01612398,-0.00053797,0.00049277,-0.01242428,-0.02888727,-0.01213197,-0.00332722,-0.00849923,0.0017245,-0.00394384,-0.00094143,-0.0122553,0.00640776,-0.01218676,0.01875996,-0.00924373,-0.02235721,-0.03446879,0.00430364,-0.0072005,-0.00329525,-0.00770142,-0.01065663,-0.02764944,-0.02438821,-0.01846564,-0.00150173,0.00465838,-0.01687613,-0.01391025,-0.00628091,-0.01325713,0.01330173,-0.02527888,-0.00252181,-0.02718512,-0.026293,-0.00146366,0.00935383
"Np2_503056",-0.01616056,-0.00558056,-0.02042509,0.9806957,-0.03367563,-0.02663087,-0.01733439,-0.01701773,-0.00580436,0.0317303,-0.00062475,-0.01591085,-0.00286285,0.00948477,-0.01344436,-0.00543744,-0.00329678,-0.02111174,0.00813734,-0.01278663,-0.00622306,-0.02006731,-0.01705426,-0.01871683,0.00987605,-0.01636455,0.01485468,-0.0302301,0.00229239,-0.00723248,-0.01232076,-0.01433047,-0.02035509,-0.00278978,-0.02835744,-0.00180928,-0.01455429,-0.0187991,-0.00717463,0.00154027,-0.01928021,-0.00260707,-0.00665394,-0.02139647,0.0240979,0.00113985,0.00749943,-0.01182594,-0.01419495,-0.00400779,-0.01446444,-0.01708625,-0.00151542,-0.00402454,-0.01872443,-0.01583623,-0.01628385,0.00027963,-0.01883716,-0.00923766,-0.01903049,-0.02686838,-0.00732384,-0.01329668,0.03727532,-0.01420562,-0.01983135,0.01561746,-0.02228868,-0.01008568,0.01043329,-0.01914618,-0.02771957,0.01027952,-0.01212129,0.04607852,-0.01800886,-0.0154404,-0.00623675,-0.0256245,-0.00332874,-0.01358289,-0.02255663,-0.00830738,-0.0085525,0.00627987,-0.02159746,-0.01772724,-0.01126258,-0.00478275,-0.02191412,-0.0069767,-0.03679074,-0.00703456,-0.01501255,-0.02331482,-0.01707101,-0.02698879,-0.0102288,-0.01737701
"Np2_503804",-0.00405044,-0.02924972,-0.01333932,-0.03367563,1.00568111,-0.01086675,-0.01496843,-0.0173923,-0.00191585,-0.0261955,-0.00115154,-0.0313584,-0.0064347,-0.0009384,-0.0183865,-0.01753542,-0.0117407,0.00180824,-0.00578762,0.04804418,-0.01999583,-0.01282929,-0.01910361,-0.02518149,0.0143736,-0.01247607,-0.00683511,-0.00289483,-0.01482988,-0.00471425,0.0016164,0.00295622,-0.02240446,-0.01564902,0.00719948,-0.00918742,-0.00229192,-0.01277907,-0.0256672,-0.0047721,-0.00336377,-0.00678793,-0.02027446,-0.01994403,-0.01525314,-0.00791306,-0.01495173,-0.01280951,-0.00512989,-0.0121472,-0.00479038,0.01512119,-0.0116341,-0.01627476,-0.0070711,-0.030827,-0.00767554,-0.00740302,0.00621443,-0.00763295,-0.02366814,-0.01551957,-0.01713804,-0.01367125,-0.01547391,0.00292881,-0.00985277,-0.01216241,0.00306736,-0.0074152,-0.01826011,-0.01723699,-0.01104187,-0.01034453,-0.01417063,0.01510138,-0.00924831,-0.0042438,-0.00600229,0.00917115,-0.01755822,-0.0252241,-0.02688977,0.00639103,-0.01121084,-0.01845499,-0.00309276,-0.01262073,-0.01133264,0.00869765,-0.00143017,-0.01252781,-0.01417523,-0.03207397,-0.01614837,-0.00952997,-0.01820685,0.00141239,-0.01638894,-0.01348852
"Np2_500377",-0.01634173,-0.00165093,0.00801706,-0.02663087,-0.01086675,0.98216059,-0.02116962,-0.01202234,-0.01420715,-0.0298084,-0.02562303,-0.00543439,-0.02344578,-0.00318106,-0.02336967,-0.02373661,-0.01961669,-0.01900916,0.01145796,-0.01129305,-0.00731776,-0.00167377,-0.00140124,-0.01478722,-0.01253389,-0.00954215,-0.03069752,0.00110482,0.00348148,-0.01182897,-0.0202668,-0.02745305,-0.01307593,-0.006016,0.10848811,-0.01843366,-0.00666611,0.00781611,-0.03034585,-0.01234358,0.00657373,-0.01907922,-0.01673151,-0.02035964,-0.01399399,-0.00741519,-0.0088205,-0.01687919,-0.02351124,-0.00845203,-0.02195372,0.03008298,0.00119618,-0.01912642,-0.03001998,0.00773387,-0.0225551,-0.02015105,-0.00942646,-0.00058821,-0.0172324,-0.0127379,-0.01024556,-0.00449499,-0.03355076,-0.01545256,-0.02473234,0.0081282,-0.01394375,0.01759523,-0.01791446,-0.01019226,0.00772628,-0.0020818,-0.01747903,-0.00449804,0.00038468,-0.02110266,0.00378293,-0.0188021,-0.0193441,-0.01376407,-0.0136027,-0.01823268,-0.01634627,-0.02161114,-0.01096875,-0.00770753,-0.00839872,-0.00694321,-0.01889801,0.00091146,-0.03149085,0.00679144,0.01769266,0.01639394,-0.01329364,-0.01712132,-0.01147574,-0.00750957
"Np2_502308",-0.00110739,-0.0019463,-0.0210539,-0.01733439,-0.01496843,-0.02116962,0.98568121,-0.01916906,-0.02196287,0.0143538,0.00118248,-0.00177121,-0.01886909,-0.00956651,0.00815562,-0.0138311,-0.00636161,-0.016564,-0.00132206,-0.0144812,-0.03029871,-0.01932586,-0.02499116,-0.01690961,-0.01450403,-0.00283393,0.00676555,0.01527338,0.00775368,-0.024,-0.0048802,0.00331096,-0.01382806,0.01515618,0.00100739,0.00426101,-0.01213805,-0.02353872,-0.00399713,0.00608803,-0.01777748,-0.00886921,0.00961725,-0.00329829,-0.01048306,-0.01912946,-0.00728884,-0.00834393,-0.00797243,-0.00326633,-0.00793741,-0.00857993,-0.02010995,-0.01378847,0.00287551,-0.02483888,-0.01143159,-0.01633563,-0.01383264,-0.02250343,0.00454877,-0.0154693,-0.00338508,-0.00600838,0.02233484,-0.01346416,0.00176865,-0.00084552,-0.01606615,-0.01467304,0.00082164,-0.01368492,-0.01038261,-0.01714561,-0.01853567,-0.01042674,0.01440099,-0.00693408,-0.03381412,-0.01178939,-0.01278815,-0.00918739,-0.00293594,-0.01578752,-0.0300398,-0.01962274,-0.01415692,0.01041963,-0.00077701,-0.00921786,-0.02878526,-0.00608298,-0.01671326,-0.02441108,-0.00300445,-0.02074634,-0.03140252,-0.02137525,-0.01283687,-0.02927245
"Np2_503117",-0.03245918,0.00095867,-0.02697958,-0.01701773,-0.0173923,-0.01202234,-0.01916906,1.0000195,-0.0204282,-0.02202226,-0.00367741,-0.01393921,-0.02114072,-0.01975523,-0.02167361,-0.01397119,4.515e-05,-0.02766623,-0.00237565,-0.01568706,-0.02084692,0.00626465,-0.01858443,-0.00867584,-0.00748827,-0.00784607,-0.01636456,-0.00892248,-0.01842151,0.01651122,-0.02222479,0.09193386,-0.01305463,-0.0165001,0.00391236,-0.00410067,-0.00162048,-0.01652295,-0.01266333,-0.00973399,-0.00254009,-0.00657325,0.01693756,0.03203637,-0.0145817,-0.02718666,0.00870985,0.00049887,-0.01755214,-0.0069082,0.01415131,-0.01526687,-0.0318212,-0.02306368,0.00456247,-0.006861,-0.02725363,-0.01358294,-0.01808354,-0.00513448,0.01034654,0.01697253,-0.02834227,-0.01832862,-0.02728715,-0.01558352,-0.01862097,0.01606663,-0.03691253,-0.0167924,-0.01880669,-0.03102949,-0.02787948,0.00418185,-0.00573434,-0.0128506,-0.0142102,0.00297449,-0.01355247,-0.00233759,0.01386811,-0.02242114,-0.02500032,-0.00694474,-0.0099304,-0.01199797,0.00549579,0.00327596,-0.00578914,-0.02047235,-0.03501544,0.0024553,-0.01274252,-0.00658543,-0.01486793,-0.00170269,-0.0201237,-0.00019997,-0.02439586,-0.02286571
"Np2_502101",0.01575149,-0.01660363,-0.02642385,-0.00580436,-0.00191585,-0.01420715,-0.02196287,-0.0204282,0.99458325,-0.01689897,-0.02519827,-0.0075979,0.01534648,0.01201216,-0.00863321,0.00226652,-0.0176694,-0.0077745,-0.01887217,-0.00767098,-0.00993803,0.01412847,-0.00417375,-0.00888138,-0.01606767,-0.01033539,-0.0127638,-0.027855,-0.01832254,0.04645158,-0.00827086,-0.01880669,-0.01904575,-0.0005669,-0.00466704,-0.01998817,-0.0111134,-0.00470055,-0.01972021,-0.0189224,-0.00944473,-0.01302113,0.00150678,-0.0287655,-0.01950705,-0.01901833,-0.00824346,-0.01614992,-0.02445675,0.01998714,-0.02259472,-0.00846879,-0.00416461,0.0027659,-0.0268547,-0.00615302,-0.00842767,-0.00450109,-0.02118187,0.00303387,0.00572568,-0.02083924,-0.0078415,0.00978472,0.01148386,-0.01228726,-0.01288867,-0.00484518,0.00170622,-0.01669343,-0.01764195,-0.00900622,-0.01133724,-0.00835611,-0.02207859,-0.01290389,-0.02339861,-0.02372294,-0.02685166,-0.01137374,-0.012068,-0.02323567,-0.02033378,-0.00836829,-0.02779716,-0.01677107,-0.02135388,-0.01794042,9.539e-05,0.03367613,-0.02227955,-0.02287179,-0.02101743,-0.03267382,-0.00213205,-0.00875957,-0.00144997,0.03476485,-0.01135547,-0.00434427
"Np2_500691",-0.02466689,-0.02109049,-0.00426662,0.0317303,-0.0261955,-0.0298084,0.0143538,-0.02202226,-0.01689897,0.99048094,-0.01232838,-0.02411268,-0.01685024,-0.01576926,-0.00398496,-0.01790233,-0.01271663,-0.00541003,-0.00128248,-0.02677403,0.01754807,-0.03512048,0.00077901,-0.00499439,-0.0181185,-0.0029466,0.0202033,0.01196342,0.00078967,-0.02198114,0.00536028,-0.01248366,-0.01896505,-0.0380925,-0.03929981,-0.00605253,-0.01742729,0.00405852,-0.01157015,-0.01640567,-0.01636763,0.0035028,-0.01653055,-0.02426949,-0.00343989,-0.00965025,-0.02171323,-0.01089264,-0.01052113,0.00651739,-0.01124737,-0.00534305,-0.01839559,0.01030694,-0.0135281,-0.02144977,-0.01565506,-0.01934109,0.0361457,-0.01698275,-0.00226299,0.00055672,-0.00608603,-0.01510392,-0.00883723,-0.01890565,-0.01219896,-0.026841,-0.00932748,-0.00153979,0.00390627,-0.01394984,-0.0152151,0.00390475,-0.01468979,-0.01937002,-0.01585756,-0.0103963,-0.00058365,-0.01464259,-0.02964852,-0.01371536,0.03470988,0.00861237,-0.00472642,-0.0387669,-0.00696149,0.01776733,-0.02022566,-0.00643774,-0.00499439,-0.00817492,0.00479391,-0.02010845,-0.01499277,-0.02603558,-0.01354943,-0.00306536,-0.01538558,-0.019032
