"","solution","std.error","z.ratio"
"vm(ID, ginv)_Np1_503172",-0.313561386169763,0.775741236981944,-0.404208737683827
"vm(ID, ginv)_Np1_503331",0.592815528420256,0.828361383895916,0.715648435507882
"vm(ID, ginv)_Np1_502993",0.913414689068623,0.755064823715225,1.209716914866
"vm(ID, ginv)_Np1_500259",0.746309863470517,0.907882053385308,0.822033942281025
"vm(ID, ginv)_Np1_503643",0.885150937309743,0.751004061785625,1.17862336883394
"vm(ID, ginv)_Np1_503443",0.023694053541565,0.811462458692937,0.029199198666233
"vm(ID, ginv)_Np1_500157",-0.208884651883421,0.797872374830608,-0.261802085738045
"vm(ID, ginv)_Np1_502827",-0.457303406707195,0.766575391000838,-0.596553727233718
"vm(ID, ginv)_Np1_504275",1.21208568547114,0.740489028610614,1.63687190307922
"vm(ID, ginv)_Np1_503535",-0.134844637460649,0.816233201275102,-0.165203568355217
"vm(ID, ginv)_Np1_500107",0.709062781484427,0.816656813637547,0.86825061597922
"vm(ID, ginv)_Np1_500457",0.359035091422774,0.802293361453916,0.447510983728109
"vm(ID, ginv)_Np1_500039",0.0334660847899203,0.79345378131913,0.0421777368484934
"vm(ID, ginv)_Np1_503046",0.274052581550838,0.839235205478217,0.326550387497956
"vm(ID, ginv)_Np1_500178",0.731716863321459,0.847717947428151,0.863160754755019
"vm(ID, ginv)_Np1_502930",0.856730503044104,0.829543119050759,1.03277392503051
"vm(ID, ginv)_Np1_502973",0.668674859734948,0.734608011714413,0.91024716457204
"vm(ID, ginv)_Np1_502147",0.775099955221066,0.810924342002788,0.955822775410535
"vm(ID, ginv)_Np1_501531",0.134856301890455,0.793851731467458,0.169875930913659
"vm(ID, ginv)_Np1_503983",0.947022505071979,0.769335467639688,1.23096171294095
"vm(ID, ginv)_Np1_501804",0.595032331919932,0.770823032649885,0.771944151531603
"vm(ID, ginv)_Np1_501538",0.721314218407789,0.771200808177799,0.935313099725762
"vm(ID, ginv)_Np1_501695",0.637220507425113,0.733310999276487,0.868963520326054
"vm(ID, ginv)_Np1_503793",0.651221472490669,0.817870786218167,0.796240046061451
"vm(ID, ginv)_Np1_502854",0.680590375974934,0.727471798910714,0.935555683387345
"vm(ID, ginv)_Np1_503222",0.40446983728329,0.783399645634692,0.516300766201646
"vm(ID, ginv)_Np1_500336",1.12781902077989,0.802143430188147,1.40600667952283
"vm(ID, ginv)_Np1_504548",-0.194384641374861,0.782282952113628,-0.248483800969532
"vm(ID, ginv)_Np1_501158",0.625392037440991,0.843426292141037,0.741489853077064
"vm(ID, ginv)_Np1_501873",0.929220321357685,0.768759096269983,1.20872757911582
"vm(ID, ginv)_Np1_504964",0.648865425898334,0.845166727457779,0.767736595417202
"vm(ID, ginv)_Np1_504533",0.406215028022545,0.797491433748596,0.509366007999782
"vm(ID, ginv)_Np1_503087",0.844899445744826,0.786527457252468,1.07421481342338
"vm(ID, ginv)_Np1_503246",-0.0132571345683298,0.772388034637839,-0.017163826954603
"vm(ID, ginv)_Np1_500114",0.984491669056478,0.823299061734241,1.19578864450871
"vm(ID, ginv)_Np1_504360",0.156422965903409,0.781662029807064,0.200115855623712
"vm(ID, ginv)_Np1_503933",0.883042533269419,0.739123230620101,1.1947162485051
"vm(ID, ginv)_Np1_500677",0.641587126232159,0.754131355900753,0.850763094800417
"vm(ID, ginv)_Np1_503873",1.08027765311082,0.761867546012847,1.41793367989533
"vm(ID, ginv)_Np1_502407",0.973456326056807,0.710661784726279,1.36978848022867
"vm(ID, ginv)_Np1_501573",0.755074115315496,0.782722727034493,0.964676365251653
"vm(ID, ginv)_Np1_503139",0.458603845435513,0.755397592279845,0.607102604141765
"vm(ID, ginv)_Np1_504933",0.581637824784041,0.787333746698809,0.738743674106153
"vm(ID, ginv)_Np1_503929",0.537223806895206,0.784386968968335,0.684896394443918
"vm(ID, ginv)_Np1_500051",-0.34012328498775,0.816745574820816,-0.416437254725707
"vm(ID, ginv)_Np1_504973",0.463621220369555,0.8259977465327,0.561286301706878
"vm(ID, ginv)_Np1_500080",0.153333402391082,0.809032504476604,0.189526875054642
"vm(ID, ginv)_Np1_503363",0.459108594829475,0.790502620931168,0.580780610554676
"vm(ID, ginv)_Np1_504026",1.04188906620946,0.769060195994605,1.35475619676561
"vm(ID, ginv)_Np1_501123",-0.277757804091556,0.840911412844122,-0.330305665791985
"vm(ID, ginv)_Np1_502663",0.151812756371934,0.774770881569917,0.19594535621204
"vm(ID, ginv)_Np1_503911",0.147816198719236,0.783862529442426,0.188574135345365
"vm(ID, ginv)_Np1_501049",1.21196114224499,0.81210938223904,1.49236195117404
