"","Np2_503988","Np2_500664","Np2_500065","Np2_503561","Np2_500844","Np2_501291","Np2_503413","Np2_503520","Np2_503315","Np2_502496","Np2_503817","Np2_504491","Np2_501462","Np2_502321","Np2_500621","Np2_504656","Np2_504754","Np2_503739","Np2_500936","Np2_501560","Np2_502280","Np2_503949","Np2_500236","Np2_504210","Np2_502745","Np2_502705","Np2_501128","Np2_503011","Np2_503741","Np2_503108","Np2_504713","Np2_502872","Np2_504792","Np2_504365","Np2_500460","Np2_502070","Np2_504795","Np2_503295","Np2_503964","Np2_503314","Np2_502462","Np2_503605","Np2_503444","Np2_502385","Np2_502931","Np2_500505","Np2_501525","Np2_504290","Np2_501391","Np2_501270","Np2_501081","Np2_502492","Np2_500453","Np2_504466","Np2_502036","Np2_503547","Np2_504652","Np2_504052","Np2_503169","Np2_502172","Np2_503249","Np2_503162","Np2_502606","Np2_500087","Np2_504109","Np2_500343","Np2_503154","Np2_500252","Np2_500880","Np2_502435","Np2_503804","Np2_503551","Np2_504309","Np2_500283","Np2_501788","Np2_503118","Np2_504247","Np2_504095","Np2_504757","Np2_503724","Np2_501378","Np2_504144","Np2_501549","Np2_503934","Np2_504855","Np2_504970","Np2_501599","Np2_501947","Np2_504582","Np2_501929","Np2_500998","Np2_500004","Np2_503839","Np2_503888","Np2_501775","Np2_502633","Np2_501600","Np2_504653","Np2_504809","Np2_502917"
"Np2_503988",0.97807065,-0.02149657,-0.00998897,-0.01849881,0.01144527,0.00477785,-0.00378979,-0.01326035,-0.01012122,0.02587615,-0.0088671,-0.02251204,-0.01581269,0.01517421,-0.01649374,-0.02378135,-0.01019115,0.00501195,-0.00944932,0.01883782,-0.01724317,-0.00997529,0.0077528,0.00710065,-0.01464526,-0.01064568,-0.0114681,-0.00728917,-0.00633602,0.00333673,-0.00789267,-0.0125413,0.00701247,-0.03081514,-0.00857826,-0.00690154,-0.00364687,0.00678901,-0.00447839,-0.0149751,0.0014335,-0.02054497,-0.0219177,-0.03926875,-0.01956293,-0.0040406,0.0319522,-0.01469691,0.00095464,0.00073726,-0.00207199,0.00933071,-0.01609393,-0.01993844,-0.02299247,-0.01564247,-0.01250787,-0.01411621,-0.00284423,-0.01071865,-0.02620604,-0.01769009,-0.02275073,-0.02246797,-0.02549918,-0.01871928,-0.01447345,-0.0186037,-0.0127739,-0.00331548,-0.00106108,-0.01000113,-0.02796026,-0.01677345,-0.00541482,-0.00448601,-0.00949949,0.00566867,0.0053175,-0.01717324,-0.02753921,-0.01895182,0.01004976,-0.01535058,-0.01718996,-0.01003155,-0.0031133,-0.02536081,-0.01686163,-0.02204081,-0.00255388,-0.022959,0.01055446,-0.01473188,-0.01506023,-0.01076881,-0.01961765,-0.02095387,-0.02096149,-0.0060168
"Np2_500664",-0.02149657,0.98828145,-1.977e-05,0.0051518,-0.02951089,-0.0028868,-0.02057548,-0.01499639,-0.00547258,-0.00687114,-0.01789989,0.01117164,-0.02940597,-0.01012427,0.00411658,-0.01077186,-0.02120016,-0.01222969,-0.01726599,-0.00402844,-0.01092236,-0.00076617,-0.00173604,-0.0177418,-0.02459019,0.00190779,-0.02688558,-0.00051231,-0.02023332,-0.01223273,-0.00567628,-0.01078097,-0.02862309,-0.02890281,-0.03296465,-0.01030975,-0.01587201,-0.01987762,-0.01503134,-0.01625508,-0.00668721,-0.01528827,0.00462128,-0.00680121,-0.00913769,0.00304031,-0.00155513,-0.00731198,0.00484322,-0.01680843,0.01899438,-0.01581573,-0.01828601,0.00705658,-0.00952688,-0.01753052,0.00217381,-0.00019459,-0.00047582,-0.00835024,-0.03827918,-0.00635276,-0.0003162,-0.02146772,0.0097047,-0.01483071,-0.01742561,0.00671909,-0.01344583,0.02003114,-0.02468742,-0.01204119,-0.00734998,-0.00695627,0.0037943,-0.00713413,-0.01655608,-0.01172502,-0.02074108,-0.00279559,0.00933681,-0.00822255,-0.00217536,-0.0055334,-0.00767681,-0.0081192,-0.00986588,-0.01812791,-0.01114887,-0.01754419,-0.00535402,-0.00888536,-0.00881542,-0.02163645,-0.00980352,-0.01296089,-0.02363394,-0.00581614,-0.01464068,-0.00684074
"Np2_500065",-0.00998897,-1.977e-05,0.98210875,-0.0044708,-0.02362787,-0.01463763,-0.01727671,-0.01306579,-0.0065823,0.00509253,-0.00776042,-0.01228442,-0.01227377,-0.03297226,-0.01584312,-0.00823318,-0.00209175,0.01539158,-0.00682249,-0.00696236,-0.01932882,-0.02270205,-0.01151066,-0.01976361,-0.01049826,-0.00923497,-0.02753923,-0.01059097,0.01118835,-0.02109525,-0.00313762,-0.01341084,-0.00799453,-0.0202835,-0.01841672,0.00439021,-0.01242124,-0.00989017,0.00316496,-0.0021632,0.01500551,0.00534031,-0.03510055,-0.00791093,-0.0140478,0.0239729,0.02500205,-0.01389427,-0.00325924,-0.01685403,-0.00917417,-0.02695848,0.00583892,0.00229847,-0.01671725,-0.00571885,-0.01246531,-0.00814502,-0.00827424,-0.01158818,-0.01506632,-0.02053583,-0.00431423,0.01451447,-0.02272034,-0.00241099,-0.03039257,-0.01643292,-0.01957206,0.00676013,0.01159881,-0.00904647,-0.01651652,-0.01277849,-0.01798957,-0.01082811,-0.01705773,-0.01648311,-0.01607418,-0.00800973,-0.00241402,-0.01252459,0.0108524,-0.00785924,-0.00650628,-0.02625471,-0.01584012,-0.01482915,-0.01134649,-0.00831681,-0.00707179,-0.01729185,-0.00794893,0.00735301,-0.02368258,-0.01011818,-0.01714284,-0.03292056,-0.01179798,-0.02117583
"Np2_503561",-0.01849881,0.0051518,-0.0044708,0.98272298,-0.00082242,-0.02390756,-0.0194019,-0.0164071,-0.01068369,-0.00448144,-0.00106869,-0.02444264,0.01509212,-0.01153497,-0.00778323,-0.00655798,0.00870441,-0.02412949,-0.0197408,-0.03143391,-0.01385322,-0.02345909,-0.01363584,-0.02264887,-0.0279771,-0.0118162,-0.0105104,0.00339755,-0.0166275,-0.01212328,-0.02517688,0.00589819,-0.01011971,0.01529126,-0.02130198,-0.01354464,-0.01211416,-0.01505567,-0.00139248,-0.00155209,-0.01706688,-0.00696995,-0.01959186,-0.00638773,-0.02164556,-0.02041271,-0.02303194,-0.01085091,-0.0070566,-0.01061833,-0.01722796,-0.01281798,-0.00555924,-0.01001179,0.0085205,-0.02319767,-0.00212519,-0.00145329,-0.01100749,-0.01325731,-0.00867861,0.00622199,0.01149849,-0.0084369,-0.00751569,-0.0236902,-0.01792422,-0.00077225,-0.01683274,-0.00463802,-0.0172812,-0.00220272,-0.01529736,-0.01733592,-0.00658534,0.00954507,-0.0248075,-0.00690306,0.00657924,0.00278644,2.127e-05,-0.00294456,0.00112643,-0.00177556,-0.01319195,-0.01576256,-0.01370885,0.00250369,0.01039484,-0.00542546,-0.01725382,-0.01364041,-0.0260358,-0.02745562,-0.00680577,-0.01239538,-0.00969103,0.00052596,-0.01939574,0.00056549
"Np2_500844",0.01144527,-0.02951089,-0.02362787,-0.00082242,1.00172151,-0.00840499,-0.0187969,-0.02127467,-0.02512826,-0.0307833,-0.00958463,-0.03751909,0.02679433,0.00062325,-0.02694032,-0.00260861,-0.00908449,-0.0017862,-0.02035193,-0.00574623,-0.02480143,-0.01510128,-0.00208567,-0.00562613,-0.01733902,-0.01759586,-0.00382474,-0.00481436,0.00404361,0.00261923,-0.01332271,-0.00596207,-0.00829857,-0.0172432,-0.00686353,-0.01020334,-0.01394142,-0.01566679,0.00088472,0.01151825,-0.03363972,-0.02263067,-0.01625057,-0.0114073,-0.00933532,-0.01479117,-0.00676929,-0.01617453,-0.03487861,0.00488427,-0.00142136,-0.0277186,0.05615627,-0.02156809,-0.01367694,-0.00359064,-0.02614678,-0.01148939,-0.0105545,-0.0106761,0.01944134,-0.01658344,-0.00568239,-0.03838714,-0.01603164,-0.02186908,0.0062433,-0.01111238,-0.03234145,-0.01741042,-0.03765444,0.00129061,-0.02487742,0.02583363,-0.00096379,-0.0134124,-0.02633074,0.04265118,-0.0001125,0.00658381,-0.01928782,-0.0038597,-0.00678145,0.00460608,-0.01152282,-0.01242126,-0.03012969,0.02712725,-0.00982634,-0.0025402,-0.01619277,-0.01546768,-0.02649492,-0.02396233,-0.00832898,-0.00418957,0.00125108,-0.01893513,-0.01331816,-0.00871054
"Np2_501291",0.00477785,-0.0028868,-0.01463763,-0.02390756,-0.00840499,0.99644279,-0.0142151,-0.00954814,-0.01917835,-0.02452935,0.00229391,-0.0280728,-0.00723597,-0.01364498,-0.0115654,-0.00775587,-0.01331966,-0.01012579,-0.01941855,-0.02411892,-0.01125072,0.00209781,0.00036786,-0.02278267,-0.01442942,-0.01559837,-0.008972,-0.00904953,-0.01630524,-0.01043288,-0.01831795,0.02841478,-0.02059058,-0.00430055,0.0098795,-0.00379738,-0.01954472,-0.01412534,-0.01992019,-0.02023183,-0.00291112,-0.00391139,-0.01212484,-0.00576142,-0.00748984,-0.00762514,-0.03639113,-0.02268993,-0.0187436,-0.01318437,-0.02268232,-0.01188765,-0.01572608,0.00125564,-0.00894315,-0.02819598,-0.00408316,-0.01450843,0.00998896,-0.01977577,-0.02234182,-0.01488998,-0.00976554,-0.00963479,-0.01327407,-0.00147762,-0.00437656,0.00380647,-0.00602137,-0.00507583,-0.02258353,-0.0005123,-0.00691825,-0.0164056,0.00285789,0.02294074,0.00044539,-0.02178242,0.00173297,-0.01300498,-0.01242581,0.01273132,-0.00873638,-0.02212748,-0.01545395,-0.00829554,-0.00593778,-0.02818529,-0.01345345,-0.01118384,-0.01814769,0.00705202,-0.00412725,-0.01223579,-0.01986091,-0.01708965,0.03410783,0.00221638,-0.00341582,-0.02221868
"Np2_503413",-0.00378979,-0.02057548,-0.01727671,-0.0194019,-0.0187969,-0.0142151,1.06839879,-0.0295171,-0.01011216,-0.02245595,-0.01767499,0.00805232,-0.02462064,-0.01476388,-0.01283631,-0.03258934,-0.01854301,-0.01094065,-0.00898421,0.02675194,-0.00051231,-0.00555774,-0.02613779,-0.0047475,-0.02846979,-0.02082173,-0.02316434,-0.01412085,-0.02046449,-0.01428806,0.00518984,-0.01420444,0.00884584,-0.02305335,-0.00735306,0.0125657,-0.0028777,-0.02284509,-0.01997501,-0.01739834,-0.01026269,-0.02084001,-0.01217962,-0.00627223,-0.00891276,-0.00691982,-0.01136326,-0.01407981,-0.00633303,-0.01764766,0.02818844,-0.02197553,-0.01517281,-0.01232859,0.01654097,0.02890753,-0.01265084,0.00079047,0.0082621,-0.00204463,0.00040587,-0.02497787,0.00826971,-0.02762755,-0.00147153,0.00363623,-0.01598458,-0.0333403,-0.01048461,-0.00953907,-0.01290929,0.00399346,-0.01989442,-0.03211815,-0.0142227,-0.01861447,0.00206285,-0.02654977,-0.01990813,-0.00728313,-0.03072261,-0.00343711,0.01249121,-0.01914197,-0.00714783,0.01293207,-0.02925116,-0.02200746,-0.01350823,-0.01610316,0.00201573,-0.01428505,-0.00889452,-0.00849016,-0.01292296,-0.01304,0.0126189,-0.0057432,-0.01563191,-0.01999326
"Np2_503520",-0.01326035,-0.01499639,-0.01306579,-0.0164071,-0.02127467,-0.00954814,-0.0295171,0.99259321,-0.0176065,-0.00395548,-0.00935964,0.00040587,-0.00931251,0.00388856,-0.01166573,-0.01408884,-0.02041272,-0.02025918,-0.01343824,-0.03349223,-0.02168813,-0.00073881,-0.0011006,0.00569603,-0.01072933,-0.00931403,-0.02472999,0.01547675,-0.01245316,-0.02588681,0.00377607,-0.0163782,-0.02342719,-0.02325086,-0.02396836,-0.01149852,-0.00398739,0.00477633,-0.01378786,-0.01637974,-0.01243647,-0.00279559,-0.02104211,-0.00783796,-0.01245469,-0.02961577,-0.03375517,-0.00789268,0.02356857,-0.01282866,-0.01867822,0.05185867,-0.03224414,0.0178771,-0.01649228,-0.00427774,-0.02652984,-0.02372972,-0.00044846,-0.01105917,0.03775623,0.05645718,0.00123132,0.01245922,0.02386957,-0.01221908,-0.01101358,-0.007087,-0.00718581,-0.00867253,-0.00504999,-0.00350094,-0.01157907,-0.00647286,-0.00955573,-0.02504466,-0.02732187,-0.00318475,0.01029756,-0.00748072,-0.01343824,-0.03130161,-0.01324518,-0.02344393,-0.01342605,-0.03195838,-0.00345382,-0.003355,-0.02632313,-0.02739788,-0.01672785,-0.00672977,-0.0034675,-0.0083837,-0.0196572,-0.02296658,-0.01357352,-0.00730894,-0.01187704,-0.01988675
"Np2_503315",-0.01012122,-0.00547258,-0.0065823,-0.01068369,-0.02512826,-0.01917835,-0.01011216,-0.0176065,0.98473291,-0.01540988,-0.01777372,-0.006032,-0.00237298,-0.01091019,-0.01369513,-0.01703035,-0.01286512,-0.01255956,-0.00741079,-0.03050509,-0.01550867,-0.01690569,-0.00708243,-0.01791966,-0.02081561,-0.00769505,-0.01414207,-0.0114833,0.00619159,-0.02137953,-0.00707027,-0.00700642,-0.00964694,-0.01555124,-0.01702883,-0.00547107,0.001584,-0.01412685,-0.00107173,-0.01552084,-0.00124047,-0.00710524,0.00550754,-0.00181053,0.00056549,-0.0062585,0.00586781,-0.0242116,-0.01220842,-0.0095375,-0.01797132,-0.01447344,-0.00235018,-0.02504467,-0.01380918,-0.01071563,-0.00469275,-0.02697525,0.0096834,-0.0027515,-0.01641471,-0.00941891,-0.0225364,-0.01313267,-0.01266752,-0.01318437,-0.01243492,-0.00379585,-0.00982328,0.00632386,-0.02395319,-0.01799564,-0.00281534,0.00487514,-0.01660166,-0.00792005,-0.00046822,-0.01296698,-0.00982177,0.00371525,-0.0122753,0.00573706,0.01132822,0.01420285,-0.0101349,0.01663359,-0.01688447,0.01118531,-0.00539811,-0.03946035,-0.0105484,-0.02517692,-0.00306466,-0.0122373,-0.01910234,0.01620031,-0.02426783,-0.01785124,-0.01451451,-0.01583552
"Np2_502496",0.02587615,-0.00687114,0.00509253,-0.00448144,-0.0307833,-0.02452935,-0.02245595,-0.00395548,-0.01540988,1.00428485,-0.00564286,-0.00895072,0.0041333,-0.01352489,-0.02664693,-0.01280432,-0.01183143,-0.00514119,-0.00060047,-0.01426979,-0.01037055,-0.01936837,-0.01957817,-0.01977428,-0.00716455,-0.00970167,-0.02101322,0.01098468,-0.01360089,-0.00788053,-0.02473455,0.00998895,-0.01712614,-0.01558167,-0.00976248,-0.0159906,-0.00893552,-0.02267017,0.00725875,-0.0026299,-0.01510437,-0.01838486,-0.00714023,-0.01871472,0.00600767,0.0108889,-0.00389162,-0.02545816,-0.02516022,-0.00394331,-0.00644853,-0.02696917,-0.01454187,-0.00622509,-0.03801023,-0.00344926,-0.00411509,0.0011173,-0.00250828,0.00497091,-0.0030677,-0.0082332,-0.00204463,-0.03049294,0.00554402,-0.01655915,-0.00532058,-0.02100407,-0.02292709,0.00598942,0.06175356,0.00842472,-0.03446507,-0.01689358,0.01726749,-0.00916659,-0.01615629,-0.01725386,-0.01198041,-0.00209175,7.58e-06,-0.02834492,-0.0368913,-0.01379852,-0.01883023,-0.00893553,-0.00581769,-0.0155999,0.00019609,-0.00969561,-0.01893971,-0.01563034,0.01712309,-0.00451489,-0.00636341,-0.02593851,-0.02901077,-0.01909779,-0.02214574,-0.02225061
